name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,
Wind power generation by Shree Naman Developers Ltd.,CDMDB0003238,29.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.6,74.31667,,Wind,
Renewable Energy Project in Mahuriya,CDMDB0007054,28,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
NSL 27.65 MW Wind Power Project in Karnataka  India,CDMDB0000998,27.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,14.31,76.2,,Wind,
27.3 MW Wind energy farm at Mokla Rajasthan by HZL,CDMDB0007873,27.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Renewable Energy Project in the state of Madhya Pradesh,CDMDB0006914,27.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid connected renewable electricity generation project by SCCPL in Tamil Nadu  India,CDMDB0006974,26.95,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project in Rajasthan  India,CDMDB0008569,26.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
25.70 MW Bundled Wind Power Project in Udumalpet  Tamilnadu,CDMDB0001015,25.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,10.34,77.14,,Wind,
25.5 MW Wind Energy Farm at Nandurbar Maharashtra by HZL,CDMDB0007981,25.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Renewable Wind Power generation for promoting energy security,CDMDB0005553,25.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project in Maharashtra by TVS Energy Limited,CDMDB0008551,25.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Yelisirur wind power project  India,CDMDB0007857,25.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Green Energy Project at Gujarat by Powerica Limited,CDMDB0008672,25.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project at Rajkot  Gujarat,CDMDB0008095,25.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project in Gujarat,CDMDB0008823,25.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.2825,71.18639,,Wind,
Generation of electricity from bundled 25 MW wind energy project aggregated by Resurge Energy Private Limited,CDMDB0005353,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
24.8 MW Wind power project by Belgaum Wind Farms Private Ltd. in Gadag  Karnataka,CDMDB0001687,24.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled wind energy power projects (2004 policy) in Rajasthan,CDMDB0001166,24.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.683,70.95,,Wind,
Green House Gas Abatement through installation of a wind power project for export to the Grid.,CDMDB0005112,24.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.47,70.1,,Wind,
Grid Connected Wind Power Generation in Tamil Nadu  India,CDMDB0009418,24.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
24 MW Wind Energy based Power Generation In Theni  Tamil Nadu,CDMDB0009699,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.90253,77.30317,,Wind,
24 MW wind power project in Tamil Nadu  India,CDMDB0008046,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled wind Project by Premier Mills  Pushpathur  Dindugal  Tamil Nadu,CDMDB0007099,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Kohinoor Wind Power Project in Rajasthan,CDMDB0004679,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project at Satara in Maharashtra  India,CDMDB0005864,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by M/s. D. J. Malpani in Maharashtra,CDMDB0010165,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by M/s. Giriraj Enterprises at Jath & Shahuwadi  Maharashtra,CDMDB0010135,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.01397,75.31003,,Wind,
Wind Power Project in Tamil Nadu  India,CDMDB0010051,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project in Madhya Pradesh  India,CDMDB0007133,24,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Cepco Wind Power Project in Rajasthan,CDMDB0004942,23.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
23.1 MW Wind power project in Telagi  Karnataka,CDMDB0005537,23.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project by GFL in Gudhepanchgani,CDMDB0001615,23.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.1166,73.9833,,Wind,
Tungabhadra wind power project in Karnataka,CDMDB0001268,22.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,13.45,76.44,,Wind,
22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi  District-Ratlam  Madhya Pradesh,CDMDB0003996,22.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.4625,74.92,,Wind,
22.5 MW grid connected wind farm project by RSMML in Jaisalmer  India.,CDMDB0001602,22.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
21.8 MW Wind Power project at Jangi Vandhiya  Gujarat by Powerica Limited,CDMDB0010042,22,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid Connected Wind Power Project in Gujarat  India,CDMDB0009924,22,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Green Energy Project at Kutch by Powerica Limited,CDMDB0007671,21.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project by Sterling Agro Industries Ltd.,CDMDB0006003,21.55,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.859,75.085,,Wind,
Grid connected bundled wind power project in Maharashtra aggregated by Resurge Energy Private Limited,CDMDB0008459,21.05,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
21 MW Bundled Wind Power Project in Vankuswade  Maharashtra,CDMDB0000967,21,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.29,73.49,,Wind,
21 MW Wind Power Project by Indian Oil Corporation Limited in Gujarat,CDMDB0004756,21,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
21 MW Wind energy farm at Palladam  TamilNadu by HZL,CDMDB0008198,21,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid connected wind energy project in Tamil Nadu by Simran Wind Project Private Ltd.,CDMDB0004209,21,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid-connected electricity generation from 21 MW wind energy by GACL in Gujarat,CDMDB0007248,21,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Projects in Satara & Supa (Maharashtra in India) managed by Tata Motors Ltd.,CDMDB0000744,20.85,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.27,73.53,,Wind,
20.8 MW Grid connected wind electricity generation project at Dhule  Maharashtra,CDMDB0004301,20.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid Connected Wind Energy Generation at Andhra Pradesh.,CDMDB0005921,20.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by Surana Corporation Limited at Tamil Nadu  India,CDMDB0009621,20.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.13861,77.69003,,Wind,
20 MW BEL Wind Power Project in Maharashtra,CDMDB0010066,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
20 MW Enercon Wind farms (SAI) Pvt. Limited in Maharashtra,CDMDB0003854,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
20 MW LNJP Wind Project Power Project  Rajasthan,CDMDB0009460,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Clean energy generation from wind energy in the state of Rajasthan.,CDMDB0006522,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
GREEN ENERGY TO GRID at Dhule  Maharashtra,CDMDB0004437,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
MRMPL Wind Power Project,CDMDB0003839,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by M/s D. J. Malpani at Jath in Maharashtra,CDMDB0010136,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.06217,75.30639,,Wind,
Wind Power Project in Tinwari  Rajasthan,CDMDB0006160,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
19.8MW grid connected Wind farm project by K.P.R Mill Private Limited  Tamil Nadu  India at Villages: Keelaveeranam  Kuruchampatti  Vadi  Ayansurandi  Rajagopalaperi  District: Tirunelveli  Tamilnadu by M/s K. P. R. Mill Private Limited,CDMDB0004540,19.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
MCL wind power project in Tamilnadu  India,CDMDB0009740,19.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,10.727,77.1808,,Wind,
19.5 MW Wind Power Project of NuPower Renewables Limited,CDMDB0006013,19.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
19.5 MW Wind project by GMDC,CDMDB0005141,19.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
19.5 MW wind power project in Ossiya  Rajasthan by Gujarat Fluorochemicals Limited (GFL),CDMDB0009573,19.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Roaring 40s Wind Farms (Khandke) Private Limited - Phase II,CDMDB0003298,19.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.1,74.825,,Wind,
18.9MW Wind Power Project at Tamil Nadu  India,CDMDB0007350,18.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
18 MW Wind Mill Project of GSFC Ltd,CDMDB0008020,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
18 MW Wind Power Project in Kutch (Gujarat in India) managed by Aarvee Denims & Exports Ltd.,CDMDB0009515,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,68.92264,23.08756,,Wind,
18 MW Wind energy project by Indowind Energy Limited,CDMDB0004740,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
8 MW wind power plant by K.S Oils Limited,CDMDB0002958,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Energy Project at Devbhoomi Dwaraka Gujarat by Powerica Limited,CDMDB0010223,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Project in Gujarat by Surajbari Windfarm Development Pvt. Ltd,CDMDB0007363,18,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
17.6 MW captive grid connected electricity generation from wind energy project by Chennai Petroleum Corporation Limited.,CDMDB0003115,17.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Electricity generation from bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,CDMDB0009534,17.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
16.875 MW Large Scale Grid Connected Wind Electricity Generation Project by Indian Renewable Energy Foundation,CDMDB0004959,16.875,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled wind power project in Chitradurga (Karnataka in India) managed by Enercon (India) Ltd.,CDMDB0000276,16.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,14.23333,76.4,,Wind,
Roaring 40's Wind Farms (Khandke) Private Limited,CDMDB0003142,16.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.06,74.82,,Wind,
Wind energy based electricity generation project located at Manur and Vakaikulam  Tirunelveli district  Tamilnadu  India,CDMDB0006829,16.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
16.5 MW Grid-connected  Bundled Wind Power Project  Jodhpur  Rajasthan  India,CDMDB0007560,16.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
16.5 MW Wind Power Project in Surajbari  Gujarat,CDMDB0005239,16.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project at Tamilnadu by Powerica Limited,CDMDB0003327,16.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.01444,77.45306,,Wind,
Wind power project by iEnergy Wind Farms (Theni) Private Limited  Tamilnadu,CDMDB0007005,16.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
16.45 MW bundled grid connected renewable energy project in Tamil Nadu  India,CDMDB0003406,16.45,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.9917,77.4917,,Wind,
Grid connected renewable energy project in India,CDMDB0004450,16,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project in Rajasthan & Maharashtra by Sterling Agro Industries Ltd,CDMDB0007376,16,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
ECIL Bundled Wind Energy Project in India,CDMDB0008123,15.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15.4 MW wind farm at Satara District  Maharashtra.,CDMDB0000593,15.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.27,73.5,,Wind,
15.2 MW wind energy project in Madhya Pradesh by Manganese Ore (India) Limited.,CDMDB0003350,15.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.7578,76.1867,,Wind,
15 MW Grid Connected Wind Energy Project at Sankaneri Village in Tamil Nadu,CDMDB0001049,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.12,77.4,,Wind,
15 MW Wind Energy Project in Maharashtra,CDMDB0001778,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW Wind Power Project by RSPL Ltd (EKIESL-CDM-May-16-04),CDMDB0010363,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW Wind Power Project by Shriram Leitwind Ltd,CDMDB0004990,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW Wind energy farm at Gopalpura  Karnataka by HZL,CDMDB0008303,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW bundled grid connected renewable energy project in Maharashtra  India,CDMDB0004543,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.21417,74.30831,,Wind,
15 MW bundled grid connected wind energy project in Gujarat  India,CDMDB0008417,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW grid-connected wind power project by MMTC in Karnataka,CDMDB0001797,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
15 MW wind power project by Green Infra Wind Energy Assets Ltd,CDMDB0009651,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.66864,74.82903,,Wind,
15MW Grid connected renewable energy generation by RSMML,CDMDB0002613,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled 15 MW Wind Power Project in India,CDMDB0000986,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.58,74.47,,Wind,
Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,CDMDB0005938,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.8262,76.0904,,Wind,
Wind power project by PMPL in Maharashtra,CDMDB0004848,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
14.85 MW Grid connected Wind farm project  at various locations in Tamil Nadu  by M/s Goyal MG Gases Private Limited,CDMDB0000992,14.85,,India,,Clean Development Mechanism,https://cdm.unfccc.int,10.59,76.59,,Wind,
Grid connected Wind Power Generation Project by Premier Mills Private Limited,CDMDB0008365,14.85,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind power project at Gujarat by Powerica Limited,CDMDB0003632,14.85,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.20722,70.53089,,Wind,
14.8 MW small-scale grid connected wind power project in Jaisalmer state Rajasthan  India by RSMML,CDMDB0000243,14.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.03333,79.83333,,Wind,
WAMS Wind Project,CDMDB0008489,14.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
14.7 MW Bundled Wind Power Project in the state of Maharashtra and Rajasthan  India,CDMDB0007370,14.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
14.70 MW Wind Power Project at Jath  Maharashtra,CDMDB0007433,14.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid Connected Bundled Wind Power Project in Karnataka and Maharashtra,CDMDB0010198,14.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),CDMDB0010026,14.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.14144,71.09842,,Wind,
Wind Power Project in Tirunelveli (Tamilnadu)  India by M/s Nagarjuna Fertilizers and Chemicals Limited,CDMDB0005123,14.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.07533,77.68372,,Wind,
"""14.65 MW Wind Power Project"" in Maharashtra by BF Utilities Ltd.",CDMDB0000792,14.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.4129,74.003,,Wind,
14.4 MW Grid Connected Wind Power Project of Vaibhavlaxmi Clean Energy in Madhya Pradesh and Tamil Nadu  India,CDMDB0006654,14.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.08514,77.751,,Wind,
Clean Energy Project in the State of Tamil Nadu,CDMDB0007537,14.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Roaring 40's Wind Farms (Khandke) Private Limited - Phase III,CDMDB0003611,14.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.1,74.83,,Wind,
Wind Energy Project in Dewas  Madhya Pradesh (India),CDMDB0005863,14.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.83361,76.26617,,Wind,
Wind power project in Tirunelveli  Tamil Nadu by TVS Energy Limited,CDMDB0006201,14.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
SAMS Wind Project,CDMDB0005332,14.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
14.1 MW grid connected wind energy project in Tamilnadu by ITC Limited,CDMDB0003035,14.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.53,77.26,,Wind,
Bundled Wind Power Project by Sheth Developers Private Limited,CDMDB0003802,14.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.58,72.54,,Wind,
14 MW Wind Power Project in Maharashtra,CDMDB0002342,14,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Grid Connected Wind Power Project in Tamilnadu by Shri Ramalinga Mills Limited,CDMDB0005220,14,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.95 MW grid connected wind electricity generation by SRF Limited,CDMDB0002365,13.95,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.21,77.56,,Wind,
13.75 MW Grid connected 'Wind Electricity generation Project by Tamilnadu Newsprints and Papers Limited',CDMDB0005500,13.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.75 MW wind power project at Bellary & Davangere district in the state Karnataka  India,CDMDB0009113,13.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.75 MW wind power project in Davangere  Karnataka  India.,CDMDB0003700,13.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled project activity in the state of Tamil Nadu by GRT group,CDMDB0008543,13.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.65 MW Wind Power Project of Khatau Narbheram & Co. in Tamil Nadu  India,CDMDB0009715,13.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind energy based electricity generation project located at Chavaneswar  Satara district  Maharashtra  India,CDMDB0008927,13.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid-connected electricity generation from renewable sources at Kadavakallu  Putluru Mandal  Dist.,CDMDB0001071,13.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,14.41,77.35,,Wind,
13.4 MW bundled wind power project in Chithradurga  Karnataka,CDMDB0001021,13.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,14.1319,76.24,,Wind,
13.3 MW grid connected bundled wind electricity generation project at Rajasthan and Karnataka  India,CDMDB0007527,13.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.25 MW Wind Power Generation by RMTL  in Kutch  Gujarat,CDMDB0002247,13.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
13.2 MW Wind Mill Power Project in Theni district of Tamil Nadu  by JISL-India,CDMDB0008079,13.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd.,CDMDB0005700,12.85,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.31,74.3,,Wind,
Bundled clean energy project in jamnagar  Gujarat,CDMDB0007610,12.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Generation of electricity from 12.8 MW capacity wind mills by Avinash Bhosale group at Bhambarwadi  Maharashtra,CDMDB0001550,12.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.1166,74,,Wind,
Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.Mar-11-03),CDMDB0009371,12.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Greenhouse Gas Emission Reductions through Wind Energy Generation Technology - Bundle - I,CDMDB0005241,12.675,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Energy Project in Gujarat by Enn Enn Corp Limited,CDMDB0010073,12.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12.5 MW Small Scale Grid Connected 'Wind Electricity Generation Project' by KRBL Ltd.  District Dhule  Maharashtra  India,CDMDB0002894,12.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12.3 MW wind energy project in Tamil Nadu  India,CDMDB0000277,12.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.83333,77.66667,,Wind,
12.25 MW Bundled Wind Power Project in India,CDMDB0004377,12.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Project by EKI Energy Services Limited (EKIESL-CDM.April-13-03),CDMDB0009928,12.1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12 MW Wind Electricity Generation Farm at Radhapuram by M/s Surana Industries Limited,CDMDB0005790,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12 MW Wind Mill Project of GSFC Ltd,CDMDB0006551,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12 MW Wind Power Project in Kutch  Gujarat,CDMDB0002400,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
12MW Bundled Wind Power Project in Tenkasi  Tamilnadu,CDMDB0000796,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.5708,77.1851,,Wind,
Clean Energy Generation in Gujarat  India,CDMDB0006349,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
KS Oils Wind Power Project in Tamil Nadu,CDMDB0004578,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,11.015,77.46222,,Wind,
Title: 12 MW Grid connected Wind Power Project  Gujarat State  India.,CDMDB0002546,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.95,68.94,,Wind,
11.9 MW Wind Power Project at Tamil Nadu  India.,CDMDB0009608,11.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Energy Project in Tamilnadu  India - structured by Sri Shanmugavel Group,CDMDB0007614,11.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Project Activity by M/s Bhagyanagar India Limited and M/s Surana Telecom and Power Limited,CDMDB0007558,11.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Project in Tirunelveli  Tamil Nadu,CDMDB0002562,11.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.26091,77.68229,,Wind,
11.35 MW Grid Connected Wind Electricity Project at Pohra (Rajasthan) in India,CDMDB0000570,11.35,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.02,70.57,,Wind,
USHODAYA WIND POWER,CDMDB0009101,11.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
11.25 MW wind power project in Dhule  Maharashtra  India,CDMDB0000531,11.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.58,74.47,,Wind,
11.2 MW Wind Power project in Tamilnadu  by Amarjothi Group,CDMDB0001047,11.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.1539,77.4056,,Wind,
25.6 MW grid connected Wind Power based electricity generation project in Karnataka  India.,CDMDB0002474,11.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bannari Amman Spinning Mills Wind Power Project managed by Enercon (India) Ltd.,CDMDB0004877,11.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled wind power project at Satara  Maharashtra,CDMDB0009927,11.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Renewable Wind Energy Project in India,CDMDB0009664,11.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Project in Tamil Nadu by KTV Power and Logistics Private Limited,CDMDB0007303,10.95,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled green power supply to grid,CDMDB0004879,10.95,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Project by Gangamai Industries and Construction Limited,CDMDB0009330,10.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
10.8 MW Wind Power Project by Ruchi Infrastructure Ltd,CDMDB0003818,10.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Grid Connected Wind Power Generation Project by Ruchi Soya Industries Limited in Madhya Pradesh,CDMDB0008818,10.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),CDMDB0007377,10.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
Bundled Wind Power Project by EKI Energy Services Limited (EKIESL-CDM.April-13-02),CDMDB0010344,10.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
10.6 MW wind farm at Village Badabagh  District Jaisalmer  Rajasthan.,CDMDB0000571,10.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.5448,70.5439,,Wind,
'10.5 MW Wind Power Project' at Kutch district of Gujarat  India  by M/s Energy Infratech Private Limited' in Jangi village,CDMDB0003855,10.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
10.5 MW wind mill project of ICF in the state of Tamil Nadu,CDMDB0004119,10.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
10.5 MW wind power project in Ossiya  Rajasthan by Gujarat Fluorochemicals Limited (GFL),CDMDB0007724,10.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Wind,
