f,geo_id,carma_id,osm_id
1002728,3183,,
1005534,3183,,
1002098,3200,,
1005561,3200,,
1004826,3219,,
1004827,3219,,
1016093,3225,,
1008730,3246,,
1008731,3246,,
1000677,3248,,
1000678,3249,,
1000621,3255,,
1001165,3266,,
1000121,3269,,
1001167,3276,,
1015805,3289,,
1015806,3289,,
1000687,3292,,
1015807,3293,,
1008366,3310,,
1001658,3312,,
1001173,3324,,
1004830,3328,,
1004831,3328,,
1001176,3341,,
1000630,3344,,
1002733,3348,,
1005535,3348,,
1000122,3357,,
1004841,3365,,
1004842,3365,,
1002735,3383,,
1005536,3383,,
1004847,3389,,
1005545,3414,,
1005703,3414,,
1005704,3414,,
1000123,3415,,
1015823,3419,,
1016095,3423,,
1001668,3425,,
1001632,3428,,
1005546,3430,,
1005726,3430,,
1005856,3430,,
1001175,3432,,
1020040,3433,,
1001194,3435,,
1001633,3441,,
1020115,3442,,
1000202,3444,,
1008368,3446,,
1008370,3446,,
1008358,3448,,
1008654,3449,,
1000680,3459,,
1004865,3491,,
1005565,3491,,
1020116,3498,,
1000124,3521,,
1016130,3531,,
1004869,3533,,
1005566,3533,,
1000629,3536,,
1020066,3536,,
1000106,3540,,
1000107,3540,,
1004875,3556,,
1005567,3556,,
1001182,3557,,
1000635,3561,,
1015832,3577,,
1000368,3597,,
1000366,3598,,
1000367,3599,,
1001627,3602,,
1001647,3602,,
1016125,3610,,
1016124,3612,,
1004879,3615,,
1005568,3615,,
1000086,3618,,
1001187,3629,,
1000686,3632,,
1000212,3634,,
1000195,3641,,
1004880,3653,,
1001189,3660,,
1016073,3665,,
1001748,3683,,
1004886,3687,,
1005547,3688,,
1005848,3688,,
1005849,3688,,
1020042,3692,,
1015834,3696,,
1000020,3698,,
1001634,3724,,
1008658,3730,,
1000193,3736,,
1001162,3738,,
1015841,3740,,
1015842,3745,,
1016102,3759,,
1001202,3767,,
1000095,3768,,
1000022,3769,,
1001204,3770,,
1001205,3774,,
1020117,3778,,
1001203,3783,,
1001209,3784,,
1001210,3786,,
1001625,3797,,
1000021,3802,,
1000679,3806,,
1001221,3807,,
1001223,3809,,
1000631,3810,,
1004888,3813,,
1004889,3813,,
1015849,3816,,
1000125,3819,,
1001228,3841,,
1001230,3843,,
1004897,3849,,
1004901,3850,,
1020039,3852,,
1000137,3880,,
1001635,3881,,
1003733,3882,,
1001236,3883,,
1000126,3884,,
1001238,3887,,
1001227,3888,,
1001239,3888,,
1001240,3890,,
1001621,3891,,
1001241,3894,,
1000213,3896,,
1001656,3897,,
1001245,3898,,
1001246,3899,,
1001248,3903,,
1001249,3904,,
1005519,3906,,
1003739,3910,,
1000127,3911,,
1005555,3913,,
1000379,3918,,
1003744,3923,,
1001253,3924,,
1001255,3925,,
1001257,3926,,
1016133,3930,,
1015862,3934,,
1015864,3936,,
1015865,3937,,
1015863,3938,,
1015866,3939,,
1016138,3942,,
1015867,3948,,
1015869,3953,,
1015870,3954,,
1016106,3956,,
1001259,3982,,
1001351,3995,,
1015873,3996,,
1004911,3998,,
1021763,4000,,
1008655,4017,,
1004273,4025,,
1003749,4028,,
1015876,4029,,
1016100,4034,,
1000128,4035,,
1015879,4048,,
1000373,4051,,
1004919,4053,,
1004920,4053,,
1004922,4057,,
1004923,4057,,
1001264,4064,,
1004937,4071,,
1016118,4077,,
1002445,4091,,
1005522,4091,,
1001265,4098,,
1001267,4099,,
1001268,4101,,
1001269,4102,,
1016080,4104,,
1004945,4107,,
1000380,4116,,
1001272,4120,,
1015887,4121,,
1015888,4121,,
1015889,4124,,
1008663,4128,,
1008739,4129,,
1001195,4135,,
1001278,4136,,
1000092,4137,,
1001279,4143,,
1000652,4144,,
1000129,4145,,
1008662,4148,,
1016069,4152,,
1017612,4152,,
1001425,4153,,
1001659,4161,,
1015893,4164,,
1015892,4165,,
1015838,4166,,
1015894,4168,,
1016086,4171,,
1016127,4172,,
1016087,4174,,
1008667,4178,,
1000130,4203,,
1000131,4204,,
1020119,4205,,
1000670,4207,,
1020037,4207,,
1016119,4209,,
1015902,4224,,
1004954,4239,,
1001291,4241,,
1001292,4241,,
1015908,4251,,
1001293,4260,,
1001295,4260,,
1001294,4261,,
1000682,4280,,
1015912,4292,,
1000632,4296,,
1008727,4311,,
1015913,4312,,
1000660,4317,,
1005554,4330,,
1002834,4346,,
1016143,4353,,
1001788,4382,,
1015919,4383,,
1001793,4395,,
1001305,4407,,
1001306,4407,,
1015921,4416,,
1001308,4420,,
1016149,4423,,
1001313,4426,,
1020030,4430,,
1008673,4431,,
1001314,4435,,
1000377,4437,,
1001317,4443,,
1001319,4446,,
1005548,4453,,
1005690,4453,,
1005974,4453,,
1000109,4476,,
1001322,4493,,
1001323,4493,,
1001321,4494,,
1001324,4494,,
1015925,4504,,
1020067,4506,,
1001328,4507,,
1003759,4508,,
1002749,4511,,
1005537,4511,,
1001329,4517,,
1002260,4544,,
1003775,4547,,
1001133,4562,,
1000091,4563,,
1001376,4571,,
1001332,4582,,
1020124,4596,,
1000684,4598,,
1000634,4599,,
1002473,4610,,
1002474,4610,,
1005523,4610,,
1001334,4615,,
1000676,4616,,
1020122,4619,,
1020123,4625,,
1008361,4635,,
1002168,4646,,
1005562,4646,,
1015929,4654,,
1015930,4655,,
1015931,4656,,
1000084,4667,,
1001336,4678,,
1005550,4680,,
1000132,4683,,
1002752,4689,,
1005538,4689,,
1001340,4690,,
1001341,4691,,
1001342,4695,,
1001343,4696,,
1001346,4702,,
1001348,4704,,
1001349,4711,,
1001353,4721,,
1015936,4723,,
1015937,4734,,
1004981,4743,,
1001356,4744,,
1002754,4746,,
1005539,4746,,
1001358,4756,,
1004983,4764,,
1004984,4765,,
1005549,4780,,
1005858,4780,,
1006001,4780,,
1016076,4825,,
1016109,4826,,
1001360,4828,,
1015944,4829,,
1015945,4833,,
1015946,4835,,
1001361,4841,,
1002756,4844,,
1015949,4847,,
1015726,4849,,
1002757,4850,,
1000133,4862,,
1000089,4863,,
1000082,4864,,
1000192,4873,,
1000191,4874,,
1016116,4892,,
1015955,4930,,
1015956,4933,,
1017348,4933,,
1002760,4938,,
1016096,4958,,
1016117,4966,,
1000197,4972,,
1008651,4975,,
1015958,4979,,
1008659,4987,,
1008660,4987,,
1008676,4989,,
1001375,4990,,
1015959,4994,,
1015960,4994,,
1001377,4996,,
1008364,5001,,
1001381,5003,,
1001382,5004,,
1001385,5008,,
1001387,5010,,
1015962,5013,,
1015963,5014,,
1015964,5014,,
1015967,5015,,
1015968,5017,,
1004991,5024,,
1001389,5027,,
1001390,5033,,
1008359,5038,,
1001392,5063,,
1001393,5090,,
1002097,5093,,
1005563,5093,,
1008646,5126,,
1008650,5126,,
1008648,5128,,
1008647,5130,,
1015975,5136,,
1015976,5140,,
1005004,5152,,
1001823,5156,,
1001397,5160,,
1001398,5167,,
1003791,5171,,
1005112,5174,,
1005009,5180,,
1015982,5184,,
1008362,5187,,
1008741,5190,,
1005012,5191,,
1001638,5197,,
1001402,5198,,
1008692,5204,,
1001403,5208,,
1020036,5211,,
1002777,5216,,
1002779,5217,,
1005541,5217,,
1000662,5218,,
1001404,5219,,
1016088,5222,,
1005013,5231,,
1016094,5240,,
1016110,5240,,
1001355,5241,,
1001406,5242,,
1001407,5243,,
1000186,5244,,
1001408,5264,,
1001409,5265,,
1001410,5273,,
1015989,5282,,
1001413,5286,,
1003803,5288,,
1015991,5296,,
1005019,5298,,
1000688,5329,,
1000194,5334,,
1000199,5335,,
1000078,5344,,
1001418,5348,,
1015997,5349,,
1000085,5352,,
1008684,5354,,
1015998,5355,,
1015999,5356,,
1016000,5360,,
1000681,5372,,
1000685,5373,,
1000639,5374,,
1000661,5375,,
1000214,5376,,
1000216,5378,,
1000633,5379,,
1005025,5384,,
1000067,5388,,
1008743,5392,,
1001426,5408,,
1001427,5413,,
1001429,5417,,
1001430,5418,,
1001431,5421,,
1016005,5422,,
1005028,5425,,
1005569,5425,,
1016008,5428,,
1003812,5438,,
1000624,5444,,
1005035,5469,,
1005113,5475,,
1001639,5483,,
1005036,5493,,
1016012,5504,,
1001436,5514,,
1001437,5514,,
1000371,5531,,
1001830,5532,,
1005041,5543,,
1016020,5552,,
1016022,5569,,
1000088,5579,,
1001441,5581,,
1020125,5585,,
1020031,5594,,
1017391,5595,,
1001443,5606,,
1001444,5607,,
1005048,5612,,
1020035,5631,,
1000196,5632,,
1000364,5635,,
1000365,5635,,
1008664,5636,,
1000683,5639,,
1000671,5640,,
1020126,5642,,
1001450,5644,,
1001451,5644,,
1000363,5646,,
1000090,5649,,
1000659,5652,,
1016153,5654,,
1001453,5656,,
1001454,5657,,
1001455,5659,,
1001640,5660,,
1001456,5661,,
1001657,5662,,
1008744,5665,,
1008745,5666,,
1008746,5667,,
1005054,5669,,
1001460,5677,,
1001461,5680,,
1016071,5681,,
1005521,5682,,
1001462,5690,,
1008644,5723,,
1002275,5724,,
1002276,5724,,
1002277,5724,,
1005518,5724,,
1001468,5733,,
1001636,5735,,
1000689,5739,,
1000674,5744,,
1000616,5745,,
1001469,5747,,
1001470,5747,,
1005065,5748,,
1005570,5748,,
1016033,5753,,
1000645,5757,,
1016018,5760,,
1016034,5763,,
1016036,5770,,
1016037,5772,,
1016132,5775,,
1002782,5778,,
1005542,5778,,
1001473,5788,,
1000647,5793,,
1000690,5794,,
1000374,5806,,
1001476,5812,,
1001477,5812,,
1000135,5813,,
1016135,5814,,
1016136,5815,,
1016152,5816,,
1008365,5825,,
1008748,5827,,
1008749,5828,,
1001641,5830,,
1001654,5830,,
1020127,5832,,
1000209,5834,,
1000218,5837,,
1001485,5842,,
1001487,5845,,
1001488,5875,,
1001489,5876,,
1001490,5878,,
1001491,5879,,
1001492,5881,,
1003846,5886,,
1001495,5887,,
1001496,5887,,
1016084,5901,,
1016044,5906,,
1001502,5908,,
1005560,5910,,
1000136,5911,,
1001503,5915,,
1001504,5916,,
1001505,5919,,
1016089,5941,,
1002785,5953,,
1003853,5955,,
1016026,5964,,
1000072,5968,,
1016047,5970,,
1000102,5975,,
1001512,5980,,
1001660,5988,,
1001856,6010,,
1005898,6033,,
1005077,6038,,
1016052,6064,,
1016059,6137,,
1000215,6153,,
1001863,6166,,
1005094,6170,,
1020128,6176,,
1001516,6178,,
1000658,6179,,
1020129,6180,,
1008665,6181,,
1000189,6190,,
1000642,6192,,
1000626,6193,,
1000628,6194,,
1000217,6195,,
1000187,6196,,
1005114,6207,,
1002730,39698,,
1002750,39706,,
1002770,39712,,
1002717,39714,,
1002763,39715,,
1002688,39716,,
1002700,39720,,
1002714,39721,,
1002758,39723,,
1002771,39726,,
1002765,39735,,
1002766,39736,,
1002742,39738,,
1002778,39739,,
1002704,39746,,
1002692,39756,,
1002690,39759,,
1002698,39761,,
1002773,39770,,
1002774,39773,,
1002759,39776,,
1002726,39778,,
1002751,39779,,
1002738,39780,,
1004269,39780,,
1002767,39788,,
1002786,39796,,
1002755,39800,,
1002732,39807,,
1002741,39808,,
1002764,39809,,
1002780,39811,,
1002691,39814,,
1002740,39815,,
1002784,39817,,
1002710,39818,,
1002709,39819,,
1002689,39823,,
1002702,39825,,
1002721,39934,,
1003669,40120,,
1000286,40121,,
1000287,40122,,
1000291,40122,,
1003780,40124,,
1003683,40126,,
1003864,40127,,
1003784,40128,,
1003761,40129,,
1003845,40131,,
1003849,40132,,
1003808,40136,,
1003814,40140,,
1003788,40141,,
1003790,40338,,
1003737,40340,,
1003793,40342,,
1003729,40343,,
1003741,40344,,
1003684,40345,,
1003770,40346,,
1003839,40347,,
1003728,40348,,
1019870,40349,,
1019866,40350,,
1019871,40351,,
1019868,40352,,
1019869,40354,,
1019867,40355,,
1019877,40356,,
1000011,40357,,
1000014,40358,,
1000015,40359,,
1000043,40364,,
1000042,40365,,
1000039,40366,,
1000041,40367,,
1000047,40368,,
1000048,40372,,
1000040,40373,,
1000050,40374,,
1000110,40382,,
1000112,40384,,
1000111,40385,,
1000063,40405,,
1000064,40407,,
1000057,40408,,
1000058,40408,,
1000059,40409,,
1000060,40410,,
1000061,40411,,
1008151,40416,,
1008163,40418,,
1008154,40421,,
1008129,40424,,
1003765,40548,,
1003826,40550,,
1003827,40553,,
1003731,40560,,
1003679,40570,,
1003802,40581,,
1003720,40582,,
1003856,40583,,
1019069,40604,,
1019033,40607,,
1019078,40614,,
1019052,40615,,
1019037,40628,,
1001237,40642,,
1019032,40653,,
1019040,40653,,
1019046,40655,,
1001379,40680,,
1001399,40712,,
1018251,40730,,
1001794,40750,,
1001795,40750,,
1001714,40751,,
1001695,40752,,
1001762,40753,,
1001711,40754,,
1001766,40755,,
1001767,40755,,
1001727,40756,,
1001810,40757,,
1001811,40757,,
1001217,40850,,
1015847,40861,,
1015848,40861,,
1006042,40883,,
1015796,40914,,
1015994,40936,,
1001127,40946,,
1001206,40947,,
1019092,40967,,
1019094,40968,,
1019096,40969,,
1019099,40970,,
1019108,40971,,
1019098,40973,,
1019102,40974,,
1019095,40975,,
1019110,40976,,
1019100,40977,,
1019114,40978,,
1019112,40980,,
1019120,40981,,
1019128,40982,,
1019104,40983,,
1019122,40984,,
1019121,40985,,
1019113,40987,,
1019123,40988,,
1015804,41083,,
1015970,41085,,
1015909,41086,,
1015995,41087,,
1016017,41088,,
1016042,41088,,
1015759,41092,,
1015731,41093,,
1015858,41096,,
1015741,41097,,
1015743,41104,,
1015992,41107,,
1015754,41108,,
1001623,41116,,
1001622,41117,,
1001643,41118,,
1001644,41119,,
1001645,41121,,
1019106,41134,,
1019107,41134,,
1019116,41136,,
1019118,41143,,
1015903,41149,,
1015801,41150,,
1015745,41152,,
1015746,41154,,
1015990,41156,,
1015856,41158,,
1015871,41159,,
1015854,41161,,
1015953,41162,,
1016054,41166,,
1015833,41167,,
1015819,41168,,
1015820,41168,,
1001547,41178,,
1001600,41180,,
1001609,41181,,
1001599,41182,,
1001548,41183,,
1001601,41184,,
1001541,41186,,
1001519,41188,,
1001532,41189,,
1001533,41190,,
1001561,41194,,
1001560,41195,,
1001562,41195,,
1001581,41195,,
1001611,41195,,
1001607,41197,,
1001550,41199,,
1001551,41200,,
1019458,41202,,
1003704,41205,,
1001604,41208,,
1001554,41209,,
1001557,41209,,
1001555,41210,,
1001558,41210,,
1001556,41211,,
1001197,41224,,
1001193,41225,,
1001251,41248,,
1001423,41254,,
1001424,41254,,
1001411,41258,,
1001062,41259,,
1001302,41260,,
1001345,41261,,
1001368,41262,,
1001415,41263,,
1001445,41264,,
1015771,41300,,
1015792,41302,,
1015811,41303,,
1016014,41304,,
1015826,41309,,
1016030,41310,,
1016038,41353,,
1008134,41358,,
1008141,41358,,
1008169,41360,,
1008187,41361,,
1008186,41363,,
1008152,41365,,
1008168,41368,,
1008173,41369,,
1008153,41370,,
1008189,41371,,
1008207,41373,,
1008190,41374,,
1008128,41375,,
1008167,41376,,
1008179,41377,,
1008178,41378,,
1008114,41379,,
1008119,41380,,
1008120,41380,,
1008184,41381,,
1008185,41383,,
1008165,41384,,
1008139,41385,,
1008155,41386,,
1008113,41388,,
1008132,41389,,
1008174,41390,,
1008194,41391,,
1008204,41392,,
1008205,41392,,
1008206,41392,,
1008162,41394,,
1008122,41395,,
1008121,41396,,
1008200,41397,,
1008209,41398,,
1008117,41399,,
1008192,41400,,
1008696,41401,,
1008722,41402,,
1008723,41402,,
1008719,41403,,
1008718,41404,,
1008717,41405,,
1008115,41406,,
1008158,41409,,
1008148,41411,,
1000243,41412,,
1000253,41415,,
1001214,41429,,
1001078,41433,,
1000244,41435,,
1000256,41439,,
1000255,41440,,
1000254,41441,,
1000285,41441,,
1000228,41445,,
1000248,41448,,
1000230,41449,,
1000238,41450,,
1000239,41451,,
1000237,41452,,
1000280,41454,,
1000247,41455,,
1000257,41456,,
1000258,41456,,
1000233,41460,,
1000232,41461,,
1000250,41468,,
1000246,41469,,
1000231,41470,,
1000281,41473,,
1000277,41474,,
1000261,41475,,
1000262,41475,,
1000263,41476,,
1000160,41479,,
1019468,41480,,
1000157,41482,,
1019483,41490,,
1000169,41491,,
1000161,41494,,
1019482,41495,,
1019459,41496,,
1000156,41497,,
1019487,41499,,
1000155,41500,,
1000172,41501,,
1000178,41502,,
1000177,41503,,
1000173,41504,,
1000175,41505,,
1015813,41509,,
1015814,41509,,
1000180,41510,,
1000176,41512,,
1000174,41513,,
1000167,41514,,
1000162,41515,,
1000179,41516,,
1000982,41517,,
1000990,41518,,
1000991,41518,,
1000961,41519,,
1000962,41521,,
1000960,41522,,
1000939,41523,,
1000829,41525,,
1000875,41525,,
1001005,41527,,
1000762,41528,,
1000887,41529,,
1000984,41530,,
1000836,41531,,
1000837,41531,,
1000882,41531,,
1000883,41531,,
1000800,41533,,
1000792,41534,,
1000830,41535,,
1000876,41535,,
1000920,41537,,
1001177,41549,,
1000164,41551,,
1000165,41554,,
1000163,41555,,
1001166,41557,,
1001247,41557,,
1015818,41626,,
1015839,41627,,
1015852,41628,,
1015878,41629,,
1015883,41630,,
1015898,41631,,
1015942,41632,,
1015996,41633,,
1015947,41634,,
1001057,41640,,
1001051,41641,,
1001050,41642,,
1001058,41644,,
1001053,41645,,
1001059,41646,,
1015730,41678,,
1015808,41679,,
1015981,41681,,
1001870,41682,,
1001871,41683,,
1001873,41684,,
1001872,41685,,
1001869,41686,,
1001962,41687,,
1001920,41688,,
1001921,41689,,
1001938,41689,,
1001884,41692,,
1001886,41693,,
1001958,41694,,
1001960,41697,,
1001957,41698,,
1001959,41699,,
1001961,41700,,
1001897,41701,,
1001900,41702,,
1001902,41703,,
1001903,41704,,
1001894,41705,,
1001896,41706,,
1001898,41707,,
1001901,41708,,
1001905,41709,,
1001890,41711,,
1001889,41713,,
1001942,41714,,
1001943,41714,,
1001941,41717,,
1001883,41718,,
1001885,41719,,
1001887,41719,,
1001879,41720,,
1000138,41748,,
1000140,41749,,
1000141,41750,,
1000142,41751,,
1000146,41752,,
1000147,41753,,
1000349,41755,,
1000139,41764,,
1000144,41765,,
1000350,41766,,
1000351,41767,,
1000352,41768,,
1000353,41769,,
1000356,41771,,
1000359,41772,,
1000361,41776,,
1000145,41777,,
1000143,41778,,
1016061,41789,,
1016062,41789,,
1017413,41789,,
1017305,41790,,
1000150,41798,,
1000153,41803,,
1000292,41806,,
1000298,41810,,
1000290,41816,,
1000293,41816,,
1000288,41817,,
1000299,41820,,
1019025,41826,,
1019026,41826,,
1019031,41828,,
1019029,41830,,
1003805,41835,,
1002197,41839,,
1002203,41840,,
1002201,41842,,
1002179,41845,,
1002181,41847,,
1002182,41847,,
1002198,41848,,
1002199,41849,,
1001486,41874,,
1001284,41877,,
1001367,41880,,
1001186,41890,,
1001362,41896,,
1003687,41924,,
1003693,41926,,
1003686,41928,,
1003688,41929,,
1003692,41930,,
1003689,41934,,
1003690,41936,,
1003691,41937,,
1003813,41944,,
1003836,41944,,
1002207,41947,,
1002267,41948,,
1002264,41949,,
1002234,41950,,
1002220,41951,,
1002221,41951,,
1002224,41953,,
1002225,41953,,
1002226,41953,,
1002210,41954,,
1002212,41955,,
1002266,41957,,
1002281,41964,,
1002253,41965,,
1002258,41970,,
1002263,41971,,
1002270,41972,,
1002288,41973,,
1002208,41976,,
1002235,41980,,
1002209,41981,,
1002287,41982,,
1005506,41986,,
1005339,41988,,
1005409,41991,,
1005427,41991,,
1005362,41992,,
1002239,42001,,
1002237,42002,,
1002236,42003,,
1002242,42005,,
1002240,42006,,
1002241,42007,,
1002229,42008,,
1002250,42010,,
1002233,42011,,
1002218,42012,,
1003832,42018,,
1003653,42019,,
1003663,42020,,
1003681,42030,,
1003712,42030,,
1003659,42031,,
1003782,42032,,
1003764,42033,,
1003828,42035,,
1003830,42038,,
1003685,42039,,
1003798,42040,,
1003670,42041,,
1003772,42042,,
1003823,42045,,
1003800,42048,,
1003703,42050,,
1003843,42052,,
1003777,42053,,
1003723,42054,,
1003795,42055,,
1003711,42104,,
1003730,42123,,
1003852,42129,,
1001215,42131,,
1018683,42156,,
1018687,42157,,
1018686,42158,,
1018684,42159,,
1018685,42160,,
1018688,42160,,
1019222,42196,,
1019167,42201,,
1019097,42206,,
1019111,42206,,
1018677,42207,,
1018645,42208,,
1018635,42209,,
1018650,42213,,
1017627,42214,,
1017971,42215,,
1017968,42216,,
1017756,42217,,
1017649,42218,,
1017744,42219,,
1018060,42220,,
1017743,42222,,
1018038,42224,,
1018042,42224,,
1018121,42225,,
1017673,42226,,
1017895,42230,,
1017620,42231,,
1017875,42232,,
1017784,42236,,
1017979,42237,,
1002747,42240,,
1017719,42242,,
1017690,42246,,
1017893,42247,,
1017770,42248,,
1017833,42248,,
1017997,42250,,
1017962,42251,,
1018021,42252,,
1018114,42253,,
1017898,42254,,
1017919,42255,,
1017897,42256,,
1017788,42257,,
1017789,42257,,
1018078,42258,,
1017882,42260,,
1018007,42261,,
1017913,42265,,
1017741,42269,,
1018048,42270,,
1018052,42270,,
1018117,42271,,
1018017,42272,,
1018018,42272,,
1017886,42274,,
1018092,42275,,
1017713,42276,,
1017730,42277,,
1017732,42278,,
1017731,42279,,
1017794,42280,,
1017945,42281,,
1018088,42281,,
1017662,42294,,
1017683,42295,,
1017777,42296,,
1017972,42297,,
1018024,42302,,
1017749,42303,,
1017993,42305,,
1017920,42309,,
1017621,42310,,
1017889,42311,,
1017766,42312,,
1017768,42313,,
1017721,42320,,
1017941,42321,,
1017843,42322,,
1019176,42358,,
1019183,42358,,
1019109,42369,,
1019351,42371,,
1019357,42377,,
1019341,42390,,
1001480,42429,,
1001439,42430,,
1001234,42456,,
1001149,42457,,
1001150,42457,,
1019035,42462,,
1019044,42463,,
1019056,42464,,
1019065,42474,,
1019067,42486,,
1019073,42494,,
1019084,42494,,
1000062,42507,,
1000055,42508,,
1000056,42509,,
1000200,42511,,
1000198,42513,,
1000036,42543,,
1000037,42544,,
1000035,42545,,
1000029,42557,,
1000030,42559,,
1000028,42560,,
1000025,42561,,
1000026,42562,,
1000027,42563,,
1000031,42564,,
1000032,42565,,
1000034,42566,,
1000016,42582,,
1016048,42590,,
1016049,42590,,
1016063,42591,,
1015699,42592,,
1015733,42593,,
1015734,42593,,
1015983,42595,,
1015723,42596,,
1016011,42599,,
1000003,42603,,
1000009,42605,,
1019338,42616,,
1000007,42626,,
1000004,42628,,
1000005,42629,,
1018168,42658,,
1020249,42674,,
1002170,42688,,
1002171,42689,,
1002175,42690,,
1002172,42691,,
1002169,42693,,
1002173,42694,,
1002174,42695,,
1002176,42697,,
1002959,42710,,
1002911,42712,,
1002977,42713,,
1002976,42714,,
1002884,42715,,
1000347,42722,,
1000314,42723,,
1000306,42724,,
1000305,42725,,
1000307,42725,,
1000337,42728,,
1000323,42730,,
1000322,42731,,
1000321,42732,,
1000319,42733,,
1000318,42734,,
1000317,42735,,
1000316,42736,,
1000315,42737,,
1000300,42740,,
1000301,42741,,
1000302,42742,,
1000303,42743,,
1000313,42744,,
1000328,42746,,
1000304,42748,,
1000331,42750,,
1000332,42751,,
1000334,42752,,
1000320,42753,,
1000327,42754,,
1000325,42755,,
1000326,42756,,
1019410,42785,,
1000312,42804,,
1000339,42808,,
1000343,42809,,
1000344,42810,,
1000348,42812,,
1015719,42816,,
1015718,42817,,
1015933,42818,,
1015934,42819,,
1015932,42820,,
1015985,42821,,
1015712,42823,,
1008687,42830,,
1008688,42830,,
1000100,42836,,
1000093,42838,,
1015900,42845,,
1015965,42847,,
1015767,42848,,
1015973,42852,,
1015907,42854,,
1015971,42861,,
1015943,42862,,
1015694,42863,,
1016003,42865,,
1016004,42866,,
1015828,42869,,
1015855,42870,,
1015881,42871,,
1016009,42872,,
1015895,42875,,
1015885,42877,,
1015783,42881,,
1016050,42898,,
