gppd_idnr,owner,lei
USA0000823,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0000625,New York State Elec & Gas Corp,549300GEC6J0YHUXA160
USA0000521,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0058679,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0000822,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0007079,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0007474,City of Rock Falls - (IL),549300IDMJM5N10TI384
USA0060581,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0003295,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0050308,Doyon Utilities - Ft. Wainwright,549300O2R0OG8V5I8M96
USA0006127,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0003612,City of San Antonio - (TX),5493002G2FEH20Q4GQ04
USA0060860,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0060954,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0007440,City of Manassas - (VA),549300UXZ7FA0DPLIC25
USA0007441,City of Manassas - (VA),549300UXZ7FA0DPLIC25
USA0059256,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0057041,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0059058,Janssen Pharmaceutical Co,549300PB7J53DZG89587
USA0060448,WGL Energy Systems  Inc,549300D7A8QA85Z2MH11
USA0060335,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0006515,UNS Electric  Inc,0HHVF3BMNBQCDE68YY36
USA0059736,Valentine Wind  LLC,549300ZQORB6K8TSOG88
USA0004042,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0050034,Valley Falls Associates,98450097C55NTD104229
USA0056274,Valley Queen Cheese Factory  Inc.,YLH8KTQH2CN1KVV5XL79
USA0060824,Tesla Inc.,54930043XZGB27CTOV49
USA0000487,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0057434,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0058797,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059928,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0052048,Vanderbilt University,LKSXJA6377V8HQNXW856
USA0058324,FPL Energy Stateline II Inc,549300FJM21DWKFIDD87
USA0002621,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0056670,Acciona Wind Energy USA LLC,254900O9SO1KIUEQMM49
USA0000913,Union Electric Co - (MO),QMPJLLDULY5C1M8PNY21
USA0000072,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0054539,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0006531,Truckee Meadows Water Authority,549300GC367BYY1WT202
USA0006519,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0059261,Bloom Energy,549300XB5J9BFW5JXV97
USA0055111,Duke Energy Ohio Inc,L6KC0HABGHNFU1Z6QY21
USA0007436,City of Vernon,549300RGLMUYL6QZZG27
USA0002352,Great River Hydro  LLC,2549001VQQK5NTFNMG76
USA0050251,Verso Paper - Quinnesec,549300FODXCTQ8DGT594
USA0001881,Wolverine Power Supply Coop,549300N75FC0CGVH5H29
USA0059190,Vickers Farm LLC,549300MZTYLJ12M8NM79
USA0058418,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058419,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0006073,Mississippi Power Co,LNZ0J6YZ5SC6ILIRU850
USA0059269,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059270,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059271,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059272,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0003443,Victoria WLE  LP,549300UQZBW2178GUB21
USA0001774,Upper Peninsula Power Company,549300MMTTUN7BELCB70
USA0052160,Terra-Gen Operating Co LLC,5493005QIRJCOJYARG32
USA0056379,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0057874,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0060920,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0056693,Industrial Power Generating Company LLC,743700LQ48IZBTZN4S52
USA0056808,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0058053,Vitro Flat Glass LLC,5493007F3Y2OFBFCC309
USA0000649,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0000290,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0000180,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0060365,Soltage LLC,549300RASN7V3KR4UI19
USA0003470,NRG Texas Power LLC,549300910Z5W016DNW62
USA0000772,Hawaii Electric Light Co Inc,549300QTGY7VET8OJG03
USA0002716,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0059458,Qualcomm Incorporated,H1J8DDZKZP6H7RWC0H53
USA0003264,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0057823,University of Minnesota WCROC,549300HCG0698WNGXY08
USA0056266,WPPI Energy,5493000UBF6PCV5RXZ13
USA0058010,Siemens Government Technologies Inc,5493000JNDGXGW3KMY65
USA0056036,East Bay Municipal Util Dist,549300EF0HD1RYMCKG22
USA0060614,Soltage LLC,549300RASN7V3KR4UI19
USA0057842,Wabash Valley Power Assn  Inc,VR27ZYPWHGW7Z1BM8Y69
USA0007146,National Grid Generation LLC,8R95QZMKZLJX5Q2XR704
USA0058233,BayWa r.e Wind LLC,5493004MWLJOSUH4MS95
USA0000766,Hawaiian Electric Co Inc,JJ8FWOCWCV22X7GUPJ23
USA0000774,Hawaii Electric Light Co Inc,549300QTGY7VET8OJG03
USA0058655,Waihonu North LLC,549300JSCN8TREFPTZ05
USA0058656,Waihonu South LLC,5493008AMMA5TLDLEQ42
USA0000768,Hawaii Electric Light Co Inc,549300QTGY7VET8OJG03
USA0058766,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0061536,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0059050,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0006087,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0055517,Wallingford Energy LLC,5493003F9RLTGTPTN128
USA0003041,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0057939,Tesla Inc.,54930043XZGB27CTOV49
USA0004256,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0056078,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0061370,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0056811,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0059973,Duke Energy Florida Solar Solutions,I1BZKREC126H0VB1BL91
USA0000004,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0002830,Duke Energy Ohio Inc,L6KC0HABGHNFU1Z6QY21
USA0001082,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0002715,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0003071,Eugene Water & Electric Board,549300P1P01XKFQ38R71
USA0061311,Duke Energy Kentucky Inc,8DFCA0P2BKMHOESX4E68
USA0061312,Duke Energy Kentucky Inc,8DFCA0P2BKMHOESX4E68
USA0001328,City of Wamego - (KS),5493002O12V62C279A39
USA0003698,Weber Basin Water Conserv Dist,549300FO1ZUV2HMQR857
USA0006052,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0055965,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0007946,Municipal Electric Authority,JA0WNILDDF2KUPS83B16
USA0056876,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0060443,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0054604,University of Michigan NCampus Research,549300AQN2CY1MGE3J02
USA0003132,NRG REMA LLC,WCZ0QIZ6GE2F8LROPC92
USA0055939,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0060890,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0007962,Delaware Municipal Electric Corp,549300YTTTN4102GXK87
USA0058848,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0059119,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059120,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060532,Enel Green Power NA  Inc.,549300VLR4TEG8VILM36
USA0007697,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0006532,Truckee Meadows Water Authority,549300GC367BYY1WT202
USA0057014,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0056531,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057015,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057016,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057025,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057022,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057166,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057021,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057018,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057168,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057024,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057169,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057023,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0059299,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0003418,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0058617,City of Rochester,549300006EX3INSHXA95
USA0007398,City of Bay City - (MI),549300Y8GO27HSSYAE56
USA0056368,City of Manassas - (VA),549300UXZ7FA0DPLIC25
USA0006520,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0003297,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0003270,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0008056,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0004270,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0007851,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0058796,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0002623,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0056189,Waterside Power  LLC,549300TNL6S6WZMNTL54
USA0059853,Indiana Michigan Power Co,JHR9V15J0ZRG02MIRD06
USA0050216,ARCO Products Co-Watson,549300MZ0FTF0W5N3I14
USA0003420,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0007722,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0054407,State of Wisconsin,549300VTAT608CNZ5827
USA0004077,Wisconsin Public Service Corp,549300BJRHJVYNUMQZ30
USA0057940,Wausau Paper Middletown,549300RFW2MVQLHG5F32
USA0061587,Generate Capital,549300FVR5AZ4P0TKW85
USA0059448,S.C. Johnson & Son  Inc.,549300Q5TI70V55VNY77
USA0001785,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0007538,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0002312,City of Wayne,549300WR6N2ITDXELM17
USA0060602,Soltage LLC,549300RASN7V3KR4UI19
USA0060598,Soltage LLC,549300RASN7V3KR4UI19
USA0060597,Soltage LLC,549300RASN7V3KR4UI19
USA0060706,MC Power Companies Inc,213800EI2RH785UFWG67
USA0056273,FPL Energy Weatherford  LLC,549300FJM21DWKFIDD87
USA0001722,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0003661,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0060821,Tesla Inc.,54930043XZGB27CTOV49
USA0000020,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0054937,Wellesley College,549300MA5T11KQK0IH96
USA0059584,Wellons Farm  LLC,549300OFCWWNWC349R58
USA0002020,City of Wells - (MN),213800ANG7FK51IHOC41
USA0058886,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0054447,Sentinel Peak Resources California  LLC,549300EV3SSPE7QET085
USA0006139,Southwestern Electric Power Co,R64UBJHEC74EB3HGQ410
USA0058158,Wesleyan University,MR0KVN5WYB7MX4TE2T37
USA0002909,City of Cleveland - (OH),549300IQSLQPCVVMKJ96
USA0002521,National Grid Generation LLC,8R95QZMKZLJX5Q2XR704
USA0001199,City of West Bend,549300N3DHFUWWUMCW69
USA0060424,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0060644,Soltage LLC,549300RASN7V3KR4UI19
USA0001508,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0057409,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0007991,Madison Gas & Electric Co,549300BYWGHSXX2TEO67
USA0058194,Penn State University,254900CCD7AMMNHNB028
USA0056407,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0003743,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0059043,WR-TGC Solar Generation IV LLC,5493003820G7PP12HY21
USA0051033,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0056963,West Deptford Energy LLC,549300HOEW2V8L64EU07
USA0060951,Interstate Power and Light Co,EF9UQIIO4KY2BWOK3P26
USA0060533,Enel Green Power NA  Inc.,549300VLR4TEG8VILM36
USA0007929,Kansas City Power & Light Co,1128SIJQ26096WL7IO82
USA0058206,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0058214,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060276,Hollingsworth and Vose Co.,529900DLR0IDOX1OF520
USA0054294,Thomson Corp,5493003EI0HET0KD4H95
USA0056247,Thomson Corp,5493003EI0HET0KD4H95
USA0001200,City of West Liberty - (IA),549300N3DHFUWWUMCW69
USA0004076,Wisconsin Public Service Corp,549300BJRHJVYNUMQZ30
USA0007799,Madison Gas & Electric Co,549300BYWGHSXX2TEO67
USA0000117,Arizona Public Service Co,YG6VT0TPHRH4TFVAQV64
USA0002313,City of West Point - (NE),549300N3DHFUWWUMCW69
USA0000291,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0055622,Utah Municipal Power Agency,549300ZRZ5YVJ6KNNV32
USA0058244,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060534,Enel Green Power NA  Inc.,549300VLR4TEG8VILM36
USA0060956,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0059961,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058626,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058627,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059904,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0060117,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0060689,Westar Energy Inc,J75GNWGEO73W89ZV3S44
USA0057937,Western Sugar Cooperative,5493004JXTIU57D6LN20
USA0057967,Western Sugar Cooperative,5493004JXTIU57D6LN20
USA0058081,Western Sugar Cooperative,5493004JXTIU57D6LN20
USA0057467,The Westervelt Co,549300YSBMQY6FUSXH72
USA0054330,Shell Chemical LP,549300H40C1OXL2BDO74
USA0004078,Wisconsin Public Service Corp,549300BJRHJVYNUMQZ30
USA0001509,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0001560,Constellation Power Source Gen,33BIEJFK4JGE8S6ON810
USA0060473,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0060476,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0060500,Hartz Solar LLC,549300GIB3NDGDSZCE38
USA0057020,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057499,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0054305,Westward Seafoods Inc,549300IFARBNNI6USI76
USA0050611,Westwood Generation LLC,549300FFYHC5HSGG7Q43
USA0003728,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0054752,International Paper Co.,824LMFJDH41EY779Q875
USA0060255,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0055224,Duke Energy Indiana  LLC,6URPHM2EAWGJ2C6ISB97
USA0004014,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0010629,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050883,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050873,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0054746,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050879,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050885,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0010503,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0054758,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050878,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050877,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050876,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0054998,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0054529,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050880,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050881,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050887,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0050882,Wheelabrator Environmental Systems,549300E3W854F40TZZ81
USA0000049,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0007189,City of Redding - (CA),549300G0VQMKGZ4YHU07
USA0056355,Interstate Power and Light Co,EF9UQIIO4KY2BWOK3P26
USA0060895,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0006009,Entergy Arkansas Inc,549300A0I5ONUIFMLP35
USA0058341,White Cross Farm LLC,549300N1LWB24U6EIT35
USA0060363,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0057342,White Oak Energy LLC,5493001LD4U475EUM592
USA0060082,White Oak Solar  LLC,5493007TTCB9XGX8VJ19
USA0001786,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0003989,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0057160,White River Hydroelectric,2549001UZ5XS6VQRJ631
USA0057161,White River Hydroelectric,2549001UZ5XS6VQRJ631
USA0057162,White River Hydroelectric,2549001UZ5XS6VQRJ631
USA0058373,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0058973,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0006120,Puget Sound Energy Inc,8MNFJR7KOMBQ7X62LK44
USA0060319,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0061410,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061411,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0001040,City of Richmond - (IN),549300W4II4OMQI78R19
USA0061524,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0003975,Consolidated Water Power Co,5299001BMEW8X9VIJA73
USA0055259,BP Alternative Energy,549300FCC78N6YBKPP79
USA0052130,BP PLC,213800LH1BZH3DI6G760
USA0050169,Occidental Chemical Corporation,5493008F1W8QJ9XTFC96
USA0056680,Industrial Power Generating Company LLC,743700LQ48IZBTZN4S52
USA0003421,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0056322,Puget Sound Energy Inc,8MNFJR7KOMBQ7X62LK44
USA0002353,Great River Hydro  LLC,2549001VQQK5NTFNMG76
USA0056432,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0059380,Wildwood Solar I  LLC,549300LY5F6BMRKV0U72
USA0003478,Southwestern Electric Power Co,R64UBJHEC74EB3HGQ410
USA0050937,William Beaumont Hospital,48B3JXMPI43QY2CLNP34
USA0001507,FPL Energy Wyman LLC,549300FJM21DWKFIDD87
USA0003298,South Carolina Genertg Co  Inc,2549007RZ1SV42YTM053
USA0058160,President & Trustees of Williams College,549300PHILJ12MUKKU25
USA0001510,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0060111,Tesla Inc.,54930043XZGB27CTOV49
USA0001394,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0060901,Willow Springs Windfarm  LLC,549300HLOJDV9GDG8H69
USA0001934,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0055557,Air Products & Chemicals Inc,7QEON6Y1RL5XR3R1W237
USA0060736,Marina Energy LLC,549300GNF170H3Y1WT94
USA0001746,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0006258,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0006440,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0058342,Wilson Farm 1 LLC,549300T4QMX0028EXD63
USA0058174,Consolidated Edison Solutions Inc,54930033SBW53OO8T749
USA0061274,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061275,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061276,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061277,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061278,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061279,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0061280,GCL New Energy  Inc.,213800LJYHCZB5ESUB79
USA0001202,City of Wilton,549300L8ZVEQCE5C1P63
USA0056674,Lower Colorado River Authority,549300QJFPW2NNBYR215
USA0060700,Wind Colebrook South,549300NMPEHUPM90MN57
USA0007886,Madison Gas & Electric Co,549300BYWGHSXX2TEO67
USA0056544,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0010027,HH Management  LLC,5493002CTXQI37Z4QV19
USA0060321,HH Management  LLC,5493002CTXQI37Z4QV19
USA0059171,Windsor Solar LLC,549300W5R1RU0REDCX35
USA0057774,Brookfield Energy Marketing LP,5493005D5C6SQ84WHW11
USA0059238,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0058071,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0006562,Appalachian Power Co,3SCHO1ABYYIG382BEI70
USA0056764,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0007997,City of Lakeland - (FL),XRPK4ZALF4437WO3JQ94
USA0008013,North Central Power Co Inc,5493007LZTPBG27N7T23
USA0001902,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0006249,South Carolina Public Service Authority,2549007RZ1SV42YTM053
USA0003974,Consolidated Water Power Co,5299001BMEW8X9VIJA73
USA0010466,Verso Corporation,549300FODXCTQ8DGT594
USA0010477,Verso Corporation,549300FODXCTQ8DGT594
USA0002646,Rochester Gas & Electric Corp,549300DD8M80WFTQO509
USA0000292,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0055320,Wise County Power Company LLC,549300BWYE8BTQRSGD98
USA0004015,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0000210,Wolf Creek Nuclear Optg Corp,549300LUYNH7HEJT4J70
USA0055139,Exelon Power,3SOUA6IRML7435B56G12
USA0059812,Exelon Power,3SOUA6IRML7435B56G12
USA0057952,Energy Transfer Field Services LLC,RY1052DWLDPLDW74Y843
USA0059116,Cape May County Municipal,21380033NOOKER44LX37
USA0007266,Modesto Irrigation District,5493003UEK12KFGVU148
USA0010836,DTE Energy Services-Woodland,549300IX8SD6XXD71I78
USA0060318,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0059008,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0007158,Duke Energy Kentucky Inc,8DFCA0P2BKMHOESX4E68
USA0055342,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0058944,East Texas Electric Coop  Inc,549300BHQNXF2CJ1ES90
USA0050218,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0060621,City of Worcester DPW,5493003SBOTPXOQZG728
USA0060361,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0002024,City of Worthington - (MN),549300QRBBTKMUB1VC27
USA0050278,Eagle Creek RE LLC,549300SMRU3K38R6SJ11
USA0060604,Tesla Inc.,54930043XZGB27CTOV49
USA0055479,Black Hills Power  Inc. d/b/a,549300WSKCZZU2LB2X28
USA0056319,Black Hills Power  Inc. d/b/a,549300WSKCZZU2LB2X28
USA0056596,Black Hills Power  Inc. d/b/a,549300WSKCZZU2LB2X28
USA0003271,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0001511,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0007127,City of Tacoma - (WA),5493007ZRQFFKMZS5634
USA0006101,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0059146,United Therapeutics Corporation,5299005C4HZL4UWROC14
USA0058299,Bloom Energy,549300XB5J9BFW5JXV97
USA0057126,Idaho Wind Partners 1 LLC,5493006GOI2C6LWM0L05
USA0059805,Bloom Energy,549300XB5J9BFW5JXV97
USA0003852,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0002624,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0057652,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0002854,Dayton Power & Light Co,1ELKY8G44MKGCQWG6864
USA0000728,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0000021,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0055025,Kinder Morgan Yates Operation,549300WR7IX8XE0TBO16
USA0054730,W&T Offshore Inc,549300Q7EOY2YIO3YK85
USA0002204,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0059257,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
WRI1029195,Guam Power Authority,549300IPOV320QCKW060
USA0000729,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0006647,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0003117,York Haven Power Company LLC,549300467K0TD2Z50713
USA0003809,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0052036,D/R Hydro Co,2549005ZTN0X0LZKFK77
USA0000120,Arizona Public Service Co,YG6VT0TPHRH4TFVAQV64
USA0054694,Falcon Power Operating Company,2549008DSQJTQV0K9L68
USA0060980,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061257,CD Global Solar Holdings  LLC,5493002PIB2NOX34F862
USA0058704,Zeeland Farm Services,549300HGYP6PON71PL46
USA0055087,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0060220,Zero Waste Energy Development Company LLC,5493000HFCXQTGT22J96
USA0001368,Louisville Gas & Electric Co,KO3GRIB3RPH1XDX50U72
USA0059281,Bloom Energy,549300XB5J9BFW5JXV97
WRI1030746,Formosa Plastics Group,254900KM6G17UTG1QN82
