country,name,gppd_idnr,wepp_location_id
IDN,PLTGU Sengkang/Wajo,WRI1000886,1025923
IDN,PLTGU Tambak Lorok,WRI1000887,1026156
IDN,PLTMG Panaran,WRI1000894,1060287
IDN,PLTMG Pulau Bunyu,WRI1000898,
IDN,PLTMG Tj. Jabung,WRI1000904,
IDN,PLTU - Palu - Mpanau - Tawaeli,WRI1000906,
IDN,PLTU -Jeneponto I & II,WRI1000907,
IDN,PLTU Asam-asam 1 & 2,WRI1000910,
IDN,PLTU Banjarsari/Merapi Timur-Lahat,WRI1000913,1057264
IDN,PLTU Banten 1 - Suralaya unit 8,WRI1000914,1026152
IDN,PLTU Banten 2 - Labuhan,WRI1000915,
IDN,PLTU Banten 3 - Teluk Naga/Lontar,WRI1000916,
IDN,PLTU Bilibili,WRI1000918,
IDN,PLTU Bukit Asam,WRI1000919,1026052
IDN,PLTU Cilacap 1 & 2,WRI1000920,1050225
IDN,PLTU Cirebon,WRI1000921,1066870
IDN,PLTU Embalut - Tanjung Batu,WRI1000925,1058260
IDN,PLTU Gresik,WRI1000929,1026070
IDN,PLTU Hendratna,WRI1000932,
IDN,PLTU Jabar Selatan - Pelabuhan Ratu,WRI1000938,1066867
IDN,PLTU Jawa Barat - Indramayu,WRI1000939,1071378
IDN,PLTU Jawa Tengah 1 - Rembang,WRI1000940,1065762
IDN,PLTU Kaur,WRI1000943,
IDN,PLTU Keramasan,WRI1000945,1026111
IDN,PLTU Kupang,WRI1000947,1026086
IDN,PLTU Labuhan Angin,WRI1000948,1066585
IDN,PLTU Lati,WRI1000949,1088444
IDN,PLTU Listrindo,WRI1000950,
IDN,PLTU Muara Karang,WRI1000954,1026102
IDN,PLTU NAD-Nagan Raya,WRI1000956,1073026
IDN,PLTU Ombilin - Sijantang - Sawahlunto,WRI1000960,1026107
IDN,PLTU Paiton I Unit 7 & 8,WRI1000941,1026016
IDN,PLTU Pakerin,WRI1000965,
IDN,PLTU Pangkalan Bun,WRI1000966,1026115
IDN,PLTU Pangkalan Susu 1 & 2,WRI1000967,1079188
IDN,PLTU Perak,WRI1000970,
IDN,PLTU Priok 3 & 4,WRI1000972,
IDN,PLTU Rancong,WRI1000974,
IDN,PLTU Sanggau,WRI1000975,1102412
IDN,PLTU Simpang Belimbing,WRI1000978,1075907
IDN,PLTU Sulawesi Selatan - Barru/FTP1,WRI1000979,
IDN,PLTU Sumbar - Teluk sirih Unit 1,WRI1000980,1066878
IDN,PLTU Suparma,WRI1000981,
IDN,PLTU Suralaya,WRI1000982,1026152
IDN,PLTU Tabalong,WRI1000983,
IDN,PLTU Tambak Lorok,WRI1000984,1026156
IDN,PLTU Tanjung Alam Perkasa,WRI1000985,
IDN,PLTU Tanjung Enim -Bukit Asam,WRI1000988,1076783
IDN,PLTU Tanjung Jati B,WRI1000990,1052927
IDN,PLTU Tanjung Jati B - expansion,WRI1000991,1052927
IDN,PLTU Tanjung Kasam,WRI1000992,1060288
IDN,PLTU Tarahan # 1  2,WRI1000994,1026163
IDN,PLTU Tarahan 3 & 4 - Sebalang,WRI1000995,
IDN,PLTU Tello,WRI1000997,
IDN,PLTU Tonasa II (Boiler Turbine Generator),WRI1000999,
IDN,Pejengkolan/Mrica,WRI1000801,1026121
IDN,Pemaron BOO,WRI1000802,1054581
IDN,Pesanggaran,WRI1000803,1026037
IDN,Pesanggaran BOO,WRI1000804,1026037
IDN,Pesanggaran BOT,WRI1000805,1026037
IDN,Plengan/Saguling,WRI1000806,
IDN,Riam Kanan/pangeran Muhamad Nur,WRI1001004,
IDN,Saguling,WRI1001005,1026135
IDN,Sempor/Mrica,WRI1001009,1050218
IDN,Sengguruh - Brantas,WRI1001010,1026143
IDN,Sidorejo/Mrica,WRI1001013,1050222
IDN,Sigura gura (asahan II),WRI1001014,
IDN,Silae,WRI1001015,1026112
IDN,Singkarak,WRI1001017,1026146
IDN,Sipansihaporas,WRI1001018,1055420
IDN,Suppa - Pare pare,WRI1001020,1026118
IDN,Sutami / Karangkates - Brantas,WRI1001021,1026154
IDN,Talang Padang,WRI1001023,1093596
IDN,Tangga (asahan II),WRI1001024,1025945
IDN,Tegineneng,WRI1001028,1026165
IDN,Tello,WRI1001031,1026174
IDN,Tenau Kupang,WRI1001033,1026086
IDN,Timo / Mrica,WRI1001035,1026168
IDN,Tulungagung - Brantas,WRI1001038,1026172
IDN,Ubrug/saguling,WRI1001039,
IDN,Ulubelu 1 & 2,WRI1001040,1011547
IDN,Wayang Windu,WRI1001044,1010414
IDN,Wlingi - Brantas,WRI1001045,1026178
IDN,Wonorejo - Pamekasan,WRI1001046,1055424
IRN,Abadan C.C.,WRI1008113,
IRN,Ahwaz (ramiin),WRI1008114,1031051
IRN,Aliabad Power Plant,WRI1029942,1063549
IRN,Amir Kabir,WRI1008115,1031155
IRN,Ardebil Sabalan,WRI1029952,1075415
IRN,Ardestan,WRI1029951,1075319
IRN,Asalooyeh,WRI1008117,
IRN,Asaluyeh Power Plant,WRI1029946,1061316
IRN,Bandar Abbas,WRI1008120,1061802
IRN,Bandar Abbas,WRI1008119,1031055
IRN,Bandar Imam,WRI1029958,1057999
IRN,Besat,WRI1008121,
IRN,Bistoon,WRI1008122,1031060
IRN,Bushehr,WRI1023916,1031062
IRN,Chahbahar (Kenarak),WRI1008126,1031063
IRN,Damavand C.C.,WRI1008128,
IRN,Dez,WRI1008129,1020839
IRN,Dorood Zan Dam,WRI1008130,
IRN,Fajr Petroshimi,WRI1008132,
IRN,Farg Darab,WRI1008133,1064955
IRN,Fars,WRI1008134,1045223
IRN,Ferdosi C.C.,WRI1008135,
IRN,Gara Chilar,WRI1029944,
IRN,Genevah,WRI1029945,1074050
IRN,Ghaen,WRI1008137,1031071
IRN,Gilan,WRI1008139,1031152
IRN,Hormozgan (Khalije Fars),WRI1008141,
IRN,Iranshahr GT,WRI1029948,1028904
IRN,Jahrom,WRI1029947,1031079
IRN,Jahrom,WRI1008144,
IRN,Jiroft,WRI1008145,1045228
IRN,Kahak,WRI1008146,1101370
IRN,Kalan,WRI1008148,1031154
IRN,Kangan,WRI1008149,1031094
IRN,Karkheh,WRI1008150,1020841
IRN,Karoune 3,WRI1008151,
IRN,Karoune 4,WRI1029939,
IRN,Kazeroon,WRI1008152,1031082
IRN,Kerman,WRI1008153,1031083
IRN,Kharg Olefins,WRI1029956,1077111
IRN,Khohrang Dam,WRI1008154,
IRN,Khuy,WRI1008155,1044221
IRN,Kish,WRI1008156,1020919
IRN,Koramshahr,WRI1008157,1074045
IRN,Latyan,WRI1008158,1031156
IRN,Lousan (Shahid Beheshti),WRI1008159,1031089
IRN,Maroun,WRI1008161,1045389
IRN,Mashhad,WRI1008162,1031090
IRN,Masjed Soleyman,WRI1008163,
IRN,Mess Sarcheshmeh,WRI1008164,1028087
IRN,Mobin Petroshimi,WRI1008165,
IRN,Montazare Ghaem,WRI1008167,
IRN,Neishabour,WRI1008168,1045227
IRN,Neka (Shahid Salimi),WRI1008169,
IRN,Orumia,WRI1008170,
IRN,Paresar,WRI1029943,1047485
IRN,Qeshm Pasargard Power Plant,WRI1029955,
IRN,Qom,WRI1008173,1031072
IRN,Razi Petroshimi,WRI1008174,
IRN,Rey,WRI1008175,1031110
IRN,Rud'e Shur,WRI1008176,
IRN,Sabalan,WRI1008177,1010302
IRN,Sahand,WRI1008178,1044283
IRN,Sahid Montazere Ghaem,WRI1008179,
IRN,Sanandaj,WRI1008180,1075320
IRN,Sefid Rood,WRI1008181,
IRN,Semnan,WRI1008182,
IRN,Seymareh,WRI1029941,1050205
IRN,Shahid Abbaspuor,WRI1008183,1020842
IRN,Shahid M. Montazeri,WRI1008184,1031067
IRN,Shahid Mofateh,WRI1008185,
IRN,Shahid Rajaee,WRI1008186,1031101
IRN,Shahid Salimi,WRI1008187,1031092
IRN,Shahid Zanbagh (Yazd),WRI1008188,1031114
IRN,Shariati,WRI1008189,1031104
IRN,Shazand,WRI1008190,1031053
IRN,Shiraz,WRI1008191,1031105
IRN,Shirkooh,WRI1029954,1096023
IRN,Shirvan,WRI1008192,1031106
IRN,Shobaad,WRI1029953,1074049
IRN,Shoot-e-Moghan,WRI1008193,
IRN,Siahbishe,WRI1029940,
IRN,Soltaniyeh,WRI1029950,
IRN,South Isfahan (Chehelsotoon),WRI1008194,
IRN,Sufian,WRI1008195,1031109
IRN,Tabriz,WRI1008197,1031108
IRN,Tabriz,WRI1008196,
IRN,Tabriz Petroshimi,WRI1008198,1031108
IRN,Tarasht,WRI1008200,1031111
IRN,Touss,WRI1008202,1031113
IRN,Upper Gotvand,WRI1061133,1019758
IRN,Yazd,WRI1008205,
IRN,Yazd,WRI1008204,1048225
IRN,Yazd Combined-Cycle,WRI1008206,1048225
IRN,Zagros,WRI1029949,1075182
IRN,Zahedan,WRI1008207,1031116
IRN,Zarand,WRI1008208,1031117
IRN,Zargan,WRI1008209,1031050
IRN,Zobahan,WRI1008211,1054584
IRN,Zobahan (gas),WRI1008212,
IRQ,Adhaim Dam,WRI1008716,
IRQ,Al-Anbar,WRI1008698,
IRQ,Al-Hartha,WRI1008715,1030237
IRQ,Al-Mansurya,WRI1008697,1079021
IRQ,Al-Mussaib,WRI1008710,1030227
IRQ,Al-Najaf,WRI1008709,1030247
IRQ,Al-Najybia,WRI1008707,1084481
IRQ,Al-Quds,WRI1008706,
IRQ,Al-Shemal,WRI1008714,
IRQ,Baiji,WRI1008713,
IRQ,Baiji,WRI1008712,
IRQ,DIBIS,WRI1008695,1070150
IRQ,Darbandikhan Dam,WRI1008717,1030234
IRQ,Dokan Dam,WRI1008718,1030235
IRQ,Doura,WRI1008711,1030233
IRQ,Duhok,WRI1008708,
IRQ,Erbil,WRI1008700,
IRQ,Haditha Dam,WRI1008719,1030236
IRQ,Hemrin Dam,WRI1008720,
IRQ,Khor Al Zubayr,WRI1008696,1030240
IRQ,Mosul Dam,WRI1008722,1045090
IRQ,Mosul Dam Regulator,WRI1008723,
IRQ,Mulla Abdulla (New),WRI1008694,1053864
IRQ,Sadr,WRI1008705,1075013
IRQ,Samarra Barrage,WRI1008721,1030251
IRQ,Shatt Al-Basra,WRI1008699,1080463
IRQ,South Baghdad 1,WRI1008701,1030230
IRQ,Taji 1,WRI1008704,1030254
IRL,Aghada,WRI1002813,1015293
IRL,Aghada CCGT,WRI1002814,
IRL,Altagowlan,WRI1022825,1063075
IRL,Ardnacrusha,WRI1002815,1015295
IRL,Ballincollig Hill,WRI1022830,1086038
IRL,Ballinlough/Ikerrin,WRI1022831,1086065
IRL,Ballywater,WRI1022837,1063657
IRL,Barranafaddock,WRI1022839,1101521
IRL,Bellacorick,WRI1022847,1027326
IRL,Bindoo,WRI1022849,1064986
IRL,Boggeragh,WRI1022852,1075718
IRL,Boggeragh 2,WRI1022853,
IRL,Bruckana,WRI1022857,1082292
IRL,Castledockrell,WRI1022868,1085230
IRL,Cloghboola,WRI1022869,1107395
IRL,Coomacheo,WRI1022871,1085978
IRL,Crocane,WRI1022876,
IRL,Cuillalea,WRI1022882,1065438
IRL,Cushaling,WRI1002820,1083895
IRL,Derrybrien,WRI1022887,1053904
IRL,Derrynadivva,WRI1022888,1086036
IRL,Dublin Bay Power,WRI1002821,1050090
IRL,Edenderry,WRI1002822,1016767
IRL,Garracummer,WRI1022896,1089058
IRL,Gavagh Glebe,WRI1022899,1071477
IRL,Geevagh,WRI1022900,1063072
IRL,Glenough,WRI1022904,1080062
IRL,Great Island,WRI1002824,
IRL,Huntstown,WRI1002825,1044222
IRL,Huntstown Phase II,WRI1002826,1044222
IRL,Kilgarvan,WRI1022913,1065439
IRL,Kill Hill,WRI1022915,
IRL,Knockacummer 1,WRI1022920,1089060
IRL,Knocknagoum,WRI1022923,1112500
IRL,Largan Hill,WRI1022929,1042668
IRL,Lee,WRI1002829,
IRL,Lenanavea,WRI1022931,1059074
IRL,Lisheen,WRI1022932,1076373
IRL,Mace Upper,WRI1022936,1085993
IRL,Marina No ST,WRI1002832,1015310
IRL,Meentycat,WRI1022941,1061477
IRL,Monaincha Bog (Gate 3),WRI1022948,1101662
IRL,Moneypoint FGD SCR,WRI1002834,1015312
IRL,Mount Lucas,WRI1022951,1082293
IRL,Mountain Lodge,WRI1022952,1070040
IRL,Poolbeg Combined Cycle,WRI1002836,1015316
IRL,Raheen Barr,WRI1022958,1059071
IRL,Raheenleagh Wind Farm,WRI1022959,
IRL,Rhode,WRI1002837,1077719
IRL,Sealrock (Aughinish CHP),WRI1002838,
IRL,Sliabh Bawn,WRI1022970,
IRL,Tarbert,WRI1002839,1015322
IRL,Taurbeg,WRI1022977,1065221
IRL,Tawnaghmore,WRI1002840,1061090
IRL,Tullynamoyle,WRI1022979,1086029
IRL,Turlough Hill,WRI1002841,1015323
IRL,Tynagh,WRI1002842,1059197
IRL,West Offaly Power,WRI1002843,1061258
IRL,Whitegate,WRI1002844,1065837
ISR,Alon Tavor,WRI1008363,
ISR,Ashalim Sun,WRI1061479,
ISR,Ashgod Energy,WRI1061485,1066855
ISR,Atarot,WRI1008374,1019849
ISR,Bror Hayil Solar Power Plant,WRI1026453,
ISR,Caesarea - Best Carton Solar Power Plant,WRI1026454,1101290
ISR,Dead Sea Works,WRI1061481,1013579
ISR,Dorad,WRI1008371,1058111
ISR,Ein Evrona Solar Power Plant,WRI1026455,
ISR,Eliat,WRI1008373,
ISR,Eshkol,WRI1008360,1019853
ISR,Gevulot Solar Power Plant,WRI1026456,
ISR,Gezer,WRI1008366,1019855
ISR,Hagit,WRI1008370,1019856
ISR,Haifa,WRI1008358,
ISR,Haifa (CCGT),WRI1008368,
ISR,Haluziot,WRI1061486,1089411
ISR,Hazeva,WRI1061487,
ISR,Kibbutz Ketura,WRI1061488,1072662
ISR,Lahav,WRI1026462,
ISR,Meitarim,WRI1026463,
ISR,Mount Gilboa,WRI1061482,1062009
ISR,Neot Semadar Solar Power Plant,WRI1026457,
ISR,Nesher Ramla,WRI1061490,
ISR,Orot Rabin,WRI1008361,1019862
ISR,Ramat Hovav,WRI1008364,1019864
ISR,Ramat Hovav Solar Power Plant,WRI1026458,
ISR,Ramat Negev Energy,WRI1061489,1069522
ISR,Reading,WRI1008359,1019865
ISR,Rutenberg,WRI1008362,1019866
ISR,Sirin Afcon,WRI1061483,1019870
ISR,Sorek,WRI1061480,
ISR,Talmei Bilu Solar Power Plant,WRI1026459,
ISR,Talmei Elihayu Solar Power Plant,WRI1026460,
ISR,Talmei Yosef Solar Power Plant,WRI1026461,
ISR,Tzafit,WRI1008365,1019869
ISR,Tzafit (Dalia),WRI1061491,1082187
ISR,Zmorot,WRI1061484,1112996
ITA,ACCEGLIO,WRI1021706,1015906
ITA,ACERRA,WRI1021322,1053275|1067259
ITA,ALFONSINE,WRI1021523,1086116
ITA,ALTOMONTE,WRI1002845,1041672
ITA,ANAPO C.LE,WRI1002846,1015920
ITA,API ENERGIA IGCC,WRI1002847,
ITA,ARDENNO,WRI1021354,1015926
ITA,ASSEMINI,WRI1002848,1015929
ITA,AUGUSTA C.LE,WRI1002849,1015930
ITA,AVISE,WRI1002850,1015933
ITA,AZOTATI,WRI1002851,1023059
ITA,Acquacandida Solar Power Plant,WRI1026386,
ITA,Adriatic Arena Solar Power Plant,WRI1026387,
ITA,Alessandria AL47A Solar Power Plant,WRI1026388,1084711
ITA,Alessandria AL47B Solar Power Plant,WRI1026389,1084711
ITA,Alessano Solar Power Plant,WRI1026390,
ITA,Alfonsine 2,WRI1021583,1086116
ITA,Ana Rosa Solar Power Plant,WRI1026391,
ITA,Andria - Solaer Solar Power Plant,WRI1026392,1079042
ITA,Anzi Solar Power Plant,WRI1026393,
ITA,BAGNORE 3,WRI1021701,1015934
ITA,BAGNORE 4,WRI1021456,1015934
ITA,BARGI CENTRALE,WRI1002852,
ITA,BASCHI,WRI1021310,1015938
ITA,BASTARDO,WRI1002853,
ITA,BOAZZO,WRI1021297,1016047
ITA,BRESSANONE,WRI1021300,1081924
ITA,BRINDISI NORD,WRI1002854,1015943
ITA,BRINDISI SUD CE,WRI1002855,1015944
ITA,BUSSI,WRI1002857,1023054
ITA,Barrafranca Solar Power Plant,WRI1026394,1089584
ITA,Bellavista Solar Power Plant,WRI1026395,1087111
ITA,Bellpower Solar Power Plant,WRI1026396,1102287
ITA,Bosco Marengo Solar Power Plant,WRI1026397,
ITA,CADARESE,WRI1021327,1047085
ITA,CANDELA,WRI1002858,1015954
ITA,CAPRIATI,WRI1002859,1015960
ITA,CARBOLI 1,WRI1021704,1015961
ITA,CARBOLI 2,WRI1021703,1015961
ITA,CARDANO,WRI1002860,1034057
ITA,CASTELBELLO,WRI1021303,1042077
ITA,CASTROCUCCO,WRI1021307,1061665
ITA,CCGT APRILIA,WRI1002862,
ITA,CEDEGOLO,WRI1002863,1042076|1042081
ITA,CELANO,WRI1002864,1029310
ITA,CENTRALE DI SCANDALE,WRI1002865,1061545
ITA,CENTRALE DI TEVEROLA,WRI1002866,1061313
ITA,CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),WRI1002867,1061539
ITA,CENTRALE NATURNO,WRI1002868,1009721
ITA,CHIAVENNA,WRI1021342,1064971
ITA,CHIUSDINO 1,WRI1021764,1084894
ITA,CHIVASSO,WRI1002871,1015972
ITA,CIMEGO,WRI1002872,1015973
ITA,COGOLO,WRI1021291,1015979
ITA,CORNIA 2,WRI1021761,1015984
ITA,CTE DEL MINCIO,WRI1002873,1010428
ITA,CTE NUCE NORD,WRI1002874,1066311
ITA,CTE TAMARETE,WRI1002875,1024613
ITA,Carpino 1 Solar Power Plant,WRI1026398,1081681
ITA,Carpino 2 Solar Power Plant,WRI1026399,1081682
ITA,Casale Monferrato Solar Power Plant,WRI1026400,
ITA,Cassano dâ€™Adda,WRI1002861,1009731
ITA,Chiaramonte Gulfi Solar Power Plant,WRI1026401,
ITA,E.ON C.TE LIVORNO FERRARIS,WRI1002876,1058459
ITA,EDOLO,WRI1002877,1015989
ITA,EMMEZETA SOLAR PARK ROVIGO,WRI1021333,1081012
ITA,ENERGIA MOLISE,WRI1002878,1056253
ITA,ENIPOWER BRINDISI,WRI1002879,1050956
ITA,ENIPOWER RAVENNA,WRI1002880,
ITA,ENTRACQUE ROVINA,WRI1002881,1015990
ITA,ENTRACQUE_CHRO,WRI1002882,
ITA,Erika Solar Power Plant,WRI1026402,
ITA,FADALTO,WRI1002883,1015992
ITA,FARINELLO,WRI1021364,1015993
ITA,FUSINA T.,WRI1002885,
ITA,Flume Santo,WRI1002884,1015999
ITA,Foggia - X-Helio Solar Power Plant,WRI1026403,
ITA,Fossano Solar Power Plant,WRI1026404,
ITA,GALLETO,WRI1002886,1016068
ITA,GARGNANO,WRI1002888,1016212
ITA,GIRIFALCO,WRI1021841,
ITA,GISSI,WRI1002890,1058463
ITA,GROSIO,WRI1002891,1009732
ITA,GUADALAMI C.LE,WRI1021309,1016013
ITA,Genuini Solar Power Plant,WRI1026405,1087103
ITA,Giarratana Solar Power Plant,WRI1026406,
ITA,Guagnano Solar Power Plant,WRI1026407,
ITA,ISAB ENERGY,WRI1002894,1019803
ITA,ISOLA SERAFINI,WRI1021316,1016017
ITA,ISOLATO SPLUGA,WRI1002895,1064974
ITA,Iglesias Solar Power Plant,WRI1026408,1109294
ITA,JESI,WRI1002896,1072403
ITA,LA CASELLA C.LE,WRI1002897,
ITA,LAGONI ROSSI,WRI1021666,1079919
ITA,LAMARMORA,WRI1002898,1010422
ITA,LANA,WRI1002901,1016028
ITA,LANZADA,WRI1002902,1016029
ITA,LARINO TG,WRI1002903,1016033
ITA,LE PRATA,WRI1021663,1016037
ITA,LEINI,WRI1002904,1061893
ITA,LEVANTE,WRI1002905,1023060
ITA,LIVORNO MARZOCCO,WRI1002906,1016051
ITA,La Brava Solar Power Plant,WRI1026409,1109290
ITA,La Spezia,WRI1002900,1016022
ITA,Lady Lucrecia Solar Power Plant,WRI1026410,
ITA,Lapedona Solar Power Plant,WRI1026411,
ITA,Lucera Solar Power Plant,WRI1026412,
ITA,MAGISANO,WRI1021318,1016046
ITA,MESE,WRI1002908,1016056
ITA,MILAZZO,WRI1002909,
ITA,MONASTERO,WRI1021355,1016062
ITA,MONCALIERI,WRI1002910,1009739
ITA,MONTALTO (Alessandro Volta),WRI1002912,1016065
ITA,MONTEFERRANTE,WRI1002913,1072036
ITA,MONTEVERDI 1,WRI1021759,1016070
ITA,MONTEVERDI 2,WRI1021760,1016070
ITA,MONTORIO,WRI1002914,1016072
ITA,MUCONE 1S,WRI1002915,1053753
ITA,Maddaloni,WRI1002907,
ITA,Mandrella Solar Power Plant,WRI1026413,1087102
ITA,Masseria Martellotta Solar Power Plant,WRI1026414,1087110
ITA,Masseria Rossa 1 Solar Power Plant,WRI1026415,1081395
ITA,Massoli Terni Solar Power Plant,WRI1026416,1087648
ITA,Maviglia Solar Power Plant,WRI1026417,1087104
ITA,Meatiri Solar Power Plant,WRI1026418,
ITA,Monfalcone,WRI1002911,1016063
ITA,Montalto di Castro - Solaer Solar Power Plant,WRI1026419,
ITA,Monte San Pietrangeli Solar Power Plant,WRI1026420,
ITA,NAPOLI L,WRI1002916,1016074
ITA,NOVEL,WRI1021293,
ITA,NUOVA CASTELNUOVO,WRI1021797,1076659
ITA,NUOVA GABBRO,WRI1021705,1016003
ITA,NUOVA LAGO,WRI1021915,
ITA,NUOVA LARDERELLO,WRI1021763,1016032
ITA,NUOVA MOLINETTO,WRI1021721,1076663
ITA,NUOVA MONTEROTONDO,WRI1021914,1076660
ITA,NUOVA RADICONDOLI,WRI1021348,1016129
ITA,NUOVA SAN MARTINO,WRI1021455,1081877
ITA,NUOVA SASSO,WRI1021762,1076662
ITA,NUOVA SERRAZZANO,WRI1021382,1076658
ITA,Nicoletto Solar Power Plant,WRI1026421,
ITA,ORSA MAGGIORE,WRI1021810,
ITA,OSTIGLIA,WRI1002917,1016082
ITA,PIACENZA,WRI1002918,1016092
ITA,PIANACCE,WRI1021725,1055294
ITA,PIANCASTAGNAIO 3,WRI1021667,1016093
ITA,PIANCASTAGNAIO 4,WRI1021669,1016093
ITA,PIANCASTAGNAIO 5,WRI1021665,1016093
ITA,PIETRAFITTA,WRI1002919,1081954
ITA,PIOMBINO TERMICA,WRI1002920,
ITA,POMIGLIANO D'ARCO,WRI1002921,1016982
ITA,PONT VENTOUX,WRI1002922,1009740
ITA,PONTE MORASCO,WRI1021299,1081767|1081775
ITA,PORCARI,WRI1002923,1029316
ITA,PORTO CORSINI,WRI1002924,1016114
ITA,PORTO EMPEDOCLE C.LE,WRI1002925,1016115
ITA,PORTO TOLLE,WRI1002927,1015944
ITA,PORTO VIRO,WRI1002928,1042090
ITA,PRESENZANO,WRI1002929,1016121
ITA,PRIOLO C.LE,WRI1002930,
ITA,PRIOLO GARGALLO,WRI1021869,
ITA,PROVVIDENZA,WRI1002931,1016125
ITA,Pedale Solar Power Plant,WRI1026423,1095608
ITA,Pian del Medico Solar Power Plant,WRI1026424,
ITA,Piccolo Carlo Solar Power Plant,WRI1026425,
ITA,Portoscuso,WRI1002926,1016058
ITA,Pozzilli Solar Power Plant,WRI1026426,
ITA,Pozzo d'Adda Solar Power Plant,WRI1026427,
ITA,Pozzolo Formigaro Solar Power Plant,WRI1026428,1088825
ITA,Quattordio Solar Power Plant,WRI1026429,1079034
ITA,RANCIA 1,WRI1021724,1016130
ITA,RANCIA 2,WRI1021723,1016130
ITA,RIVA DEL GARDA - NUOVO,WRI1002934,1016132
ITA,RIZZICONI,WRI1002935,1061642
ITA,RONCOVALGRANDE,WRI1002936,1016134
ITA,ROSONE,WRI1002938,1009741
ITA,ROSSANO TE,WRI1002939,
ITA,Rovigo Solar Power Plant,WRI1026430,1081012
ITA,S.FIORANO,WRI1002942,1016142
ITA,S.GIACOMO,WRI1002944,1016144
ITA,S.MASSENZA 1 (Molveno),WRI1002945,
ITA,SAN FILIPPO DEL MELA,WRI1002947,1016154
ITA,SAN QUIRICO,WRI1002946,1037102
ITA,SARLUX,WRI1002948,1016535
ITA,SARMATO,WRI1002949,1039910
ITA,SASSO 2,WRI1021664,1016163
ITA,SELED GLORENZA,WRI1002950,1023050
ITA,SELVA 1,WRI1021702,1016167
ITA,SERMIDE,WRI1002951,1016169
ITA,SESTA 1,WRI1021722,1076661
ITA,SESTO SAN GIOVANNI,WRI1002952,1029317
ITA,SIMERI CRICHI,WRI1002953,1054059
ITA,SOMPLAGO,WRI1002954,1016173
ITA,SONDRIO,WRI1002955,1016174
ITA,SORGENIA PUGLIA CENTRALE DI MODUGNO,WRI1002956,1058464
ITA,SOVERZENE,WRI1002957,1034799
ITA,SPARANISE,WRI1002958,1057840
ITA,SULCIS CENTR,WRI1002959,1016177
ITA,Sale Solar Power Plant,WRI1026431,
ITA,San Donaci - Geosol Solar Power Plant,WRI1026432,
ITA,San Gillio Solar Power Plant,WRI1026433,1087875
ITA,San Pancrazio Salentino Solar Power Plant,WRI1026434,1091705
ITA,San Vito dei Normanni - BR08 Solar Power Plant,WRI1026435,1087101
ITA,San Vito dei Normanni - BR14 Solar Power Plant,WRI1026436,1087101
ITA,Sant'Alberto 2,WRI1021598,1086118
ITA,Santa Barbara,WRI1002940,1016158
ITA,Sapeu Solar Power Plant,WRI1026437,1083968
ITA,Serre Persano Difesa Solar Power Plant,WRI1026438,
ITA,Serre Persano Solar Power Plant,WRI1026439,1053936
ITA,Su Scioffu,WRI1021681,1088838
ITA,TAIO,WRI1002960,1042073
ITA,TALORO1,WRI1002961,1016180
ITA,TAVAZZANO,WRI1002962,1016183
ITA,TERMINI IMERESE C.LE,WRI1002964,1016186
ITA,TERNI,WRI1021298,1053061
ITA,TIMPAGRANDE,WRI1002965,1016187
ITA,TOR DI VALLE,WRI1002966,1009719
ITA,TORBOLE,WRI1002967,1016188
ITA,TORREVALDALIGA South,WRI1002970,
ITA,TORRITE,WRI1021328,1081921
ITA,TORVISCOSA,WRI1002971,1052725
ITA,TRAPANI C.LE,WRI1002972,1016191
ITA,TRAVALE 3,WRI1021668,1016192
ITA,TRAVALE 4,WRI1021454,1016192
ITA,TURBIGO,WRI1002973,
ITA,Torrevaldaliga Nord,WRI1002969,1016189
ITA,Tortona Pantaleona Solar Power Plant,WRI1026440,
ITA,Tortona Ponzana Solar Power Plant,WRI1026441,
ITA,Troia T1 Solar Power Plant,WRI1026442,
ITA,Troia T10 Solar Power Plant,WRI1026443,
ITA,Troia T3 Solar Power Plant,WRI1026444,
ITA,Troia T7 Solar Power Plant,WRI1026445,
ITA,Troia T8 Solar Power Plant,WRI1026446,
ITA,Troia T9 Solar Power Plant,WRI1026447,
ITA,Tuttosole Solar Power Plant,WRI1026448,
ITA,Uta Solar Power Plant,WRI1026449,
ITA,VADO Ligure,WRI1002976,1016199
ITA,VALLE SECOLO,WRI1002978,1016203
ITA,VALPELLINE,WRI1002979,1016205
ITA,VENAUS,WRI1002980,1081814
ITA,VENINA,WRI1002981,1029319
ITA,VERZUOLO,WRI1002982,1061220
ITA,VILLA S.MARIA,WRI1021344,1072029
ITA,VOGHERA,WRI1002983,1054036
ITA,Vaglio Solar Power Plant,WRI1026450,
ITA,Villa Castelli Solar Power Plant,WRI1026451,
ITA,Viniamari Solar Power Plant,WRI1026452,1092887
JAM,Bogue,WRI1023919,1019994
JAM,Hunts Bay,WRI1023918,1019996
JAM,Lower White River,WRI1023925,1019998
JAM,Maggotty Hydro,WRI1023924,1091849
JAM,Manchester,WRI1023922,1055870
JAM,Old Harbour,WRI1023917,1020001
JAM,Rockfort,WRI1023921,1019993
JAM,Upper White River,WRI1023927,1020008
JAM,West Kingston,WRI1023920,1083166
JPN,Aioi,WRI1000657,1020382
JPN,Akita,WRI1000619,1028868
JPN,Ako,WRI1000656,1020384
JPN,Anan,WRI1000663,1028649
