id,iso
61321,AUS
62502,AUS
62559,AUS
64627,AUS
64628,AUS
65077,AUS
66286,AUS
66602,AUS
67791,AUS
68288,AUS
68755,AUS
68869,AUS
69200,AUS
69201,AUS
69477,AUS
69788,AUS
69929,AUS
69930,AUS
70112,AUS
71710,AUS
72176,AUS
72701,AUS
63671,GBR
64903,GBR
64962,GBR
65093,GBR
65212,GBR
65220,GBR
66403,GBR
66442,GBR
66462,GBR
66698,GBR
67553,GBR
67598,GBR
68181,GBR
68629,GBR
68765,GBR
68773,GBR
69235,GBR
69235,GBR
69688,GBR
69697,GBR
69717,GBR
70098,GBR
