,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA0820,DE,STEAG Power Saar GmbH,Weiher,66287,Quierschied,Holzer Straße,Saarland,Weiher III,1976,1976.0,,,operating,coal,ST,,no,yes,655.6,724.0,30.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.37,0.3650000000000002,http://www.spd-saar.de/uploads/media/konzept_bergbau.pdf,Uchtelfangen,220,Amprion GmbH,Quierschied-Weiher,49.33413028,7.031355927999999,
BNA0825,DE,EnBW Energie Baden-Württemberg AG,Rheinkraftwerk Reckingen,79790,Küssaberg,Kraftwerkstraße 24,Baden-Württemberg,Reckingen,1938,1938.0,,,operating,run_of_river,ROR,,no,no,19.0,,,,,,,Reckingen bzw. CH,110,Netze BW GmbH,,47.57136,8.33826,
BNA0826,DE,Ökotech Ingenieurgesellschaft mbh,BMHKW-RE Recklinghausen,45665,Recklinghausen,Maria-May-Straße 1,Nordrhein-Westfalen,BMHKW-RE Recklinghausen,2004,2004.0,,,operating,biomass,ST,,yes,yes,14.0,,,,,0.38,,UA-Katharinenstraße,110,Westnetz GmbH,,51.604008,7.2508479999999995,
BNA0832,DE,FairEnergie GmbH,BHKW-Hauffstraße,72762,Reutlingen,Hauffstraße 89 m,Baden-Württemberg,Motorenanlage,2011,2011.0,,,operating,gas,CB,,no,yes,9.8,,,,,0.4573999999999998,,10-kV Schaltanlage,10,FairNetz GmbH,,48.49395,9.18563,
BNA0834,DE,Solvay Chemicals GmbH,Industrie-Kraftwerk,47495,Rheinberg,,Nordrhein-Westfalen,,1975,1975.0,,,operating,coal,GT,CHP,no,yes,79.0,147.1,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,,25,Amprion GmbH,Rheinberg 1 u. 2,51.564890000000005,6.578239999999999,
BNA0835,DE,Energiedienst AG,KW Rheinfelden,79618,Rheinfelden,,Baden-Württemberg,KW Rheinfelden,2010,2010.0,,,operating,run_of_river,ROR,,yes,no,46.7,116.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,110-kV-Leitung Rheinfelden-KRS Süd,110,ED Netze GmbH,Rheinfelden / Rhein,47.56990573,7.810113464,
BNA0839,DE,VERBUND-Innkraftwerke GmbH,Rosenheim,83101,Rohrdorf,Ahornstr. 10,Bayern,,1960,1960.0,,,operating,run_of_river,ROR,,no,no,35.1,,,,,,,UW Rosenheim,110,Bayernwerk AG,,47.83825,12.15333,
BNA0842a,DE,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotore,83022,Rosenheim,Färberstraße 47,Bayern,Gasmotore 1-3,2011,2011.0,,,operating,gas,CB,,no,yes,9.8,,,,,0.4573999999999998,,Bayerstraße 5,20,Stadtwerke Rosenheim Netze GmbH,,47.856134000000004,12.134085,
BNA0842b,DE,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotor 4,83022,Rosenheim,Färberstraße 47,Bayern,Gasmotor 4,2013,2013.0,,,operating,gas,CB,,no,yes,9.2,,,,0.48700000000000004,0.46019999999999994,http://www.stadt-und-werk.de/meldung_15802_Motor+f%C3%BCr+die+Energiewende.html,Bayerstraße 5,20,Stadtwerke Rosenheim Netze GmbH,,47.85593,12.1341,
BNA0843,DE,Stadtwerke Rosenheim GmbH & Co. KG,Gasmotor 5,83026,Rosenheim,Oberaustraße 12,Bayern,Gasmotor 5,2012,2012.0,,,operating,gas,CB,,no,yes,4.3,,,,,0.4588000000000001,,Oberaustraße 12,20,Stadtwerke Rosenheim Netze GmbH,,47.856134000000004,12.134085,
BNA0845,DE,Stadtwerke Rosenheim GmbH & Co. KG,"MHKW, WKW",83022,Rosenheim,Färberstraße 47,Bayern,"T1a/b, T2",1988,1988.0,,,operating,waste,ST,,no,yes,9.0,,,,,0.33,,Bayerstraße 5,20,Stadtwerke Rosenheim Netze GmbH,,47.856134000000004,12.134085,
BNA0847,DE,E.ON Kraftwerke GmbH,Roßhaupten,87672,Roßhaupten,Forggenseestraße 100,Bayern,Roßhaupten,1954,1954.0,,,operating,reservoir,RES,,no,no,45.5,,,,,,,Schaltanlage vor Ort,110,LEW Verteilnetz GmbH,,47.651451,10.735525,
BNA0848,DE,Stadtwerke Rostock AG,GuD Marienehe,18069,Rostock,,Mecklenburg-Vorpommern,,1996,1996.0,,,operating,gas,CC,CHP,no,yes,108.0,111.0,120.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5219999999999985,,UW Marienehe,110,Stadtwerke Rostock Netzgesellschaft mbH,Rostock-Marienehe I-III,54.125454000000005,12.081897,
BNA0849,DE,EnBW Energie Baden-Württemberg AG,KNG Kraftwerk Rostock,18147,Rostock,Am Kühlturm 1,Mecklenburg-Vorpommern,Rostock,1994,1994.0,,,operating,coal,ST,,no,yes,514.0,553.0,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.43200000000000005,0.41000000000000014,http://www.kraftwerk-rostock.de/#/kraftwerk/fakten/,Bentwisch,380,50 Hertz Transmission GmbH,Rostock,54.14282177,12.13287489,
BNA0854,DE,VERBUND-Innkraftwerke GmbH,Feldkirchen,83543,Rott,Oberwöhrn 100,Bayern,,1970,1970.0,,,operating,run_of_river,ROR,,no,no,38.2,,,,,,,UW Feldkirchen,110,Bayernwerk AG,,47.96092,12.1561,
BNA0855,DE,Vattenfall Europe New Energy Ecopower GmbH,IKW Rüdersdorf,15562,Rüdersdorf bei Berlin,Siedlerweg 11,Brandenburg,,2009,2009.0,,,operating,waste,ST,,no,no,30.0,,,,,0.33,,,6,E.DIS AG,,52.490280000000006,13.829870000000001,
BNA0856,DE,Energie- und Medienversorgung Schwarza GmbH,HKW Schwarza,07407,Rudolstadt,,Thüringen,,1936 / 2008,2008.0,,,operating,gas,ST,,no,yes,26.5,,,,,0.39380000000000015,,20-kV-GSA,20,EnR Energienetze Rudolstadt GmbH,,50.686928,11.329303,
BNA0857,DE,Adam Opel AG,GuD-Anlage Rüsselsheim,65429,Rüsselheim,,Hessen,M120,1999,1999.0,,,operating,gas,CC,IPP,no,yes,112.1,113.9,88.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.535499999999999,,KEO-Kundenanlage in Rüsselsheim,110,Stadtwerke Mainz Netze GmbH (dienstleistend),Rüsselsheim,49.99204,8.41411,
BNA0859,DE,EnBW Energie Baden-Württemberg AG,Rheinkraftwerk Ryburg-Schwörstadt ,79603,Rheinfelden,Postfach 1370,Baden-Württemberg,Ryburg-Schwörstadt,1931,1931.0,1984.0,,operating,run_of_river,ROR,,no,no,30.0,144.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Ryburg-Schwörstadt bzw. CH,110,Netze BW GmbH,Schwörstadt-Ryburg 1 bis 4 / Rhein,47.585377,7.832657000000001,
BNA0860,DE,Klausner Holz Thüringen GmbH,,07929,Saalburg-Ebersdorf,,Thüringen,,2008,2008.0,,,operating,biomass,ST,,yes,,12.9,,,,,0.38,,,MS,TEN Thüringer Energienetze GmbH,,50.49776,11.65616,
BNA0861a,DE,Energie SaarLorLux AG,HKW Römerbrücke,66121,Saarbrücken,,Saarland,GuD-Anlage,2005 / 2012,2012.0,2005.0,,operating,gas,CC,CHP,no,yes,75.0,79.2,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5939999999999976,,UW Römerbrücke,110,"Stadtwerke Saarbrücken AG /
VSE Verteilnetz GmbH",Saarbrücken-Römerbrücke,49.223898999999996,7.014899000000001,
BNA0861b,DE,Energie SaarLorLux AG,HKW Römerbrücke,66121,Saarbrücken,,Saarland,Kohleanlage,1988,1988.0,2005.0,,operating,coal,ST,CHP,no,yes,50.0,52.8,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.42,0.4375,https://www.energie-saarlorlux.com/wp-content/broschueren/Broschuere-Heizkraftwerk.pdf,UW Römerbrücke,110,"Stadtwerke Saarbrücken AG /
VSE Verteilnetz GmbH",Saarbrücken-Römerbrücke,49.223898999999996,7.014899000000001,
BNA0863,DE,Salzgitter Flachstahl GmbH,Kraftwerk Salzgitter,38239,Salzgitter,,Niedersachsen,AB,1939,1939.0,2011.0,,operating,other_non_renewable,ST,,no,yes,94.5,105.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Werknetz,Werknetz,Werknetz,Salzgitter-Hallendorf AB,52.1579,10.39579,
BNA0864,DE,Salzgitter Flachstahl GmbH,Kraftwerk Salzgitter,38239,Salzgitter,,Niedersachsen,Block 1,2010,2010.0,,,operating,other_non_renewable,ST,CHP,no,yes,97.0,110.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Werknetz,Werknetz,Werknetz,Salzgitter-Hallendorf 1,52.1579,10.39579,
BNA0865b,DE,Salzgitter Flachstahl GmbH,Kraftwerk Salzgitter,38239,Salzgitter,,Niedersachsen,Block 2,2010,2010.0,,,operating,other_non_renewable,ST,CHP,no,yes,97.0,110.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Werknetz,Werknetz,Werknetz,Salzgitter-Hallendorf 2,52.1579,10.39579,
BNA0878,DE,E.ON Kraftwerke GmbH,Schkopau,06258,Schkopau,,Sachsen-Anhalt,A,1996,1996.0,,,operating,lignite,ST,,no,yes,450.0,490.0,100.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4,0.39039999999999964,https://library.e.abb.com/public/17a12f32273be6a4c1256ddd00346e97/13-18m225.pdf,Bad Lauchstedt,380,50 Hertz Transmission GmbH,Schkopau A,51.39845463,11.9504201,
BNA0879,DE,E.ON Kraftwerke GmbH,Schkopau,06258,Schkopau,,Sachsen-Anhalt,B,1996,1996.0,,,operating,lignite,ST,,no,yes,450.0,490.0,100.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4,0.39039999999999964,https://library.e.abb.com/public/17a12f32273be6a4c1256ddd00346e97/13-18m225.pdf,Bad Lauchstedt,380,50 Hertz Transmission GmbH / DB Energie GmbH,Schkopau B,51.39845463,11.9504201,
BNA0880,DE,RWE Innogy GmbH,Detzem,54340,Schleich,,Rheinland-Pfalz,,1962,1962.0,,,operating,run_of_river,ROR,,no,no,24.0,,,,,,,,110,Westnetz GmbH,,49.810941,6.843882000000001,
BNA0882,DE,Vattenfall Europe Generation AG,Bleiloch,07907,Schleiz,Gräfenwarth,Thüringen,PSS A,1932,1932.0,,,operating,pumped_storage,PSP,,no,no,79.8,,,,,,,Remptendorf,110,"TEN Thüringer 
Energienetze GmbH",,50.52438482,11.71438694,
BNA0883,DE,Vattenfall Europe Generation AG,Bleiloch,07907,Schleiz,Gräfenwarth,Thüringen,PSS B,1932,1932.0,,,operating,pumped_storage,PSP,,no,no,,,,,,,,Remptendorf,110,"TEN Thüringer 
Energienetze GmbH",,50.52438482,11.71438694,
BNA0893,DE,BASF Schwarzheide GmbH,GuD Schwarzheide,01987,Schwarzheide,Schipkauer Str.1,Brandenburg,,1994,1994.0,,,operating,gas,CC,IPP,no,yes,122.0,124.0,209.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5129999999999981,,,110,Mitteldeutsche Netzgesellschaft Strom mbH,Schwarzheide,51.47617,13.8891,
BNA0894a,DE,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 5 SE 5,1972,1972.0,,,operating,oil,ST,CHP,no,yes,28.0,31.52623688155922,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.35420000000000007,,UW Vrd,110,E.DIS AG,Schwedt,53.098180000000006,14.234539999999999,
BNA0894b,DE,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 6 SE 6,1994,1994.0,,,operating,oil,ST,CHP,no,no,34.5,38.8448275862069,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.37840000000000007,,UW Vrd,110,E.DIS AG,Schwedt,53.098180000000006,14.234539999999999,
BNA0894c,DE,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 1 SE 1,1998,1998.0,,,operating,oil,ST,CHP,no,yes,106.0,119.34932533733134,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.38280000000000003,,UW Vrd,110,E.DIS AG,Schwedt,53.098180000000006,14.234539999999999,
BNA0894d,DE,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 2 SE 2,1998,1998.0,,,operating,oil,ST,CHP,no,yes,106.0,119.34932533733134,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.38280000000000003,,UW Vrd,110,E.DIS AG,Schwedt,53.098180000000006,14.234539999999999,
BNA0894e,DE,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,SE 4,2011,2011.0,,,operating,oil,ST,CHP,no,no,59.0,66.43028485757121,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3971,,UW Vrd,110,E.DIS AG,Schwedt,53.098180000000006,14.234539999999999,
BNA0895,DE,GKS Gemeinschaftskraftwerk Schweinfurt GmbH,GKS,97424,Schweinfurt,Hafenstraße 30,Bayern,entfällt,1994,1994.0,,,operating,waste,ST,,no,yes,24.4,,,,,0.33,,Stadtwerke SW,20,Stadtwerke Schweinfurt GmbH,,50.02969,10.224,
BNA0896,DE,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,HKW Schwerin Süd,19061,Schwerin,,Mecklenburg-Vorpommern,,1994,1994.0,,,operating,gas,ST,,no,yes,44.9,,,,,0.37840000000000007,,UW Wüstmark,110,Netzgesellschaft Schwerin mbH ,,53.57787,11.396469999999999,
BNA0897,DE,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,HKW Schwerin Lankow,19057,Schwerin,,Mecklenburg-Vorpommern,,1994,1994.0,,,operating,gas,ST,,no,yes,23.0,,,,,0.37840000000000007,,Schalthaus Lankow,20,Netzgesellschaft Schwerin mbH ,,53.65391700000001,11.372972,
BNA0906,AT,TIWAG-Tiroler Wasserkraft AG,KW Silz,A-6424,Silz,,Österreich,Silz,1981,1981.0,,,operating,reservoir,RES,,no,no,500.0,,,,,,,UW Silz,220,TIWAG-Netz AG/APG/TenneT,,47.269606,10.967829,
BNA0912,DE,VERBUND-Innkraftwerke GmbH,Teufelsbruck,83564,Soyen,Ponschabaustr. 25,Bayern,,1938,1938.0,,,operating,run_of_river,ROR,,no,no,25.0,,,,,,,UW Teufelsbruck,110,Bayernwerk AG,,48.057359999999996,12.220930000000001,
BNA0913,DE,Alpiq Spreetal GmbH,GuD Anlage Spreetal,02979,Spreetal,Südstraße,Sachsen,GuD,2009,2009.0,,2012.0,shutdown,gas,CC,,no,no,50.0,,,,,0.5804999999999989,,110kV Umspannwerk Schwarze Pumpe,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.516748,14.366559,
BNA0914,DE,Vattenfall Europe Generation AG,Schwarze Pumpe,03130,Spremberg,"An der alten
Ziegelei 1",Brandenburg,A,1997,1997.0,,,operating,lignite,ST,,no,yes,750.0,800.0,60.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.41,0.39279999999999937,???,Graustein,380,50 Hertz Transmission GmbH,Schwarze Pumpe A,51.53482028,14.35312271,
BNA0915,DE,Vattenfall Europe Generation AG,Schwarze Pumpe,03131,Spremberg,An der alten Ziegelei 1,Brandenburg,B,1998,1998.0,,,operating,lignite,ST,,no,yes,750.0,800.0,60.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.41,0.3951999999999991,???,Graustein,380,50 Hertz Transmission GmbH,Schwarze Pumpe B,51.53482028,14.35312271,
BNA0917,AT,Innwerk AG,Schärding-Neuhaus,A-4782,St. Florian am Inn,Badhöring 16,Österreich,Schärding-Neuhaus,1963,1963.0,,,operating,run_of_river,ROR,,no,no,48.0,,,,,,,Schaltanlage vor Ort,220,APG/Bayernwerk AG,,48.435619200000005,13.441502700000001,
BNA0918a,DE,Dow Deutschland Anlagengesellschaft mbH,Dow Stade,21683,Stade,Bützflethersand,Niedersachsen,Kraftwärmekopplungsanlage,1972,1972.0,,2014.0,shutdown,gas,ST,,no,yes,190.0,,,,,0.35420000000000007,,UW Götzdorf,220,TenneT TSO GmbH ,,53.65191970000001,9.507866499999999,
BNA0918b,DE,Dow Deutschland Anlagengesellschaft mbH,Dow Stade,21683,Stade,Bützflethersand,Niedersachsen,Cogen Dow Stade,2014,2014.0,,,operating,gas,CC,,no,yes,173.0,163.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.602999999999998,,Dow Werksnetz (keine Einspeisung in das Netz der Allgemeinen Versorgung),,Dow Werksnetz,Stade-Bützfleth,53.65191970000001,9.507866499999999,
BNA0921,DE,VERBUND-Innkraftwerke GmbH,Stammham,84533,Stammham,Innstufenstr. 15,Bayern,,1955,1955.0,,,operating,run_of_river,ROR,,no,no,23.2,,,,,,,UW Stammham,110,Bayernwerk AG,,48.249320000000004,12.86469,
BNA0922,DE,KWG-Kraftwerksgesellschaft Staßfurt mbH,GuD-Ikw Staßfurt,39418,Staßfurt,Athenslebener Weg 57,Sachsen-Anhalt,,1996,1996.0,,,operating,gas,CC,CHP,no,yes,132.0,134.0,160.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5219999999999985,,UW NORD,110,HSN Magdeburg GmbH,Staßfurt 1 u. 2,51.865527,11.573813000000001,
BNA0926a,DE,Sappi Stockstadt GmbH,Heizkraftwerk der Sappi Stockstadt GmbH,63811,Stockstadt,Obernburger Straße 1-9,Bayern,Biomasseheizkraftwerk,2003,2003.0,,,operating,biomass,ST,,yes,yes,14.0,,,,,0.38,,"Primär Kundenanlage zur betrieblichen Eigenversorgung
; Verbindung mit Netz der allgemeinen Versorgung über Trafo 11 (110/20kV)",110,Westnetz GmbH,,49.97745,9.068719999999999,
BNA0926b,DE,Sappi Stockstadt GmbH,Heizkraftwerk der Sappi Stockstadt GmbH,63811,Stockstadt,Obernburger Straße 1-9,Bayern,Konventionelles Sammelschienenkraftwerk,1969,1969.0,,,operating,coal,ST,,no,yes,24.8,,,,,0.34750000000000014,,"Primär Kundenanlage zur betrieblichen Eigenversorgung
; Verbindung mit Netz der allgemeinen Versorgung über Trafo 11 (110/20kV)",110,Westnetz GmbH,,49.97745,9.068719999999999,
BNA0929,DE,Rhein-Main-Donau AG,Straubing,94315,Straubing,Kagerser Hauptstraße 164,Bayern,Straubing,1994,1994.0,,,operating,run_of_river,ROR,,no,no,21.5,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,48.89659,12.55752,
BNA0933,DE,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Stuttgart-Gaisburg,70376,Stuttgart,Langwiesenweg 23,Baden-Württemberg,GAI GT 13,1973,1973.0,,2014.0,shutdown,gas,GT,,no,no,55.0,,,,,0.3097999999999992,,Gaisburg,110,Netze BW GmbH,,48.782453000000004,9.231483,
BNA0934,DE,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Stuttgart-Gaisburg,70376,Stuttgart,Langwiesenweg 23,Baden-Württemberg,GAI DT 14 neu,2009,2009.0,,,operating,coal,ST,,no,yes,22.6,,,,,0.4474999999999998,,Gaisburg,110,Netze BW GmbH,,48.782453000000004,9.231483,
BNA0935,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN DT12,1982,1982.0,,,operating,coal,ST,CHP,no,yes,45.0,47.759197324414714,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3799999999999999,,Münster,110,Netze BW GmbH,Stuttgart-Münster,48.815833000000005,9.221111,
BNA0936,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN DT15,1984,1984.0,,,operating,coal,ST,CHP,no,yes,45.0,47.759197324414714,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3849999999999998,,Münster,110,Netze BW GmbH,Stuttgart-Münster,48.815833000000005,9.221111,
BNA0937,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN GT16,1974,1974.0,,,operating,oil,GT,CHP,no,no,23.3,24.728651059085845,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.23,0.31239999999999934,http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf,Münster,110,Netze BW GmbH,Stuttgart-Münster,48.815833000000005,9.221111,
BNA0938,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN GT17,1974,1974.0,,,operating,oil,GT,CHP,no,no,23.3,24.728651059085845,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.23,0.31239999999999934,http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf,Münster,110,Netze BW GmbH,Stuttgart-Münster,48.815833000000005,9.221111,
BNA0939a,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN DT19 neu,2009,2009.0,,,operating,waste,ST,CHP,no,yes,19.5,20.695652173913043,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.33,,,,Netze BW GmbH,Stuttgart-Münster,48.812529999999995,9.21895,
BNA0939b,DE,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,70376,Stuttgart,Voltastraße 45,Baden-Württemberg,MÜN GT18,1974,1974.0,,,operating,oil,GT,CHP,no,no,23.3,24.728651059085845,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.23,0.31239999999999934,http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf,Münster,110,Netze BW GmbH,Stuttgart-Münster,48.815833000000005,9.221111,
BNA0946a,DE,GDF SUEZ Energie Deutschland AG,Kraftwerksgruppe Pfreimd,92555,Trausnitz,Seestraße 6,Bayern,PSKW Tanzmühle,1959,1959.0,,,operating,pumped_storage,PSP,,no,no,28.0,,,,0.8,,http://www.gdfsuez-energysales.de/sites/default/files/upload/dokumente/2013_gsed_aktivitaetenbericht.pdf,UW Tanzmühle Schaltfeld E01,110,Bayernwerk AG,,49.55226,12.28127,
BNA0946b,DE,GDF SUEZ Energie Deutschland AG,Kraftwerksgruppe Pfreimd,92555,Trausnitz,Seestraße 6,Bayern,LWKW Tanzmühle,1959,1959.0,,,operating,run_of_river,ROR,,yes,no,3.3,,,,,,,KW Tanzmühle Feld J05,20,Bayernwerk AG,,49.55226,12.28127,
BNA0946c,DE,GDF SUEZ Energie Deutschland AG,Kraftwerksgruppe Pfreimd,92555,Trausnitz,Seestraße 6,Bayern,LWKW Trausnitz,1952,1952.0,,,operating,run_of_river,ROR,,yes,no,1.8,,,,,,,KW Trausnitz Feld J04;J07,20,Bayernwerk AG,,49.55226,12.28127,
BNA0950,DE,VERBUND-Innkraftwerke GmbH,Töging,84513,Töging,Werkstr. 18,Bayern,,1924,1924.0,,,operating,run_of_river,ROR,,no,no,85.3,,,,,,,UW Töging,110,Bayernwerk AG,,48.2518176,12.587307800000001,
BNA0953,DE,GDF SUEZ Energie Deutschland AG,Kraftwerksgruppe Pfreimd,92555,Trausnitz,Seestraße 6,Bayern,PSKW Reisach,1955,1955.0,,,operating,pumped_storage,PSP,,no,no,99.0,106.37,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,UW Reisach Schaltfeld E03-E05,110,Bayernwerk AG,Reisach 1 bis 3,49.53002,12.28481,
BNA0954,AT,EnBW Energie Baden-Württemberg AG,Lünerseewerk,A-6774,Tschagguns,Latschauwerk,Österreich,Masch. 1 bis 5,1957,1957.0,,,operating,pumped_storage,PSP,,no,no,238.0,,,,,,,Bürs,220,Transnet BW GmbH,,47.074251000000004,9.874652000000001,
BNA0957,DE,Stadtwerke Tübingen GmbH,BHKW Obere Viehweide,72072,Tübingen,,Baden-Württemberg, -,2000,2000.0,,,operating,gas,ST,,no,yes,13.4,,,,,0.38500000000000023,,Schalthaus Obere Viehweide,20,Stadtwerke Tübingen GmbH,,48.510855,9.071463,
BNA0969a,DE,SWM Services GmbH,Nord 1,85774,Unterföhring,,Bayern,1,1992,1992.0,,,operating,waste,ST,,no,yes,18.0,,,,,0.33,,HUW Föhring,110,SWM Infrastruktur GmbH,,48.180506,11.639612,
BNA0969b,DE,SWM Services GmbH,Nord 2,85774,Unterföhring,,Bayern,2,1991,1991.0,,,operating,coal,ST,CHP,no,yes,332.7,365.0,550.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.40249999999999986,,HUW Föhring,110,SWM Infrastruktur GmbH,München-Nord 2,48.180506,11.639612,
BNA0969c,DE,SWM Services GmbH,Nord 3,85774,Unterföhring,,Bayern,3,1984,1984.0,,,operating,waste,ST,,no,yes,22.0,,,,,0.33,,HUW Föhring,110,SWM Infrastruktur GmbH,,48.180506,11.639612,
BNA0972,DE,Stadtwerke München GmbH,Leitzach 1,83620,Vagen,,Bayern,1,1983,1983.0,,,operating,pumped_storage,PSP,,no,no,48.0,,,,,,,Schaltstelle Leitzachwerk,110,SWM Infrastruktur GmbH,,47.873938,11.870989999999999,
