wri_id,coord_source,latitude,longitude
WRI1000954,CARMA,-6.1258333,106.7863889
WRI1000965,CARMA,-2.5213,121.357
WRI1000966,CARMA,-2.6833333,111.6166667
WRI1000970,CARMA,-7.2491667,112.7508333
WRI1000974,CARMA,-2.5213,121.357
WRI1000975,CARMA,-2.5213,121.357
WRI1000981,CARMA,-2.5213,121.357
WRI1000983,CARMA,-2.5213,121.357
WRI1000985,CARMA,-2.5213,121.357
WRI1000997,CARMA,-5.14,119.4221
WRI1001009,CARMA,-7.4733333,109.3330556
WRI1001010,CARMA,-8.1764,112.551
WRI1001013,CARMA,-7.4763889,110.2622222
WRI1001015,CARMA,-0.8917,119.8707
WRI1001017,CARMA,-0.690894,100.60335
WRI1001018,CARMA,1.7427,98.7792
WRI1001020,CARMA,-4.0135,119.6255
WRI1001023,CARMA,-0.949243987,100.3542709
WRI1001024,CARMA,1.9917,98.9752
WRI1001028,CARMA,-5.601469,104.798754
WRI1001031,CARMA,-5.14,119.4221
WRI1001033,CARMA,-10.1666667,123.5833333
WRI1001035,CARMA,-6.9485,110.4069
WRI1001038,CARMA,-8.0657,111.9025
WRI1001039,CARMA,-6.903889,107.618611
WRI1001045,CARMA,-8.0776,112.3311
WRI1001046,CARMA,-8.1136,112.2869
WRI1001070,CARMA,31.1,77.1666667
WRI1001071,CARMA,29.3166667,73.9
WRI1001083,CARMA,32.1,76.2666667
WRI1001090,CARMA,28.6333333,79.8
WRI1001091,CARMA,28.0166667,73.3
WRI1001095,CARMA,15.8666667,74.5
WRI1001096,CARMA,15.2,76.7666667
WRI1001098,CARMA,13.9166667,75.5666667
WRI1001102,CARMA,19.45,73.3333333
WRI1001111,CARMA,32.1,76.2666667
WRI1001120,CARMA,22.35,82.6833333
WRI1001126,CARMA,32.9333333,75.1333333
WRI1001143,CARMA,22.5666667,72.9333333
WRI1001161,CARMA,32.2166667,76.3166667
WRI1001192,CARMA,26.8833333,88.7833333
WRI1001211,CARMA,8.8833333,76.6
WRI1001213,CARMA,17.6833333,73.9833333
WRI1001226,CARMA,27.9,80.8
WRI1001244,CARMA,26.1166667,86.6
WRI1001254,CARMA,9.85,76.9666667
WRI1001273,CARMA,13.1333333,78
WRI1001274,CARMA,25.4333333,77.65
WRI1001285,CARMA,13.9166667,75.5666667
WRI1001286,CARMA,19.2,73.8833333
WRI1001303,CARMA,31.5322222,75.9172222
WRI1001331,CARMA,27.5833333,91.8666667
WRI1001337,CARMA,18.6641667,72.9905556
WRI1001344,CARMA,9.85,76.9666667
WRI1001354,CARMA,18.51957423,73.85535479
WRI1001357,CARMA,14.6833333,77.6
WRI1001369,CARMA,11.45,76.5833333
WRI1001396,CARMA,25.3333333,76.5166667
WRI1001438,CARMA,34.1666667,77.5833333
WRI1001442,CARMA,21.1666667,72.8333333
WRI1001446,CARMA,19.9666667,72.7333333
WRI1001449,CARMA,27.7,93.8666667
WRI1001452,CARMA,21.9,83.4
WRI1001457,CARMA,23.7166667,81.0333333
WRI1001464,CARMA,32.6666667,76.7666667
WRI1001472,CARMA,19.01441002,72.84793854
WRI1001498,CARMA,9.9833333,77.6333333
WRI1001500,CARMA,9.3333333,78.9333333
WRI1001514,CARMA,16.9833333,74.1333333
WRI1001520,CARMA,21.8,104.9666667
WRI1001521,CARMA,22.35,105.3666667
WRI1001523,CARMA,16.6166667,106.75
WRI1001524,CARMA,13.7666667,109.2333333
WRI1001525,CARMA,13.0833333,109.3
WRI1001537,CARMA,12.6666667,108.05
WRI1001549,CARMA,20.2538889,105.975
WRI1001559,CARMA,10.5,107.1666667
WRI1001565,CARMA,11.9666667,106.8
WRI1001567,CARMA,20.55,104.7833333
WRI1001569,CARMA,19.8833333,105.2833333
WRI1001573,CARMA,16.65,107.4666667
WRI1001575,CARMA,18.5166667,105.45
WRI1001596,CARMA,22.6,103.85
WRI1001605,CARMA,15.3,108.7666667
WRI1001649,CARMA,31.1388889,73.9125
WRI1001650,CARMA,31.1388889,73.9125
WRI1001662,CARMA,32.583387,73.484315
WRI1001663,CARMA,34.861658,72.035886
WRI1001665,CARMA,31.713056,73.978333
WRI1001666,CARMA,31.4498,74.2783
WRI1001669,CARMA,30.215039,71.549161
WRI1001683,CARMA,27.66477,68.362174
WRI1001687,CARMA,-34.2,150.7833333
WRI1001699,CARMA,-34.39253314,119.3797588
WRI1001701,CARMA,-28.8666667,153.5666667
WRI1001702,CARMA,-31.95,141.4333333
WRI1001704,CARMA,-37.7,140.45
WRI1001705,CARMA,-35.25,149.4333333
WRI1001717,CARMA,-28.3166667,153.4
WRI1001720,CARMA,-27.1833333,151.2666667
WRI1001728,CARMA,-22.81226365,148.6992645
WRI1001740,CARMA,-33.4,138.8833333
WRI1001741,CARMA,-33.4,138.8833333
WRI1001742,CARMA,-33.4,138.8833333
WRI1001743,CARMA,-20.6666667,116.7
WRI1001744,CARMA,-34.3333333,146.0333333
WRI1001752,CARMA,-27.6666667,114.1666667
WRI1001753,CARMA,-30.75,121.4666667
WRI1001758,CARMA,-20.737652,116.846294
WRI1001772,CARMA,-28.8833333,121.3166667
WRI1001773,CARMA,-28.8833333,121.3166667
WRI1001781,CARMA,-25.5333333,152.7
WRI1001785,CARMA,-22.00162844,148.046608
WRI1001791,CARMA,-28.0666667,117.8166667
WRI1001802,CARMA,-33.4,138.8833333
WRI1001809,CARMA,-23.3666667,119.7333333
WRI1001813,CARMA,-19.5833333,147.4
WRI1001818,CARMA,-21.15,149.2
WRI1001819,CARMA,-31.9333333,115.8333333
WRI1001832,CARMA,-31.7444455,115.7683468
WRI1001837,CARMA,-23.0833333,115.6833333
WRI1001839,CARMA,-33.3333333,115.6333333
WRI1001842,CARMA,-23.3666667,131.9
WRI1001844,CARMA,-33.86784996,151.2073231
WRI1001854,CARMA,-28.7666667,114.6
WRI1001860,CARMA,-30.75,121.4666667
WRI1001877,CARMA,14.879989,120.234328
WRI1001891,CARMA,14.1447,121.3152
WRI1001892,CARMA,13.1235,123.8693
WRI1001899,CARMA,14.1463,121.4729
WRI1001904,CARMA,16.8861,120.5304
WRI1001906,CARMA,18.5658333,120.7275
WRI1001907,CARMA,18.5658333,120.7275
WRI1001912,CARMA,15.1114,120.6053
WRI1001913,CARMA,15.15,120.5833333
WRI1001931,CARMA,11.5301,122.3975
WRI1001936,CARMA,10.658356,122.596303
WRI1001945,CARMA,10.9844444,122.7711111
WRI1001947,CARMA,14.5480556,120.9969444
WRI1001950,CARMA,6.101792,125.290478
WRI1001951,CARMA,7.0730556,125.6127778
WRI1001954,CARMA,7.0694444,122.2013889
WRI1001956,CARMA,7.0083333,125.0894444
WRI1001965,CARMA,7.2236111,124.2463889
WRI1001966,CARMA,7.0730556,125.6127778
WRI1002015,CARMA,21.1666667,-76.5666667
WRI1002017,CARMA,21.5452778,-77.2644444
WRI1002019,CARMA,22.1461111,-80.4355556
WRI1002020,CARMA,20.6541667,-75.6819444
WRI1002021,CARMA,23.1536111,-81.2513889
WRI1002022,CARMA,23.15,-82.15
WRI1002024,CARMA,19.9844444,-75.8733333
WRI1002025,CARMA,21.1097222,-76.1316667
WRI1002026,CARMA,10.66617495,-61.51657104
WRI1002028,CARMA,10.3666667,-61.4833333
WRI1002029,CARMA,10.1666667,-61.4666667
WRI1002030,CARMA,11.1833333,-60.7333333
WRI1002034,CARMA,56.4833333,13.5
WRI1002036,CARMA,56.75,13.2833333
WRI1002037,CARMA,65.1166667,21.1
WRI1002038,CARMA,64.55,15.2333333
WRI1002040,CARMA,63.5666667,18.55
WRI1002041,CARMA,60.06504926,15.92366338
WRI1002042,CARMA,60.06504926,15.92366338
WRI1002044,CARMA,63.290914,18.71525288
WRI1002046,CARMA,63.25,18.25
WRI1002048,CARMA,58.7530045,17.00787663
WRI1002050,CARMA,57.4536111,12.0055556
WRI1002051,CARMA,64.5,14.15
WRI1002053,CARMA,63.4,19.05
WRI1002054,CARMA,63.55,18.6166667
WRI1002055,CARMA,63.3333333,19.1
WRI1002057,CARMA,60.0166667,18.5333333
WRI1002058,CARMA,64,19.5666667
WRI1002059,CARMA,64.1166667,16.1666667
WRI1002060,CARMA,57.4536111,12.0055556
WRI1002063,CARMA,56.51206532,13.04371119
WRI1002068,CARMA,60.45,14.55
WRI1002069,CARMA,64.75066735,20.95279455
WRI1002070,CARMA,56.51206532,13.04371119
WRI1002071,CARMA,58.4330556,16.9666667
WRI1002074,CARMA,64.8,16.016667
WRI1002075,CARMA,62.35,17.0333333
WRI1002077,CARMA,62.4333333,16.4833333
WRI1002079,CARMA,56.9333333,13.0666667
WRI1002083,CARMA,64.2166667,20.3166667
WRI1002085,CARMA,62.3666667,16.9666667
WRI1002087,CARMA,56.5333333,13.1833333
WRI1002090,CARMA,64.2166667,15.9
WRI1002091,CARMA,56.4833333,13.5833333
WRI1002095,CARMA,62.3,17.1666667
WRI1002096,CARMA,64.55,16.75
WRI1002105,CARMA,66.95926996,19.82070923
WRI1002106,CARMA,66.95926996,19.82070923
WRI1002108,CARMA,66.43037683,20.62434196
WRI1002111,CARMA,68.8666667,20.35
WRI1002113,CARMA,62.5333333,17.3833333
WRI1002114,CARMA,63.4333333,16.9
WRI1002115,CARMA,63.1666667,17.2666667
WRI1002116,CARMA,63.1666667,15.6
WRI1002117,CARMA,63.0333333,16.6166667
WRI1002119,CARMA,63.0333333,16.6166667
WRI1002120,CARMA,64.91205767,19.48152781
WRI1002121,CARMA,64.8,16.016667
WRI1002122,CARMA,59.85850154,17.64542699
WRI1002123,CARMA,62.4833333,16.3333333
WRI1002124,CARMA,64.59536886,18.67350698
WRI1002126,CARMA,63.4333333,16.9
WRI1002128,CARMA,65.09590496,17.11731076
WRI1002129,CARMA,65.35,18.6166667
WRI1002131,CARMA,65.09590496,17.11731076
WRI1002132,CARMA,59.36441031,17.87406921
WRI1002133,CARMA,62.39128929,17.30629921
WRI1002134,CARMA,65.71149834,15.25837898
WRI1002138,CARMA,63.1666667,15.6
WRI1002139,CARMA,63.9333333,19.6666667
WRI1002140,CARMA,65.09590496,17.11731076
WRI1002141,CARMA,65.09590496,17.11731076
WRI1002142,CARMA,64.1666667,17.3333333
WRI1002143,CARMA,65.0833333,17.1666667
WRI1002144,CARMA,63.1666667,15.6
WRI1002145,CARMA,58.1333333,12.1333333
WRI1002146,CARMA,64.59536886,18.67350698
WRI1002151,CARMA,65.2666667,21.8
WRI1002153,CARMA,64.1666667,17.3333333
WRI1002154,CARMA,65.09590496,17.11731076
WRI1002155,CARMA,65.09590496,17.11731076
WRI1002156,CARMA,60.45,14.4833333
WRI1002157,CARMA,60.3833333,17.2333333
WRI1002158,CARMA,59.1497222,18.1166667
WRI1002159,CARMA,66.7666667,17.5333333
WRI1002161,CARMA,62.39128929,17.30629921
WRI1002162,CARMA,56.35,16.2666667
WRI1002163,CARMA,57.1,18.25
WRI1002164,CARMA,62.5666667,16.4166667
WRI1002165,CARMA,58.9166667,12.3
WRI1002167,CARMA,58.53705811,15.0364852
WRI1002178,CARMA,38.455977,48.87498
WRI1002186,CARMA,41.397851,48.330758
WRI1002189,CARMA,41.463489,48.80605
WRI1002190,CARMA,40.763947,47.059533
WRI1002192,CARMA,40.169365,49.463931
WRI1002204,CARMA,50.936041,4.035499
WRI1002205,CARMA,50.936041,4.035499
WRI1002206,CARMA,51.090167,3.44693
WRI1002211,CARMA,51.319266,4.853045
WRI1002213,CARMA,51.211872,4.25633
WRI1002214,CARMA,51.211872,4.25633
WRI1002217,CARMA,50.90790408,4.415473938
WRI1002219,CARMA,50.244402,5.930152
WRI1002222,CARMA,50.730261,3.853149
WRI1002227,CARMA,51.223392,2.911854
WRI1002231,CARMA,51.05,3.7166667
WRI1002243,CARMA,50.541523,3.630133
WRI1002244,CARMA,51.2197873,4.326639175
WRI1002245,CARMA,50.66415215,5.623455048
WRI1002246,CARMA,51.20891667,3.224235177
WRI1002252,CARMA,51.05,3.7166667
WRI1002255,CARMA,50.934049,5.478404
WRI1002259,CARMA,50.954802,2.810265
WRI1002265,CARMA,51.126542,3.768805
WRI1002268,CARMA,50.85044506,4.348783493
WRI1002280,CARMA,51.16734269,4.395132065
WRI1002282,CARMA,51.329015,3.181878
WRI1002284,CARMA,51.142355,3.136801
WRI1002285,CARMA,51.329015,3.181878
WRI1002286,CARMA,51.329015,3.181878
WRI1002289,CARMA,51.189633,3.80777
WRI1002290,CARMA,51.23821,4.340823
WRI1002291,CARMA,51.23821,4.340823
WRI1002293,CARMA,55.450325,10.521489
WRI1002295,CARMA,55.7166667,11.7166667
WRI1002296,CARMA,56.495178,10.278246
WRI1002305,CARMA,60.5,26.5
WRI1002307,CARMA,63.7833333,25.9666667
WRI1002308,CARMA,62.55,29.25
WRI1002313,CARMA,60.45670994,22.68693924
WRI1002314,CARMA,62.89238221,27.67702818
WRI1002318,CARMA,61.49911321,23.787117
WRI1002319,CARMA,65.3333333,25.2833333
WRI1002320,CARMA,62.89238221,27.67702818
WRI1002321,CARMA,64.1333333,25.3666667
WRI1002322,CARMA,64.1333333,25.3666667
WRI1002323,CARMA,65.7,25.1666667
WRI1002326,CARMA,63.3666667,23.4833333
WRI1002329,CARMA,61.3166667,22.1333333
WRI1002330,CARMA,61.3166667,22.1333333
WRI1002332,CARMA,61.2166667,26.0333333
WRI1002333,CARMA,61.2166667,26.0333333
WRI1002334,CARMA,65.7666667,24.4
WRI1002335,CARMA,63.0166667,25.4166667
WRI1002338,CARMA,63.75,25.3333333
WRI1002339,CARMA,63.6166667,29.1166667
WRI1002343,CARMA,62.9,29.4
WRI1002348,CARMA,61.76950971,23.0657959
WRI1002352,CARMA,60.7,26.85
WRI1002354,CARMA,67.5166667,24.7833333
WRI1002355,CARMA,61.34029145,21.53749466
WRI1002356,CARMA,64.6666667,27.1333333
WRI1002357,CARMA,64.6666667,27.1333333
WRI1002358,CARMA,61.11795665,28.50763321
WRI1002360,CARMA,62.89238221,27.67702818
WRI1002361,CARMA,66.3333333,28.15
WRI1002362,CARMA,62.95,25.2
WRI1002363,CARMA,63.5,22.5333333
WRI1002364,CARMA,61.9,27.85
WRI1002368,CARMA,66.3833333,23.7
WRI1002369,CARMA,61,28.5166667
WRI1002370,CARMA,66.35,26.85
WRI1002371,CARMA,61.81620438,25.23525238
WRI1002372,CARMA,63.5,22.5166667
WRI1002375,CARMA,62.8,30.15
WRI1002378,CARMA,62.89238221,27.67702818
WRI1002381,CARMA,64.15,28.95
WRI1002382,CARMA,63.4666667,23.3
WRI1002384,CARMA,61.1,22.1666667
WRI1002385,CARMA,64.22728399,27.72846222
WRI1002386,CARMA,60.16952474,24.93544579
WRI1002387,CARMA,60.8833333,26.6
WRI1002388,CARMA,67.4166667,26.6
WRI1002389,CARMA,65.73641156,24.56371307
WRI1002390,CARMA,65.73641156,24.56371307
WRI1002391,CARMA,60.40338347,25.10500431
WRI1002392,CARMA,65.3333333,25.2833333
WRI1002394,CARMA,62.4,23.8666667
WRI1002395,CARMA,62.89238221,27.67702818
WRI1002397,CARMA,60.18429397,23.94598961
WRI1002398,CARMA,61.6,26.7333333
WRI1002403,CARMA,63.8333333,23.0333333
WRI1002404,CARMA,63.8333333,23.0333333
WRI1002405,CARMA,63.8333333,23.0333333
WRI1002406,CARMA,67.1108333,27.5105556
WRI1002407,CARMA,61.25647056,22.35642672
WRI1002408,CARMA,60.98267402,25.66150904
WRI1002409,CARMA,61.79714562,24.37231064
WRI1002410,CARMA,61.7666667,28.7666667
WRI1002412,CARMA,60.4666667,26.9166667
WRI1002418,CARMA,60.9,26.6333333
WRI1002421,CARMA,63.5333333,28.9666667
WRI1002422,CARMA,62.879874,27.676752
WRI1002423,CARMA,67.4166667,26.6
WRI1002424,CARMA,67.4166667,26.6
WRI1002427,CARMA,65.9666667,29.1833333
WRI1002428,CARMA,60.9,26.6333333
WRI1002429,CARMA,60.9,26.6333333
WRI1002433,CARMA,61.0587111,28.18870783
WRI1002434,CARMA,61.0587111,28.18870783
WRI1002437,CARMA,64.2,24.5
WRI1002439,CARMA,64.2,29.5833333
WRI1002441,CARMA,63.366667,30.7
WRI1002442,CARMA,61.49911321,23.787117
WRI1002444,CARMA,60.37222222,26.34722222
WRI1002447,CARMA,65.3333333,25.2833333
WRI1002448,CARMA,62.25997347,27.54358292
WRI1002449,CARMA,60.89488171,26.33869171
WRI1002451,CARMA,67.4166667,26.6
WRI1002452,CARMA,61.14538921,23.5502243
WRI1002453,CARMA,65.02607487,25.47064304
WRI1002455,CARMA,61.0587111,28.18870783
WRI1002459,CARMA,65.9666667,29.1833333
WRI1002460,CARMA,63,22.8
WRI1002461,CARMA,65.9666667,29.1833333
WRI1002465,CARMA,60.458965,22.054516
WRI1002466,CARMA,60.458965,22.054516
WRI1002467,CARMA,61.49911321,23.787117
WRI1002470,CARMA,61.4666667,23.5
WRI1002471,CARMA,64.5666667,26.6666667
WRI1002472,CARMA,63.75,25.3333333
WRI1002475,CARMA,61.23694444,21.44083333
WRI1002476,CARMA,66.0833333,24.8
WRI1002477,CARMA,65.01235972,25.46816468
WRI1002478,CARMA,65.01235972,25.46816468
WRI1002480,CARMA,64.93456183,25.41120529
WRI1002481,CARMA,64.7,24.5833333
WRI1002482,CARMA,65.35,26.0833333
WRI1002483,CARMA,62.4333333,28.6
WRI1002484,CARMA,62.8,30.15
WRI1002485,CARMA,63.3166667,30.15
WRI1002487,CARMA,62.8166667,30.4166667
WRI1002488,CARMA,63.85,23.3666667
WRI1002489,CARMA,66.5,25.7166667
WRI1002494,CARMA,66.5,25.7166667
WRI1002496,CARMA,61.4833333,21.7833333
WRI1002498,CARMA,61.9,23.05
WRI1002499,CARMA,67.4166667,26.6
WRI1002500,CARMA,60.3066667,25.5505556
WRI1002502,CARMA,60.3066667,25.5505556
WRI1002503,CARMA,60.39232815,25.66507101
WRI1002504,CARMA,62.6666667,29.6666667
WRI1002505,CARMA,61.68856962,27.27227211
WRI1002512,CARMA,65.4666667,27.5166667
WRI1002514,CARMA,62.2333333,25.7333333
WRI1002515,CARMA,61.12724164,21.51127338
WRI1002516,CARMA,61.12724164,21.51127338
WRI1002519,CARMA,63.1,28.1833333
WRI1002520,CARMA,62.4166667,30.45
WRI1002523,CARMA,62.25,30.5
WRI1002524,CARMA,62.3666667,29.4333333
WRI1002526,CARMA,60.3833333,23.1333333
WRI1002531,CARMA,66.6666667,27.4166667
WRI1002532,CARMA,64.6166667,28.4833333
WRI1002533,CARMA,62.5666667,26.4
WRI1002535,CARMA,61.4333333,29.3666667
WRI1002538,CARMA,62.5666667,26.4
WRI1002539,CARMA,65.6166667,25.3166667
WRI1002540,CARMA,60.98267402,25.66150904
WRI1002541,CARMA,64.1333333,28.4166667
WRI1002543,CARMA,61,28.3
WRI1002553,CARMA,62.4833333,22.9
WRI1002554,CARMA,61.49911321,23.787117
WRI1002555,CARMA,61.49911321,23.787117
WRI1002556,CARMA,61.503659,23.76591682
WRI1002560,CARMA,61.26420869,24.03121948
WRI1002562,CARMA,60.39232815,25.66507101
WRI1002563,CARMA,65.01235972,25.46816468
WRI1002564,CARMA,65.84811007,24.14661884
WRI1002566,CARMA,62.9166667,30.25
WRI1002567,CARMA,64.3333333,25.85
WRI1002568,CARMA,64.7333333,26.5
WRI1002569,CARMA,60.80043075,21.4084053
