Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1001979,Los Mina 5,Natural Gas,,OCGT,,118,,EGE-Haina,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001979,Los Mina 6,Natural Gas,,OCGT,,118,,EGE-Haina,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001981,Palamara,Fuel Oil #6,,Diesel Engine,,107,,Generadora Palarma La Vage,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001983,CEPP 2,Fuel Oil #6,,Diesel Engine,,58.1,,Compania Electrica de San Pedro De Macoris,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001984,La Vega,Fuel Oil #6,,Diesel Engine,,92,,Generadora Palarma La Vage,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001987,CESPM 1,Fuel Oil #2,,CCGT,,100,,Complejo Metallurgico Dominicano,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001987,CESPM 2,Fuel Oil #2,,CCGT,,100,,Dominican Power Partners,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001987,CESPM 3,Fuel Oil #2,,CCGT,,100,,EGE-Haina,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1001991,Estrella Del Mar 2,Natural Gas,,Diesel Engine,,108,,Seaboard Transcontinental Capital,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002000,San Felipe,Fuel Oil #6,,CCGT,,185,,Generadora San Felipe LP,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002001,Los Origenes,Natural Gas,,Diesel Engine,,60.69,,Los Origenes,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002002,Quilvio Cabrera,Wind,,Onshore Wind,,8.25,,EGE-Haina,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002004,Aguacate 1,Hydro,,,,30,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002004,Aguacate 2,Hydro,,,,30,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002010,Valdesia 1,Hydro,,,,27,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002010,Valdesia 2,Hydro,,,,27,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002005,Moncion 1,Hydro,,,,26,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002005,Moncion 2,Hydro,,,,26,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002006,Pinalito 1,Hydro,,,,25,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1002006,Pinalito 2,Hydro,,,,25,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1023740,Lopez Angostura,Hydro,,,,18.4,,EGEHID,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
1023730,Pimentel 3,Natural Gas,,Diesel Engine,Fuel Oil #6,51.6,,Laesa,Operational,,,,,,,,,,,,,,National Interconnected System of the Dominican Republic,http://www.oc.org.do/INFORMES/Administrativos/InformeAnual.aspx,,,,,,,,SENI,,,,Dominican Republic,,
