Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1001922,CEDC Coal,Coal,,,,246,,,Operational,"Toledo City, Cebu",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001924,KEPCO Coal,Coal,,,,200,,,Operational,"Brgy Colon, Naga,Cebu City",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001893,MAIBARARA,Geothermal,,Flash,,20,,,Operational,"Sto. Tomas, Batangas",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001944,NASULO GPP,Geothermal,,Flash,,50,,,Operational,"Nasulo, Negros Occ.",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001895,HEDCOR,Hydro,,Dam with Reservoir,,33.8,,,Operational,Benguet,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001977,SIBULAN HEP,Hydro,,Dam with Reservoir,,43,,,Operational,"Santa cruz, Davao del Sur",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001940,CEBU LAND-BASED GT,Natural Gas,,OCGT,,55,,,Operational,Cebu,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001878,TMO,Oil,,Diesel Engine,,242,,,Operational,"Navotas, Metro Manila",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001880,TRANS ASIA POWER,Oil,,Diesel Engine,,52,,,Operational,"Norzagaray, Bulacan",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001881,CIP II,Oil,,Diesel Engine,,21.3,,,Operational,"Bacnotan, La Union",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001882,Lafarge,Oil,,Diesel Engine,,12.7,,,Operational,"Taysan, Batangas",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001914,FCVC DPP,Oil,,Diesel Engine,,26,,,Operational,Cabanatuan City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001915,TARLAC POWER,Oil,,Diesel Engine,,19,,,Operational,"Capas, Tarlac",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Luzon Grid,,,,Philippines,,
1001925,PANAY POWER CORP.,Oil,,Diesel Engine,,94.9,,,Operational,"Ingore, Lapaz, Iloilo City",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001926,TOLEDO POWER CORP. (Carmen Sta),Oil,,Diesel Engine,,45.8,,,Operational,"Toledo City, Cebu",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001927,CEBU PRIVATE POWER,Oil,,Diesel Engine,,70,,,Operational,Cebu City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001928,EAST ASIA UTILITIES (MEPZA),Oil,,Diesel Engine,,49.7,,,Operational,Cebu City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001929,PB 103,Oil,,Diesel Engine,,32,,,Operational,"Estancia, Iloilo",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001930,PANAY DPP1,Oil,,Diesel Engine,,29.2,,,Operational,"Dingle, Iloilo",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001932,PB 102,Oil,,Diesel Engine,,32,,,Operational,"Obrero, Iloilo",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001933,BOHOL DPP,Oil,,Diesel Engine,,22,,,Operational,Tagbilaran City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001934,12.5 MW BUNKER FUEL (GBPC),Oil,,Diesel Engine,,12.6,,,Operational,"Nabas, Aklan",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001935,5 MW BUNKER FUEL (GBPC),Oil,,Diesel Engine,,5,,,Operational,"New Washington, Aklan",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001937,PANAY DIESEL PP III,Oil,,Diesel Engine,,66.4,,,Operational,"Dingle, Iloilo",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001939,ENERVANTAGE DPP,Oil,,Diesel Engine,,11,,,Operational,"Capiz,Panit-an",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001949,CEMEX,Oil,,Diesel Engine,,66,,,Operational,"Naga, Cebu",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Visayas Grid,,,,Philippines,,
1001952,TMI 2,Oil,,Diesel Engine,,100,,,Operational,"Nasipit, Agusan del Norte",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001953,TMI 1,Oil,,Diesel Engine,,100,,,Operational,"Maco, Davao del Norte",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001955,MPC - IDPP,Oil,,Diesel Engine,,103,,,Operational,"Dalipuga, Iligan City",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001964,MINDANAO ENERGY SYSTEM 1,Oil,,Diesel Engine,,18.9,,,Operational,Cagayan de Oro City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001964,MINDANAO ENERGY SYSTEM 2,Oil,,Diesel Engine,,27.5,,,Operational,Cagayan de Oro City,,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001967,KEGI - Bukidnon,Oil,,Diesel Engine,,3.2,,,Operational,"Valencia City, Bukidnon",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001968,KEGI - Misamis Or.,Oil,,Diesel Engine,,10.6,,,Operational,"Gingoong, Misamis Oriental",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
1001969,MPC-Koronadal,Oil,,Diesel Engine,,13,,,Operational,"Koronadal City, South Cotabato",,2017,,,,,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,,,,,,,,Mindanao Grid,,,,Philippines,,
