Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1020038,Karita,Coal,,Sub-critical Thermal,,360,,Kyushu,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020044,Niihama-higashi,Coal,,Sub-critical Thermal,"1x250, 1x27, 1x3",280,,Sumitomo Joint Electric Power,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020033,Oozaki,Coal,,Sub-critical Thermal,,259,,Chugoku,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020057,Ube Industries,Coal,,Sub-critical Thermal,,195,,Ube Industries,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020034,Shimonoseki,Coal,,Sub-critical Thermal,,175,,Chugoku,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020054,Toyohashi Power Plant,Coal,,Sub-critical Thermal,,147,,Akemi Energy,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020050,Hirohata,Coal,,Sub-critical Thermal,,133,,Nippon Steel &Sumitomo Metal,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020047,Muroran Iron Plant,Coal,,Sub-critical Thermal,,100,,Nippon Steel &Sumitomo Metal,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020051,Kushito Plant,Coal,,Sub-critical Thermal,,80,,Nippon Paper Industries,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020059,Kochi Plant,Coal,,Sub-critical Thermal,,65,,"Sumitomo
Osaka Cement Company",,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020053,Onahama Power Plant,Coal,,Sub-critical Thermal,,50,2004,Summit Onahama S Power,,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1020061,Mikawa Power Plant,Coal,,Sub-critical Thermal,,48,2005,"Shiguma
Power Ariake",,,,,,,,,,,,,,Sekitan,http://sekitan.jp/wp-content/uploads/2014/06/list-of-Coal-Fired-Power-Plants-in-Japan.pdf,,,,,,,,,,,,Japan,,
1000727,Okukiyotsu Daini,Hydro,,Pumped Storage,,600,,EPDC,,,,,,,,,,,,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,,,,,Japan,,
1000706,Takane Daiichi,Hydro,,Pumped Storage,,340,,Chubu,,,,,,,,,,,,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,,,,,Japan,,
1000714,Kurobegawa Daiyon,Hydro,,,,335,,Kansai,,,,,,,,,,,,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,,,,,Japan,,
1000707,Okuyahagi Daiichi,Hydro,,Pumped Storage,,315,,Chubu,,,,,,,,,,,,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,,,,,Japan,,
1000709,Arimine Daiichi,Hydro,,,,265,,Hokuriku,,,,,,,,,,,,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,,,,,Japan,,
1020019,Okuizumi,Hydro,,,,92,,Chubu,,,,,,,,,,,,,,Chubu Electric Power Company,http://www.chuden.co.jp/english/corporate/ecor_company/ecom_reference/eref_facilities/index.html?ceid=ul_me,,,,,,,,,,,,Japan,,
1020022,Oigawa,Hydro,,,,68,,Chubu,,,,,,,,,,,,,,Chubu Electric Power Company,http://www.chuden.co.jp/english/corporate/ecor_company/ecom_reference/eref_facilities/index.html?ceid=ul_me,,,,,,,,,,,,Japan,,
1020025,Shin-Kamiaso,Hydro,,,,61,,Chubu,,,,,,,,,,,,,,Chubu Electric Power Company,http://www.chuden.co.jp/english/corporate/ecor_company/ecom_reference/eref_facilities/index.html?ceid=ul_me,,,,,,,,,,,,Japan,,
