Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1026100,Davangere Wind Farm,Wind,,Onshore Wind,,125,,,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1142448670.58/view,,,,,,,,,,,,India,,
1026101,Essel Mining Wind Farm,Wind,,Onshore Wind,,75,,,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/filestorage/O/6/L/O6LOWTE60VD7BDDY8ZB8AQBVNQQZCJ/1115%20PDD%20revised.pdf?t=dWd8b2picW9kfDBLXNNinuA2EARAJAJta6Yw,,,,,,,,,,,,India,,
1026102,Tamilnadu Wind Farm,Wind,,Onshore Wind,,74,,,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/filestorage/2/F/R/2FRTLO45MK87SJZUYCDN9GWHBAEP3X/7647_PDD_-Ver_12%28PRC%29_Clean.pdf?t=MWx8b2picXlqfDDrpXwmh5zMU8K3xoiuspy8,,,,,,,,,,,,India,,
1026103,VRL Wind Farm,Wind,,Onshore Wind,,42.5,,,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1225104443.35/view,,,,,,,,,,,,India,,
1026675,BCPL Wind Farm,Wind,,Onshore Wind,,5,,Bharat Petroleum Corporation Limited,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1218300485.48/view,,,,,,,,,,,,India,,
1026676,NSL Wind Farm,Wind,,Onshore Wind,,27.65,,Nuziveedu Seeds limited,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1173772302.89/view,,,,,,,,,,,,India,,
1026677,Sivalaperi Wind Farm,Wind,,Onshore Wind,,24,,Green Infra Wind Power Projects Limited,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1352192814.76/view,,,,,,,,,,,,India,,
1026678,Ruchi Soya Palsodi Wind Farm,Wind,,Onshore Wind,,22.5,,Rucha Soya Industries Limited,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1285157251.43/view,,,,,,,,,,,,India,,
1026679,RSMNL Wind Farm,Wind,,Onshore Wind,,22.5,,Rajasthan State Mines and Minerals Limited,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1201770524.09/view,,,,,,,,,,,,India,,
1026680,Vankuswade Wind Farm,Wind,,Onshore Wind,,21,,,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1172467864.06/view,,,,,,,,,,,,India,,
1026754,Sterling Agro Akal Wind Farm,Wind,,Onshore Wind,,3,,Sterling Agro Industries ltd.,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,,,,,,India,,
1026755,Sterling Agro Mokla Wind Farm,Wind,,Onshore Wind,,6.3,,Sterling Agro Industries ltd.,Operational,,,,,,,,,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1333450990.34/view,,,,,,,,,,,,India,,
