Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1000074,North Giza,Natural Gas,,CCGT,9,2250,2014,,Operational,Cairo,133,2016,,,281.7,,,0.311,30.2483,30.9471,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,748,,,,,Egypt National Grid,,,,Egypt,,GEODB
1000098,Karmouz,Light Fuel Oil,,OCGT,2,23,1980,,Operational,West Delta,7,2014,,,387.1,,,0.227,31.176,29.914,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,18,0.05,0.04,0.88,,Egypt National Grid,,,,Egypt,,GEODB
1000085,Sharm El-Sheikh,Light Fuel Oil,,OCGT,,144,1975-1997,,Operational,East Delta,48,2014,,,392,,,0.224,27.8773,34.30483,Light Fuel Oil,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,,,,0.802,,Egypt National Grid,,,,Egypt,,GEODB
1000082,Port Said,Natural Gas,,OCGT,2,48,1997,,Operational,East Delta,111,2014,,,,,,0.235,31.25632,32.31711,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,,0.34,0.26,0.987,,Egypt National Grid,,,,Egypt,,GEODB
1000072,Wadi Hof,Natural Gas,,OCGT,2,100,1985,,Operational,Cairo,126,2014,,,390.4,,,0.225,29.87567,31.3194,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,74,0.19,0.14,0.949,,Egypt National Grid,,,,Egypt,,GEODB
1000086,Hurghada,Light Fuel Oil,,OCGT,6,143,1977-1979,,Operational,East Delta,129,2014,,,405.4,,,0.216,27.122,33.82,Light Fuel Oil,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,,,,0.97,,Egypt National Grid,,,,Egypt,,GEODB
1000078,Shabab,Natural Gas,,OCGT,3,100,1982,,Operational,East Delta,251,2014,,,339.9,,,0.258,30.4659,31.9269,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,81,0.35,0.29,0.98,,Egypt National Grid,,,,Egypt,,GEODB
1000097,El-Seiuf,Natural Gas,,OCGT,6x33.3,200,1981-1984,,Operational,West Delta,302,2014,,,381,,,0.23,31.21585,29.99531,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,147,0.23,0.17,0.949,,Egypt National Grid,,,,Egypt,,GEODB
1000109,Naga Hamadi,Hydro,,Run of River,4x16,64,2008,,Operational,,451,2014,,,,,,,26.15220217,32.14530945,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,69,0.75,0.80,0.969,,Egypt National Grid,,,,Egypt,,GEODB
1000094,Banha,Natural Gas,,CCGT,2,500,2014,,Operational,Middle Delta,485,2014,,,268.4,,,0.327,30.4974,31.2234,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,,,502,,,,,Egypt National Grid,,,,Egypt,,GEODB
