Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1023598,Robbana,Gas OIl,,OCGT,,34,1984,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,
1023622,Sejnane,Hydro,,,,1,2007,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,
1023625,Kchabta,Wind,,Onshore Wind,,71,2012,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,
1023603,Ghannouch,Natural Gas,,OCGT,,22,1973,,Operational,,,,,,,,,,,33.9263,10.0932,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023606,Feriana 1,Natural Gas,,OCGT,,118,2005,,Operational,,,,,,,,,,,34.9054,8.5408,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023606,Feriana 2,Natural Gas,Gas OIl,OCGT,,118,2009,,Operational,,,,,,,,,,,34.9054,8.5408,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023609,Rades A1,Natural Gas,,Sub-critical Thermal,,170,1985,,Operational,,,,,,,,,,,36.7967,10.283,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023609,Rades A2,Natural Gas,Natural Gas,Sub-critical Thermal,,170,1998,,Operational,,,,,Sea water,,,,,,36.7967,10.283,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023609,Rades A3,Natural Gas,Natural Gas,Sub-critical Thermal,,180,1998,,Operational,,,,,Sea water,,,,,,36.7967,10.283,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
1023609,Rades A4,Natural Gas,,Sub-critical Thermal,,180,1998,,Operational,,,,,,,,,,,36.7967,10.283,,Arab Union of Electricity,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&sqi=2&ved=0ahUKEwi_xP3Co7PQAhXH7SYKHWDVCxQQFggbMAA&url=http%3A%2F%2Fwww.auptde.org%2FNewsDetails.aspx%3Flang%3Den%26NID%3D283&usg=AFQjCNEkUcc5GeGitCkuTTJR3QTQZU1lMg&sig2=FaVNwaTMbtVIKuotQfNLwQ&bvm=bv.139250283,d.eWE",,,,,,,,,,,,Tunisia,,GEODB
