Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1023800,Darguinah,Hydro,,,,65,1952,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023801,Erraguene,Hydro,,,,14.4,1962,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023802,Mansouriah,Hydro,,,,65,1952,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023803,Naama TG,Natural Gas,,OCGT,8x23,184,1981-1982,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023804,Hassi R'Mel,Natural Gas,,OCGT,4x22,88,1979,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023805,Oran Est,Natural Gas,,OCGT,2x37.5,75,2007,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023806,Alger Port,Natural Gas,,OCGT,2x35.5,71,2010,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023807,El Oued Mobile Gas Turbine,Natural Gas,,OCGT,8x17,136,2013,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023808,Amizour Mobile Gas Turbine,Natural Gas,,OCGT,8x17,136,2013,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023809,Fkrina Mobile Gas Turbine,Natural Gas,,OCGT,6x24,144,2014,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
1023810,Baraki Mobile Gas Turbine,Natural Gas,,OCGT,3x24,72,2014,,Operational,,,,,,,,,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,,,,,,Algeria,,
