Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1008702,Daura,Natural Gas,,Open-cycle,"750, 146",896,,Iraq's Ministry of Electricity,,,,,,,,,,,,,,BBC,http://www.bbc.com/news/world-middle-east-22093994,,,,,,,,,,,,Iraq,,
1008703,Al-Rasheed 1,Natural Gas,,Open-cycle,,94,,Iraq's Ministry of Electricity,,,,,,,,,,,,,,BBC,http://www.bbc.com/news/world-middle-east-22093995,,,,,,,,,,,,Iraq,,
1008698,Al-Anbar,Natural Gas,,Combined-cycle,6 units,1642.60,2016,Iraq's Ministry of Electricity,,,,,Dry Cooling,,,,,,33.533708,43.025952,,Metka,http://www.metka.com/en/activity-sectors/projects/combined-cycle-power-plant-of-1642-6-mw-al-anbar-iraq,,,,,,,,,,,,Iraq,,WRI
1008697,Al-Mansurya,Natural Gas,,Open-cycle,182x4,728,2013,Iraq's Ministry of Electricity,,,,,,,,,,,32.783315,44.282512,,Alstom,http://alstomenergy.gepower.com/Global/Power/Resources/Documents/Brochures/al-mansurya-iraq-gt13e2-open-cycle-power-plant.pdf,,,,,,,,,,,,Iraq,,CARMA
1008700,Erbil,Natural Gas,oil,Combined-cycle,"8x125, 2x250",1500,2012,Iraq's Ministry of Electricity,,,,,,,,,,,36.008406,43.916927,,Mass Group Holdings,http://massgroupholding.com/MassPages.aspx?PID=14&lang=en,,,,,,,,,,,,Iraq,,WRI
1008701,South Baghdad 1,Natural Gas,Oil,Open-cycle,1 units,246,2004,Iraq's Ministry of Electricity,,,,,Once through cooling,Tigris River,,,,,33.289882,44.451835,,BBC,http://www.bbc.com/news/world-middle-east-22093992,,,,,,,,,,,,Iraq,,WRI
1008701,South Baghdad 2,Natural Gas,Oil,Open-cycle,6 units,400,1998,Iraq's Ministry of Electricity,,,,,,,,,,,33.287233,44.457635,,BBC,http://www.bbc.com/news/world-middle-east-22093993,,,,,,,,,,,,Iraq,,WRI
1008720,Hemrin Dam,Hydro,,Dam with Reservoir,,50,1981,Iraq's Ministry of Water Resources,,Sirwan River,,,,,,,,,34.111506,44.973677,,Energy and Hydroelectric Power,http://www.mowr.gov.iq:81/english/essay.htm,,,,,,,,,,,,Iraq,,WRI
1008721,Samarra Barrage,Hydro,,Dam with Reservoir,,75,1956,Iraq's Ministry of Water Resources,,,,,,,,,,,34.194342,43.854155,,Energy and Hydroelectric Power,http://www.mowr.gov.iq:81/english/essay.htm,,,,,,,,,,,,Iraq,,WRI
1008722,Mosul Dam,Hydro,,Dam with Reservoir,,1052,1986,Iraq's Ministry of Water Resources,,,,,,,,,,,36.625406,42.81781,,Energy and Hydroelectric Power,http://www.mowr.gov.iq:81/english/essay.htm,,,,,,,,,,,,Iraq,,WRI
