Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1023210,Aktobe,Natural Gas,,,,88,,,Operational,,,,,,,,,,,,,,Samruk Energy,http://www.samruk-energy.kz/en/se/jsc-aktobe-chp,,,,,,,,,,,,Kazakhstan,,
1023212,Moynak,Hydro,,,,300,2012,,Operational,,1027,,,,,,,,,,,,Samruk Energy,http://www.samruk-energy.kz/en/group/jsc-moynak-hpp,,,,,,,,,,,,Kazakhstan,,
1000293,Pavlodar TPP-1,Coal,,CHP,,350,1959,Aluminum of Kazakhstan,Operational,,,,,,,,,,,52.367,76.9338,2,Central Asian Electric Power Corporation,http://caepco.kz/assets/files/go_caepco_2015_en.pdf,,,,,,,,,,,,Kazakhstan,,GEODB
1000299,Karaganda TETS 1,Coal,,,,475,2002,IPC,Operational,,,,,,,,,,,49.9161,73.2365,,Kazakhmys,http://kazakhmys.kz/en/map/,,,,,,,,,,,,Kazakhstan,,GEODB
1000290,MAEK-Kazatoprom TPP-2,Coal,,,,630,,,Operational,,,,,,,,,,,52.367,76.9338,7,Invest KZ,http://www.investkz.com/en/journals/42/12.html,,,,,,,,,,,,Kazakhstan,,GEODB
1000290,MAEK-Kazatoprom TPP-3,Coal,,,,625,,,Operational,,,,,,,,,,,52.367,76.9338,,Invest KZ,http://www.investkz.com/en/journals/42/12.html,,,,,,,,,,,,Kazakhstan,,GEODB
1000293,Pavlodar TPP-3,Coal,,CHP,,505,,Pavlodenergo,Operational,,,,,,,,,,,52.367,76.9338,,Central Asian Electric Power Corporation,http://caepco.kz/assets/files/go_caepco_2015_en.pdf,,,,,,,,,,,,Kazakhstan,,GEODB
1000292,Almaty TPP-2,Coal,,,,510,,,Operational,,,,,,,,,,,43.2935,76.7992,,Samruk Energy,http://www.samruk-energy.kz/en/group/jsc-almaty-power-plants,,,,,,,,,,,,Kazakhstan,,GEODB
1000298,Ust-Kamenogorsk HPP,Hydro,,,4,331,1952,AES,Operational,,,,,,,,,,,49.9012,82.7183,,Samruk Energy,http://www.samruk-energy.kz/en/group/jsc-ust-kamenogorsk-hpp,,,,,,,,,,,,Kazakhstan,,GEODB
1000296,JSC Bukhtarminskaya,Hydro,,,,675,,,Operational,,,,,,,,,,,49.6588,83.347,,Samruk Energy,http://www.samruk-energy.kz/en/group/jsc-bukhtirma-hpp,,,,,,,,,,,,Kazakhstan,,WRI
1000295,Shulbinskaya HPP,Hydro,,,6,720,1987,AES,Operational,,,,,,,,,,,50.399,81.069,1,AES Group,http://aes-group.kz/eng/about/business/7735/,,,,,,,,,,,,Kazakhstan,,GEODB
1023221,Almaty CHP-1,Coal,,Sub-critical Thermal,,145,,Samruk Energy,Operational,,,,,,,,,,,43.28089,76.931,,Samruk Energy,http://www.samruk-energy.kz/en/group/jsc-almaty-power-plants,,,,,,,,,,,,Kazakhstan,,GEODB
1000297,Kapchagan,Hydro,,,,364,,,Operational,,,,,,,,,,,43.9226,77.09776,,World Energy Organization,https://www.worldenergy.org/data/resources/country/kazakhstan/hydropower/,,,,,,,,,,,,Kazakhstan,,GEODB
1023213,Sogrinsk,Coal,,,,75,1961,AES Sogrinsk CHP,Operational,,,,,,,,,,,50.029214,82.76994,,AES Group,http://aes-group.kz/eng/about/business/7736/,,,,,,,,,,,,Kazakhstan,,WRI
1023216,Atyrau,Natural Gas,,,,300,1963,Atryau Heat and Power Station JSC,Operational,,,,,,,,,,,47.081773,51.942246,,Atryau Heat and Power Station JSC,http://www.ahps.kz/en/about-the-company/,,,,,,,,,,,,Kazakhstan,,WRI
1023572,Burnoy Solar,Solar,,,,50,2015,,Operational,,,,,,,,,,,42.711158,70.820296,,Ministry of Energy of the Republic of Kazakhstan,http://en.energo.gov.kz/index.php?id=4619,,,,,,,,,,,,Kazakhstan,,WRI
1023218,Kumkol,Natural Gas,,,,100,2004,PetroKazakhstan,Operational,,,,,,,,,,,46.42586,68.70068,,PetroKazakhstan,http://www.petrokazakhstan.kz/eng/pages/extractive_subdivision.html,,,,,,,,,,,,Kazakhstan,,WRI
1023219,Ridder,Coal,,,,59,1956,,Operational,,,,,,,,,,,50.354659,83.488417,,Ridder Tets AO,https://www.emis.com/Ridder_Tets_AO__Риддер_Тэц_АО__en_2608599.html,,,,,,,,,,,,Kazakhstan,,WRI
1023211,Shardara,Hydro,,Run of River,4,100,1967,,Operational,Syrdarya River,377,,,,,,,,,,,,Samruk Energy,http://www.samruk-energy.kz/en/group/shardarinsk-hpp,,,,,,,,,,,,Kazakhstan,,
1000291,Karaganda GRES-2,Coal,,Sub-critical Thermal,,608,1996,IPC,Operational,Karaganda,,,,,,,,,,52.023,75.475,5,Kazakhmys,http://kazakhmys.kz/en/map/,,,,,,,,,,,,Kazakhstan,,GEODB
1000289,OJSC Zhambyl GRES,Coal,,Sub-critical Thermal,6,1230,1967-1976,JSC Samruk Energy,Operational,"Taraz City, 080005",,,,,,,,,,42.9,71.3666667,,Samruk Energy,"http://www.theasset.com/storage/File/2011/Kaz/Presentation%20by%20Samruk%20Energy,%20Saltanat%20Shunayeva,%20managing%20director.pdf",,,,,,,,,,,,Kazakhstan,,CARMA
1000287,Ekibastuz-2 power station,Coal,,,3,1000,1992,JSC Ekibastuzskaya GRES,Operational,Lake Shandaksor,,2018.0,,Once-Through,Lake Shandaksor,,,,,52.023,75.475,6 / GCPT_Plant_Units_Link: L102988=>G102609;G102610;G102611 / ,GCPT,https://endcoal.org/global-coal-plant-tracker/,,,,,,,,,,,,Kazakhstan,,GEODB
1000294,Petropavlovsk-2 power station,Coal,,,,401,1965,JSC Central-Asian Elec Power,Operational,,,2018.0,,,,,,,,54.89794,69.18737, / GCPT_Plant_Units_Link: L102985=>G107945;G107946;G107947;G107948;G107949;G107950;G107951 / ,GCPT,https://endcoal.org/global-coal-plant-tracker/,,,,,,,,,,,,Kazakhstan,,WRI
1023214,Ust-Kamenogorsk TETS power station,Coal,,,,308,1978,AES Kazakhstan,Operational,,,2018.0,,,,,,,,49.982323,82.614157, / GCPT_Plant_Units_Link: L102978=>G110516;G110517;G110518;G110519 / ,GCPT,https://endcoal.org/global-coal-plant-tracker/,,,,,,,,,,,,Kazakhstan,,WRI
1023222,Pavlodar-2 power station,Coal,,,,100,1963,JSC Central-Asian Elec Power,,,,,,,,,,,,52.32207,76.966436,CHP / No Units,Central Asian Electric Power Corporation,http://caepco.kz/assets/files/go_caepco_2015_en.pdf,,,,,,,,,,,,,,WRI
