Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1016177,La Yesca,Hydro,,,,375,2013,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016173,Baja California III,Natural Gas,,CCGT,,217,2015,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016174,TG Baja California,Natural Gas,,OCGT,,135,,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016175,CC Agua Prieta,Natural Gas,,CCGT,,394,2013,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016154,Norte,Natural Gas,,CCGT,,546,2010,,Operational,,,2015,,,,,,,,,,,SENER,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwih9cfR-qfOAhWM5IMKHZSNCa8QFggfMAA&url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F44328%2FProspectiva_del_Sector_Electrico.pdf&usg=AFQjCNFCLI_jdrDPgffEsIxREvqhIGlFyw&sig2=V5xVrel1-nseKS4XwiBddw&bvm=bv.128617741,bs.1,d.eWE",,,,,,,,,,,,Mexico,,
1016155,CCC Norte II,Natural Gas,,CCGT,,553,2013,,Operational,,,2015,,,,,,,,,,,SENER,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwih9cfR-qfOAhWM5IMKHZSNCa8QFggfMAA&url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F44328%2FProspectiva_del_Sector_Electrico.pdf&usg=AFQjCNFCLI_jdrDPgffEsIxREvqhIGlFyw&sig2=V5xVrel1-nseKS4XwiBddw&bvm=bv.128617741,bs.1,d.eWE",,,,,,,,,,,,Mexico,,
1016176,Campo Solar,Solar,,PV,,14,2013,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016158,Piedra Larga,Wind,,Onshore Wind,,90,2012,,Operational,,,2012,,,,,,,,16.527524,-94.926954,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016171,El Porvenir,Wind,,Onshore Wind,,54,2013,,Operational,,,2012,,,,,,,,25.913255,-98.206803,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016167,Pier II,Wind,,Onshore Wind,,66,2015,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016168,Sierra Juarez,Wind,,Onshore Wind,,155,2015,,Operational,,,2012,,,,,,,,32.584611,-116.154344,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016170,Bii Stinu,Wind,,Onshore Wind,,164,2013,,Operational,,,2012,,,,,,,,16.486881,-94.963991,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016172,Sureste,Wind,,Onshore Wind,,102,2015,,Operational,,,2012,,,,,,,,16.539326,-94.990395,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016159,Dominica I,Wind,,Onshore Wind,,200,2014-2015,,Operational,,,2012,,,,,,,,23.3497,-101.351416,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016160,Eurus,Wind,,Onshore Wind,,242,2010-2015,,Operational,,,2012,,,,,,,,16.547055,-94.830437,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016161,Fuerza Eolica del Istmo,Wind,,Onshore Wind,,50,2011,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016163,La Ventosa,Wind,,Onshore Wind,,102,2008-2013,,Operational,,,2012,,,,,,,,16.587641,-95.001844,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016164,Los Altos,Wind,,Onshore Wind,,50,2014,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016165,Pacifico,Wind,,Onshore Wind,,160,2014,,Operational,,,2012,,,,,,,,20.3543,-97.414491,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016166,Parque Ecologicos de Mexico,Wind,,Onshore Wind,,80,2009,,Operational,,,2012,,,,,,,,,,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
1016156,Oaxaca,Wind,,Onshore Wind,,409,2012,,Operational,,,2015,,,,,,,,16.425131,-94.971494,,SENER,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwih9cfR-qfOAhWM5IMKHZSNCa8QFggfMAA&url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F44328%2FProspectiva_del_Sector_Electrico.pdf&usg=AFQjCNFCLI_jdrDPgffEsIxREvqhIGlFyw&sig2=V5xVrel1-nseKS4XwiBddw&bvm=bv.128617741,bs.1,d.eWE",,,,,,,,,,,,Mexico,,
1016157,La Ventana,Wind,,Onshore Wind,,186,2012,,Operational,,,2015,,,,,,,,16.577766,-94.823522,,SENER,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwih9cfR-qfOAhWM5IMKHZSNCa8QFggfMAA&url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F44328%2FProspectiva_del_Sector_Electrico.pdf&usg=AFQjCNFCLI_jdrDPgffEsIxREvqhIGlFyw&sig2=V5xVrel1-nseKS4XwiBddw&bvm=bv.128617741,bs.1,d.eWE",,,,,,,,,,,,Mexico,,
1026649,Aura Solar 1,Solar,,PV,,39,2013,,Operational,,,,,,,,,,,24.06128,-110.326,,CFE,http://www.cfe.gob.mx/ConoceCFE/1_AcercadeCFE/Lists/Publicaciones%20Informes%20Anuales/Attachments/10/Informe2012CFE.pdf?Mobile=1,,,,,,,,,,,,Mexico,,
