Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1008363,Alon Tavor,Natural Gas,,CCGT,"373, 240",365,2003-2008,Israel Electric corporation,Operational,,,,,,,,,,,32.63391783,35.36760807,,Israel Electric Corporation,https://www.iec.co.il/international/main.html#!/contents/67,,,,,,,,Israeli National Grid,,,,Israel,,GEODB
1008364,Ramat Hovav,Natural Gas,,CCGT,"335, 4x118, 260",1067,1999-2010,Israel Electric corporation,Operational,,,,,,,,,,,31.15363562,34.81455803,,Israel Electric Corporation,https://web.archive.org/web/20131204104927/http:/www.israel-electric.co.il/bin/ibp.jsp?ibpDispWhat=zone&ibpDisplay=view&ibpPage=ENGProjects&ibpDispWho=Tzafit&ibpZone=Tzafit&,,,,,,,,Israeli National Grid,,,,Israel,,GEODB
1008365,Tzafit,Natural Gas,,CCGT,"235, 120",355,1999-2006,Israel Electric corporation,Operational,,,,,,,,,,,31.712266,34.842345,,Israel Electric Corporation,https://web.archive.org/web/20131204104927/http:/www.israel-electric.co.il/bin/ibp.jsp?ibpDispWhat=zone&ibpDisplay=view&ibpPage=ENGProjects&ibpDispWho=Tzafit&ibpZone=Tzafit&,,,,,,,,Israeli National Grid,,,,Israel,,GEODB
1008370,Hagit,Natural Gas,,CCGT,"2(330), 339, 256",1255,1994-2010,Israel Electric corporation,Operational,,,,,,,,,,,32.61721939,35.04308224,,Israel Electric Corporation,https://web.archive.org/web/20131204103107/http:/www.israel-electric.co.il/bin/ibp.jsp?ibpDispWhat=zone&ibpDisplay=view&ibpPage=ENGProjects&ibpDispWho=Hagit&ibpZone=Hagit&,,,,,,,,Israeli National Grid,,,,Israel,,GEODB
1008360,Eshkol,Natural Gas,Fuel Oil,CCGT,,1432,1977-2004,Israel Electric corporation,Operational,,4997,,,,,,,,,31.838773,34.655148,Converted from oil fired in 2013,Israel Electric Corporation,https://www.iec.co.il/en/ir/documents/stat2010.pdf,,,,,,,,Israeli National Grid,,,,Israel,,WRI
1026463,Meitarim,Solar,,PV,,5,2015,Energix Renewable Energies Limited,Operational,,,,,,,,,,,31.3663,35.00463,,Energix,http://www.energix-group.com/Meitarim/,,,,,,,,,,,,Israel,,WRI
1026462,Lahav,Solar,,PV,,3.2,2014,Belectric GmbH,Operational,,,,,,,,,,,31.376421,34.86905,,Belectric,http://www.belectric.com/en/solar-power-plants/projects/,,,,,,,,,,,,Israel,,
1026458,Ramat Hovav Solar Power Plant,Solar,,PV,,37.5,2014,Energix Renewable Energies Limited,Operational,,,,,,,,,,,31.145,34.75533,,Energix,http://www.energix-group.com/Energix-Neot-Hovav/,,,,,,,,,,,,Israel,,WRI
1008371,Dorad,Natural Gas,,CCGT,,840,2014,Dorad Energy Limited,Operational,,,,,,,,,,,31.635817,34.530924,,Dorad Energy Limited,https://www.dorad.co.il/about/,,,,,,,,Israeli National Grid,,,,Israel,,WRI
1026456,Gevulot Solar Power Plant,Solar,,PV,,8.5,2014,Belectric GmbH,Operational,,,,,,,,,,,31.205,34.46161,,Belectric,http://www.belectric.com/en/solar-power-plants/projects/,,,,,,,,,,,,Israel,,WRI
