Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1019304,BERGUM,Natural gas,,,,664,,GDF Suez,,,,,,,,,,,,,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1019303,APNED,Natural gas,,,,43,,GDF Suez,,,,,,,,,,,,,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1019309,Levanto NL,Wind,,Onshore,,29,,GDF Suez,,,,,,,,,,,,,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,,,,,,,,,,,,Netherlands,,
1019308,EEMS,Wind,,,,27,,GDF Suez,,,,,,,,,,,,,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,,,,,,,,,,,,Netherlands,,
1019301,Linne,Hydro,,Run of the River,,11,1980,Essent,,,,,,,,,,,,,,RWE,http://www.rwe.com/web/cms/en/1772100/rwe-generation-se/locations/netherlands/claus-power-plant/,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1005507,EDH,Natural Gas,,,,112,,TenneT,,Den Haag - De Constant Rebecqueplein 20,,,,,,,,,,,,TenneT,http://energieinfo.tennet.org/Production/InstalledCapacity.aspx,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1005512,MK11,Natural Gas,,,,103,,TenneT,,Utrecht - Keulsekade 181,,,,,,,,,,,,TenneT,http://energieinfo.tennet.org/Production/InstalledCapacity.aspx,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1019302,William Alexander,Coal,,,,253,,,,,,,,,,,,,,,,,,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1019299,Hemweg 9,Natural Gas,,CCGT,,440,2012,Vattenfall,,,,,,,,,,0.59,,,,Vattenfall,http://powerplants.vattenfall.com/hemweg-9,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,
1019306,HARCULO,Natural gas,,,,349,,GDF Suez,,,,,,,,,,,52.468,6.1088,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1019305,FLEVO,Natural gas,,CCGT,,999,2010,GDF Suez,,,,,,,,,,,52.5772,5.53,,GDF Suez,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ahUKEwilnu-T0aXOAhUBjz4KHT5VCjYQFggsMAI&url=http%3A%2F%2Fwww.engie.com%2Fwp-content%2Fuploads%2F2012%2F08%2FGDF_SUEZ_power_asset_table_vdef.xls&usg=AFQjCNHSG0cjbY0ZCS761mkpSWj0Z6E2zA&sig2=v45V3Rq0dF8CVwsH9bx9OQ&cad=rja,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1005506,Delesto,Natural Gas,,,,530,,TenneT,,Farmsum - Oosterhorn 4,,,,,,,,,53.3185,6.9544,,TenneT,http://energieinfo.tennet.org/Production/InstalledCapacity.aspx,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1005509,ELSTA,Natural Gas,,,,456,,TenneT,,Hoek - Herbert H. Dowweg 5D,,,,,,,,,51.3331,3.7787,,TenneT,http://energieinfo.tennet.org/Production/InstalledCapacity.aspx,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1005515,Rijnmond II,Natural Gas,,,,427,,TenneT,,Rotterdam - Petroleumweg 44,,,,,,,,,51.8902,4.3552,,TenneT,http://energieinfo.tennet.org/Production/InstalledCapacity.aspx,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1019313,Ijmond,Natural Gas,Blast Furnace Gas,CCGT,,114,1997,Vattenfall,,,,,,,,,,,52.4758,4.6048,,Vattenfall,http://powerplants.vattenfall.com/ijmond,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1019290,Maxima,Natural gas,,CCGT,,880,2010,Electrabel,,,,,,,,,,0.60,52.5772,5.53,,Engie,http://www.engie.com/en/journalists/press-releases/electrabel-gdf-suez-group-inaugurates-its-maxima-plant-in-the-netherlands/,ENTSOE (generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,Netherlands,,GEODB
1005298,De Windvogel,Wind,,Onshore,2,2.5,1998-2005,,,Zeewolde,3,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005318,Geen windpark,Wind,,Onshore,530,314.43,1995-2015,,,Coevorden,17,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005419,old Dintel,Wind,,Onshore,5,16,2016,,,Moerdijk,43,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005279,Barrepolder,Wind,,Onshore,4,12,2016,,,zoeterwoude,26,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005280,Battenoert,Wind,,Onshore,4,12,2016,,,Goeree-Overflakkee,36,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005364,Kattenberg-Reedijk,Wind,,Onshore,4,9.6,2016,,,oirschot,0,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005302,Delfzijl Noord,Wind,,Onshore,19,62.7,2015,,,Delfzijl,173,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005489,Zuidwal,Wind,,Onshore,5,15,2015,,,Rotterdam,42,,,,,,,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005404,New Prinsenland,Wind,,Onshore,4,12.8,2015,,,Steenbergen,34.4,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005347,Hellegatsplein,Wind,,Onshore,4,12,2015,,,Goeree-Overflakkee,35,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005488,Zuiderzeehaven,Wind,,Onshore,4,12,2015,,,Kampen,24,,,,,,,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005378,Laarakker Dijk,Wind,,Onshore,5,10,2015,,,Reusel-De Mierden,30,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005345,Hazeldonk,Wind,,Onshore,3,9,2015,,,Breda,20,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
1005436,Roosendaal Serbian Vliet,Wind,,Onshore,3,9,2015,,,Roosendaal,19.8,,,,,0,0,,,,,Wind Stats Netherlands,https://web.archive.org/web/20170818030302/http://www.windstats.nl:80/turbines.php,,,,,,,,,,,,Netherlands,,
