Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1002943,S.FLORIANO,Hydro,,,,180,,,Operational,EGNA,,2015,ENTSOE,,,,,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,ENTSOE (For generation and capacity),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,
1021404,CREVOLA D.,Hydro,,Run-of-river and poundage,,46,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021403,PALAZZO 2,Hydro,,Run-of-river and poundage,,46,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021405,QUARTNUS,Hydro,,Run-of-river and poundage,,46,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021409,PONT ST. MARTIN,Hydro,,Run-of-river and poundage,,45,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021413,S.VALBURGA,Hydro,,Run-of-river and poundage,,44,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021422,DOSSI,Hydro,,Dam with Reservoir,,43,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021423,ROVESCA,Hydro,,Dam with Reservoir,,43,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021424,S. ANGELO,Hydro,,Dam with Reservoir,,43,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
1021427,EDIS ESTERLE,Hydro,,Run-of-river and poundage,,42,,,Operational,,,2015,ENTSOE,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,,,
