Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1019469,TJ Cogen,Natural Gas,,CCGT,,125,2017,EGCO,Under Development,,,,,,,,,,,,,,EGCO,http://www.egco.com/en/corperate_profile_busin_groupmap.asp,,,,,,,,,,,,Thailand,,
1019494,Bangpa-in,Natural Gas,,CCGT,,118,2011,CK Power,Operational,,,,,,,,,,,,,,CK Power,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwit_urQ3sbOAhVGGx4KHaC6DCQQFggeMAA&url=http%3A%2F%2Fwww.ckpower.co.th%2Fen%2Fbusiness%2Fthermal-power.php%3FID%3D13&usg=AFQjCNEDXfD55Amj8lzdoFTKcNE2Cvhzqw&sig2=oyqw34g4I6qfD6QRsxkkyA,,,,,,,,,,,,Thailand,,
1019470,Samutpakarn,Natural Gas,,CCGT,,126,1999,EGCO,Operational,,,,,,,,,,,,,,EGCO,http://www.egco.com/en/corperate_profile_busin_groupmap.asp,,,,,,,,,,,,Thailand,,
1019480,Gulf Generation,Natural Gas,,CCGT,,110,1998,EGCO,Operational,,,,,,,,,,,,,,EGCO,http://www.egco.com/en/corperate_profile_busin_group_loburi.asp,,,,,,,,,,,,Thailand,,
1019481,Nong Khae,Natural Gas,,CCGT,,126,2000,EGCO,Operational,,,,,,,,,,,14.340618,100.867331,,EGCO,http://www.egco.com/en/corperate_profile_busin_groupmap.asp,,,,,,,,,,,,Thailand,,CARMA
1000172,Bhumibol,Hydro,,Dam with Reservoir,"Units 1-2:  1964; Units 3-6:  1967, 1967, 1968 and 1969;  Unit 7: 1982; Unit 8:1996 ",744,1964-1996,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,17.2426,98.9723,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=129,,,,,,,,,,,,Thailand,,GEODB
1000173,Sirikit,Hydro,,Dam with Reservoir,4(125),500,1974,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,17.7634,100.5636,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=130,,,,,,,,,,,,Thailand,,GEODB
1000174,Rajjaprabha,Hydro,,Dam with Reservoir,3(80),240,1987,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,8.9723,98.807,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=131,,,,,,,,,,,,Thailand,,GEODB
1000175,Srinagarind,Hydro,,Dam with Reservoir,3(120) 2(180) second two are pumped storage,720,1980,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,14.407,99.1291,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=132,,,,,,,,,,,38,Thailand,,GEODB
1000176,Chulabhorn,Hydro,,Dam with Reservoir,2(20),40,1972,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,16.5362,101.65,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=133,,,,,,,,,,,,Thailand,,GEODB
1000177,Vajiralongkorn,Hydro,,Dam with Reservoir,3(100),300,1984,Electric Generating Authority of Thailand,Operational,,,,,,,,,,,14.799,98.5966,,EGAT,http://www.egat.co.th/en/index.php?option=com_content&view=article&id=92&Itemid=134,,,,,,,,,,,,Thailand,,GEODB
