Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1018636,Antonio Nicolas Briceno,Natural Gas,,OCGT,,103,,,,,261,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018637,Argimiro Gabaldon,Natural Gas,,OCGT,,120,,,,,533,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018641,Dabajuro,Natural Gas,,OCGT,,20,,,,,63,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018644,Falcon,Wind,,Wind Turbine,,28,,,,,,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018649,Jose Maria Espana,Natural Gas,,OCGT,,450,,,,,"3,048",2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018654,Jusepin,Natural Gas,,OCGT,,20,,,,,52,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018655,La Mariposa,Natural Gas,,OCGT,,45,,,,,88,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018661,Petromonagas,Natural Gas,,OCGT,,50,,,,,139,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018662,Petrosinovensa,Natural Gas,,OCGT,,44,,,,,,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018663,Picure,Natural Gas,,OCGT,,132,,,,,730,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018668,Planta El Vigia El Sitio,Natural Gas,,OCGT,,50,,,,,168,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018676,Santa Barbara del Zulia,Natural Gas,,OCGT,,40,,,,,269,2013,Venezuela Electricity Sector,,,,,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,
1018642,El Sitio,Natural Gas,,OCGT,,360,,,,,131,2013,Venezuela Electricity Sector,,,,,,,10.2898,-66.6813,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,GEODB
1018650,Josefa Camejo,Natural Gas,,OCGT,,450,,,,,"2,085",2013,Venezuela Electricity Sector,,,,,,,11.75,-70.1716,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,GEODB
1018656,La raisa,Natural Gas,,OCGT,,310,,,,,479,2013,Venezuela Electricity Sector,,,,,,,10.2561,-66.7922,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,GEODB
1018660,Pedro Camejo,Natural Gas,,OCGT,,300,,,,,"2,333",2013,Venezuela Electricity Sector,,,,,,,10.1771,-67.9462,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,GEODB
1018665,Planta Centro,Natural Gas,,Sub-critical Thermal,,2000,,,,,"5,135",2013,Venezuela Electricity Sector,,,,,,,10.4949,-68.1552,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,,,,,Venezuela,,GEODB
