Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1022448,Namejoo 2,Coal,,Sub-critical Thermal,1,100,2007,Korea Southern Power,Operational,,,,,,,,,,,,second unit of Namejoo runs on Coal,KSP,https://www.kospo.co.kr/english/?mn=sub&mcode=01030100,,,,,,,,,,,,South Korea,,
1000211,Danghae,Coal,,,2 units,400,1998-1999,Korea East West Power,Operational,,"2,745",,,,,,,,,,Anthracite Coal,KEWP,http://www.ewp.co.kr/eng/main/main.asp,,,,,,,,,,,,South Korea,,
1000223,Anheong,Hydro,,,3 units,0.48,1978,Korea Hydro and Nuclear,Operational,,,,,,,,,,,,,KHNP,https://cms.khnp.co.kr/eng/hydroelectric-plants/,,,,,,,,,,,,South Korea,,
1000224,Seomjin gang,Hydro,,,3 units,34.8,1945,Korea Hydro and Nuclear,Operational,,,,,,,,,,,,,KHNP,https://cms.khnp.co.kr/eng/hydroelectric-plants/,,,,,,,,,,,,South Korea,,
1000225,Boseong gang,Hydro,,,2 units,4.5,1937,Korea Hydro and Nuclear,Operational,,,,,,,,,,,,,KHNP,https://cms.khnp.co.kr/eng/hydroelectric-plants/,,,,,,,,,,,,South Korea,,
1000227,Gangneung,Hydro,,,2 units,82,1991,Korea Hydro and Nuclear,Operational,,,,,,,,,,,,,KHNP,https://cms.khnp.co.kr/eng/hydroelectric-plants/,,,,,,,,,,,,South Korea,,
1022451,Hanlim,Kerosine,,CCGT,3x35,105,2014,Korea Southern Power,Operational,,,,,,,,,,,,,KSP,https://www.kospo.co.kr/english/?mn=sub&mcode=01030100,,,,,,,,,,,,South Korea,,
1000203,Adong,LNG,,CCGT,,417,2007,Korea Southern Power,Operational,,,,,,,,,,,,,KSP,https://www.kospo.co.kr/english/?mn=sub&mcode=01030100,,,,,,,,,,,,South Korea,,
1000206,Namejoo 1,Oil,,Sub-critical Thermal,2,100,2006,Korea Southern Power,Operational,,,,,,,,,,,,,KSP,https://www.kospo.co.kr/english/?mn=sub&mcode=01030100,,,,,,,,,,,,South Korea,,
1022452,Seongsan,Wind,,Onshore Wind,"2x6, 2x4",20,2010,Korea Southern Power,Operational,,,,,,,,,,,,,KSP,https://www.kospo.co.kr/english/?mn=sub&mcode=01030100,,,,,,,,,,,,South Korea,,
