Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1022391,Hongsa,Lignite,,Sub-critical Thermal,,1878,2016,Hongsa Power Company Limited,Operational,Xaignabouri,,,,,,,,,,19.690969,101.279997,,Lao Energy,http://www.laoenergy.la/pageMenu.php?id_menu=47,,,,,,,,,,,,Laos,,WRI
1001059,Nam Ngum 2,Hydro,,Dam with Reservoir,,615,2011,,Operational,,"2,300",,,,,,,,,18.9213,102.7404,,Department of Energy Business,http://www.poweringprogress.org/index.php?view=article&catid=129%3Aproject-under-construction&id=271%3Anam-ngum-2-615mw&option=com_content&Itemid=74,,,,,,,,,,,,Laos,,GEODB
1001059,Nam Ngum 5,Hydro,,Dam with Reservoir,,120,2012,SinHydro,Operational,,507,,,,,,,,,19.339419,102.610715,,Department of Energy Business,http://www.poweringprogress.org/index.php?option=com_content&view=article&id=106:nam-ngum-5-120mw&catid=128:operational-projects&Itemid=73,,,,,,,,,,,,Laos,,GEODB
1026804,Xe Namnoy 2 - Xe Katam !,Hydro,,,,15,,"SV Group Co., Ltd.",Operational,,83,,,,,,,,,15.1217,106.6067,,CDM,https://cdm.unfccc.int/Projects/DB/JACO1395210120.64/view,,,,,,,,,,,,Laos,,WRI
1026805,Xekaman 3,Hydro,,Dam with Reservoir,,250,2012,Xekaman  3 Power Company Limited,Operational,,977.5,,,,,,,,,15.375547,107.406355,,CDM,https://cdm.unfccc.int/Projects/DB/SQS1324398658.36/view,,,,,,,,,,,,Laos,,WRI
1026806,Xenamnoy 1,Hydro,,,,14.8,,Phongsubthavy Road and Bridge Construction Company Ltd.,Operational,,85,,,,,,,,,15.149966,106.710318,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1427857785.1/view,,,,,,,,,,,,Laos,,WRI
1001052,Nam Song,Hydro,,Run of River,"3x13, 2x3",45,1991,Electricite de Laos (EDL),Operational,,,,,,,,,,,,,,EDL- Generation Public Company,http://www.edlgen.com.la/page.php?lang=en&post_id=36#,,,,,,,,,,,,Laos,,
1001054,Namkhan 2,Hydro,,Run of River,,40,1992,Electricite de Laos (EDL),Operational,,139,,,,,,,,,,,,EDL- Generation Public Company,http://www.edlgen.com.la/page.php?lang=en&post_id=32,,,,,,,,,,,,Laos,,
1001056,Selabam,Hydro,,Run of River,,5,1970,Electricite de Laos (EDL),Operational,,25,,,,,,,,,,,,EDL- Generation Public Company,http://www.edlgen.com.la/page.php?lang=en&post_id=35,,,,,0.57,,,,,,,Laos,,
1001058,Xeset 1,Hydro,,Run of River,,45,1990,,Operational,,180,,,,,,,,,15.5034,106.2764,,EDL- Generation Public Company,http://www.edlgen.com.la/page.php?lang=en&post_id=33,,,,,,,,,,,,Laos,,GEODB
1001058,Xeset 2,Hydro,,Run of River,2x38,76,1991,Suez de Energia,Operational,,309,,,,,,,,,15.5034,106.2764,,EDL- Generation Public Company,http://www.edlgen.com.la/page.php?lang=en&post_id=34,,,,,0.4649,,,,,,,Laos,,GEODB
1026798,Nam Nga,Hydro,,Run of River,,14.5,,Electricite de Laos (EDL),Operational,,62.59,,,,,,,,,20.182778,101.933824,,CDM,https://cdm.unfccc.int/Projects/DB/CEC1356084291.13/view,,,,,,,,,,,,Laos,,WRI
1026800,Nam Pha Gnai,Hydro,,Run of River,,19.2,,Nam Pha Gnai Hydropower Company Ltd.,Operational,,,,,,,,,,,19.013298,102.873255,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1451527911.4/view,,,,,,,,,,,,Laos,,WRI
1026801,Nam Samoy,Hydro,,Run of River,,5,,"Nam Samoy Hydropower Co., Ltd.",Operational,,28,,,,,,,,,19.295388,102.344052,,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1437628107.49/view,,,,,,,,,,,,Laos,,WRI
1001049,Houay Ho,Hydro,,Dam with Reservoir,,157,1999,Suez Energy,Operational,Attapeu Province,450,,,,,,,,,18.2606,104.5625,,Department of Energy Business,http://www.poweringprogress.org/index.php?option=com_content&view=article&id=109:houay-ho-150mw--21-mw&catid=128:operational-projects&Itemid=73,,,,,0.50,,,,,,,Laos,,GEODB
1001053,Nam Theun 2,Hydro,,Dam with Reservoir,,1070,2010,EDF,Operational,Khammoun Province,"6,000",,,,,,,,,18.4375,102.947,,Department of Energy Business,http://www.poweringprogress.org/index.php?option=com_content&view=article&id=104:nam-theun-2-1070mw&catid=128:operational-projects&Itemid=73,,,,,0.85,,,,,,,Laos,,GEODB
1001057,Theun Hinboun,Hydro,,Dam with Reservoir,,280,2012,Electricite de Laos (EDL),Operational,Bolikhamzay Province,"3,003",,,,,,,,,18.20981,104.5389,,Department of Energy Business,http://www.thpclaos.com/index.php?lang=en,,,,,,,,,,,,Laos,,WRI
