eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
17W100P100P0273A,17W100P100P0057G,"Hydro Pumped Storage",2015,373526,0.166,0.995,0
17W100P100P0191C,17W100P100P0106T,Nuclear,2015,5816401,0.736,0.997,0
17W100P100P0192A,17W100P100P0107R,Nuclear,2015,5500055,0.696,0.997,0
17W100P100P01938,17W100P100P0108P,Nuclear,2015,5751555,0.726,1.000,0
17W100P100P01946,17W100P100P0109N,Nuclear,2015,6970746,0.880,1.000,0
17W100P100P01954,17W100P100P01101,Nuclear,2015,11205488,0.853,0.999,0
17W100P100P01962,17W100P100P0112Y,Nuclear,2015,9540828,0.727,0.999,0
19W0000000000369,19W0000000000377,"Fossil Hard coal",2015,667227,0.676,0.997,7.83555e+08
19W0000000000369,19W0000000000385,"Fossil Hard coal",2015,674392,0.683,0.997,7.91969e+08
24WV--HCV------O,24WG--HCVG01---A,"Hydro Pumped Storage",2015,-6478,-0.011,0.573,0
24WV--HCV------O,24WG--HCVG02---5,"Hydro Pumped Storage",2015,-9692,-0.016,0.573,0
24WV--HCV------O,24WG--HCVG03---0,"Hydro Pumped Storage",2015,-7111,-0.012,0.573,0
24WV--HCV------O,24WG--HCVG04---W,"Hydro Pumped Storage",2015,-3941,-0.006,0.573,0
24WV--HCV------O,24WG--HCVG05---R,"Hydro Pumped Storage",2015,-2634,-0.004,0.573,0
24WV--HCV------O,24WG--HCVG06---M,"Hydro Pumped Storage",2015,-8517,-0.014,0.573,0
17W100P100P01970,17W100P100P0113W,Nuclear,2015,11749290,0.898,1.000,0
17W100P100P0198Z,17W100P100P0114U,Nuclear,2015,8939868,0.683,1.000,0
48WSTN00000CLACI,48W000000CLAC-1N,"Hydro Run-of-river and poundage",2015,75985,0.550,0.359,0
49W000000000069K,49W000000000004B,"Fossil Gas",2015,0,0.000,0.989,0
49W000000000069K,49W0000000000059,"Fossil Gas",2015,0,0.000,0.989,0
48WSTN0000CLDCWZ,48W00000CLDCW-17,"Wind Onshore",2015,216228,0.249,0.885,0
48WSTN0000CLDNW2,48W00000CLDNW-1Q,"Wind Onshore",2015,232631,0.278,0.885,0
48WSTN0000CLDSWO,48W00000CLDSW-11,"Wind Onshore",2015,244743,0.251,0.868,0
30W-CERNAVODA--E,30UCERNCERN1---P,Nuclear,2015,5219398,0.882,0.956,0
30W-CERNAVODA--E,30UCERNCERN2---K,Nuclear,2015,4952499,0.913,0.956,0
48WSTN0000CNQPSG,48W00000CNQPS-1E,"Fossil Gas",2015,506214,0.491,0.314,2.08115e+08
48WSTN0000CNQPSG,48W00000CNQPS-2C,"Fossil Gas",2015,720703,0.591,0.371,2.96295e+08
48WSTN0000CNQPSG,48W00000CNQPS-3A,"Fossil Gas",2015,391621,0.622,0.192,1.61003e+08
48WSTN0000CNQPSG,48W00000CNQPS-48,"Fossil Gas",2015,384976,0.505,0.232,1.58271e+08
18WCOF1-12345-0O,18WCOF1-12345-B2,Nuclear,2015,7404213,0.794,1.000,0
18WCOL4-12345-02,18WCOL4-12345-CF,"Fossil Gas",2015,289949,0.085,1.000,1.08248e+08
17W100P100P0337A,17W100P100P01679,"Fossil Gas",2015,1262767,0.339,1.000,4.82901e+08
18WCOM4-12345-0S,18WCOM4-12345-D2,"Fossil Hard coal",2015,1600296,0.536,1.000,1.56057e+09
18WCOM5-12345-0I,18WCOM5-12345-DT,"Fossil Hard coal",2015,1452325,0.487,1.000,1.41627e+09
22WCOOXIX000067T,22WCOOX1X000050E,"Hydro Pumped Storage",2015,179589,0.130,1.000,0
22WCOOXIX000067T,22WCOOX2X0000521,"Hydro Pumped Storage",2015,108456,0.079,0.995,0
22WCOOXIX000067T,22WCOOX3X000055N,"Hydro Pumped Storage",2015,146459,0.106,0.995,0
22WCOOXII000070C,22WCOOX4X0000588,"Hydro Pumped Storage",2015,192924,0.096,0.995,0
22WCOOXII000070C,22WCOOX5X000061A,"Hydro Pumped Storage",2015,190878,0.095,0.995,0
22WCOOXII000070C,22WCOOX6X000064W,"Hydro Pumped Storage",2015,212607,0.106,0.995,0
47W000000000155K,47W000000000105Z,"Fossil Gas",2015,1263904,0.345,0.983,4.99631e+08
47W000000000155K,47W000000000219K,"Fossil Gas",2015,24,0.000,0.217,17011.9
48WSTN00000CORBV,48W000000CORB-1Z,"Fossil Gas",2015,174840,0.336,0.148,7.81307e+07
17W100P100P02497,17W100P100P0034S,"Fossil Oil",2015,7781,0.001,1.000,5.70552e+06
17W100P100P0250M,17W100P100P0035Q,"Fossil Oil",2015,14492,0.002,1.000,1.06264e+07
17W100P100P0236G,17W100P100P0017S,"Fossil Hard coal",2015,1804119,0.355,1.000,1.66057e+09
17W100P100P0237E,17W100P100P0018Q,"Fossil Hard coal",2015,482719,0.095,0.997,4.4431e+08
18WJUCA-12345-0Q,18WCO21-12345--L,"Hydro Water Reservoir",2015,63717,0.051,1.000,0
18WJUCA-12345-0Q,18WCO22-12345-AQ,"Hydro Water Reservoir",2015,63717,0.049,1.000,0
48WSTN00000COSO2,48W000000COSO-1F,"Fossil Gas",2015,1261160,0.301,0.598,4.8914e+08
48WSTN1000COTPSQ,48W00000COTPS-1Q,"Fossil Hard coal",2015,850750,0.495,0.395,1.0796e+09
48WSTN1000COTPSQ,48W00000COTPS-2O,"Fossil Hard coal",2015,1547170,0.681,0.512,1.96336e+09
48WSTN1000COTPSQ,48W00000COTPS-3M,"Fossil Hard coal",2015,1579633,0.731,0.487,2.00455e+09
48WSTN1000COTPSQ,48W00000COTPS-4K,"Fossil Hard coal",2015,1435836,0.600,0.550,1.82208e+09
48WSTN00000COWEA,48W0000000COWE13,"Fossil Oil",2015,670,0.383,0.004,527960
48WSTN00000COWEA,48W0000000COWE21,"Fossil Oil",2015,664,0.359,0.004,523232
16WCRESTUM-----6,16WCRESTU1-----5,"Hydro Run-of-river and poundage",2015,100348,0.295,0.997,0
16WCRESTUM-----6,16WCRESTU2-----Z,"Hydro Run-of-river and poundage",2015,73645,0.216,0.997,0
16WCRESTUM-----6,16WCRESTU3-----S,"Hydro Run-of-river and poundage",2015,105975,0.311,0.997,0
48WSTN0000CRGHWF,48W00000CRGHW-1X,"Wind Onshore",2015,97446,0.288,0.840,0
17W100P100P0340L,17W100P100P00123,"Fossil Gas",2015,766219,0.212,1.000,2.87588e+08
48WSTN00000CRUAC,48W000000CRUA-16,"Hydro Run-of-river and poundage",2015,74691,0.413,0.172,0
48WSTN00000CRUAC,48W000000CRUA-24,"Hydro Run-of-river and poundage",2015,115999,0.389,0.284,0
48WSTN00000CRUAC,48W000000CRUA-32,"Hydro Run-of-river and poundage",2015,25819,0.443,0.067,0
48WSTN00000CRUAC,48W000000CRUA-40,"Hydro Run-of-river and poundage",2015,23232,0.267,0.099,0
17W100P100P0199X,17W100P100P0115S,Nuclear,2015,3668518,0.458,1.000,0
17W100P100P02000,17W100P100P0116Q,Nuclear,2015,5649742,0.705,1.000,0
17W100P100P0201Z,17W100P100P0118M,Nuclear,2015,6344356,0.792,1.000,0
17W100P100P0202X,17W100P100P0119K,Nuclear,2015,6405679,0.800,1.000,0
48WSTN0000CRYRBT,48W00000CRYRW-2L,"Wind Onshore",2015,270770,0.174,0.887,0
15WCSEPEL----PPI,15WCSEPELG1--GTH,"Fossil Gas",2015,171070,0.138,1.000,7.51072e+07
15WCSEPEL----PPI,15WCSEPELG2--GTB,"Fossil Gas",2015,186102,0.150,1.000,8.17069e+07
15WCSEPEL----PPI,15WCSEPELG3--ST6,"Fossil Gas",2015,128321,0.124,1.000,5.63385e+07
18WCCO2-12345-0M,18WCCO2-12345-DX,"Fossil Hard coal",2015,0,0.000,1.000,0
18WCCO3-12345-0C,18WCCO3-12345-DN,"Fossil Hard coal",2015,1217237,0.430,1.000,1.22299e+09
30W-CET-BORZ---J,30WTE--BORZ7---3,"Fossil Gas",2015,0,0.000,0.956,0
30W-CET-TURC---M,30WTURCTURC1---Y,"Fossil Brown coal/Lignite",2015,14334,0.005,0.956,1.46256e+07
30W-CET-TURC---M,30WTURCTURC3---O,"Fossil Brown coal/Lignite",2015,843688,0.305,0.956,8.60851e+08
30W-CET-TURC---M,30WTURCTURC4---J,"Fossil Brown coal/Lignite",2015,1629983,0.622,0.956,1.66314e+09
30W-CET-TURC---M,30WTURCTURC5---E,"Fossil Brown coal/Lignite",2015,1755085,0.670,0.956,1.79079e+09
30W-CET-TURC---M,30WTURCTURC6---9,"Fossil Brown coal/Lignite",2015,0,0.000,0.956,0
30W-CET-TURC---M,30WTURCTURC7---4,"Fossil Brown coal/Lignite",2015,74508,0.028,0.956,7.60237e+07
30W-CET-ROVI---Q,30WROVIROVI3---K,"Fossil Brown coal/Lignite",2015,1590904,0.625,0.956,1.62327e+09
30W-CET-ROVI---Q,30WROVIROVI4---F,"Fossil Brown coal/Lignite",2015,1840333,0.666,0.956,1.82561e+09
30W-CET-ROVI---Q,30WROVIROVI5---A,"Fossil Brown coal/Lignite",2015,177576,0.071,0.956,1.76155e+08
30W-CET-ROVI---Q,30WROVIROVI6---5,"Fossil Brown coal/Lignite",2015,1753529,0.689,0.956,1.7395e+09
18WCTJON3--1234S,18WCTJON3-1234-E,"Fossil Gas",2015,390789,0.107,1.000,1.51506e+08
18WCTN3-12345-04,18WCTN3TG1-12-CI,"Fossil Gas",2015,11120,0.005,1.000,4.31114e+06
18WCTN3-12345-04,18WCTN3TG2-12-CB,"Fossil Gas",2015,59915,0.027,1.000,2.32286e+07
18WCTN3-12345-04,18WCTN3TV-123-C2,"Fossil Gas",2015,43696,0.018,1.000,1.69406e+07
18WCTN4-123456-C,18WCTN4TG1-123-M,"Fossil Gas",2015,484955,0.209,1.000,1.77758e+08
18WCTN4-123456-C,18WCTN4TG2-123-F,"Fossil Gas",2015,144286,0.061,1.000,5.28874e+07
18WCTN4-123456-C,18WCTN4TV-1234-3,"Fossil Gas",2015,496753,0.186,1.000,1.82083e+08
18WCTNU-12345-0U,18WCTNUTG1-12-C7,"Fossil Gas",2015,34240,0.015,1.000,1.27829e+07
18WCTNU-12345-0U,18WCTNUTG2-12-C0,"Fossil Gas",2015,34240,0.015,1.000,1.27829e+07
18WCTNU-12345-0U,18WCTNUTV-123-CS,"Fossil Gas",2015,34341,0.015,1.000,1.28206e+07
47W000000000239E,47W000000000216Q,"Fossil Gas",2015,755,0.007,0.219,
47W000000000239E,47W000000000217O,"Fossil Gas",2015,541,0.005,0.219,
17W100P100P0351G,17W100P100P03388,"Fossil Gas",2015,431961,0.116,0.997,1.65188e+08
17W100P100P0352E,17W100P100P03396,"Fossil Gas",2015,4621,0.009,0.997,1.99273e+06
48WSTN0000DALSW4,48W00000DALSW-1M,"Wind Onshore",2015,48496,0.216,0.855,0
48WSTN00000DAMCL,48W000000DAMC-1M,"Fossil Gas",2015,3134288,0.531,0.836,1.19312e+09
17W100P100P0203V,17W100P100P0120Z,Nuclear,2015,5917306,0.767,0.989,0
17W100P100P0204T,17W100P100P0121X,Nuclear,2015,6318167,0.811,1.000,0
17W100P100P0205R,17W100P100P0122V,Nuclear,2015,6333278,0.813,1.000,0
17W100P100P0206P,17W100P100P0123T,Nuclear,2015,6644574,0.853,1.000,0
48WSTN00000DEEP3,48W000000DEEP-1N,"Fossil Gas",2015,247903,0.556,0.196,1.06164e+08
11WD2FARK000287K,11WD2FARG0001262,"Fossil Hard coal",2015,1732194,0.571,0.989,1.88441e+09
11WD7UCHT5XROSOK,11WD7UCHT5XROEMT,"Fossil Gas",2015,64855,0.060,0.989,2.46694e+07
11WD2WILK000286V,11WD2WILH0001255,"Fossil Hard coal",2015,586202,0.534,0.173,5.10172e+08
11WD2ZOLL0002880,11WD2ZOL50001274,"Fossil Hard coal",2015,2037389,0.498,0.989,1.72989e+09
15WDUME------PPI,15WDUMEG14---GTI,"Fossil Gas",2015,152,0.000,1.000,63954
15WDUME------PPI,15WDUMEG15---GTB,"Fossil Gas",2015,50747,0.038,1.000,2.44021e+07
15WDUME------PPI,15WDUMEG7----GT5,"Fossil Gas",2015,358971,0.152,1.000,1.51037e+08
15WDUME------PPI,15WDUMEG8----GTY,"Fossil Gas",2015,180861,0.156,1.000,8.69683e+07
48WSTN000DIDCGTK,48W00000DIDC01G1,"Fossil Oil",2015,239,0.341,0.003,233791
48WSTN000DIDCGTK,48W00000DIDC02GZ,"Fossil Oil",2015,310,0.400,0.004,303244
48WSTN000DIDCGTK,48W00000DIDC03GW,"Fossil Oil",2015,291,0.388,0.003,284658
48WSTN000DIDCGTK,48W00000DIDC04GT,"Fossil Oil",2015,292,0.389,0.003,285636
48WSTN0000DIDCBC,48W000000DIDCB5C,"Fossil Gas",2015,2076912,0.600,0.507,7.90611e+08
48WSTN0000DIDCBC,48W000000DIDCB6A,"Fossil Gas",2015,1086314,0.528,0.331,4.13524e+08
49W0000000000431,49W0000000000164,"Fossil Gas",2015,287444,0.133,0.989,1.21804e+08
49W0000000000431,49W0000000000172,"Fossil Gas",2015,1989359,0.528,0.989,8.25787e+08
48WSTN10000DINOQ,48W000000DINO-1W,"Hydro Run-of-river and poundage",2015,212404,0.300,0.240,0
48WSTN10000DINOQ,48W000000DINO-2U,"Hydro Run-of-river and poundage",2015,170045,0.359,0.161,0
48WSTN10000DINOQ,48W000000DINO-3S,"Hydro Run-of-river and poundage",2015,211791,0.333,0.216,0
48WSTN10000DINOQ,48W000000DINO-4Q,"Hydro Run-of-river and poundage",2015,248298,0.382,0.221,0
48WSTN10000DINOQ,48W000000DINO-5O,"Hydro Run-of-river and poundage",2015,158922,0.275,0.197,0
48WSTN10000DINOQ,48W000000DINO-6M,"Hydro Run-of-river and poundage",2015,496404,0.365,0.462,0
17W100P100P0263D,17W100P100P0262F,"Fossil Oil",2015,8110,0.011,1.000,7.28958e+06
17W100P100P02659,17W100P100P0264B,"Fossil Oil",2015,9487,0.013,1.000,8.52728e+06
17W100P100P0350I,17W100P100P0330O,"Fossil Gas",2015,390012,0.267,1.000,1.64683e+08
17W100P100P0350I,17W100P100P0332K,"Fossil Gas",2015,387086,0.265,1.000,1.63447e+08
17W100P100P0350I,17W100P100P0331M,"Fossil Gas",2015,1074788,0.531,1.000,5.73258e+08
17W100P100P0350I,17W100P100P0333I,"Fossil Gas",2015,1102649,0.546,0.999,5.88118e+08
14W-WDR-KW-----2,14W-WDR-M1-----I,"Fossil Hard coal",2015,666705,0.213,0.942,5.58032e+08
48WSTN00000DNGBQ,48W000000DNGB216,Nuclear,2015,2897347,0.588,0.852,0
48WSTN00000DNGBQ,48W000000DNGB224,Nuclear,2015,2042832,0.570,0.620,0
14W-PROD-DO----O,14W-GEN-DO3----F,"Fossil Gas",2015,1076373,0.315,0.989,3.9754e+08
22WDOELX1000076X,22WDOELX1150076X,Nuclear,2015,418061,0.111,0.995,0
22WDOELX2000077N,22WDOELX2150077N,Nuclear,2015,3110636,0.825,0.995,0
22WDOELX3000078D,22WDOELX3150078D,Nuclear,2015,69476,0.008,1.000,0
22WDOELX40000793,22WDOELX41500793,Nuclear,2015,8121363,0.897,0.995,0
19W000000000043C,19W0000000000458,"Fossil Hard coal",2015,333399,0.172,0.997,2.91134e+08
19W000000000043C,19W0000000000474,"Fossil Hard coal",2015,640302,0.316,0.997,5.59131e+08
19W000000000043C,19W0000000000490,"Fossil Hard coal",2015,1055151,0.544,0.997,9.2139e+08
19W000000000043C,19W000000000051D,"Fossil Hard coal",2015,946541,0.488,0.997,8.26549e+08
19W000000000043C,19W0000000000539,"Fossil Hard coal",2015,939730,0.464,0.997,8.20601e+08
19W000000000043C,19W0000000000555,"Fossil Hard coal",2015,1005237,0.496,0.997,8.55859e+08
48WSTN0000DRAXXK,48W00000DRAXX-1E,Biomass,2015,3244860,0.717,0.801,3.58532e+09
48WSTN000DRAXXGK,48W000DRAXX-10G9,"Fossil Gas",2015,52,0.406,0.001,42756.5
48WSTN000DRAXXGK,48W000DRAXX-12G3,"Fossil Gas",2015,81,0.253,0.001,66601.4
48WSTN0000DRAXXK,48W00000DRAXX-2C,Biomass,2015,2357979,0.611,0.683,2.60539e+09
48WSTN0000DRAXXK,48W00000DRAXX-3A,Biomass,2015,3815452,0.718,0.941,4.21578e+09
48WSTN0000DRAXXK,48W00000DRAXX-48,"Fossil Hard coal",2015,3272696,0.687,0.843,3.32244e+09
48WSTN0000DRAXXK,48W00000DRAXX-56,"Fossil Hard coal",2015,3208217,0.665,0.854,3.25698e+09
48WSTN0000DRAXXK,48W00000DRAXX-64,"Fossil Hard coal",2015,2888630,0.603,0.847,2.93254e+09
48WSTN000DRAXXGK,48W0000DRAXX-9GR,"Fossil Gas",2015,31,0.484,0.000,25489.4
22WDROGEN0000863,22WDROGEN0000839,"Fossil Gas",2015,267327,0.203,1.000,1.11916e+08
22WDROGEN0000863,22WDROGEN0000847,"Fossil Gas",2015,243555,0.185,1.000,1.01964e+08
22WDROGEN0000863,22WDROGEN0000855,"Fossil Gas",2015,280176,0.200,1.000,1.17296e+08
47W000000000171M,47W000000000096A,"Fossil Gas",2015,3018741,0.872,0.975,
19W000000000272Y,19W0000000002620,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W000000000272Y,19W000000000263Z,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W000000000272Y,19W000000000273W,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W000000000169R,19W0000000001705,"Fossil Gas",2015,446233,0.504,1.000,1.83921e+08
19W0000000001098,19W000000000110N,"Fossil Gas",2015,970880,0.492,0.975,4.66855e+08
19W000000000256W,19W000000000257U,"Fossil Gas",2015,0,0.000,0.167,0
19W000000000230D,19W000000000231B,"Fossil Gas",2015,839232,0.768,0.997,3.68459e+08
27W-PU-ECHV----Y,27W-GU-ECHVG1--C,"Fossil Brown coal/Lignite",2015,666441,0.397,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG2--8,"Fossil Brown coal/Lignite",2015,835459,0.498,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG3--4,"Fossil Brown coal/Lignite",2015,885395,0.528,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG4--0,"Fossil Brown coal/Lignite",2015,827245,0.493,0.997,
18WECT3-123456-N,18WECT3TG1-123-X,"Fossil Gas",2015,22723,0.010,1.000,8.32901e+06
18WECT3-123456-N,18WECT3TG2-123-Q,"Fossil Gas",2015,22723,0.010,1.000,8.32901e+06
18WECT3-123456-N,18WECT3TV1-123-O,"Fossil Gas",2015,22792,0.010,1.000,8.3543e+06
27W-PU-EDAL----O,27W-GU-EDALG1--2,"Hydro Pumped Storage",2015,119706,0.116,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG2--Z,"Hydro Pumped Storage",2015,121342,0.117,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG3--V,"Hydro Pumped Storage",2015,144076,0.139,1.000,0
27W-PU-EDAL----O,27W-GU-EDALG4--R,"Hydro Pumped Storage",2015,141357,0.137,1.000,0
47W000000000159C,47W000000000086D,"Fossil Peat",2015,762407,0.756,0.975,
27W-PU-EDET----M,27W-GU-EDETG1--0,"Fossil Hard coal",2015,0,0.000,1.000,
27W-PU-EDET----M,27W-GU-EDETG2--X,"Fossil Hard coal",2015,790252,0.485,1.000,
27W-PU-EDET----M,27W-GU-EDETG3--T,"Fossil Hard coal",2015,902879,0.548,1.000,
27W-PU-EDET----M,27W-GU-EDETG4--P,"Fossil Hard coal",2015,769104,0.470,1.000,
49W0000000000342,49W0000000000342,"Fossil Gas",2015,336837,0.347,0.989,1.29269e+08
48WSTN0000EDINWA,48W10000EDINW-1N,"Wind Onshore",2015,74338,0.233,0.867,0
27W-PU-EDST----Z,27W-GU-EDSTG1--D,"Hydro Pumped Storage",2015,394527,0.141,1.000,0
27W-PU-EDST----Z,27W-GU-EDSTG2--9,"Hydro Pumped Storage",2015,308739,0.110,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB1--4,Nuclear,2015,2654265,0.645,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB2--0,Nuclear,2015,2493409,0.606,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB3--X,Nuclear,2015,2669239,0.648,1.000,0
27W-PU-EDUK----1,27W-GU-EDUKB4--T,Nuclear,2015,3995169,0.970,1.000,0
27W-PU-EECK----8,27W-GU-EECKG4--B,"Fossil Brown coal/Lignite",2015,720961,0.681,0.967,
27W-PU-EECK----8,27W-GU-EECKG5--7,"Fossil Brown coal/Lignite",2015,704850,0.660,0.976,
27W-PU-EECK----8,27WGU-EECKG7---A,"Fossil Brown coal/Lignite",2015,698280,0.654,0.976,
48WSTN00000EECLC,48W000000EECL-15,"Fossil Gas",2015,329163,0.492,0.187,1.27666e+08
49W000000000088G,49W000000000089E,"Fossil Gas",2015,608600,0.200,0.967,2.38056e+08
49W000000000086K,49W000000000087I,"Fossil Gas",2015,884234,0.291,0.967,3.45872e+08
49W000000000084O,49W000000000085M,"Fossil Gas",2015,942282,0.308,0.967,3.68577e+08
49W000000000082S,49W000000000083Q,"Fossil Gas",2015,523141,0.172,0.967,2.04629e+08
49W000000000080W,49W000000000081U,"Fossil Gas",2015,930787,0.305,0.967,3.64081e+08
49W000000000044-,49W0000000000180,"Fossil Gas",2015,744271,0.183,0.989,2.75245e+08
49W000000000044-,49W000000000019Z,"Fossil Gas",2015,482582,0.119,0.989,1.78468e+08
49W000000000044-,49W000000000020D,"Fossil Gas",2015,326809,0.080,0.989,1.27833e+08
49W000000000066Q,49W0000000000075,"Fossil Hard coal",2015,3407857,0.498,0.989,2.90452e+09
49W000000000066Q,49W0000000000083,"Fossil Hard coal",2015,3886458,0.693,0.811,3.31243e+09
38W-MT--EEJ----3,38W-MT--EEJG1--L,"Fossil Oil shale",2015,426529,0.293,0.996,4.80772e+08
38W-MT--EEJ----3,38W-MT--EEJG2--H,"Fossil Oil shale",2015,909963,0.625,0.996,1.02569e+09
38W-MT--EEJ----3,38W-MT--EEJG3--D,"Fossil Oil shale",2015,756329,0.529,0.996,8.52513e+08
38W-MT--EEJ----3,38W-MT--EEJG4--9,"Fossil Oil shale",2015,776181,0.543,0.996,8.7489e+08
38W-MT--EEJ----3,38W-MT--EEJG5--5,"Fossil Oil shale",2015,719359,0.477,0.996,8.10842e+08
38W-MT--EEJ----3,38W-MT--EEJG6--1,"Fossil Oil shale",2015,840843,0.557,0.996,9.47775e+08
38W-MT--EEJ----3,38W-MT--EEJG7--Y,"Fossil Oil shale",2015,625652,0.429,0.996,7.05218e+08
38W-MT--EEJ----3,38W-MT--EEJG8--U,"Fossil Oil shale",2015,1285005,0.760,0.995,1.44842e+09
48WSTN0000EGGPS5,48W00000EGGPS-1X,"Fossil Hard coal",2015,809718,0.425,0.414,7.99192e+08
48WSTN0000EGGPS5,48W00000EGGPS-2V,"Fossil Hard coal",2015,383433,0.434,0.192,3.78448e+08
48WSTN0000EGGPS5,48W00000EGGPS-3T,"Fossil Hard coal",2015,857909,0.485,0.384,8.46756e+08
48WSTN0000EGGPS5,48W00000EGGPS-4R,"Fossil Hard coal",2015,1216528,0.510,0.519,1.20071e+09
18WELC1-12345-0U,18WELC1-12345-GZ,"Fossil Hard coal",2015,903110,0.348,1.000,5.5451e+08
27W-PU-ELED----H,27W-GU-ELEDG6--C,"Fossil Brown coal/Lignite",2015,189233,0.106,0.340,
29WENERGEIAKITHP,29WGU-ENERGEITH4,"Fossil Gas",2015,622540,0.181,0.984,2.40061e+08
29WELPEDISONTHIM,29WGU-ELPEDISTHK,"Fossil Gas",2015,503748,0.143,0.984,1.87058e+08
49W000000000048S,49W000000000049Q,"Fossil Gas",2015,853555,0.216,0.989,3.7742e+08
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,"Fossil Hard coal",2015,532253,0.217,0.863,5.61479e+08
27W-PU-EME3----W,27W-GU-EME3G11-4,"Fossil Brown coal/Lignite",2015,1791616,0.493,1.000,
17W100P100P0342H,17W100P100P00024,"Fossil Hard coal",2015,0,0.000,0.995,0
17W100P100P03558,17W100P100P00032,"Fossil Hard coal",2015,0,0.000,0.995,0
17W100P100P0343F,17W100P100P0005Z,"Fossil Hard coal",2015,2180102,0.418,1.000,2.47485e+09
17W100P100P0344D,17W100P100P00105,"Fossil Gas",2015,1015009,0.281,1.000,3.80967e+08
17W100P100P0345B,17W100P100P00113,"Fossil Gas",2015,1007118,0.278,1.000,3.78005e+08
47W000000000244L,47W000000000229H,"Fossil Oil",2015,1,0.000,0.214,760
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,Nuclear,2015,10285976,0.888,0.989,0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,"Fossil Gas",2015,122465,0.030,0.989,4.65829e+07
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,"Fossil Gas",2015,145384,0.035,0.989,5.53008e+07
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,"Fossil Gas",2015,1017483,0.135,0.989,3.87028e+08
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,"Fossil Hard coal",2015,174036,0.190,0.989,2.16376e+08
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,"Fossil Hard coal",2015,1103652,0.450,0.989,1.16425e+09
45W000000000025Q,45W000000000043O,"Fossil Hard coal",2015,302,0.000,1.000,292612
27W-PU-EPC1----Y,27W-GU-EPC1G2--8,"Fossil Brown coal/Lignite",2015,996753,0.608,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G3--4,"Fossil Brown coal/Lignite",2015,1223117,0.751,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G4--0,"Fossil Brown coal/Lignite",2015,1208270,0.738,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G5--X,"Fossil Brown coal/Lignite",2015,772836,0.477,1.000,
27W-PU-EPC1----Y,27W-GU-EPC1G6--T,"Fossil Brown coal/Lignite",2015,853562,0.527,1.000,
27W-PU-EPC2----S,27W-GU-EPC2B21-L,"Fossil Gas",2015,534138,0.074,0.973,
27W-PU-EPR2----Y,27W-GU-EPR2G21-2,"Fossil Brown coal/Lignite",2015,943309,0.570,1.000,
27W-PU-EPR2----Y,27W-GU-EPR2-G22M,"Fossil Brown coal/Lignite",2015,965631,0.583,1.000,
47W000000000231U,47W0000000001869,"Hydro Run-of-river and poundage",2015,0,0.000,0.219,0
47W000000000231U,47W0000000001877,"Hydro Run-of-river and poundage",2015,14215,0.740,0.219,0
47W000000000231U,47W0000000001885,"Hydro Run-of-river and poundage",2015,30443,0.720,0.219,0
47W000000000231U,47W0000000001893,"Hydro Run-of-river and poundage",2015,32176,0.761,0.219,0
48WSTN00000ERROK,48W000000ERRO-1P,"Hydro Run-of-river and poundage",2015,34026,0.645,0.241,0
48WSTN00000ERROK,48W000000ERRO-2N,"Hydro Run-of-river and poundage",2015,36603,0.667,0.251,0
48WSTN00000ERROK,48W000000ERRO-3L,"Hydro Run-of-river and poundage",2015,32780,0.641,0.233,0
45W000000000017P,45W000000000040U,"Fossil Hard coal",2015,961537,0.291,1.000,8.81288e+08
18WESC6-12345-07,18WESC6TG1-12-CL,"Fossil Gas",2015,0,0.000,1.000,0
18WESC6-12345-07,18WESC6TG2-12-CE,"Fossil Gas",2015,0,0.000,1.000,0
18WESC6-12345-07,18WESC6TV-123-C5,"Fossil Gas",2015,2,0.000,1.000,733.091
18WESCCC1-123-0T,18WESCCC1-123-C5,"Fossil Gas",2015,261195,0.074,1.000,9.93527e+07
18WESCCC2-123-0L,18WESCCC2-123-CY,"Fossil Gas",2015,0,0.000,1.000,0
18WESCCC3-123-0D,18WESCCC3-123-CQ,"Fossil Gas",2015,108621,0.031,1.000,4.1317e+07
22WESCH-S0000967,22WESCH-S1500967,"Fossil Gas",2015,573309,0.235,0.741,2.21553e+08
