eic_p,eic_g,eprtr_facilityID,WRI_id,GEO_id,fresna_id
50WP000000001823,50WG00000000458V,,WRI1003136,,2044
50WP000000004091,50WG00000000940U,,WRI1003315,,
50WP000000001815,50WG00000000456Z,,WRI1003132,,
50WP000000004083,50WG00000000938H,,WRI1003314,,
50WP000000004083,50WG00000000939F,,WRI1003314,,
50WP000000004075,50WG00000000937J,,WRI1003313,,
50WP00000000539P,50WG00000001283Z,,WRI1003415,,
50WP00000000716T,50WG00000001827L,,WRI1003512,,
50WP00000000185Y,50WG00000000465Y,,WRI1003138,,
50WP00000000052G,50WG00000000119G,,WRI1003039,,558
50WP00000000052G,50WG00000000120V,,WRI1003039,,558
50WP00000000848C,50WG000000021382,,WRI1003426,,468
50WP00000000848C,50WG000000021374,,WRI1003426,,468
50WP00000000848C,50WG00000002140F,,WRI1003426,,468
50WP00000000848C,50WG000000021390,,WRI1003426,,468
50WP00000000275X,50WG00000000678H,,WRI1003216,,
50WP00000000142F,50WG000000003295,,WRI1003106,,
50WP00000000141H,50WG000000003287,,WRI1003106,,
50WP00000000140J,50WG000000003279,,WRI1003105,,
50WP000000002730,50WG00000000676L,,WRI1003215,,
50WP000000002730,50WG00000000675N,,WRI1003215,,
50WP000000004504,50WG00000001028E,,WRI1003350,,
50WP000000004504,50WG00000001027G,,WRI1003350,,
50WP000000004504,50WG00000001026I,,WRI1003350,,
50WP000000004504,50WG00000001025K,,WRI1003350,,
50WP00000000013Q,50WG00000000040T,,WRI1003004,,
50WP00000000013Q,50WG00000000041R,,WRI1003004,,
50WP00000000013Q,50WG00000000042P,,WRI1003004,,
50WP00000000013Q,50WG00000000039E,,WRI1003004,,
50WP00000000013Q,50WG00000000035M,,WRI1003004,,
50WP00000000013Q,50WG00000000036K,,WRI1003004,,
50WP00000000013Q,50WG00000000037I,,WRI1003004,,
50WP00000000013Q,50WG00000000038G,,WRI1003004,,
50WP00000000279P,50WG00000000686I,,WRI1003221,,
50WP000000001475,50WG000000003627,11297,WRI1003110,,2474
50WP000000001475,50WG000000003643,11297,WRI1003110,,2474
50WP000000001475,50WG000000003635,11297,WRI1003110,,2474
50WP00000000278R,50WG00000000685K,,WRI1003221,,526
50WP00000000278R,50WG00000000684M,,WRI1003221,,526
50WP00000000278R,50WG00000000683O,,WRI1003221,,526
50WP00000000278R,50WG00000000682Q,,WRI1003221,,526
50WP00000000808O,50WG00000002040J,,WRI1003631,,
50WP00000000580S,50WG00000001349V,,WRI1003465,,
50WP00000000277T,50WG00000000681S,,WRI1003220,,
50WP00000000277T,50WG00000000680U,,WRI1003220,,
50WP00000000807Q,50WG000000020394,,WRI1003630,,207
50WP00000000807Q,50WG000000020386,,WRI1003630,,207
50WP00000000144B,50WG00000000341F,,WRI1003108,,183
50WP00000000144B,50WG00000000340H,,WRI1003108,,183
50WP00000000144B,50WG00000000343B,,WRI1003108,,183
50WP00000000144B,50WG00000000342D,,WRI1003108,,183
50WP00000000144B,50WG000000003457,,WRI1003108,,183
50WP00000000144B,50WG000000003449,,WRI1003108,,183
50WP00000000144B,50WG000000003481,,WRI1003108,,183
50WP00000000144B,50WG000000003465,,WRI1003108,,183
50WP00000000144B,50WG000000003473,,WRI1003108,,183
50WP00000000144B,50WG00000000331I,,WRI1003108,,183
50WP00000000144B,50WG00000000333E,,WRI1003108,,183
50WP00000000144B,50WG00000000332G,,WRI1003108,,183
50WP00000000144B,50WG00000000335A,,WRI1003108,,183
50WP00000000144B,50WG00000000334C,,WRI1003108,,183
50WP00000000144B,50WG000000003376,,WRI1003108,,183
50WP00000000144B,50WG000000003384,,WRI1003108,,183
50WP00000000144B,50WG000000003368,,WRI1003108,,183
50WP00000000144B,50WG000000003392,,WRI1003108,,183
50WP00000000144B,50WGI00000003495,,WRI1003108,,183
50WP00000000144B,50WG00000000351C,,WRI1003108,,183
50WP00000000144B,50WG00000000350E,,WRI1003108,,183
50WP00000000144B,50WG000000003538,,WRI1003108,,183
50WP00000000144B,50WG00000000352A,,WRI1003108,,183
50WP00000000144B,50WG000000003554,,WRI1003108,,183
50WP00000000144B,50WG000000003546,,WRI1003108,,183
50WP00000000144B,50WG000000003562,,WRI1003108,,183
50WP00000000144B,50WG000000003570,,WRI1003108,,183
50WP00000000144B,50WG00000002188O,,WRI1003108,,183
50WP00000000276V,50WG00000000679F,,WRI1003219,,
50WP00000000453Z,50WG00000001041M,,WRI1003352,,
50WPI00000000865,50WG00000000227D,,WRI1003065,,
50WP00000000017I,50WG000000000598,,WRI1003016,,556
50WP00000000017I,50WG00000000064F,,WRI1003016,,556
50WP00000000017I,50WG00000000063H,,WRI1003016,,556
50WP00000000017I,50WG00000000065D,,WRI1003016,,556
50WP00000000017I,50WG00000000061L,,WRI1003016,,556
50WP00000000017I,50WG00000000062J,,WRI1003016,,556
50WP00000000017I,50WG00000000060N,,WRI1003016,,556
50WP00000000017I,50WG00000000048D,,,,556
50WP00000000017I,50WG00000000047F,,WRI1003016,,556
50WP00000000017I,50WG00000000049B,,,,556
50WP00000000017I,50WG00000000056E,,WRI1003016,,556
50WP00000000017I,50WG00000000055G,,WRI1003016,,556
50WP00000000017I,50WG00000000058A,,WRI1003016,,556
50WP00000000017I,50WG00000000057C,,WRI1003016,,556
50WP00000000017I,50WG00000000051O,,WRI1003016,,556
50WP00000000017I,50WG00000000050Q,,WRI1003016,,556
50WP00000000017I,50WG00000000054I,,WRI1003016,,556
50WP00000000017I,50WG00000000052M,,WRI1003016,,556
50WP00000000017I,50WG00000000053K,,WRI1003016,,556
50WP00000000016K,50WG00000000045J,,WRI1003015,,
50WP00000000016K,50WG00000000046H,,WRI1003015,,
50WP00000000585I,50WG00000001392U,,WRI1003458,,403
50WP00000000585I,50WG00000001390Y,,WRI1003458,,403
50WP00000000585I,50WG00000001391W,,WRI1003458,,403
50WP00000000014O,50WG00000000043N,,WRI1003011,,
50WP000000004512,50WG00000001040O,,WRI1003351,,184
50WP000000004512,50WG00000001037D,,WRI1003351,,184
50WP000000004512,50WG00000001038B,,WRI1003351,,184
50WP000000004512,50WG000000010399,,WRI1003351,,184
50WP000000004512,50WG00000001033L,,WRI1003351,,184
50WP000000004512,50WG00000001034J,,WRI1003351,,184
50WP000000004512,50WG00000001035H,,WRI1003351,,184
50WP000000004512,50WG00000001036F,,WRI1003351,,184
50WP000000004512,50WG00000001030R,,WRI1003351,,184
50WP000000004512,50WG00000001031P,,WRI1003351,,184
50WP000000004512,50WG00000001032N,,WRI1003351,,184
50WP000000004512,50WG00000001029C,,WRI1003351,,184
50WP000000003257,50WG00000000778D,,WRI1003249,,
50WP000000003257,50WG00000000777F,,WRI1003249,,
50WP000000003257,50WG00000000776H,,WRI1003249,,
50WP00000000456T,50WG00000001045E,177220,WRI1003355,,3121
50WP00000000456T,50WG00000001044G,177220,WRI1003355,,3121
50WP00000000456T,50WG000000010488,177220,WRI1003355,,3121
50WP00000000456T,50WG00000001047A,177220,WRI1003355,,3121
50WP00000000456T,50WG00000001046C,177220,WRI1003355,,3121
50WP00000000323B,50WG00000000772P,,WRI1003248,,
50WP00000000323B,50WG00000000775J,,WRI1003248,,
50WP00000000323B,50WG00000000773N,,WRI1003248,,
50WP00000000455V,50WG00000001043I,,WRI1003354,,
50WP00000000322D,50WG00000000771R,,WRI1003247,,
50WP00000000321F,50WG00000000770T,,WRI1003246,,
50WP00000000321F,50WG00000000769E,,WRI1003246,,
50WPI00000002655,50WG00000000655T,,WRI1003205,,
50WP000000006310,50WG00000001501E,,WRI1003494,,
50WP00000000763K,50WG00000001955C,,WRI1003591,,417
50WP00000000763K,50WG00000001956A,,WRI1003591,,417
50WP00000000763K,50WG000000019578,,WRI1003591,,417
50WP00000000763K,50WG000000019586,,WRI1003591,,417
50WP00000000763K,50WG000000019594,,WRI1003591,,417
50WP00000000763K,50WG00000001951K,,WRI1003591,,417
50WP00000000763K,50WG00000001952I,,WRI1003591,,417
50WP00000000763K,50WG00000001953G,,WRI1003591,,417
50WP00000000763K,50WG00000001954E,,WRI1003591,,417
50WP00000000763K,50WG00000001950M,,WRI1003591,,417
50WP00000000763K,50WG00000001960J,,WRI1003591,,417
50WP00000000763K,50WG00000001961H,,WRI1003591,,417
50WP00000000763K,50WG00000001947B,,WRI1003591,,417
50WP00000000763K,50WG000000019489,,WRI1003591,,417
50WP00000000763K,50WG000000019497,,WRI1003591,,417
50WP00000000763K,50WG00000001946D,,WRI1003591,,417
50WP000000003281,50WG00000000781O,,WRI1003257,,147
50WP000000003273,50WG00000000780Q,192707,,,
50WP00000000458P,50WG00000001051J,,WRI1003357,42475,
50WP000000005039,50WG00000001141I,,WRI1003384,,151
50WP000000005039,50WG00000001144C,,WRI1003384,,151
50WP000000005039,50WG00000001145A,,,,151
50WP000000005039,50WG00000001142G,,WRI1003384,,151
50WP000000005039,50WG00000001143E,,WRI1003384,,151
50WP00000000502B,50WG00000001140K,,WRI1003593,,
50WP00000000502B,50WG000000011395,,WRI1003593,,
50WP00000000502B,50WG000000011387,,WRI1003593,,
50WP00000000633X,50WG00000001503A,,WRI1003495,,8
50WP00000000633X,50WG000000015056,,WRI1003495,,8
50WP00000000633X,50WG000000015048,,WRI1003495,,8
50WP00000000766E,50WG00000001963D,,WRI1003593,,
50WP00000000766E,50WG00000001964B,,WRI1003593,,
50WP00000000632Z,50WG00000001502C,,WRI1003494,,630
50WP000000002803,50WG00000000687G,,WRI1003221,,
50WP000000002803,50WG00000000688E,,WRI1003221,,
50WP000000005071,50WG00000001153B,,WRI1003388,,
50WP00000000639L,50WG000000015137,,WRI1003499,,
50WP00000000639L,50WG000000015145,,WRI1003499,,
50WP000000005047,50WG000000011476,,WRI1003385,,
50WP00000000636R,50WG00000001509Z,,WRI1003497,,
50WP00000000636R,50WG00000001510D,,WRI1003497,,
50WP000000002811,50WG00000000691P,,WRI1003222,,155
50WP000000002811,50WG00000000690R,,WRI1003222,,155
50WP000000002811,50WG00000000689C,,WRI1003222,,155
50WP000000001556,50WG00000000379R,,WRI1003116,,
50WP00000000287Q,50WG000000007150,,WRI1003229,,
50WP00000000020T,50WG00000000070K,,WRI1003017,,213
50WP00000000020T,50WG000000000695,,WRI1003017,,213
50WP00000000020T,50WG000000000687,,WRI1003017,,213
50WP00000000020T,50WG000000000679,,WRI1003017,,213
50WP00000000020T,50WG00000000066B,,WRI1003017,,213
50WP000000001548,50WG00000000376X,,WRI1003115,,
50WP000000001548,50WG00000000377V,,WRI1003115,,
50WP000000001548,50WG00000000378T,,WRI1003115,,
50WP000000001548,50WG000000003732,,WRI1003115,,
50WP000000001548,50WG000000003740,,WRI1003115,,
50WP000000001548,50WG00000000375Z,,WRI1003115,,
50WP00000000286S,50WG000000007142,,WRI1003227,,
50WP00000000153A,50WG000000003724,,WRI1003114,,
50WP00000000284W,50WG00000000698B,,WRI1003225,,
50WP00000000284W,50WG00000000697D,,WRI1003225,,
50WP00000000151E,50WG00000000369U,,WRI1003113,,
50WP00000000151E,50WG000000003708,,WRI1003113,,
50WP00000000023N,50WG00000000075A,,WRI1003017,,213
50WP00000000023N,50WG00000000074C,,WRI1003017,,213
50WP00000000289M,50WG00000000719T,,WRI1003231,,
50WP00000000022P,50WG00000000073E,,WRI1003017,,213
50WP00000000022P,50WG00000000072G,,WRI1003017,,213
50WP00000000022P,50WG00000000071I,,WRI1003017,,213
50WP000000003338,50WG000000007898,,WRI1003254,,
50WP00000000331C,50WG00000000784I,,WRI1003260,,
50WP00000000331C,50WG00000000785G,,WRI1003260,,
50WP00000000463W,50WG000000010577,,WRI1003358,,
50WP00000000330E,50WG00000000783K,,WRI1003259,,
50WP00000000027F,50WG00000000083B,,WRI1003019,,
50WP00000000027F,50WG000000000849,,WRI1003019,,
50WP00000000027F,50WG00000000080H,,WRI1003019,,
50WP00000000027F,50WG00000000081F,,WRI1003019,,
50WP00000000027F,50WG00000000082D,,WRI1003019,,
50WP00000000159Z,50WG00000000403J,,WRI1003119,,
50WP000000003370,50WG00000000795D,,WRI1003261,,
50WP000000003370,50WG00000000794F,,WRI1003261,,
50WP000000003370,50WG00000000793H,,WRI1003261,,
50WP000000003370,50WG00000000796B,,WRI1003261,,
50WP00000000771L,50WG00000001972C,,WRI1003597,,150
50WP00000000771L,50WG00000001971E,,WRI1003597,,150
50WP00000000201P,50WG00000000492V,,WRI1003152,,
50WP00000000467O,50WG00000001063C,,WRI1003361,,
50WP00000000467O,50WG00000001064A,,WRI1003361,,
50WP000000003346,50WG00000000790N,,WRI1003255,,
50WP00000000200R,50WG00000000490Z,,WRI1003151,,
50WP00000000200R,50WG00000000491X,,WRI1003151,,
50WP00000000208B,50WG000000005077,,WRI1003156,,
50WP00000000207D,50WG000000005069,,WRI1003155,,
50WP00000000206F,50WG00000000505B,,WRI1003154,,
50WP00000000775D,50WG000000019772,,WRI1003601,,169
50WP00000000775D,50WG000000019780,,WRI1003601,,169
50WP00000000338Z,50WG000000007979,,WRI1003263,,
50WP00000000647M,50WGI00000015345,,WRI1003508,,
50WP00000000647M,50WG00000001537U,,WRI1003508,,
50WP00000000647M,50WG00000001536W,,WRI1003508,,
50WP00000000647M,50WG00000001535Y,,WRI1003508,,
50WP00000000647M,50WG000000015307,,WRI1003508,,
50WP00000000647M,50WG000000015331,,WRI1003508,,
50WP00000000647M,50WG000000015323,,WRI1003508,,
50WP00000000647M,50WG000000015315,,WRI1003508,,
50WP00000000647M,50WG00000001529T,,WRI1003508,,
50WP00000000647M,50WG00000001528V,,WRI1003508,,
50WP00000000647M,50WG00000001527X,,WRI1003508,,
50WP000000007795,50WG000000019837,,WRI1003604,,
50WP000000002099,50WG000000005085,,WRI1003157,,
50WP000000005128,50WG000000011751,,WRI1003392,,
50WP00000000511A,50WG000000011719,,WRI1003391,,
50WP00000000511A,50WG000000011735,,WRI1003391,,
50WP00000000511A,50WG000000011727,,WRI1003391,,
50WP00000000511A,50WG000000011743,,WRI1003391,,
50WP00000000517Z,50WG000000011913,,WRI1003396,,469
50WP00000000517Z,50WG000000011905,,WRI1003396,,469
50WP00000000517Z,50WG00000001186X,,WRI1003396,,469
50WP00000000517Z,50WG00000001185Z,,WRI1003396,,469
50WP00000000517Z,50WG000000011840,,WRI1003396,,469
50WP00000000517Z,50WG00000001189R,,WRI1003396,,469
50WP00000000517Z,50WG00000001187V,,WRI1003396,,469
50WP00000000517Z,50WG00000001188T,,WRI1003396,,469
50WP00000000517Z,50WG000000011824,,WRI1003396,,469
50WP00000000517Z,50WG000000011832,,WRI1003396,,469
50WP000000002900,50WG000000007207,,WRI1003232,,
50WP00000000295R,50WG00000000727U,,WRI1003239,,
50WP00000000294T,50WG00000000726W,,WRI1003238,,
50WP00000000294T,50WG00000000725Y,,WRI1003238,,
50WP00000000160D,50WG00000000406D,,WRI1003120,,
50WP00000000160D,50WG00000000405F,,WRI1003120,,
50WP00000000160D,50WG00000000404H,,WRI1003120,,
50WP00000000292X,50WGI00000007245,,WRI1003234,,
50WP00000000292X,50WG000000007231,,WRI1003234,,
50WP00000000292X,50WG000000007223,,WRI1003234,,
50WP00000000822U,50WG000000020718,,WRI1003643,,149
50WP00000000822U,50WG000000020734,,WRI1003643,,149
50WP00000000822U,50WG000000020726,,WRI1003643,,149
50WP00000000519V,50WGI00000011935,,WRI1003396,,
50WP00000000519V,50WG000000011921,,WRI1003396,,
50WP00000000291Z,50WG000000007215,,WRI1003233,,
19W0000000001195,19W0000000001268,6494,WRI1019041,40600,98
19W0000000001195,19W000000000122G,6494,WRI1019041,40600,98
19W0000000001195,19W000000000124C,6494,WRI1019041,40600,98
19W0000000001195,19W000000000121I,6494,WRI1019041,40600,98
19W000000000247X,19W0000000002523,,WRI1019048,42466,1
19W000000000247X,19W0000000002507,,WRI1019048,42466,1
19W000000000247X,19W000000000249T,,WRI1019048,42466,1
19W000000000247X,19W000000000248V,,WRI1019048,42466,1
19W000000000116B,19W0000000001187,6494,WRI1019057,40600,98
19W000000000116B,19W0000000001179,6494,WRI1019057,40600,98
19W0000000000725,,6963,,,89
19W000000000199I,19W000000000201K,198,WRI1019036,40597,143
19W000000000199I,19W000000000203G,198,WRI1019036,40597,143
19W000000000199I,19W000000000205C,198,WRI1019036,40597,143
19W000000000199I,19W0000000002078,198,WRI1019036,40597,143
19W000000000199I,19W0000000002094,198,WRI1019036,40597,143
19W000000000199I,19W000000000211H,198,WRI1019036,40597,143
19W000000000193U,19W000000000194S,5214,WRI1019056,42464,111
19W000000000193U,19W000000000196O,5214,,,111
19W000000000061A,,20209,,,2055
19W0000000000628,,6493,,,102
19W0000000000636,19W000000000069V,6497,WRI1019038,40601,102
19W0000000000636,19W0000000000660,6497,WRI1019038,40601,102
19W0000000000636,19W000000000068X,6497,WRI1019038,40601,102
19W0000000000636,19W000000000067Z,6497,WRI1019038,40601,102
19W0000000000636,19W0000000000652,6497,WRI1019038,40601,102
19W0000000000636,19W0000000000644,6497,WRI1019038,40601,102
19W000000000197M,,6459,,,2039
19W000000000111L,19W000000000114F,6492,WRI1019042,40598,99
19W000000000111L,19W000000000115D,6492,WRI1019042,40599,99
19W000000000111L,19W000000000113H,6492,WRI1019042,40598,99
19W000000000240A,,4675,,,2036
19W0000000002418,19W000000000246Z,,WRI1019043,42483,3
19W0000000002418,19W0000000002450,,WRI1019043,42483,3
19W0000000002418,19W0000000002442,,WRI1019043,42483,3
19W0000000002418,19W0000000002434,,WRI1019043,42483,3
19W0000000002426,19W0000000002701,,,,2
19W0000000002426,19W000000000269N,,,,2
19W0000000002426,19W000000000268P,,,,2
19W0000000001292,19W000000000133B,5102,WRI1019035,42462,93
19W0000000001292,19W000000000132D,5102,WRI1019035,42462,93
19W0000000001292,19W000000000131F,5102,WRI1019035,42462,93
19W0000000001292,19W000000000130H,5102,WRI1019035,42462,93
19W0000000000806,19W000000000093Y,4644,WRI1019051,40616,453
19W0000000000806,19W000000000089P,4644,WRI1019051,40616,453
19W0000000000806,19W000000000086V,4644,WRI1019051,40616,453
19W0000000000806,19W0000000000830,4644,WRI1019051,40616,453
19W000000000076Y,19W000000000077W,6498,WRI1019075,,2056
19W0000000000741,19W0000000000709,6963,WRI1019073,42494,89
19W0000000000741,19W0000000000717,6963,WRI1019073,42494,89
19W000000000256W,19W000000000257U,21133,,,2081
19W0000000002515,19W000000000266T,,,,5
19W0000000002515,19W000000000265V,,,,5
19W0000000002515,19W000000000264X,,,,5
19W0000000002515,19W000000000267R,,,,5
19W000000000229Z,,4979,,,312
19W000000000043C,19W0000000000490,7121,WRI1019037,40628,108
19W000000000043C,19W0000000000474,7121,WRI1019037,40628,108
19W000000000043C,19W0000000000458,7121,WRI1019037,40628,108
19W000000000043C,19W0000000000555,7121,WRI1019037,40628,108
19W000000000043C,19W0000000000539,7121,WRI1019037,40628,108
19W000000000043C,19W000000000051D,7121,WRI1019037,40628,108
19W0000000001713,19W0000000001802,6461,WRI1019033,40607,88
19W0000000001713,19W000000000179O,6461,WRI1019033,40607,88
19W0000000001713,19W000000000178Q,6461,WRI1019033,40607,88
19W0000000001713,19W000000000177S,6461,WRI1019033,40607,88
19W0000000001713,19W000000000176U,6461,WRI1019033,40607,88
19W0000000001713,19W000000000175W,6461,WRI1019033,40607,88
19W0000000001713,19W000000000174Y,6461,WRI1019033,40607,88
19W0000000001713,19W0000000001721,6461,WRI1019033,40607,88
19W000000000040I,,234,,,2051
19W000000000106E,,1321,,,1294
19W000000000238Y,,21752,,,2035
19W000000000107C,19W000000000108A,1323,WRI1019064,,1294
19W000000000239W,,20195,,,3122
19W0000000001098,19W000000000110N,500,WRI1019058,,1788
19W0000000002353,,7118,,,2023
19W0000000002361,19W0000000001810,4663,WRI1019044,42463,86
19W0000000002361,19W000000000182Z,4663,WRI1019044,42463,86
19W0000000002361,19W000000000184V,4663,WRI1019044,42463,86
19W0000000002361,19W000000000183X,4663,WRI1019044,42463,86
19W000000000104I,19W000000000278M,4951,,,101
19W000000000104I,19W000000000105G,4951,WRI1019040,40653,101
19W000000000104I,19W0000000002329,4951,WRI1019040,40653,101
19W000000000186R,19W000000000191Y,4646,WRI1019052,40615,393
19W000000000186R,19W000000000192W,4646,WRI1019052,40615,393
19W000000000186R,19W000000000187P,4646,WRI1019052,40615,393
19W000000000186R,19W000000000188N,4646,WRI1019052,40615,393
19W0000000002345,,4962,,,3125
19W0000000000571,,5212,,,2060
19W000000000059Y,,20208,,,458
19W000000000230D,19W000000000231B,554,WRI1019067,42486,311
19W0000000001519,19W0000000001616,6672,WRI1019034,40656,90
19W0000000001519,19W0000000001624,6672,WRI1019034,40656,90
19W0000000001519,19W000000000158W,6672,WRI1019034,40656,90
19W0000000001519,19W0000000001535,6672,WRI1019034,40656,90
19W0000000001519,19W0000000001551,6672,WRI1019034,40656,90
19W0000000001519,19W000000000157Y,6672,WRI1019034,40656,90
19W0000000001519,19W0000000001640,6672,WRI1019034,40656,90
19W000000000287L,,6460,,,1787
19W0000000002191,19W0000000002272,4978,WRI1019046,40655,395
19W0000000002191,19W0000000002256,4978,WRI1019046,40655,395
19W0000000002191,19W000000000223A,4978,WRI1019046,40655,395
19W0000000002191,19W000000000221E,4978,WRI1019046,40655,395
19W000000000212F,,509,,,2027
19W000000000213D,19W0000000002159,235,WRI1019055,42487,390
19W000000000213D,19W0000000002175,235,WRI1019055,42487,390
19W000000000165Z,19W000000000166X,6672,WRI1019062,40656,3126
19W000000000033F,,6029,,,2046
19W000000000034D,,5105,,,1286
19W000000000035B,,20245,,,2048
19W000000000168T,,7120,,,2024
19W0000000000369,19W0000000000385,6457,WRI1019059,40608,460
19W0000000000369,19W0000000000377,6457,WRI1019059,40608,460
19W000000000169R,19W0000000001705,5213,WRI1019087,,2031
19W000000000005K,19W000000000007G,6993,WRI1019047,40611,1279
19W000000000005K,19W000000000009C,6993,WRI1019047,40611,1279
19W000000000005K,19W000000000015H,6993,WRI1019047,40611,1279
19W000000000005K,19W000000000011P,6993,WRI1019047,40611,1279
19W000000000005K,19W000000000013L,6993,WRI1019047,40611,1279
19W000000000094W,,6994,,,6417
19W000000000095U,19W000000000100Q,4951,WRI1019032,40653,101
19W000000000095U,19W000000000101O,4951,WRI1019032,40653,101
19W000000000095U,19W000000000102M,4951,WRI1019032,40653,101
19W000000000095U,19W000000000103K,4951,WRI1019032,40653,101
19W000000000095U,19W000000000098O,4951,WRI1019032,40653,101
19W000000000095U,19W000000000099M,4951,WRI1019032,40653,101
19W000000000095U,19W000000000096S,4951,WRI1019032,40653,101
19W000000000095U,19W000000000097Q,4951,WRI1019032,40653,101
19W0000000001349,19W000000000141C,4985,WRI1019045,40654,92
19W0000000001349,19W0000000001381,4985,WRI1019045,40654,92
19W0000000001349,19W0000000001365,4985,WRI1019045,40654,92
19W000000000004M,,,,,122
19W000000000149X,19W000000000150B,81484,WRI1019050,40613,91
19W000000000272Y,19W000000000273W,,,,12
19W000000000272Y,19W000000000263Z,,,,12
19W000000000272Y,19W0000000002620,,,,12
19W000000000016F,19W0000000000288,1298,WRI1023817,40629,313
19W000000000016F,19W000000000027A,1298,WRI1023817,40629,313
19W000000000016F,19W0000000000296,1298,WRI1023817,40629,313
19W000000000016F,19W000000000023I,1298,WRI1023817,40629,313
19W000000000016F,19W000000000022K,1298,WRI1023817,40629,313
19W000000000016F,19W000000000026C,1298,WRI1023817,40629,313
19W000000000016F,19W000000000024G,1298,WRI1023817,40629,313
19W000000000016F,19W000000000025E,1298,WRI1023817,40629,313
19W000000000016F,19W000000000021M,1298,WRI1023817,40629,313
19W000000000016F,19W000000000020O,1298,WRI1023817,40629,313
19W000000000016F,19W000000000017D,1298,WRI1023817,40629,313
19W000000000016F,19W000000000030L,1298,WRI1023817,40629,313
19W000000000016F,19W000000000032H,1298,WRI1023817,40631,313
19W000000000274U,,555,,,457
19W000000000142A,19W000000000148Z,81484,WRI1019039,40612,91
19W000000000142A,19W0000000001454,81484,WRI1019039,40612,91
19W000000000142A,19W0000000001446,81484,WRI1019039,40612,91
19W000000000142A,19W0000000001470,81484,WRI1019039,40612,91
19W000000000142A,19W0000000001462,81484,WRI1019039,40612,91
19W000000000142A,19W0000000001438,81484,WRI1019039,40612,91
16WCARRAPA-----2,16WCARRA3------X,,,43542,380
16WCARRAPA-----2,16WCARRA2------4,,,43542,380
16WCARRAPA-----2,16WCARRA1------C,,,43542,380
16WMIRANII-----E,16WMIRAN4------0,,,43537,434
16WVALEIRA-----B,16WVALEIR1-----0,,,43540,465
16WVALEIRA-----B,16WVALEIR3-----N,,,43540,465
16WVALEIRA-----B,16WVALEIR2-----U,,,43540,465
16WRTG---------V,16WRTG02-------V,5486,WRI1023229,,
16WRTG---------V,16WRTG01-------3,5486,WRI1023229,,
16WRTG---------V,16WRTG03-------M,5486,WRI1023229,,
16WCABRIL------U,16WCABRIL2-----9,,,43549,379
16WCABRIL------U,16WCABRIL1-----G,,,43549,379
16WALINDO------J,16WALINDO1-----5,,WRI1023233,43535,140
16WALINDO------J,16WALINDO2-----Z,,WRI1023233,43535,140
16WPOCINHO-----S,16WPOCIN3------J,,,43536,428
16WPOCINHO-----S,16WPOCIN2------R,,,43536,428
16WPOCINHO-----S,16WPOCIN1------Z,,,43536,428
16WBEMPOS------6,16WBEMPOS1-----T,,,43539,397
16WBEMPOS------6,16WBEMPOS2-----M,,,43539,397
16WBEMPOS------6,16WBEMPOS3-----F,,,43539,397
16WVFURNA------1,16WVFURNA1-----O,,,43548,6493
16WVFURNA------1,16WVFURNA2-----H,,,43548,6493
16WREGUA-------O,16WREGUA2------0,,,43541,426
16WREGUA-------O,16WREGUA3------T,,,43541,426
16WREGUA-------O,16WREGUA1------8,,,43541,426
16WCRESTUM-----6,16WCRESTU3-----S,,,43543,383
16WCRESTUM-----6,16WCRESTU2-----Z,,,43543,383
16WCRESTUM-----6,16WCRESTU1-----5,,,43543,383
16WRPG---------5,16WRPG01-------E,5530,WRI1023234,43560,422
16WRPG---------5,16WRPG02-------5,5530,WRI1023234,43560,422
16WCBODE-------5,16WCBODE1------Q,,,43550,381
16WCBODE-------5,16WCBODE2------I,,,43550,381
16WCBODE-------5,16WCBODE3------A,,,43550,381
16WFRADES------T,16WFRADES2-----8,,WRI1023232,43565,2015
16WFRADES------T,16WFRADES1-----F,,WRI1023232,43565,2015
16WBASBM-------8,16WBASBM2------L,,WRI1023290,,4248
16WBASBM-------8,16WBASBM1------T,,WRI1023290,,4248
16WLARES-------R,16WLARES2------3,133888,WRI1023231,,452
16WLARES-------R,16WLARES1------B,133888,WRI1023231,,452
16WPICOTE------0,16WPICOTE3-----9,,,43538,431
16WPICOTE------0,16WPICOTE2-----G,,,43538,431
16WPICOTE------0,16WPICOTE1-----N,,,43538,431
16WBEMPOII-----R,16WBEMPOS4-----8,,,43539,397
16WSALAM2------Z,16WSALAMG3-----6,,WRI1022566,43544,128
16WSINES1------G,16WSINES2------8,5485,WRI1023227,43551,394
16WSINES1------G,16WSINES1------G,5485,WRI1023227,43551,394
16WSINES1------G,16WSINES4------T,5485,WRI1023227,43551,394
16WSINES1------G,16WSINES3------0,5485,WRI1023227,43551,394
16WAGUIE-------3,16WAGUIE2------G,,,,411
16WAGUIE-------3,16WAGUIE1------O,,,,411
16WAGUIE-------3,16WAGUIE3------8,,,,411
16W-MIRANDA----I,16WMIRAN2------G,,,43537,434
16W-MIRANDA----I,16WMIRAN3------8,,,43537,434
16W-MIRANDA----I,16WMIRAN1------O,,,43537,434
16WTORRAO------V,16WTORRA2------M,,,43573,467
16WTORRAO------V,16WTORRA1------U,,,43573,467
16WRIBATE------E,16WRIBATE3-----N,5531,WRI1023228,,421
16WRIBATE------E,16WRIBATE2-----U,5531,WRI1023228,,421
16WRIBATE------E,16WRIBATE1-----0,5531,WRI1023228,,421
16WPEGO--------O,16WPEGO3-------P,5530,WRI1023230,,1302
