eic_p,eic_g,name_p,name_g,capacity_p,capacity_g,type_g,lat,lon,country,NUTS2,status_g,year_commissioned,year_decommissioned,water_type,cooling_type,water_withdrawal,water_consumption
48WSTN0000IRNPS9,48W00000IRNPS-2S,IRNPS,IRNPS-2,1000,500,"Fossil Hard coal",52.63,-2.513,"United Kingdom",UKG2,COMMISSIONED,1969,,Freshwater,"Natural Draught Tower",2.22,1.81
48WSTN0000IRNPS9,48W00000IRNPS-1U,IRNPS,IRNPS-1,1000,500,"Fossil Hard coal",52.63,-2.513,"United Kingdom",UKG2,COMMISSIONED,1970,,Freshwater,"Natural Draught Tower",2.22,1.81
48WSTN00000KEAD4,48W000000KEAD-15,KEAD,KEAD-1,764,764,"Fossil Gas",53.594,-0.75,"United Kingdom",UKE1,COMMISSIONED,1996,,Freshwater,Once-through,43.07,0.38
48WSTN0000FAARW2,48W00000FAARW-13,FAARW,FAARW-1,140,70,"Wind Onshore",57.334,-4.103,"United Kingdom",UKM6,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000FAARW2,48W00000FAARW-21,FAARW,FAARW-2,140,70,"Wind Onshore",57.334,-4.103,"United Kingdom",UKM6,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000TULWBN,48W00000TULWW-2S,TULWB,TULWW-2,25,25,"Wind Onshore",56.964,-2.211,"United Kingdom",UKM5,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000GFLDW6,48W00000GFLDW-11,GFLDW,GFLDW-1,32,32,"Wind Onshore",53.666,-0.889,"United Kingdom",UKE1,COMMISSIONED,,,None,,0.00,0.00
48WSTN00000TUMBB,48W000000TUMB-1G,TUMB,TUMB-1,40,20,"Hydro Run-of-river and poundage",56.708,-4.021,"United Kingdom",UKM7,COMMISSIONED,1933,,Freshwater,,,
48WSTN00000TUMBB,48W000000TUMB-2E,TUMB,TUMB-2,40,20,"Hydro Run-of-river and poundage",56.708,-4.021,"United Kingdom",UKM7,COMMISSIONED,1933,,Freshwater,,,
48WSTN0000LNCSW1,48W00000LNCSW-3S,LNCSW,LNCSW-3,269,250,"Wind Offshore",53.184,0.498,"United Kingdom",UKF3,DECOMMISSIONED,,,None,,0.00,0.00
48WSTN0000LNCSW1,48W00000LNCSO-1R,LNCSW,LNCSO-1,269,129,"Wind Offshore",53.184,0.498,"United Kingdom",UKF3,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000LNCSW1,48W00000LNCSO-2P,LNCSW,LNCSO-2,269,140,"Wind Offshore",53.184,0.498,"United Kingdom",UKF3,COMMISSIONED,,,None,,0.00,0.00
48WSTN00000ROOS5,48W000000ROOS-1P,ROOS,ROOS-1,229,229,"Fossil Gas",54.105,-3.19,"United Kingdom",UKD1,COMMISSIONED,1991,,Seawater,Once-through,43.07,0.38
48WSTN00000SPLNF,48W000000SPLN-1A,SPLN,SPLN-1,903,903,"Fossil Gas",52.808,-0.132,"United Kingdom",UKF3,COMMISSIONED,2004,,Freshwater,"Air Cooling",0.01,0.01
48WSTN0000PAUHW3,48W00000PAUHW-11,PAUHW,PAUHW-1,70,70,"Wind Onshore",57.446,-3.476,"United Kingdom",UKM6,COMMISSIONED,,,None,,0.00,0.00
48WSTN00000RANN0,48W000000RANN-3J,RANN,RANN-3,51,17,"Hydro Run-of-river and poundage",56.633,-4.367,"United Kingdom",UKM7,COMMISSIONED,1930,,Freshwater,,,
48WSTN00000RANN0,48W000000RANN-2L,RANN,RANN-2,51,17,"Hydro Run-of-river and poundage",56.633,-4.367,"United Kingdom",UKM7,COMMISSIONED,1930,,Freshwater,,,
48WSTN00000RANN0,48W000000RANN-1N,RANN,RANN-1,51,17,"Hydro Run-of-river and poundage",56.633,-4.367,"United Kingdom",UKM7,COMMISSIONED,1930,,Freshwater,,,
48WSTN0000BOYNWK,48W00000BOYNW-1Z,BOYNW,BOYNW-1,22,22,"Wind Onshore",57.665,-2.639,"United Kingdom",UKM5,COMMISSIONED,,,None,,0.00,0.00
48WSTN000KILLPG5,48W0000KILLPG-1Q,KILLPG,KILLPG-1,1000,500,"Fossil Gas",53.653,-0.255,"United Kingdom",UKE1,COMMISSIONED,1993,,Seawater,"Mechanical Draught Tower",0.96,0.78
48WSTN000KILLPG5,48W0000KILLPG-2O,KILLPG,KILLPG-2,1000,500,"Fossil Gas",53.653,-0.255,"United Kingdom",UKE1,COMMISSIONED,1993,,Seawater,"Mechanical Draught Tower",0.96,0.78
48WSTN00000LAIGM,48W000000LAIG-17,LAIG,LAIG-1,0,6,"Hydro Run-of-river and poundage",56.317,-4.829,"United Kingdom",UKM6,COMMISSIONED,,,Freshwater,,,
48WSTN00000BLLAV,48W000000BLLA-1K,BLLA,BLLA-1,134,134,"Wind Onshore",55.762,-3.763,"United Kingdom",UKM9,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000TDBNWM,48W00000TDBNW-1W,TDBNW,TDBNW-1,28,28,"Wind Onshore",55.769,-2.877,"United Kingdom",UKM9,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000BHLAWZ,48W00000BHLAW-15,BHLAW,BHLAW-1,108,108,"Wind Offshore",57.219,-4.582,"United Kingdom",UKM6,COMMISSIONED,,,None,,0.00,0.00
48WSTN00000LOAND,48W000000LOAN-19,LOAN,LOAN-1,2400,600,"Fossil Hard coal",56.05,-3.681,"United Kingdom",UKM7,decommissioned,1972,2016,Seawater,Once-through,137.59,0.95
48WSTN00000LOAND,48W000000LOAN-43,LOAN,LOAN-4,2400,600,"Fossil Hard coal",56.05,-3.681,"United Kingdom",UKM7,decommissioned,1972,2016,Seawater,Once-through,137.59,0.95
48WSTN00000LOAND,48W000000LOAN-27,LOAN,LOAN-2,2400,600,"Fossil Hard coal",56.05,-3.681,"United Kingdom",UKM7,decommissioned,1972,2016,Seawater,Once-through,137.59,0.95
48WSTN00000LOAND,48W000000LOAN-35,LOAN,LOAN-3,2400,600,"Fossil Hard coal",56.05,-3.681,"United Kingdom",UKM7,decommissioned,1972,2016,Seawater,Once-through,137.59,0.95
48WSTN10000DINOQ,48W000000DINO-6M,DINO,DINO-6,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN10000DINOQ,48W000000DINO-5O,DINO,DINO-5,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN10000DINOQ,48W000000DINO-4Q,DINO,DINO-4,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN10000DINOQ,48W000000DINO-3S,DINO,DINO-3,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN10000DINOQ,48W000000DINO-2U,DINO,DINO-2,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN10000DINOQ,48W000000DINO-1W,DINO,DINO-1,2016,336,"Hydro Pumped Storage",53.118,-4.103,"United Kingdom",UKL1,COMMISSIONED,1984,,Freshwater,,,
48WSTN0000OMNDWQ,48W00000OMNDO-1J,Ormonde,OMNDO-1,150,150,"Wind Offshore",54.089,-3.439,"United Kingdom",UKD1,COMMISSIONED,,,None,,0.00,0.00
48WSTN0000RSHLWF,48W00000RSHLW-1S,RSHLW,RSHLW-1,24,24,"Wind Onshore",56.055,-3.828,"United Kingdom",UKM7,COMMISSIONED,,,None,,0.00,0.00
47W000000000153O,47W0000000001113,"Ballylumford B Station","Ballylumford Unit 4",611,170,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,1974,,Seawater,Once-through,132.48,0.91
47W000000000153O,47W0000000001105,"Ballylumford B Station","Ballylumford unit 5",611,170,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,1974,,Seawater,Once-through,132.48,0.91
47W000000000153O,47W000000000108T,"Ballylumford B Station","Ballylumford Unit 10",611,101,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,,,Seawater,Once-through,132.48,0.91
47W000000000153O,47W000000000109R,"Ballylumford B Station","Ballylumford Unit 6",611,170,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,1974,,Seawater,Once-through,132.48,0.91
47W000000000153O,47W000000000220Z,"Ballylumford B Station","Ballylumford GT1",611,58,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,1976,,Seawater,"Air Cooling",0.10,0.10
47W000000000153O,47W000000000221X,"Ballylumford B Station","Ballylumford GT2",611,58,"Fossil Oil",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,1976,,Seawater,"Air Cooling",0.10,0.10
47W000000000154M,47W000000000107V,"Ballylumford C Station","Ballylumford CCGT Unit 32",494,247,"Fossil Gas",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,2003,,Seawater,Once-through,43.07,0.38
47W000000000154M,47W000000000106X,"Ballylumford C Station","Ballylumford CCGT Unit 31",494,247,"Fossil Gas",54.845,-5.786,"United Kingdom",UKN0,COMMISSIONED,2003,,Seawater,Once-through,43.07,0.38
47W000000000155K,47W000000000105Z,Coolkeeragh,"Coolkeeragh CCGT",478,425,"Fossil Gas",55.044,-7.245,"United Kingdom",UKN0,COMMISSIONED,2005,,Seawater,Once-through,43.07,0.38
47W000000000155K,47W000000000219K,Coolkeeragh,"Coolkeeragh CGT8",478,53,"Fossil Gas",55.044,-7.245,"United Kingdom",UKN0,COMMISSIONED,,,Seawater,Once-through,43.07,0.38
47W000000000156I,47W000000000223T,Kilroot,"Kilroot KGT4",618,42,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,,,Seawater,"Air Cooling",0.10,0.10
47W000000000156I,47W000000000222V,Kilroot,"Kilroot KGT3",618,42,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,2009,,Seawater,"Air Cooling",0.10,0.10
47W000000000156I,47W000000000225P,Kilroot,"Kilroot KGT2",618,29,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,,,Seawater,"Air Cooling",0.10,0.10
47W000000000156I,47W000000000224R,Kilroot,"Kilroot KGT1",618,29,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,,,Seawater,"Air Cooling",0.10,0.10
47W000000000156I,47W000000000114Y,Kilroot,"Kilroot K2",618,238,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,1982,,Seawater,Once-through,132.48,0.91
47W000000000156I,47W0000000001121,Kilroot,"Kilroot K1",618,238,"Fossil Oil",54.726,-5.765,"United Kingdom",UKN0,COMMISSIONED,1981,,Seawater,Once-through,132.48,0.91
47W000000000242P,47W000000000227L,"Knockmore Hill AGU Production","Knockmore Hill AGU",12,12,"Fossil Gas",53.406,-6.345,Ireland,UKN0,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
47W000000000243N,47W000000000228J,"iPower Solutions Limited","iPower Solutions ltd",74,74,"Fossil Oil",54.611,-5.906,Ireland,UKN0,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
47W000000000244L,47W000000000229H,"Empower Generation Limited","EmPower Generation Limited",3,3,"Fossil Oil",,,Ireland,,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
49W000000000091R,49W0000000000253,"Merwedekanaal 11","MK11 50kV",103,103,"Fossil Gas",52.102,5.079,Netherlands,NL31,COMMISSIONED,1978,,Freshwater,Once-through,43.07,0.38
49W000000000094L,49W000000000095J,"Pergen 2","Pergen 2",130,130,"Fossil Gas",51.891,4.342,Netherlands,NL33,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
49W000000000096H,49W000000000097F,GDFSUEZ_NL_EC-22,GDFSUEZ_NL_EC-22,131,131,"Fossil Gas",53.21,6.03,Netherlands,NL12,COMMISSIONED,,,Freshwater,Once-through,43.07,0.38
49W000000000090T,49W0000000000261,ASP003,"Centrale Merwedekanaal",224,224,"Fossil Gas",52.102,5.079,Netherlands,NL31,COMMISSIONED,1978,,Freshwater,Once-through,43.07,0.38
49W000000000000J,49W000000000000J,Westereems,"Westereems 2 Tennet",120.3,120.3,"Wind Onshore",53.438,6.861,Netherlands,NL11,COMMISSIONED,,,None,,0.00,0.00
49W000000000088G,49W000000000089E,eem220-ec-3,"Eemscentrale (EC3)",359,359,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,1995,,Seawater,Once-through,43.07,0.38
49W000000000080W,49W000000000081U,eem380-ec-7,"Eemscentrale (EC7)",360,360,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,1996,,Seawater,Once-through,43.07,0.38
49W000000000082S,49W000000000083Q,eem380-ec-6,"Eemscentrale (EC6)",359,359,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,1996,,Seawater,Once-through,43.07,0.38
49W000000000084O,49W000000000085M,eem220-ec-5,"Eemscentrale (EC5)",361,361,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,1995,,Seawater,Once-through,43.07,0.38
49W000000000086K,49W000000000087I,eem220-ec-4,"Eemscentrale (EC4)",359,359,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,1995,,Seawater,Once-through,43.07,0.38
49W0000000001225,49W000000000109Y,"Maastroom Energie CV","Maasstroom Energie",426,426,"Fossil Gas",51.89,4.355,Netherlands,NL33,COMMISSIONED,,,Freshwater,"Mechanical Draught Tower",0.96,0.78
49W000000000078J,49W000000000079H,"MVL380 CR10","MVL380 Centrale Rotterdam 1",731,731,"Fossil Hard coal",51.945,4.072,Netherlands,NL33,COMMISSIONED,2013,,Seawater,Once-through,85.50,0.39
49W000000000070Z,49W000000000002F,Amer,"Amer 9",643,643,"Fossil Hard coal",51.708,4.844,Netherlands,NL41,COMMISSIONED,1980,,Freshwater,"Natural Draught Tower",2.40,1.87
49W000000000072V,49W000000000073T,"LLS380 FL-4","Maxima Centrale (FL4)",435,435,"Fossil Gas",52.577,5.53,Netherlands,NL23,COMMISSIONED,2010,,Freshwater,Once-through,43.07,0.38
49W000000000074R,49W000000000075P,LLS150FL-5,"Maxima Centrale (FL5)",437,437,"Fossil Gas",52.577,5.53,Netherlands,NL23,COMMISSIONED,2010,,Freshwater,Once-through,43.07,0.38
49W000000000117Z,49W0000000000423,"Sloecentrale Unit 20","Sloe 20",432,432,"Fossil Gas",51.448,3.693,Netherlands,NL34,COMMISSIONED,2009,,Seawater,Once-through,43.07,0.38
49W000000000110C,,"Prinses Alexia Windpark",NA,122,122,"Wind Onshore",52.338,5.391,Netherlands,NL23,COMMISSIONED,,,None,,0.00,0.00
49W0000000001128,49W0000000001136,Rijmond,"Rijmond 1",790,790,"Fossil Gas",51.893,4.347,Netherlands,NL33,COMMISSIONED,,,Seawater,Once-through,43.07,0.38
49W000000000111A,,"Windpark Egmond aan Zee",NA,108,108,"Wind Offshore",52.6,4.42,Netherlands,NL32,DECOMMISSIONED,,,None,,0.00,0.00
49W000000000063W,49W000000000013A,Moerdijk,"Moerdijk 1",766,348,"Fossil Gas",51.685,4.581,Netherlands,NL41,MOTHBALLED,1997,2017,Seawater,"Natural Draught Tower",0.96,0.78
49W000000000063W,49W0000000000148,Moerdijk,"Moerdijk 2",766,418,"Fossil Gas",51.685,4.581,Netherlands,NL41,COMMISSIONED,2012,,Seawater,"Natural Draught Tower",0.96,0.78
49W000000000066Q,49W0000000000075,Eemshaven,"Eemshaven A",1580,790,"Fossil Hard coal",53.448,6.859,Netherlands,NL41,COMMISSIONED,2014,,Seawater,Once-through,85.50,0.39
49W000000000066Q,49W0000000000083,Eemshaven,"Eemshaven B",1580,790,"Fossil Hard coal",53.448,6.859,Netherlands,NL41,COMMISSIONED,2014,,Seawater,Once-through,85.50,0.39
49W000000000069K,49W0000000000059,Claus,"Claus C",1304,1304,"Fossil Gas",51.154,5.908,Netherlands,NL42,MOTHBALLED,2010,2014,Freshwater,"Natural Draught Tower",4.55,3.13
49W000000000061-,49W0000000000156,Swentibold,"Swentibold 1",209,209,"Fossil Gas",50.985,5.797,Netherlands,NL42,COMMISSIONED,1999,,Freshwater,Once-through,43.07,0.38
49W000000000102B,49W0000000000326,Maasvlakte,"Maasvlakte 3",1070,1070,"Fossil Hard coal",51.944,4.067,Netherlands,NL33,COMMISSIONED,2014,,Seawater,Once-through,85.50,0.39
49W0000000001047,49W000000000037X,RoCa,"RoCa 3",220,220,"Fossil Gas",51.969,4.558,Netherlands,NL33,COMMISSIONED,1996,,Freshwater,"Mechanical Draught Tower",0.96,0.78
49W000000000054X,49W000000000055V,"Borssele 30","Borssele 30",492,492,Nuclear,51.432,3.718,Netherlands,NL34,COMMISSIONED,1973,,Seawater,Once-through,167.87,1.02
49W000000000056T,49W000000000057R,Rijnmond,"Rijnmond I",840,840,"Fossil Gas",51.886,4.355,Netherlands,NL33,COMMISSIONED,2004,,Freshwater,"Mechanical Draught Tower",0.96,0.78
49W000000000058P,49W000000000059N,Enecogen,ENECOGEN-U10,844,422,"Fossil Gas",51.958,4.094,Netherlands,NL33,COMMISSIONED,2011,,Seawater,Once-through,43.07,0.38
49W000000000058P,49W0000000001209,Enecogen,ENECOGEN-U20,844,422,"Fossil Gas",51.958,4.094,Netherlands,NL33,COMMISSIONED,,,Seawater,Once-through,43.07,0.38
49W0000000000512,49W0000000000415,"Sloecentrale Unit 10","Sloecentrale unit 10",432,432,"Fossil Gas",51.449,3.693,Netherlands,NL34,COMMISSIONED,2009,,Seawater,Once-through,43.07,0.38
49W000000000048S,49W000000000049Q,"TNZ150 ELSTA",ELSTA,456,456,"Fossil Gas",51.336,3.797,Netherlands,NL34,COMMISSIONED,1998,,Seawater,"Mechanical Draught Tower",0.96,0.78
49W000000000047U,49W0000000000245,"Centrale Lage Weide","Lage Weide 6",247,247,"Fossil Gas",52.102,5.079,Netherlands,NL31,COMMISSIONED,1976,,Freshwater,Once-through,43.07,0.38
49W000000000044-,49W000000000020D,Eemshaven,"Eemshaven 30",1410,470,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,2013,,Seawater,Once-through,43.07,0.38
49W000000000044-,49W0000000000180,Eemshaven,"Eemshaven 10",1410,470,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,2013,,Seawater,Once-through,43.07,0.38
49W000000000044-,49W000000000019Z,Eemshaven,"Eemshaven 20",1410,470,"Fossil Gas",53.437,6.881,Netherlands,NL11,COMMISSIONED,2013,,Seawater,Once-through,43.07,0.38
49W0000000000431,49W0000000000164,Diemen,"Diemen 33",684,249,"Fossil Gas",52.339,5.02,Netherlands,NL32,COMMISSIONED,1995,,Seawater,Once-through,132.48,0.91
49W0000000000431,49W0000000000172,Diemen,"Diemen 34",684,435,"Fossil Gas",52.339,5.02,Netherlands,NL32,COMMISSIONED,2013,,Seawater,Once-through,132.48,0.91
49W000000000046W,49W0000000000237,Velsen,"Velsen 25",869,375,"Fossil Gas",52.475,4.618,Netherlands,NL32,COMMISSIONED,1986,,Freshwater,Once-through,132.48,0.91
49W000000000046W,49W0000000000229,Velsen,"Velsen 24",869,350,"Fossil Gas",52.475,4.618,Netherlands,NL32,COMMISSIONED,1974,,Freshwater,Once-through,132.48,0.91
49W000000000046W,49W000000000021B,Velsen,IJmond,869,144,"Fossil Gas",52.475,4.618,Netherlands,NL32,COMMISSIONED,1997,,Seawater,Once-through,43.07,0.38
49W000000000045Y,49W000000000039T,Hemweg,"Hemweg 9",1090,440,"Fossil Hard coal",52.404,4.846,Netherlands,NL32,COMMISSIONED,2012,,Freshwater,Once-through,85.50,0.39
49W000000000045Y,49W000000000038V,Hemweg,"Hemweg 8",1090,650,"Fossil Hard coal",52.404,4.846,Netherlands,NL32,COMMISSIONED,1994,,Freshwater,Once-through,85.50,0.39
49W0000000000342,49W0000000000342,"Den Haag",EDH,112,112,"Fossil Gas",52.076,4.291,Netherlands,NL33,COMMISSIONED,2008,,Seawater,Once-through,43.07,0.38
50WP00000000384S,50WG000000008967,Kvandal,"Kvandal Ng1 Therm",0.4,0,"Hydro Run-of-river and poundage",60.471,6.61,Norway,NO05,COMMISSIONED,,,Freshwater,,,
50WP00000000384S,50WG000000008975,Kvandal,"Kvandal G101 Hydro",0.4,0.4,"Hydro Run-of-river and poundage",60.471,6.61,Norway,NO05,COMMISSIONED,,,Freshwater,,,
50WP000000002528,50WG00000000637V,Haugfoss,"Haugfossg1 Hydro",3.6,3.6,"Hydro Water Reservoir",59.914,9.886,Norway,NO03,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006324,Haugen,"Haugen G121 Hydro",32.9,0.4,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006316,Haugen,"Haugen G101 Hydro",32.9,1.9,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006332,Haugen,"Haugen G127 Hydro",32.9,1.3,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006308,Haugen,"Haugen G126 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000636X,Haugen,"Haugen G116 Hydro",32.9,0.8,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000635Z,Haugen,"Haugen G103 Hydro",32.9,2.2,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006340,Haugen,"Haugen G123 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000629U,Haugen,"Haugen G131 Hydro",32.9,2.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WGI00000006265,Haugen,"Haugen G118 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006162,Haugen,"Haugen G107 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006170,Haugen,"Haugen G119 Hydro",32.9,0.4,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006146,Haugen,"Haugen G129 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006138,Haugen,"Haugen G120 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006154,Haugen,"Haugen G114 Hydro",32.9,0.4,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000611C,Haugen,"Haugen G102 Hydro",32.9,1.7,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000612A,Haugen,"Haugen G117 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000610E,Haugen,"Haugen G109 Hydro",32.9,3.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006081,Haugen,"Haugen G110 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006065,Haugen,"Haugen G132 Hydro",32.9,0.6,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006073,Haugen,"Haugen G130 Hydro",32.9,0.2,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000620B,Haugen,"Haugen G125 Hydro",32.9,2.6,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000627Y,Haugen,"Haugen G105 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000628W,Haugen,"Haugen G124 Hydro",32.9,2.6,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006243,Haugen,"Haugen G106 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WGI00000006095,Haugen,"Haugen G122 Hydro",32.9,0.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006251,Haugen,"Haugen G111 Hydro",32.9,1.3,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006219,Haugen,"Haugen G115 Hydro",32.9,0.8,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006235,Haugen,"Haugen G108 Hydro",32.9,3.1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG000000006227,Haugen,"Haugen G113 Hydro",32.9,2.9,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000619X,Haugen,"Haugen G104 Hydro",32.9,1,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000251A,50WG00000000618Z,Haugen,"Haugen G112 Hydro",32.9,2.4,"Hydro Run-of-river and poundage",59.586,10.743,Norway,NO01,COMMISSIONED,,,Freshwater,,,
50WP00000000383U,50WG000000008959,Kurasfossen,"Kurasfosg1 Hydro",12.7,7.2,"Hydro Water Reservoir",62.679,11.462,Norway,NO06,COMMISSIONED,,,Freshwater,,,
50WP00000000383U,50WG00000000894B,Kurasfossen,"Kurasfosg2 Hydro",12.7,5.5,"Hydro Water Reservoir",62.679,11.462,Norway,NO06,COMMISSIONED,,,Freshwater,,,
50WP00000000079X,50WG00000000207J,Breive,"Breive P5 Hydro",24,3,"Hydro Water Reservoir",70.597,22.109,Norway,NO07,COMMISSIONED,,,Freshwater,,,
50WP00000000079X,50WG00000000208H,Breive,"Breive P1 Hydro",24,3,"Hydro Water Reservoir",70.597,22.109,Norway,NO07,COMMISSIONED,,,Freshwater,,,
50WP00000000079X,50WG00000000209F,Breive,"Breive P3 Hydro",24,3,"Hydro Water Reservoir",70.597,22.109,Norway,NO07,COMMISSIONED,,,Freshwater,,,
50WP00000000079X,50WG00000000210U,Breive,"Breive P2 Hydro",24,3,"Hydro Water Reservoir",70.597,22.109,Norway,NO07,COMMISSIONED,,,Freshwater,,,
