eic_p,eic_g,min_load,ramp_up,ramp_down,minimum_up_time,minimum_down_time,eff,best_source
50WP00000000269S,50WG00000000665Q,0.052,0.014,-0.014,837,60,,
50WP00000000269S,50WG00000000666O,0.052,0.014,-0.014,837,60,,
50WP00000000269S,50WG00000000667M,0.052,0.014,-0.014,837,60,,
50WP00000000572R,50WG00000001339Y,0.211,0.014,-0.014,60,60,,
50WP000000001378,50WG00000000324F,0.2,0.015,-0.015,307,63,,
50WP00000000136A,50WG00000000323H,0.211,0.014,-0.014,60,60,,
50WP00000000002V,50WG00000000007R,0.211,0.014,-0.014,60,60,,
50WP00000000002V,50WG00000000008P,,,,,,,
50WP00000000002V,50WG00000000009N,0.211,0.014,-0.014,60,60,,
50WP00000000571T,50WGI00000013385,0.211,0.014,-0.014,60,60,,
50WP00000000445Y,50WG00000001016L,,,,,,,
50WP00000000445Y,50WG00000001015N,0.2,0.015,-0.015,307,63,,
50WP00000000578F,50WG00000001347Z,0.211,0.014,-0.014,60,60,,
50WP00000000312G,50WG00000000755P,0.211,0.014,-0.014,60,60,,
50WP00000000311I,50WG00000000754R,0.211,0.014,-0.014,60,60,,
50WP00000000311I,50WG00000000753T,0.211,0.014,-0.014,60,60,,
50WP00000000880G,50WG000000022095,0.124,0.014,-0.014,60,60,,
50WP00000000880G,50WG000000022087,0.124,0.014,-0.014,60,60,,
50WP00000000577H,50WG000000013460,0.211,0.014,-0.014,60,60,,
50WP00000000008J,50WG00000000018M,0.211,0.014,-0.014,60,60,,
50WP00000000008J,50WG00000000017O,0.211,0.014,-0.014,60,60,,
50WP00000000008J,50WG00000000019K,,,,,,,
50WP00000000008J,50WG00000000021X,0.211,0.014,-0.014,60,60,,
50WP00000000008J,50WG00000000020Z,0.211,0.014,-0.014,60,60,,
50WP00000000576J,50WG000000013452,0.2,0.015,-0.015,307,63,,
50WP000000004431,50WG00000001013R,0.2,0.015,-0.015,307,63,,
50WP00000000575L,50WG000000013444,0.139,0.014,-0.013,86,105,0.380,OEM_derived
50WP00000000575L,50WG000000013436,0.139,0.014,-0.013,86,105,0.380,OEM_derived
50WP00000000575L,50WG000000013428,0.139,0.014,-0.013,86,105,0.380,OEM_derived
50WP00000000006N,50WG00000000016Q,0.211,0.014,-0.014,60,60,,
50WP00000000006N,50WG00000000015S,0.211,0.014,-0.014,60,60,,
50WP000000003176,50WG00000000762S,0.211,0.014,-0.014,60,60,,
50WP00000000752P,50WG00000001909J,0.211,0.014,-0.014,60,60,,
50WP00000000751R,50WG00000001908L,0.211,0.014,-0.014,60,60,,
50WP00000000315A,50WG00000000760W,0.211,0.014,-0.014,60,60,,
50WP00000000315A,50WG00000000759H,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001018H,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001019F,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001017J,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001020U,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001021S,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001024M,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001022Q,0.211,0.014,-0.014,60,60,,
50WP00000000447U,50WG00000001023O,0.211,0.014,-0.014,60,60,,
50WP00000000750T,50WG00000001907N,0.211,0.014,-0.014,60,60,,
50WP00000000314C,50WG00000000758J,0.211,0.014,-0.014,60,60,,
50WP00000000314C,50WG00000000757L,0.211,0.014,-0.014,60,60,,
50WP00000000579D,50WG00000001348X,0.2,0.015,-0.015,307,63,,
50WP00000000313E,50WG00000000756N,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG000000002396,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG000000002469,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000245B,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000244D,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000243F,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000242H,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000241J,0.2,0.015,-0.015,307,63,,
50WP000000000940,50WG00000000240L,0.2,0.015,-0.015,307,63,,
50WP000000000932,50WG000000002388,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001924N,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001923P,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001926J,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001925L,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001922R,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001920V,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001921T,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001928F,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001927H,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001929D,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001932O,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001931Q,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001930S,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001914Q,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001919G,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001916M,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001915O,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001918I,0.211,0.014,-0.014,60,60,,
50WP00000000755J,50WG00000001917K,0.211,0.014,-0.014,60,60,,
50WP000000003192,50WG00000000765M,0.2,0.015,-0.015,307,63,,
50WP000000003192,50WG00000000766K,0.2,0.015,-0.015,307,63,,
50WP000000006221,50WG00000001485N,0.211,0.014,-0.014,60,60,,
50WP000000006221,50WG00000001484P,0.211,0.014,-0.014,60,60,,
50WP00000000754L,50WG00000001912U,0.2,0.015,-0.015,307,63,,
50WP00000000754L,50WG00000001911W,0.2,0.015,-0.015,307,63,,
50WP00000000754L,50WG00000001913S,0.2,0.015,-0.015,307,63,,
50WP000000000916,50WG00000000236C,0.211,0.014,-0.014,60,60,,
50WP000000006213,50WG00000001483R,0.211,0.014,-0.014,60,60,,
50WP000000006213,50WG00000001482T,0.211,0.014,-0.014,60,60,,
50WP00000000753N,50WG00000001910Y,0.211,0.014,-0.014,60,60,,
50WPI00000003805,50WG000000008894,0.2,0.015,-0.015,307,63,,
50WP000000003184,50WG00000000763Q,0.211,0.014,-0.014,60,60,,
50WP000000003184,50WG00000000764O,0.211,0.014,-0.014,60,60,,
50WP000000000908,50WG00000000235E,0.211,0.014,-0.014,60,60,,
50WP00000000096X,50WG000000002477,0.211,0.014,-0.014,60,60,,
50WP00000000626U,50WG00000001492Q,0.211,0.014,-0.014,60,60,,
50WP00000000626U,50WG00000001491S,0.211,0.014,-0.014,60,60,,
50WP00000000759B,50WG00000001937E,0.211,0.014,-0.014,60,60,,
50WP00000000625W,50WG00000001490U,0.2,0.015,-0.015,307,63,,
50WP00000000758D,50WG00000001936G,0.211,0.014,-0.014,60,60,,
50WP00000000758D,50WG00000001935I,0.211,0.014,-0.014,60,60,,
50WP00000000624Y,50WG00000001487J,0.211,0.014,-0.014,60,60,,
50WP00000000624Y,50WG00000001488H,0.211,0.014,-0.014,60,60,,
50WP00000000624Y,50WG00000001489F,0.211,0.014,-0.014,60,60,,
50WP00000000757F,50WG00000001934K,0.211,0.014,-0.014,60,60,,
50WP00000000757F,50WG00000001933M,0.211,0.014,-0.014,60,60,,
50WP000000002722,50WG00000000672T,0.211,0.014,-0.014,60,60,,
50WP000000002722,50WG00000000674P,0.211,0.014,-0.014,60,60,,
50WP000000002722,50WG00000000673R,0.211,0.014,-0.014,60,60,,
50WP000000002714,50WG00000000670X,0.2,0.015,-0.015,307,63,,
50WP000000002714,50WG00000000671V,0.2,0.015,-0.015,307,63,,
50WP000000002706,50WG00000000669I,0.211,0.014,-0.014,60,60,,
50WP000000002706,50WG00000000668K,0.211,0.014,-0.014,60,60,,
50WP00000000099R,50WG00000000251G,0.211,0.014,-0.014,60,60,,
50WP00000000099R,50WG00000000250I,0.211,0.014,-0.014,60,60,,
50WP000000008003,50WG00000002030M,0.2,0.015,-0.015,307,63,,
50WP00000000629O,50WG00000001498E,0.211,0.014,-0.014,60,60,,
50WP00000000628Q,50WG00000001495K,0.211,0.014,-0.014,60,60,,
50WP00000000628Q,50WG00000001493O,0.211,0.014,-0.014,60,60,,
50WP00000000628Q,50WG00000001494M,0.211,0.014,-0.014,60,60,,
50WP00000000628Q,50WG00000001497G,0.211,0.014,-0.014,60,60,,
50WP00000000628Q,50WG00000001496I,0.211,0.014,-0.014,60,60,,
50WP000000003613,50WG00000000840Y,0.2,0.015,-0.015,307,63,,
50WP000000003613,50WG00000000841W,0.2,0.015,-0.015,307,63,,
50WP00000000493N,50WG00000001118D,0.308,0.012,-0.014,152,76,0.540,OEM_derived
50WP000000000584,50WG00000000126J,0.211,0.014,-0.014,60,60,,
50WP000000000576,50WG00000000125L,0.211,0.014,-0.014,60,60,,
50WP000000003605,50WG00000000837N,0.383,0.008,-0.008,474,112,0.230,Class_derived
50WP000000003605,50WG00000000838L,0.383,0.008,-0.008,474,112,0.230,Class_derived
50WP000000003605,50WG00000000839J,0.383,0.008,-0.008,474,112,0.230,Class_derived
50WP00000000189Q,50WG00000000469Q,0.211,0.014,-0.014,60,60,,
50WPI00000005255,50WG00000001209A,0.052,0.014,-0.014,837,60,,
50WPI00000005255,50WG00000001208C,0.052,0.014,-0.014,837,60,,
50WPI00000005255,50WG00000001207E,0.052,0.014,-0.014,837,60,,
50WPI00000005255,50WG00000001206G,0.052,0.014,-0.014,837,60,,
50WP00000000719N,50WG00000001833Q,0.211,0.014,-0.014,60,60,,
50WP000000000568,50WG00000000124N,0.211,0.014,-0.014,60,60,,
50WP00000000491R,50WG00000001114L,0.2,0.015,-0.015,307,63,,
50WP00000000491R,50WG00000001115J,0.2,0.015,-0.015,307,63,,
50WP00000000491R,50WG00000001116H,0.2,0.015,-0.015,307,63,,
50WP00000000491R,50WG00000001117F,,,,,,,
50WP00000000188S,50WG00000000468S,0.211,0.014,-0.014,60,60,,
50WP00000000718P,50WG00000001830W,0.211,0.014,-0.014,60,60,,
50WP00000000718P,50WG00000001831U,0.211,0.014,-0.014,60,60,,
50WP00000000718P,50WG00000001832S,0.211,0.014,-0.014,60,60,,
50WP00000000055A,50WG00000000123P,0.2,0.015,-0.015,307,63,,
50WP00000000490T,50WG00000001112P,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001111R,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001113N,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001110T,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001109E,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001108G,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001104O,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001103Q,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001107I,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001106K,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001105M,0.211,0.014,-0.014,60,60,,
50WP00000000490T,50WG00000001102S,0.211,0.014,-0.014,60,60,,
50WP00000000187U,50WG00000000467U,0.211,0.014,-0.014,60,60,,
50WP00000000054C,50WG00000000122R,0.211,0.014,-0.014,60,60,,
50WP00000000054C,50WG00000000121T,0.211,0.014,-0.014,60,60,,
50WP00000000717R,50WG00000001828J,0.211,0.014,-0.014,60,60,,
50WP00000000717R,50WG00000001829H,0.211,0.014,-0.014,60,60,,
50WP00000000364Y,50WG00000000848I,0.211,0.014,-0.014,60,60,,
50WP00000000364Y,50WG00000000847K,0.211,0.014,-0.014,60,60,,
50WP00000000364Y,50WG00000000846M,0.211,0.014,-0.014,60,60,,
50WP00000000364Y,50WG00000000845O,0.211,0.014,-0.014,60,60,,
50WP00000000364Y,50WG00000000844Q,0.211,0.014,-0.014,60,60,,
50WP00000000497F,50WG00000001127C,0.211,0.014,-0.014,60,60,,
50WP00000000230I,50WG00000000567Q,0.211,0.014,-0.014,60,60,,
50WP00000000230I,50WG00000000566S,0.211,0.014,-0.014,60,60,,
50WP000000000592,50WG00000000129D,0.211,0.014,-0.014,60,60,,
50WP000000000592,50WG00000000128F,0.211,0.014,-0.014,60,60,,
50WP000000000592,50WG00000000127H,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001121O,,,,,,,
50WP00000000494L,50WG00000001122M,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001120Q,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001125G,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001126E,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001123K,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001124I,0.211,0.014,-0.014,60,60,,
50WP00000000494L,50WG00000001119B,0.211,0.014,-0.014,60,60,,
50WP00000000671P,50WG00000001726R,0.2,0.015,-0.015,307,63,,
50WP00000000368Q,50WG00000000859D,0.211,0.014,-0.014,60,60,,
50WP00000000368Q,50WG00000000858F,0.211,0.014,-0.014,60,60,,
50WP00000000368Q,50WG00000000856J,0.211,0.014,-0.014,60,60,,
50WP00000000368Q,50WG00000000857H,0.211,0.014,-0.014,60,60,,
50WP00000000368Q,50WG00000000855L,0.211,0.014,-0.014,60,60,,
50WP00000000368Q,50WG00000000860S,0.211,0.014,-0.014,60,60,,
50WP000000002358,50WG00000000574T,0.211,0.014,-0.014,60,60,,
50WP000000002358,50WG00000000575R,0.211,0.014,-0.014,60,60,,
50WP000000002358,50WG00000000576P,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001714Y,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001715W,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001716U,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017105,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017113,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001717S,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001718Q,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001719O,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017202,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017210,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017024,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017032,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017040,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017008,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000017016,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001709R,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001705Z,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001706X,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001707V,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001708T,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001690M,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001691K,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000016978,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000016986,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000016994,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001692I,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001693G,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001694E,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001695C,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001696A,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001725T,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001722Z,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001723X,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001724V,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001684H,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001685F,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001686D,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WGI00000017135,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001687B,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000016889,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001681N,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001682L,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG00000001683J,0.211,0.014,-0.014,60,60,,
50WP00000000670R,50WG000000016897,0.211,0.014,-0.014,60,60,,
50WP00000000234A,50WG00000000572X,0.211,0.014,-0.014,60,60,,
50WP00000000234A,50WG00000000573V,0.211,0.014,-0.014,60,60,,
50WP00000000100V,50WG00000000252E,0.211,0.014,-0.014,60,60,,
50WP00000000100V,50WG00000000254A,0.211,0.014,-0.014,60,60,,
50WP00000000100V,50WG00000000253C,0.211,0.014,-0.014,60,60,,
50WP00000000100V,50WG000000002558,0.211,0.014,-0.014,60,60,,
50WP00000000366U,50WG00000000854N,0.211,0.014,-0.014,60,60,,
50WP00000000366U,50WG00000000852R,0.211,0.014,-0.014,60,60,,
50WP00000000366U,50WG00000000853P,0.211,0.014,-0.014,60,60,,
50WP00000000366U,50WG00000000851T,0.211,0.014,-0.014,60,60,,
50WP00000000233C,50WG000000005700,0.211,0.014,-0.014,60,60,,
50WP00000000233C,50WG00000000571Z,0.211,0.014,-0.014,60,60,,
50WP00000000365W,50WG00000000849G,0.211,0.014,-0.014,60,60,,
50WP00000000365W,50WG00000000850V,0.211,0.014,-0.014,60,60,,
50WP00000000232E,50WG00000000569M,0.211,0.014,-0.014,60,60,,
50WP00000000232E,50WG00000000568O,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG000000022168,0.124,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001135D,,,,,,,
50WP00000000498D,50WG00000001134F,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001133H,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001132J,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001131L,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001130N,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG000000011298,0.211,0.014,-0.014,60,60,,
50WP00000000498D,50WG00000001128A,0.211,0.014,-0.014,60,60,,
50WP00000000106J,50WG000000002655,0.2,0.015,-0.015,307,63,,
50WP00000000106J,50WG000000002639,0.2,0.015,-0.015,307,63,,
50WP00000000106J,50WG000000002647,0.2,0.015,-0.015,307,63,,
50WP00000000105L,50WG00000000262B,0.2,0.015,-0.015,307,63,,
50WP00000000105L,50WG00000000261D,0.2,0.015,-0.015,307,63,,
50WP000000002390,50WG00000000580Y,0.211,0.014,-0.014,60,60,,
50WP000000002390,50WG00000000581W,0.211,0.014,-0.014,60,60,,
50WP00000000674J,50WG00000001734S,0.211,0.014,-0.014,60,60,,
50WP00000000674J,50WG00000001733U,0.211,0.014,-0.014,60,60,,
50WP00000000674J,50WG00000001732W,0.211,0.014,-0.014,60,60,,
50WP00000000673L,50WGI00000017305,0.2,0.015,-0.015,307,63,,
50WP00000000673L,50WG00000001728N,0.2,0.015,-0.015,307,63,,
50WP00000000673L,50WG00000001729L,0.2,0.015,-0.015,307,63,,
50WP00000000673L,50WG00000001731Y,0.2,0.015,-0.015,307,63,,
50WP000000002382,50WG00000000579J,0.211,0.014,-0.014,60,60,,
50WP000000002382,50WG00000000578L,0.211,0.014,-0.014,60,60,,
50WP00000000104N,50WG00000000260F,0.211,0.014,-0.014,60,60,,
50WP000000002374,50WG00000000577N,0.211,0.014,-0.014,60,60,,
50WP000000005403,50WG00000001286T,0.211,0.014,-0.014,60,60,,
50WP000000005403,50WG00000001285V,0.211,0.014,-0.014,60,60,,
50WP000000005403,50WG00000001284X,0.211,0.014,-0.014,60,60,,
50WP00000000103P,50WG000000002590,0.052,0.014,-0.014,837,60,,
50WP00000000103P,50WG000000002582,0.052,0.014,-0.014,837,60,,
50WP00000000103P,50WG000000002574,0.052,0.014,-0.014,837,60,,
50WP00000000103P,50WG000000002566,0.052,0.014,-0.014,837,60,,
50WP00000000672N,50WG00000001727P,0.2,0.015,-0.015,307,63,,
50WP00000000546S,50WG00000001292Y,0.211,0.014,-0.014,60,60,,
50WP000000004148,50WG00000000954J,0.211,0.014,-0.014,60,60,,
50WP000000004148,50WG00000000955H,0.211,0.014,-0.014,60,60,,
50WP00000000545U,50WGI00000012915,0.211,0.014,-0.014,60,60,,
50WP00000000678B,50WG00000001739I,0.211,0.014,-0.014,60,60,,
50WP00000000109D,50WG00000000269Y,0.2,0.015,-0.015,307,63,,
50WP00000000544W,50WG000000012901,0.211,0.014,-0.014,60,60,,
50WP00000000544W,50WG00000001289N,0.211,0.014,-0.014,60,60,,
50WP00000000108F,50WGI00000002685,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000948E,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000949C,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000946I,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000947G,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000944M,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000945K,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000942Q,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000943O,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000952N,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000953L,0.211,0.014,-0.014,60,60,,
50WP00000000411E,50WG00000000950R,,,,,,,
50WP00000000411E,50WG00000000951P,0.211,0.014,-0.014,60,60,,
50WP00000000677D,50WG00000001738K,0.211,0.014,-0.014,60,60,,
50WP00000000677D,50WG00000001737M,0.211,0.014,-0.014,60,60,,
50WP00000000543Y,50WG00000001288P,0.211,0.014,-0.014,60,60,,
50WP00000000410G,50WG00000000941S,0.211,0.014,-0.014,60,60,,
50WP00000000676F,50WG00000001736O,0.211,0.014,-0.014,60,60,,
50WP00000000676F,50WG00000001735Q,0.211,0.014,-0.014,60,60,,
50WP00000000107H,50WG000000002663,0.211,0.014,-0.014,60,60,,
50WP00000000107H,50WG000000002671,0.211,0.014,-0.014,60,60,,
50WP000000001912,50WG000000004712,0.211,0.014,-0.014,60,60,,
50WP000000004180,50WG000000009785,0.211,0.014,-0.014,60,60,,
50WP000000004180,50WG000000009793,0.211,0.014,-0.014,60,60,,
50WP000000001904,50WG000000004704,0.2,0.015,-0.015,307,63,,
50WP000000007201,50WG00000001834O,0.211,0.014,-0.014,60,60,,
50WP000000007201,50WG00000001835M,0.211,0.014,-0.014,60,60,,
50WP00000000852L,50WG000000021455,,,,,,,
50WP00000000852L,50WG000000021463,0.211,0.014,-0.014,60,60,,
50WP00000000852L,50WG000000021447,0.211,0.014,-0.014,60,60,,
50WP000000004172,50WG000000009777,0.211,0.014,-0.014,60,60,,
50WPI00000007045,50WG000000018101,0.2,0.015,-0.015,307,63,,
50WPI00000007045,50WG00000001807R,0.2,0.015,-0.015,307,63,,
50WPI00000007045,50WG00000001806T,0.2,0.015,-0.015,307,63,,
50WPI00000007045,50WG00000001809N,0.2,0.015,-0.015,307,63,,
50WPI00000007045,50WG00000001808P,0.2,0.015,-0.015,307,63,,
50WP00000000851N,50WG000000021439,0.211,0.014,-0.014,60,60,,
50WP00000000851N,50WG00000002142B,0.211,0.014,-0.014,60,60,,
50WP000000004164,50WG00000000975B,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG000000009769,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000974D,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000973F,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000972H,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000971J,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000970L,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000965E,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000964G,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000963I,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG00000000962K,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG000000009696,0.2,0.015,-0.015,307,63,,
50WP000000004164,50WG000000009688,0.2,0.015,-0.015,307,63,,
