wri_id,wri_name,country,geo_id,geo_name,carmav3_id,carmav3_name,osm_id,osm_name
1010338,Eastmain-1-A,Canada,45646,Eastmain-1-A Hydroelectic Generating Station Canada,11685,EASTMAIN-1,184454879,Centrale Eastmain-1
1010348,G.M. Shrum,Canada,,,15322,GM SHRUM,335703645,Gordon M. Shrum Generating Station
1010349,Genesee 1 & 2,Canada,44578,Genesee Coal Generating Station Canada,14890,GENESEE,402718554,Genesee
1010351,Gentilly 2,Canada,3293,Gentilly Nuclear Power Plant Canada,14924,GENTILLY,,
1010355,Goreway,Canada,41303,Goreway CCGT Power Plant Canada,15507,GOREWAY,204728748,Goreway Power Station
1010363,Greenfield,Canada,41168,Greenfield Energy Center CCGT Power Plant Canada,15854,GREENFIELD ENERGY,268086514,Greenfield Energy Centre
1010368,H.R. Milner,Canada,,,18574,HR MILNER,401218986,H.R. Milner
1010370,Halton Hills,Canada,41791,Halton Hills CCGT Generating Station Canada,16649,HALTON HILLS,33787918,Halton Hills Generating Station
1010382,Jean-Lesage,Canada,4166,Manic-2 (Jean-Lesage) Hydroelectric Generating Station Canada,,,80891261,Centrale Jean-Lesage
1010391,Keephills,Canada,44577,Keephills Coal Power Plant Canada,21693,KEEPHILLS,402718555,Keephills Generating Station
1010394,Kemano,Canada,,,21748,KEMANO,158621136,Kemano powerhouse
1010396,Kettle,Canada,41628,Kettle Rapids Hydroelectric generating Station Canada,21918,KETTLE RAPIDS,133597207,Kettle Generating Station
1010402,Kootenay Canal,Canada,41096,Kootenay Canal Hydroelectric Generating Station Canada,22797,KOOTENAY CANAL,107502191,Kootenay Canal Generating Station
1010407,La Grande-1,Canada,45840,La Grande-1 Hydroelectric Generating Station Canada,,,158957854,Centrale La Grande-1
1010408,La Grande-2-A,Canada,45839,La Grande-2-A Hydroelectric Generating Station Canada,23728,LA GRANDE-II A,188623562,Centrale La Grande-4
1010409,La Grande-3,Canada,3937,La grande-3 Hydroelectric Generating Station Canada,,,321910705,La Grande-3
1010410,La Grande-4,Canada,3939,La grande-4 Hydroelectric Generating Station Canada,,,188623562,Centrale La Grande-4
1010413,Laforge-1,Canada,3953,Laforge-1 Hydroelectric Generating Station Canada,24040,LAFORGE I,1949723627,Centrale Laforge-1
1010420,Lennox,Canada,41291,Lennox Oil Gas Generating Station Canada,24951,LENNOX,198183739,Lennox Generating Station
1010422,Limestone,Canada,41629,Limestone Hydroelectric Generating Station Canada,25274,LIMESTONE (MB),133705329,Limestone Generating Station
1010423,Lingan,Canada,40867,Lingan Coal Generating Station  Canada,25327,LINGAN,,
1010427,Long Spruce,Canada,41630,Long Spruce Hydroelectric Geneerating Station Canada,25726,LONG SPRUCE,133597201,Long Spruce Generating Station
1010433,Mactaquac,Canada,4124,Mactaquac Hydroelectric Generating Station Canada,26465,MACTAQUAC,103615195,Mactaquac Generating Station
1010437,Manic-5,Canada,4164,Manic-5 Hydroelectric Generating Station Canada,26978,MANIC-I,184496025,Centrale Manic-5-PA
1010438,Manic-5-PA,Canada,4168,Manic-5-PA Hydroelectric generating Station Canada,,,184496025,Centrale Manic-5-PA
1010453,Mica,Canada,41086,Mica Creek Hydroelectric Power Plant Canada,28282,MICA,418122690,Mica Dam
1010476,Outardes-2,Canada,42820,Outardes-2 Hydroelectric Power Plant Canada,33139,OUTARDES-III,418101749,Centrale aux Outardes-2
1010477,Outardes-3,Canada,42818,Outardes-3 Hydroelectric Power Plant Canada,33139,OUTARDES-III,2284012349,Poste Outardes-3
1010478,Outardes-4,Canada,42819,Outardes-4 Hydroelectric Power Plant Canada,,,79791984,Outardes-4
1010481,Peace Canyon,Canada,41084,Peace Canyon Generating Station  Canada,33954,PEACE CANYON,334801748,Peace Canyon Generating Station
1010489,Point Lepreau,Canada,4833,Point Lepreau Nuclear Power Plant Canada,35074,POINT LEPREAU,136036933,Point Lepreau Nuclear Generating Station
1010497,Portlands,Canada,45490,Portlands Energy Centre CCGT Power Plant Canada,35449,PORTLANDS,120342220,Portlands Energy Centre
1010514,Revelstoke,Canada,41085,Revelstoke Hydroelectric Power Plant Canada,37149,REVELSTOKE,,
1010515,RH Saunders,Canada,,,37665,ROBERT H SAUNDERS,92195462,R.H. Saunders Generating Station
1010519,Robert-Bourassa,Canada,45838,Robert-Bourassa Hydroelectric Generating Station Canada,37670,ROBERT-BOURASSA,184454881,Centrale Robert-Bourassa
1010522,Romaine-2,Canada,,,37879,ROMAINE-2,1943459814,Centrale La Romaine-2
1010529,Sainte-Marguerite-3,Canada,42821,Sainte-Marguerite-3 Hydroelectric Power Plant Canada,38733,SAINTE-MARGUERITE-3,,
1010533,Sarnia Cogeneration,Canada,42892,Sarnia Regional Cogeneration CCGT Power Plant Canada,39864,SARNIA REFINERY,,
1010539,Seven Mile,Canada,41087,Seven Mile Hydroelectric Power Plant Canada,40716,SEVEN MILE,146371657,Seven Mile Generating Station
1010544,Sheerness,Canada,41284,Sheerness Coal Generating Station Canada,40950,SHEERNESS,267883402,Sheerness Generating Station
1010545,Shepard Energy Centre,Canada,,,42583,SHEPARD ENERGY,,
1010546,Shipshaw,Canada,,,41298,SHIPSHAW,22819762,Centrale Shipshaw
1010547,Sir Adam Beck I,Canada,42865,Sir Adam Beck I Hydroelectric Generating Station Canada,41771,SIR ADAM BECK-I,158460554,Sir Adam Beck I Generating Station
1010548,Sir Adam Beck II,Canada,42866,Sir Adam Beck II Hydroelectric Generating Station Canada,41772,SIR ADAM BECK-II,37538927,Sir Adam Beck II Generating Station
1010550,Site C,Canada,,,41810,SITE C,,
1010558,St. Clair,Canada,41792,St Clair Energy Center CCGT Power Plant Canada,61660,E LAKE ST-CLAIR,2611135460,St Clair Energy Centre
1010570,Sundance,Canada,41285,Sundance Coal Generating Station Canada,43725,SUNDANCE (AB),398222940,Sundance Power Station
1010577,Toulnustouc,Canada,5753,Toulnustouc Hydroelectric Generating Station Canada,46024,TOULNUSTOUC RIVER,,
1010578,Tracy,Canada,41275,Centrale de Tracy Oil Generating Station Canada,46128,TRACY (QC),90091909,Frank A. Tracy Generating Station
1010628,500MW CC,United States of America,,,72375,500MW CC,,
1010636,A B Brown,United States of America,44492,A B Brown Coal Power Plant IN USA,71,A B BROWN,,
1010647,Acadia Energy Center,United States of America,1979,Acadia Energy Center Gas Plant LA USA,72123,ACADIA ENERGY CENTER,165477522,Acadia Energy Center
1010669,AEP Waterford Facility,United States of America,6000,Waterford Energy Facility Gas Plant OH USA,49015,AEP WATERFORD FACILITY,,
1010673,AES Alamitos LLC,United States of America,1988,AES Alamitos LLC Gas Plant CA USA,319,AES ALAMITOS LLC,27186594,Alamitos Generating Station
1010678,AES Petersburg,United States of America,16,AES Petersburg Coal Power Plant IN USA,34333,AES PETERSBURG,,
1010679,AES Redondo Beach LLC,United States of America,1998,AES Redondo Beach LLC Gas Plant CA USA,340,AES REDONDO BEACH LLC,,
1010693,Agua Fria,United States of America,2005,Agua Fria Gas Plant AZ USA,429,AGUA FRIA,377793939,Salt River Project (Agua Fria Generating Station)
1010740,Allen S King,United States of America,37,Allen S King Coal Plant MN USA,1004,ALLEN S KING,107456158,Allen S. King Plant
1010741,Allen Steam Plant,United States of America,45703,Allen Steam Plant Coal Plant TN USA,45163,ALLEN STEAM PLANT,159455228,G.G. Allen Steam Plant
1010823,Anadarko Plant,United States of America,2105,Anadarko Plant Gas Plant OK USA,70901,ANADARKO PLANT,,
1010827,Anclote,United States of America,2110,Anclote Oil Plant FL USA,1469,ANCLOTE,403198406,Anclote Plant
1010849,ANP Bellingham Energy Project,United States of America,45593,ANP Bellingham Energy Project Gas Plant MA USA,3958,ANP BELLINGHAM ENERGY PROJECT,137048072,ANP Bellingham Energy Project
1010850,ANP Blackstone Energy Project,United States of America,45587,ANP Blackstone Energy Project Gas Plant MA USA,4856,ANP BLACKSTONE ENERGY PROJECT,137220957,ANP Blackstone Energy Project
1010856,Antelope Valley,United States of America,63,Antelope Valley Coal Plant ND USA,1698,ANTELOPE VALLEY,,
1010859,Apache Station,United States of America,64,Apache Station Coal Power Plant AZ USA,1797,APACHE STATION,1186613083,Apache Generating Station
1010861,Apex Generating Station,United States of America,2140,Apex Generating Station Gas Plant NV USA,72170,APEX GENERATING STATION,1225517763,Apex Generating Station Unit #CTG2
1010895,Arkansas Nuclear One,United States of America,2161,Arkansas Nuclear Power Plant United States of America,2036,ARKANSAS NUCLEAR ONE,3893910,Arkansas Nuclear One
1010896,Arlington Valley Energy Facility,United States of America,2162,Arlington Valley Energy Facility Gas Plant AZ USA,72140,ARLINGTON VALLEY ENERGY FACILITY,91154327,Arlington Valley Energy Facility
1010900,Armstrong,United States of America,2164,Armstrong Gas Plant PA USA,2069,ARMSTRONG,168814617,Armstrong Power Station
1010909,Arthur Kill Generating Station,United States of America,2169,Arthur Kill Generating Station Gas Plant NY USA,2154,ARTHUR KILL GENERATING STATION,,
1010910,Arthur Von Rosenberg,United States of America,45380,Arthur Von Rosenberg Gas Plant TX USA,2156,ARTHUR VON ROSENBERG,319115159,Arthur Von Rosenberg Unit 3
1010912,Arvah B Hopkins,United States of America,2173,Arvah B Hopkins Gas Plant FL USA,72,ARVAH B HOPKINS,,
1010917,Asheville,United States of America,81,Asheville Coal Plant NC USA,70856,ASHEVILLE,419990964,Asheville Plant
1010927,Astoria Energy,United States of America,2181,Astoria Gas Turbines Gas Plant NY USA,78791,ASTORIA ENERGY,241856867,Consolidated Edison Astoria Plant
1010928,Astoria Gas Turbines,United States of America,2181,Astoria Gas Turbines Gas Plant NY USA,72131,ASTORIA GAS TURBINES,,
1010929,Astoria Generating Station,United States of America,2182,Astoria Generating Station Oil Plant NY USA,71346,ASTORIA GENERATING STATION,,
1010931,Athens Generating Plant,United States of America,2186,Athens Generating Plant Gas Plant NY USA,2429,ATHENS GENERATING PLANT,,
1010937,Attala,United States of America,44042,Attala Generating LLC Gas Cogen CHP Plant MS USA,2474,ATTALA,,
1010943,Audrain Generating Station,United States of America,,,2515,AUDRAIN GENERATING STATION,,
1010947,Aurora,United States of America,2203,Aurora Gas Plant IL USA,2574,AURORA,240142493,CGH Aurora
1010959,Avon Lake,United States of America,90,Avon Lake Coal Plant OH USA,2647,AVON LAKE,,
1010970,B C Cobb,United States of America,93,B C Cobb Coal Plant MI USA,3685,B C COBB,,
1010976,Bad Creek,United States of America,43907,Bad Creek Hydroelectric Power Plant SC USA,71141,BAD CREEK,419361396,Bad Creek Hydroelectric Station
1010981,Bailly,United States of America,96,Bailly Coal Power Plant IN USA,2907,BAILLY,,
1010988,Baldwin Energy Complex,United States of America,99,Baldwin Energy Complex Coal Plant IL USA,3002,BALDWIN ENERGY COMPLEX,392195792,Baldwin Energy Complex
1011001,Barney M Davis,United States of America,2249,Barney M. Davis Gas Plant TX USA,3370,BARNEY M DAVIS,2741038,Barney Davis Power Plant
1011008,Barry,United States of America,108,Barry Coal Plant AL USA,3427,BARRY,419990965,Barry Electric Generating Plant
1011017,Bastrop Energy Center,United States of America,2261,Bastrop Energy Center Gas Plant TX USA,3520,BASTROP ENERGY CENTER,,
1011020,Batesville Generation Facility,United States of America,2264,Batesville Generation Facility Gas Plant MS USA,3547,BATESVILLE GENERATION FACILITY,,
1011021,Bath County,United States of America,43909,Bath County Pumped Storage Hydroelecric Power Plant VA USA,53317,BATH COUNTY,143299377,Bath County Pumped Storage Station
1011027,Baxter Wilson,United States of America,2268,Baxter Wilson Oil Plant MS USA,3620,BAXTER WILSON,,
1011035,Bayonne Energy Center,United States of America,,,57339,BAYONNE ENERGY,,
1011042,Baytown Energy Center,United States of America,44049,Baytown Energy Center Gas CHP Plant TX USA,72150,BAYTOWN ENERGY CENTER,129320296,Baytown Energy Center
1011055,Bear Garden,United States of America,,,78789,BEAR GARDEN,149697932,Bear Garden Power Station
1011057,Bear Swamp,United States of America,43950,Jack Cockwell (Bear Swamp) Pumped Storage Hydro Power Plant MA USA,71323,BEAR SWAMP,419361397,Bear Swamp Hydroelectric Power Station
1011064,Beaver,United States of America,2288,Beaver Gas Plant OR USA,3742,BEAVER (182),1169049710,Beaver Power Plant
1011072,Beaver Valley,United States of America,12,AES Beaver Valley Partners Beaver Valley Coal Plant PA USA,3755,BEAVER VALLEY,26196746,Beaver Valley Nuclear Generating Station
1011082,Belews Creek,United States of America,125,Belews Creek Coal Plant NC USA,3893,BELEWS CREEK,419366185,Belews Creek Steam Station
1011084,Belle River,United States of America,127,Belle River Coal Plant MI USA,3938,BELLE RIVER,418197244,Belle River Power Plant
1011111,Bergen Generating Station,United States of America,43858,PSEG Bergen Gas Power Plant NJ USA,4115,BERGEN GENERATING STATION,95782347,Bergen Generating Station
1011129,Bethlehem Energy Center,United States of America,,,4271,BETHLEHEM ENERGY CENTER,258419746,Calpine Bethlehem Energy Center
1011130,Bethlehem Power Plant,United States of America,2327,Bethlehem Power Plant Gas Plant PA USA,4269,BETHLEHEM POWER PLANT,,
1011137,Big Bend,United States of America,137,Big Bend Hydro Power Plant SD USA,4540,BIG BEND (645),223975423,Big Bend Power Station
1011140,Big Brown,United States of America,138,Big Brown Coal Plant TX USA,4544,BIG BROWN,,
1011142,Big Cajun 2,United States of America,139,Big Cajun 2 Coal Plant LA USA,4546,BIG CAJUN 2,,
1011144,Big Creek 1,United States of America,141,Big Creek 1 Hydro Power Plant CA USA,4552,BIG CREEK 1,,
1011154,Big Sandy,United States of America,45627,Big Sandy Coal Power Plant KY USA,4570,BIG SANDY,157842436,Big Sandy Plant
1011191,Black Dog,United States of America,167,Black Dog Coal Plant MN USA,4833,BLACK DOG,31106494,Black Dog Plant
1011210,Blenheim Gilboa,United States of America,43912,Blenheim Gilboa Pumped Storage Hydroelectric Power Plant NY USA,53499,BLENHEIM GILBOA,419361399,Blenheim-Gilboa Hydroelectric Power Station
1011227,Blue Lake,United States of America,2377,Blue Lake Oil Plant MN USA,4956,BLUE LAKE (8027),202337699,Blue Lake Plant
1011243,Bluegrass Generation LLC,United States of America,2379,Bluegrass Generation LLC Gas Plant KY USA,4973,BLUEGRASS GENERATION LLC,,
1011246,Blythe Energy Inc,United States of America,2382,Blythe Energy LLC Gas Plant CA USA,4992,BLYTHE ENERGY LLC,,
1011248,Boardman,United States of America,184,Boardman Coal Plant OR USA,5009,BOARDMAN,706212403,Boardman Coal Plant
1011263,Bonneville,United States of America,45852,Bonneville Hydro Power Plant OR USA,5234,BONNEVILLE,6287521,Bonneville powerhouses
1011272,Bosque County Peaking,United States of America,45374,Bosque County Peaking Gas Plant TX USA,5375,BOSQUE COUNTY PEAKING,422731518,Bosque Energy Center
1011283,Boundary,United States of America,45857,Boundary Dam Hydro Power Plant WA USA,5432,BOUNDARY,419361400,Boundary Dam Powerhouse
1011287,Bowen,United States of America,202,Bowen Coal Power Plant GA USA,5461,BOWEN,159758299,Plant Bowen
1011288,Bowline Point,United States of America,2409,Bowline Point Oil Plant NY USA,5466,BOWLINE POINT,,
1011305,Braidwood Generation Station,United States of America,,,5554,BRAIDWOOD GENERATION STATION,26206102,Braidwood Nuclear Generating Station
1011307,Brame Energy Center,United States of America,,,,,420139934,Brame Energy Center
1011308,Brandon Shores,United States of America,207,Brandon Shores Coal Power Plant MD USA,5600,BRANDON SHORES,62144750,Brandon Shores Generating Station
1011310,Brandy Branch,United States of America,2420,Brandy Branch Gas Plant FL USA,71258,BRANDY BRANCH,103078970,JEA Brandy Branch Power Plant
1011315,Brayton Point,United States of America,210,Brayton Point Coal Plant MA USA,5657,BRAYTON POINT,420142863,Brayton Point Power Station
1011316,Brazos Valley Generating Facility,United States of America,2424,Brazos Valley Generating Facility Gas Plant TX USA,72151,BRAZOS VALLEY GENERATING FACILITY,420139935,Brazos Valley Generating Facility
1011330,Bridgeport Energy Project,United States of America,43965,Bridgeport Energy Project Gas Plant CT USA,5768,BRIDGEPORT ENERGY PROJECT,,
1011343,Broad River Energy Center,United States of America,2437,Broad River Energy Center Gas Plant SC USA,5838,BROAD RIVER ENERGY CENTER,,
1011367,Brownlee,United States of America,218,Brownlee Hydro Power Plant ID USA,70483,BROWNLEE,419361401,Brownlee powerhouse
1011369,Browns Ferry,United States of America,2449,Browns Ferry Nuclear Power Plant United States of America,5952,BROWNS FERRY,1750616,Browns Ferry Nuclear Power Plant
1011373,Brunner Island,United States of America,44155,Brunner Island Power Plant PA USA,35631,PPL BRUNNER ISLAND,168814620,Brunner Island Power Station
1011379,Brunswick Nuclear,United States of America,2455,Brunswick Nuclear Power Plant United States of America,30941,BRUNSWICK (6510),159529014,Brunswick Nuclear Generating Station
1011389,Buck,United States of America,,,6090,BUCK (3772),159455221,Buck Steam Station
1011413,Bull Run,United States of America,230,Bull Run Coal Plant TN USA,6207,BULL RUN,157965950,Bull Run Steam Plant
1011449,Byron Generating Station,United States of America,,,6480,BYRON GENERATING STATION,,
1011450,C D McIntosh Jr,United States of America,242,C D McIntosh Jr Coal Power Plant FL USA,27755,C D MCINTOSH JR,224445331,C.D. McIntosh Jr. Power Plant
1011474,Caledonia,United States of America,2523,Caledonia Gas Plant MS USA,6696,CALEDONIA,164419159,Caledonia Gas Turbine Power Station
1011475,Calhoun Energy Center,United States of America,2525,Calhoun Energy Center Gas Plant AL USA,6709,CALHOUN ENERGY CENTER,,
1011484,Callaway,United States of America,2528,Callaway Nuclear Power Plant United States of America,6725,CALLAWAY,384676406,Callaway Nuclear Generating Station
1011494,Calvert Cliffs Nuclear Power Plant,United States of America,2536,Calvert Cliffs Nuclear Power Plant United States of America,6756,CALVERT CLIFFS NUCLEAR POWER PLANT,1054361,Calvert Cliffs Nuclear Power Plant
1011518,Canal,United States of America,2548,Canal Oil Plant MA USA,6898,CANAL,396386553,Canal EDF
1011519,Cane Island,United States of America,2549,Cane Island Gas Plant FL USA,78727,CANE ISLAND,69962263,Cane Island Power Park
1011520,Cane Run,United States of America,263,Cane Run Coal Power Plant KY USA,6935,CANE RUN,337402831,Cane Run Generating Station
1011528,Cape Canaveral,United States of America,44710,Cape Canaveral Next Generation Clean Energy Center FL USA,70442,CAPE CANAVERAL 1,419594707,Cape Canaveral Power Plant
1011533,Capricorn Ridge Wind LLC,United States of America,,,15337,CAPRICORN RIDGE WIND LLC,,
1011537,Cardinal,United States of America,270,Cardinal Coal Plant OH USA,7102,CARDINAL,421339304,Cardinal Plant
1011567,Carters,United States of America,278,Carters Hydro Power Plant GA USA,7242,CARTERS,,
1011571,Carville Energy LLC,United States of America,44062,Carville Energy LLC Gas CHP Plant LA USA,7256,CARVILLE ENERGY LLC,,
1011585,Castaic,United States of America,43913,Castaic Pumped Storage Hydroelectric Power Plant CA USA,7338,CASTAIC,419134980,Castaic Power Plant
1011593,Catawba,United States of America,2586,Catawba Nuclear Power Plant United States of America,71031,CATAWBA,120926088,Catawba Nuclear Station
1011598,Cayuga,United States of America,288,Cayuga Coal Power Plant IN USA,7494,CAYUGA,421339312,Cayuga Station
1011614,Cedar Bayou,United States of America,2592,Cedar Bayou Gas Plant TX USA,72663,CEDAR BAYOU 4,39979635,Cedar Bayou Station
1011614,Cedar Bayou 4,United States of America,2592,Cedar Bayou Gas Plant TX USA,,,,
1011657,Ceredo Generating Station,United States of America,2608,Ceredo Generating Station Gas Plant WV USA,7695,CEREDO GENERATING STATION,,
1011670,Chalk Point LLC,United States of America,302,Chalk Point LLC Coal Power Plant MD USA,7816,CHALK POINT LLC,1043175,Chalk Point Generating Station
1011680,Channel Energy Center LLC,United States of America,2626,Channel Energy Center Waste Plant TX USA,72143,CHANNEL ENERGY CENTER,422731519,Channel Energy Center
1011681,Channelview Cogeneration Plant,United States of America,2627,Channelview Cogeneration Plant Gas Plant TX USA,7939,CHANNELVIEW COGENERATION PLANT,,
1011688,Charles R Lowman,United States of America,307,Charles R Lowman Coal Plant AL USA,9610,CHARLES R LOWMAN,235990212,Charles R. Lowman Power Plant
1011698,Chattahoochee Energy Facility,United States of America,2640,Chattahoochee Energy Facility Gas Plant GA USA,8045,CHATTAHOOCHEE ENERGY FACILITY,159784549,Chattahoochee Energy Facility
1011705,Chehalis Generating Facility,United States of America,44674,Chehalis Generating Facility Gas Plant WA USA,8094,CHEHALIS GENERATING FACILITY,,
1011709,Cherokee,United States of America,316,Cherokee Coal Power Plant CO USA,8191,CHEROKEE,66366108,Cherokee Generating Station
1011716,Chesapeake,United States of America,318,Chesapeake Coal Plant VA USA,70986,CHESAPEAKE,,
1011723,Chesterfield,United States of America,321,Chesterfield Coal Plant VA USA,72942,CHESTERFIELD,44850877,Chesterfield Power Station
1011727,Cheswick Power Plant,United States of America,322,Cheswick Power Plant Coal Plant PA USA,8220,CHESWICK POWER PLANT,168814622,Cheswick Power Station
1011735,Chief Joseph,United States of America,326,Chief Joseph Hydro Power Plant WA USA,8328,CHIEF JOSEPH,422748948,Chief Joseph Powerhouse
1011750,Choctaw County,United States of America,5058,Reliant Energy Choctaw County Gas Plant MS USA,72225,CHOCTAW COUNTY,,
1011751,Cholla,United States of America,332,Cholla Coal Power Plant AZ USA,8522,CHOLLA,397175290,Cholla Power Plant
1011752,Chouteau,United States of America,2672,Chouteau Gas Plant OK USA,78780,CHOUTEAU,,
1011760,Chuck Lenzie Generating Station,United States of America,,,72149,CHUCK LENZIE GENERATING STATION,87806746,Chuck Lenzie Generating Station
1011797,Clark (NVE),United States of America,2690,Clark Gas Plant NV USA,8796,CLARK (2322),,
1011804,Clay Boswell,United States of America,339,Clay Boswell Coal Plant MN USA,5386,CLAY BOSWELL,,
1011822,Clifty Creek,United States of America,347,Clifty Creek Coal Power Plant IN USA,8870,CLIFTY CREEK,80362555,Clifty Creek Generating Station
1011823,Clinch River,United States of America,348,Clinch River Coal Plant VA USA,8871,CLINCH RIVER,157488531,Clinch River Plant
1011827,Clinton Power Station,United States of America,2701,Clinton Nuclear Power Plant United States of America,8878,CLINTON POWER STATION,139892821,Clinton Power Station
1011829,Clover,United States of America,350,Clover Coal Plant VA USA,8898,CLOVER,421890244,Clover Power Station
1011835,Coal Creek,United States of America,351,Coal Creek Coal Plant ND USA,8928,COAL CREEK,,
1011847,Coffeen,United States of America,354,Coffeen Coal Power Plant IL USA,8981,COFFEEN,,
1011859,Colbert,United States of America,360,Colbert Coal Plant AL USA,9020,COLBERT,422884275,Colbert Power Plant
1011868,Coleto Creek,United States of America,363,Coleto Creek Coal Plant TX USA,72874,COLETO CREEK,,
1011879,Colorado Bend Energy Center,United States of America,,,9098,COLORADO BEND ENERGY CENTER,,
1011883,Colstrip,United States of America,367,Colstrip Coal Plant MT USA,71040,COLSTRIP,1175847456,Colstrip Power Plant Unit #2
1011888,Columbia (WI),United States of America,371,Columbia Coal Plant WI USA,,,,
1011892,Columbia Energy Center (SC),United States of America,44074,Columbia Energy Center Gas Cogen Plant SC USA,9121,COLUMBIA ENERGY CENTER (55447),,
1011894,Columbia Generating Station,United States of America,371,Columbia Coal Plant WI USA,9118,COLUMBIA GENERATING STATION,84509116,Columbia Generating Station
1011896,Colusa Generating Station,United States of America,,,78805,COLUSA,,
1011899,Comanche (CO),United States of America,44205,Comanche Coal Power Plant CO USA,78752,COMANCHE (CO),1200673438,Comanche Station Unit #3
1011901,Comanche Peak,United States of America,43906,Comanche Peak Nuclear Power Plant United States of America,9138,COMANCHE PEAK,403399291,Comanche Peak Nuclear Power Station
1011918,Conemaugh,United States of America,379,Conemaugh Coal Plant PA USA,9217,CONEMAUGH,168814624,Conemaugh Generating Station
1011920,Conesville,United States of America,381,Conesville Coal Plant OH USA,9223,CONESVILLE,419984185,Conesville Power Plant
1011922,Conowingo,United States of America,382,Conowingo Hydro Power Plant MD USA,9246,CONOWINGO,67883260,Conowingo Hydroelectric Station
1011934,Cooper Nuclear Station,United States of America,2765,Cooper Nuclear Power Plant United States of America,,,1340721203,Cooper Nuclear Power Station
1011948,Cordova Energy,United States of America,2772,Cordova Energy Gas Plant IL USA,72126,CORDOVA ENERGY,,
1011959,Coronado,United States of America,44371,Coronado Coal Power Plant AZ USA,9416,CORONADO,1208202570,Coronado Generating Station Unit#FIXME
1011961,Corpus Christi Energy Center,United States of America,2778,Corpus Christi Energy Center Gas Plant TX USA,9428,CORPUS CHRISTI ENERGY CENTER,422732475,Corpus Christi Energy Center
1011969,Cosumnes,United States of America,,,9499,COSUMNES,32701355,Cosumnes Power Plant
1011973,Cottonwood Energy Project,United States of America,45636,Cottonwood Energy Project Gas Plant TX USA,9536,COTTONWOOD ENERGY PROJECT,426353553,Cottonwood Energy Project
1012014,CPV Sentinel Energy Project,United States of America,,,33442,CPV SENTINEL,,
1012018,Craig (CO),United States of America,413,Craig Coal Plant CO USA,9617,CRAIG (6021),,
1012033,Crist,United States of America,419,Crist Coal Power Plant FL USA,9683,CRIST,92357950,James F. Crist Generating Plant
1012039,Cross,United States of America,421,Cross Coal Plant SC USA,9711,CROSS,186840907,Cross Generating Station
1012050,Croydon CT Generating Station,United States of America,2822,Croydon CT Generating Station Oil Plant PA USA,9732,CROYDON CT GENERATING STATION,,
1012055,Crystal River,United States of America,426,Crystal River Coal Power Plant FL USA,70447,CRYSTAL RIVER,166672284,Crystal River Power Plant
1012072,Cumberland (TN),United States of America,428,Cumberland Coal Plant TN USA,,,419366186,Cumberland Fossil Plant
1012077,Cunningham,United States of America,2833,Cunningham Gas Plant NM USA,9850,CUNNINGHAM,,
1012078,Currant Creek,United States of America,2835,Currant Creek CCGT Power Plant UT USA,72959,CURRANT CREEK,1204527151,Currant Creek Unit #CT1A
1012080,Curtis H Stanton Energy Center,United States of America,2837,Curtis H Stanton Energy Center Gas Plant FL USA,7768,CURTIS H STANTON ENERGY CENTER,,
1012092,D B Wilson,United States of America,435,D B Wilson Coal Power Plant KY USA,10350,D B WILSON,,
1012096,Dahlberg,United States of America,2853,Dahlberg Gas Plant GA USA,10026,DAHLBERG,256579730,Plant Dahlberg
1012103,Dallman,United States of America,439,Dallman Coal Power Plant IL USA,78763,DALLMAN 2,,
1012106,Dan E Karn,United States of America,443,Dan E Karn Coal Plant MI USA,70639,DAN E KARN,,
1012107,Dan River,United States of America,444,Dan River Coal Plant NC USA,10158,DAN RIVER,421376687,Dan River Combined Cycle Station
1012116,Danskammer Generating Station,United States of America,446,Danskammer Generating Station Coal Plant NY USA,10184,DANSKAMMER GENERATING STATION,,
1012117,Darby Electric Generating Station,United States of America,2867,Darby Electric Generating Station Gas Plant OH USA,10215,DARBY ELECTRIC GENERATING STATION,,
1012120,Darlington County,United States of America,2870,Darlington County Gas Plant SC USA,10238,DARLINGTON COUNTY,159607181,Darlington Plant
1012131,Dave Johnston,United States of America,45637,Dave Johnston Coal Power Plant WY USA,10307,DAVE JOHNSTON,,
1012135,Davis Besse,United States of America,2876,Davis-Besse Nuclear Power Plant United States of America,10322,DAVIS BESSE,254601971,Davis-Besse Nuclear Power Station
1012149,Dearborn Industrial Generation,United States of America,44082,Dearborn Industrial Generation Gas CHP Power Plant MI USA,10391,DEARBORN INDUSTRIAL GENERATION,,
1012150,DeBary,United States of America,2881,DeBary Oil Plant FL USA,10396,DEBARY,382412282,DeBary Power Plant
1012151,Decatur Energy Center,United States of America,44083,Decatur Energy Center Gas Cogen Plant AL USA,10403,DECATUR ENERGY CENTER,,
1012153,Decker Creek,United States of America,2883,Decker Creek Gas Plant TX USA,10411,DECKER CREEK,,
1012162,Deer Park Energy Center,United States of America,44084,Deer Park Energy Center Gas Cogen Plant TX USA,10436,DEER PARK ENERGY CENTER,422731520,Deer Park Energy Center
1012179,Dell Power Station,United States of America,2624,Chaney Dell Plant Gas Plant OK USA,10513,DELL POWER STATION,,
1012182,Delta Energy Center,United States of America,2899,Delta Energy Center Gas Plant CA USA,10525,DELTA ENERGY CENTER,,
1012201,Desert Basin,United States of America,2908,Desert Basin Gas Plant AZ USA,10615,DESERT BASIN,,
