"plant_name","latitude","longitude","fuel_used","OutputMWh","elec_capacity_MW"
"Adlergrund Offshore Powerplant",54.4166667,13.4,"Wind",0,
"Adlershof Powerplant",52.5244,13.4105,,32099.0,
"Adlerskaya Powerplant",43.420071641143,39.948571622372,"Natural Gas",0,360
"Adlington Powerplant",45.7168,-120.201,,0.0,
"Adm Cocoa Powerplant",52.4604,4.80463,,17250.0,
"Admiralty Wave Powerplant",47.8332,-122.435,,0.0,
"Admont Mill Powerplant",47.5754,14.4608,,1358.0,
"Adnan Menderes Airport Powerplant",37.9514,27.3685,,10244.0,
"Adnoc Gt Powerplant",24.4666667,54.3666667,"Natural Gas",108952,
"Adnoc Ic Powerplant",0.0,0.0,,0.0,
"Adodar Gsfc Powerplant",21.6422,69.6093,,0.0,
"Adola Powerplant",5.8833,38.9833,,7040.0,
"Adolfsfors Powerplant",59.8,12.2167,,0.0,
"Adorf Powerplant",51.3666667,8.8,"Wind",13047,
"Adra Purulia Powerplant",23.3333,86.3667,,0.0,
"Adrano Catania Powerplant",0.0,0.0,,0.0,
"Adrano Powerplant",42.88334,-9.066667,"Wind",44158,
"Adrar Powerplant",27.894925919638,-0.29527701437473,"Natural Gas",112845,100
"Adrar Wind Powerplant",28.4551,-0.06603,"Wind",0,24
"Adria Project Powerplant",45.0564,12.0578,,3003.0,
"Adria Rtr Powerplant",45.0564,12.0578,,0.0,
"Adrian Landfill Powerplant",41.9076,-84.0644,"Landfill Gas",5255,
"Adrian Powerplant",43.6377,-95.9349,"Oil",123,2
"Adriano Maia Powerplant",-24.9358,33.7006,,234.0,
"Adrup/oldenburg Powerplant",52.7239,8.02653,,2023.0,
"Adum Powerplant",55.8667,8.6,,1367.0,
"Adunati Powerplant",44.929,25.4254,,661.0,
"Adur-budhalkand Powerplant",16.9833,73.3,,0.0,
"Adyanpara Powerplant",11.25,75.7667,,0.0,
"Ae Humphrey Ranch Powerplant",37.8492,-106.926,,0.0,
"Aec/chec Powerplant",40.6566,-74.3039,,230.0,
"Aeg Tuas Powerplant",1.32139,103.657,,2668.0,
"Aega-3 Powerplant",43.679,-7.89412,,144128.0,
"Aega-4 Powerplant",43.679,-7.89412,,82797.0,
"Aegon Dc Powerplant",0.0,0.0,,0.0,
"Aegon Martha's Way Powerplant",0.0,0.0,,0.0,
"Aegon Np Powerplant",0.0,0.0,,0.0,
"Aegon Usa Powerplant",0.0,0.0,,0.0,
"Aeolus Hviderups Powerplant",55.7848,13.2899,,4249.0,
"Aeolus I Powerplant",51.5,7.33333,,5567.0,
"Aeolus Powerplant",47.0001,-64.032,,3835.0,
"Aeolus Tyre Powerplant",0.0,0.0,,188700.0,
"Aeolus Vienenburg Powerplant",51.904248279647,10.427656173706,"Wind",1450,
"Aeolus Wind Facility Powerplant",36.4725,-101.3278,"Wind",3285,
"Aeon Bukit Indah Powerplant",0.0,0.0,,0.0,
"Aeon Bukit Tinggi Powerplant",3.03333,101.45,,0.0,
"Aeon Cheras Selatan Powerplant",0.0,0.0,,0.0,
"Aeon Hanyu Powerplant",36.1667,139.533,,0.0,
"Aeon Itami-koya Powerplant",34.7843,135.401,,0.0,
"Aeon Kagoshima Powerplant",31.5602,130.558,,0.0,
"Aeon Lake Town Powerplant",35.8875,139.786,,0.0,
"Aeon Metro Prima Powerplant",0.0,0.0,,0.0,
"Aeon Seberang Prai City Powerplant",4.6068,101.425,,0.0,
"Aer Tembaga Plant Powerplant",1.45,125.2,,557.0,
"Aera San Ardo Cogen Facility Powerplant",35.9375,-120.852,,40192.0,
"Aera South Belridge Cogen Facility Powerplant",35.4292,-119.686,,0.0,
"Aero Wind Powerplant",54.8589026,10.3874813,"Wind",4938,
"Aeroenergia Powerplant",10.5667,-85.0333,,34480.5,
"Aerojet Folsom Solar Powerplant",38.5815719,-121.4943996,"Solar Radiation",0,
"Aeroport De Bordeaux Powerplant",44.8404,-0.5805,,4583.0,
"Aeroport De Nimes Powerplant",43.83,4.35,,681.0,
"Aeroport De Roissy Powerplant",48.8,2.65,,127148.0,
"Aeroporto Powerplant",36.9667,-25.1,,4491.0,
"Aeroports De Lyon Powerplant",45.7485,4.84671,,0.0,
"Aeropuerto Alicante Powerplant",38.3452,-0.481489,,0.0,
"Aeropuerto Malaga Powerplant",36.7202,-4.42034,,0.0,
"Aerorossa Powerplant",37.7469,13.6049,,0.0,
"Aeroskobing Powerplant",54.88,10.41,,457.0,
"Aeroturbine Powerplant",33.875,-116.625,,7835.0,
"Aershan Powerplant",47.1734,119.946,,4645.0,
"Aes/ssch Powerplant",40.5554,-74.6608,,230.0,
"Aes Alamitos Powerplant",33.7688,-118.1009,"Natural Gas",2906400,1922
"Aes Andres Powerplant",18.4539,-69.6064,,2.79444e+06,
"Aes Beaver Valley Powerplant",40.6558,-80.3556,,753601.0,149.0
"Aes Cartagena Powerplant",37.570237396132,-0.94543880215497,"Natural Gas",5259241,1200
"Aes Cayuga Powerplant",42.6028,-76.6336,"Coal",2480090,322.5
"Aes Deepwater Powerplant",29.7192,-95.2278,"Oil",1040758,184
"Aes Delano (ca) Powerplant",35.7144,-119.234,,109980.0,
"Aes Greenidge Llc Powerplant",42.6789,-76.9483,,438200.0,
"Aes Greenidge Powerplant",42.6789,-76.9483,"Coal",713361,162.5
"Aes Hawaii Powerplant",21.3033,-158.1064,"Coal",1533880,203
"Aes Hemphill Powerplant",43.4929,-72.037,,110854.0,
"Aes Hickling Powerplant",42.0806,-77.0397,,379459.0,
"Aes Huntington Beach Powerplant",33.6436,-117.9788,"Natural Gas",1325262,888
"Aes Ironwood Powerplant",40.3509,-76.3658,"Natural Gas",1005703,777.6
"Aes Kelantissa Powerplant",6.73333,80.0333,,1.63194e+06,
"Aes Los Mina Powerplant",18.4667,-69.9,,1.23566e+06,
"Aes Maritza East Powerplant",42.1333,25.85,,0.0,
"Aes Mendota Powerplant",36.7487,-120.3776,"Biomass",136103,28
"Aes Ottana Powerplant",40.25,9.033333,"Fuel Oil",1609232,140
"Aes Placerita Powerplant",34.3801,-118.4999,"Natural Gas",53424,
"Aes Puerto Rico Powerplant",18.3864,-66.1143,,3.83287e+06,
"Aes Red Oak Powerplant",40.4481,-74.3497,"Natural Gas",1443119,966
"Aes Redondo Beach Powerplant",33.8504,-118.395,"Natural Gas",531398,1316.4
"Aes Shady Point Powerplant",35.1931,-94.6458,"Coal",1927458,350
"Aes Somerset Powerplant",43.3561,-78.6039,"Coal",5917056,655.1
"Aes Thames Powerplant",41.4282,-72.1005,"Coal",1592949,213.9
"Aes Warrior Run Powerplant",39.652,-78.7577,,1.36761e+06,
"Aes Westover Powerplant",42.1117,-75.9747,"Coal",566179,118.8
"Aesa Paper Mill Powerplant",42.9896,-2.61893,,24485.0,
"Aetsa Oittinen Powerplant",0.0,0.0,,1243.0,
"Aetsa Powerplant",61.2934,22.7051,,46697.0,
"Af One Pavalion Powerplant",34.2707,-118.79,,2528.0,
"Afam Port Harcourt Powerplant",4.77742,7.0134,,0.0,
"Afam Powerplant",4.784821,7.005453,"Natural Gas",1663777,420
"Afam Spdc Powerplant",4.7892,6.9986,,0.0,
"Afan Lido Leisure Powerplant",51.6611,-3.80375,,649.0,
"Afan Stw Powerplant",0.0,0.0,,0.0,
"Afcott Factory Powerplant",9.3333,12.5,,2091.0,
"Affeaf Powerplant",21.4274,39.8148,,59863.0,
"Afferde Powerplant",52.104,9.35623,,1.05429e+06,
"Affi Powerplant",45.5544,10.7774,,0.0,
"Affinghausen Powerplant",52.7833,8.88333,,2976.6,
"Affoldern Powerplant",51.1667,9.1,,5308.0,
"Afikey Maim Powerplant",0.0,0.0,,377.0,
"Afjord Powerplant",63.9667,10.2,,5382.0,
"Afourer-1 Powerplant",32.337251,-6.349835,"Hydro",104579,
"Afourer-2 Powerplant",32.337251,-6.349835,"Hydro",520661,
"Afrikhavn Powerplant",52.4262957162,4.7393105238,"Wind",0,
"Afsin-elbistan A Powerplant",38.247693,36.91399,"Brown Coal",9152608,1355
"Afsin-elbistan B Powerplant",38.247693,36.91399,"Brown Coal",6585129,1440
"Afsin-elbistan C Powerplant",38.2477,36.914,,0.0,
"Afsin-elbistan D Powerplant",38.2477,36.914,,0.0,
"Afti Powerplant",33.7333333,75.15,"Hydro",15,
"Afton (nm) Powerplant",32.1134,-106.848,"Natural Gas",130881,287
"Afton (wy) Powerplant",42.6962,-110.919,,61149.0,
"Afton Reservoir Powerplant",56.4906712,-4.2026458,"Wind",0,74.25
"Afua Powerplant",-0.16,-50.38,,761.0,
"Afueras Mine Powerplant",41.3721,0.301695,,3489.0,
"Afyon Factory Powerplant",38.75,30.55,,44492.0,
"Ag Processing Powerplant",42.6297,-93.9121,,55668.0,
"Ag Wishon Powerplant",37.2325,-119.5203,"Hydro",53628,12.8
"Agadir Powerplant",31.56,-8.73,,66184.0,
"Agaete Powerplant",28.1167,-15.7,,307.0,
"Agalawatta Powerplant",7.483333,80.6,"Hydro",0,
"Agan Chemical Works Powerplant",31.7333,34.65,,0.0,
"Agana Shopping Center Powerplant",13.4742,144.748,,0.0,
"Agarak Powerplant",41.01056,44.4675,"Hydro",1327,
"Agardsfors Powerplant",59.33,18.05,,3439.0,
"Agartala Powerplant",22.3719,88.2269,,641171.0,
"Agassiz Beach Llc Powerplant",47.0053,-96.4356,,4861.9,
"Agassiz Beach Powerplant",46.9708,-96.5469,,2604.0,
"Agastyamuni Powerplant",30.2833,78.9833,,0.0,
"Agathonisi Powerplant",37.4667,26.9667,,46.0,
"Agatobwe Powerplant",-2.59667,29.7394,,0.0,
"Agatos Torino Powerplant",0.0,0.0,,0.0,
"Agatsuma Powerplant",0.0,0.0,,0.0,
"Agatti Island Powerplant",10.8576,72.1934,,89.0,
"Agauta Sugar Mill Powerplant",28.4,77.85,"Biomass",6132,
"Agawam Cogen Powerplant",42.0626,-72.6252,,1138.0,
"Agawam Turbo Powerplant",42.0626,-72.6252,,1711.0,
"Agbara Unilever Powerplant",6.50525,3.10306,,0.0,
"Agbarha-otor Brewery Powerplant",5.48986,6.00743,,634.0,
"Agbulu Powerplant",18.0167,121.183,,0.0,
"Agc Cuneo Powerplant",44.3973,7.54453,,0.0,
"Age Powerplant",46.302131013214,1.8057314907951,"Hydro",14421,
"Agekawa Powerplant",36.2048,138.253,,104297.0,
"Agency Gt Powerplant",40.8167,-91.1467,,44.0,
"Agency Street Powerplant",40.8532,-91.1004,,2414.0,
"Ageo City Plant Powerplant",35.9697,139.589,,7313.0,
"Ageo Plant Powerplant",35.9697,139.589,,19149.0,
"Ager Powerplant",42.0,0.766667,,47083.0,
"Agersted Powerplant",57.1604,10.2929,,3046.0,
"Aggarpsvagen Powerplant",56.25,12.9667,,0.0,
"Agghiastro Powerplant",37.9833,13.3333,,3887.0,
"Aggius Powerplant",45.0522,7.51539,,12886.0,
"Aghada Powerplant",51.834915451567,-8.233593821351,"Natural Gas",1614675,963
"Aghyia Powerplant",39.7178,22.7636,,490.0,
"Agia Anna Powerplant",34.9417,33.4833,,0.0,
"Agia Marina Powerplant",0.0,0.0,,0.0,
"Agigea Powerplant",44.08333,28.61667,"Hydro",30044,
"Agighiol Powerplant",0.0,0.0,,0.0,
"Agioi Theodoroi Powerplant",37.9272,23.1408,,0.0,
"Agios Athanasios Powerplant",40.7172,22.7281,,0.0,
"Agios Dimitrios Powerplant",40.3,21.78,"Coal",13100000,
"Agios Efstratios Powerplant",39.5143,25.011,,268.0,
"Agios Georgios Powerplant",37.97,23.6,,722563.0,
"Agios Ilias Powerplant",38.5425,25.5636,,2677.0,
"Agios Kryilos Powerplant",0.0,0.0,,18983.0,
"Agios Nikolaos Outlet Powerplant",39.5861,20.5478,,0.0,
"Agios Nikolaos Powerplant",39.5861,20.5478,,0.0,
"Agios Theodoros Powerplant",34.8014,33.3875,,0.0,
"Agjolet Powerplant",61.5167,6.25,,9684.6,
"Aglie Powerplant",45.368,7.768,,0.0,
"Aglubang Powerplant",14.4182,121.042,,0.0,
"Agnas Powerplant",63.85,19.2667,,0.0,
"Agnew Nickel Powerplant",-27.9128,120.697,,12451.0,
"Agnews Cogen Powerplant",37.4058,-121.927,,89067.0,
"Agni Powerplant",45.7042,11.2245,,973.39,
"Agnoor Powerplant",25.21667,84.98333,"Hydro",0,
"Agonitz Powerplant",47.8667,14.2167,,9931.0,
"Agordo Powerplant",46.2856,12.0375,,46261.0,
"Agoriani Powerplant",38.9998,22.3338,,3105.0,
"Agos-vidalos Powerplant",43.030552220893,-0.06574242456054,"Hydro",2926,1
"Agoyan Powerplant",-1.1,-78.4666667,"Hydro",612607,
"Agra Oya Powerplant",5.94851,80.5353,,0.0,
"Agrafias Powerplant",0.0,0.0,,0.0,
"Agrafiotis Powerplant",0.0,0.0,,0.0,
"Agras Powerplant",40.805,22.0006,,81722.0,
"Agreda Biogas Powerplant",41.85,-1.933333,"Biogas",59188,
"Agri Powerplant",40.28333,16.13333,"Hydro",65913,39
"Agri Seker Fb Powerplant",39.7217,43.0567,,10835.0,
"Agricola Carolina Powerplant",15.7835,-90.2308,,246.0,
"Agricultural Dept Powerplant",34.6937,135.502,,296.0,
"Agrigento Alerion Powerplant",37.3208,13.5888,,43995.0,
"Agrigento Solar Powerplant",37.320839,13.588759,"Solar Radiation",9215.7002,
"Agrigento Sunflower Powerplant",37.3208,13.5888,,0.0,
"Agrinio Powerplant",38.6214,21.4078,,91.364,
"Agrium Kenai Nitrogen Operations Powerplant",60.6732,-151.378,,0.0,
"Agriwind 1 Powerplant",41.3017,-89.6236,,18833.0,
"Agriwind 2 Powerplant",41.2923,-89.5062,,0.0,
"Agro-trafo Powerplant",-11.740634701408,-46.753355383698,"Hydro",42059,14.04
"Agro Giethoorn Powerplant",52.74,6.07917,,0.0,
"Agropecuaria Plant Powerplant",40.4637,-3.74922,,4812.0,
"Agstev-1 Powerplant",40.741,44.8636,,0.0,
"Agua Blanca Powerplant",-6.71667,-76.5833,,122.0,
"Agua Caliente Mgc Powerplant",-8.73333,-74.6333,,527.0,
"Agua Caliente Miller Powerplant",9.84178,-83.9177,,4771.0,
"Agua Caliente Powerplant",32.9692210947,-113.490651316,"Solar Radiation",0,290
"Agua De Castilla Mine Powerplant",0.0,0.0,,0.0,
"Agua De Castilla Powerplant",-23.2157,-65.8056,,48.0,
"Agua Del Cajon Powerplant",-38.95,-68.07,,3.6913e+06,
"Agua Del Toro Powerplant",-34.6177,-68.3301,,361764.0,
"Agua Doce/laguna Powerplant",-26.9978,-51.5561,,0.0,
"Agua Doce Powerplant",-26.9978,-51.5561,,67435.0,
"Agua Escondida Powerplant",-36.1561,-68.3004,,82.0,
"Agua Fresca Powerplant",5.79211,-75.786,,0.0,
"Agua Fria Powerplant",33.5542,-112.2161,"Natural Gas",213021,613.5
"Agua Fria Reservoir Powerplant",10.5,-66.91,"Hydro",15764,
"Agua Grande Inec Powerplant",18.5581,120.785,,11832.0,
"Agua Limpa Powerplant",-11.62777778,-46.82055556,"Hydro",0,
"Agua Mansa Powerplant",34.0414,-117.3603,"Natural Gas",51356,60.5
"Agua Prieta-2 Powerplant",31.3,-109.5667,"Hydro",0,240
"Agua Suja Powerplant",-12.6819,-56.9211,,6867.0,
"Agua Vermelha Coxim Powerplant",0.0,0.0,,0.0,
"Agua Vermelha Powerplant",-19.95,-50.28,"Hydro",5922607,1396
"Aguacapa Powerplant",14.2258,-90.4742,,403004.0,
"Aguacate Powerplant",18.4333333,-70.2666667,"Hydro",206171,
"Aguadulce Powerplant",8.24,-80.54,,50.0,
"Aguallal Powerplant",42.0357,-6.90541,,28376.0,
"Aguamilpa Powerplant",21.5,-104.9,"Hydro",2383879,960
"Aguanish Powerplant",50.216844223,-62.081833032,"Wind",0,80
"Aguaprieta Powerplant",20.71,-103.4,"Hydro",595970,
"Aguas Calientes Powerplant",-36.9,-71.6667,,0.0,
"Aguas Frias Powerplant",41.76667,-7.35,"Hydro",2687,
"Aguas Santas Wwtp Powerplant",41.2106,-8.5866,,1090.4,
"Aguas Zarcas Powerplant",10.3751,-84.3405,,69329.0,
"Aguasabon Powerplant",48.400095712,-89.316825555,"Hydro",230034,51
"Aguasan Powerplant",8.49056,124.737,,0.0,
"Aguascalientes Solar Powerplant",21.8833333,-102.3,"Solar Radiation",0,
"Aguayo Powerplant",43.0710799,-4.0372657,"Hydro",370872,
"Agucadoura Powerplant",41.4325,-8.8425,"Wave",2159,2.25
"Agucadoura Windfloat Powerplant",41.3834,-8.76364,,0.0,
"Agueda Celticeramica Powerplant",40.5229,-8.427,,4855.7,
"Agueda Dam Powerplant",40.4957614,-6.4984809,"Hydro",5467,
"Agueda Inacer Powerplant",40.56,-8.43897,,4524.8,
"Aguera Powerplant",43.446294,-5.959191,"Hydro",3105,
"Aguiar Residence Powerplant",33.8886,-117.812,,10.0,
"Aguieira Finerge Powerplant",41.7618,-7.86322,,2090.0,
"Aguieira Powerplant",39.6,-8.41,,259113.0,
"Aguila Solar Powerplant",33.9428069,-113.1740805,"Solar Radiation",0,
"Aguilar Powerplant",42.7924493,-4.2602217,"Hydro",10781,
"Aguirre Cc Powerplant",18.2501,-66.1032,,1.5672e+06,
"Aguirre Powerplant",17.9903,-66.2815,,1.53525e+06,
"Agulskaya Powerplant",42.1432,47.095,,2227.0,
"Aguni Village Powerplant",26.5886,127.226,,1740.0,
"Agus I Powerplant",7.99861,124.293,,199280.0,
"Agus Ii Powerplant",8.0325,124.275,,448381.0,
"Agus Iii Powerplant",7.85,123.95,"Hydro",0,
"Agus Iv Powerplant",8.2373,123.824,,393828.0,
"Agus V Powerplant",8.17917,124.192,,137005.0,
"Agus Vi (maria Cristina) Powerplant",11.0,122.767,,458843.0,
"Agus Vii Powerplant",11.0,122.767,,134514.0,
"Agusan Powerplant",8.36972,124.864,,3986.0,
"Agutaya Powerplant",11.1486,120.942,,31.0,
"Ah-sin-heek Powerplant",52.371826349765,-126.7539024353,"Diesel Oil",3294,6.58
"Ahai Powerplant",27.3506,100.506,,0.0,
"Ahala Powerplant",3.8,11.4833,,0.0,
"Ahaus-alstaette Landfill Powerplant",51.05,9.2833333,"Landfill Gas",1259,
"Ahaus-wullen Powerplant",51.4332,7.66159,,957.0,
"Ahaus Powerplant",52.06667,7,"Wind",232,
"Ahausen Powerplant",51.17,7.96,,3753.0,
"Ahearn Landfill Powerplant",42.1336,-72.6302,"Landfill Gas",7051,
"Ahfh Hawaii Powerplant",21.3069,-157.858,,0.0,
"Ahikoy Powerplant",39.38,38.11,,12505.0,
"Ahlat Powerplant",38.7553,42.4939,,3412.0,
"Ahlen Wwtp Powerplant",51.7634,7.8887,,724.16,
"Ahmadabad Core Powerplant",23.03,72.61,,93443.0,
"Ahmedabad Ashima Powerplant",23.0333,72.6167,,6580.0,
"Ahmedabad Electro Melt Powerplant",23.0333,72.6167,,886.0,
"Ahmedabad Mh Mills Powerplant",23.0333,72.6167,,2248.0,
"Ahmedabad Riddhi Powerplant",23.0333,72.6167,,0.0,
"Ahmedabad Soma Powerplant",23.0333,72.6167,,5280.6,
"Ahmedabad Somar Powerplant",23.0333,72.6167,,2248.0,
"Ahmedabad Tel Cables Powerplant",23.0333,72.6167,,1966.0,
"Ahmetcik Powerplant",38.0254,36.6575,,0.0,
"Ahp Central Powerplant",-0.367744,35.2831,,995.0,
"Ahp Medical Powerplant",-0.367744,35.2831,,106.0,
"Ahp Solar Powerplant",0,0,"Solar Radiation",0,
"Ahram Factory Powerplant",30.1286,31.2422,,10421.0,
"Ahrensfelde Powerplant",52.5899,13.5586,,130622.0,
"Ahrental Landfill Powerplant",47.2627,11.3945,,7038.7,
"Ahrenvioelfeld Powerplant",54.49,9.05,"Wind",43489,
"Ahtet Paunglaung Powerplant",19.7333,96.2167,,0.0,
"Ahtme Powerplant",59.3986,27.2731,,170622.0,
"Ahuachapan Powerplant",13.920280836749,-89.817130565425,"Geothermal",832200,95
"Ahuachapan Sugar Mill Powerplant",13.91908,-89.845284,"Biomass",6090,
"Ahvaz-ramin Powerplant",31.50161,48.88316,"Natural Gas",10400000,1890
"Ahvenkoski Powerplant",60.5,26.5,,106735.0,
"Aia Plant Powerplant",46.2276,2.21375,,5238.0,
"Aibar Powerplant",42.592,-1.36042,,67464.0,
"Aibetu Powerplant",43.9,142.583,,560.0,
"Aichi Ac Shop Powerplant",35.1802,136.907,,3139.0,
"Aichi Arako Powerplant",35.1802,136.907,,36499.0,
"Aichi Factory (arp) Powerplant",35.1802,136.907,,530.0,
"Aichi Giken Powerplant",35.1802,136.907,,2289.0,
"Aichi Nippon Denso Powerplant",35.1802,136.907,,14155.0,
"Aichi Nitto Powerplant",35.1802,136.907,,1381.0,
"Aichi Plant (cnk) Powerplant",35.1802,136.907,,906.0,
"Aichi Plant Agc Powerplant",34.7857,136.883,,55909.0,
"Aichi Plant Yr Powerplant",35.1802,136.907,,897.0,
"Aichi Refinery Powerplant",35.0,137.25,,319979.0,
"Aichi Suzuhide Powerplant",35.1802,136.907,,879.0,
"Aichi Toyota Powerplant",35.1802,136.907,,38326.0,
"Aidenbach Powerplant",48.56667,13.1,"Solar Radiation",3821,
"Aidlin Geothermal Power Plant Powerplant",38.8339,-122.881,,144100.0,
"Aidlin Powerplant",38.7954,-123.01,,75981.0,
"Aifuru Gojo Bldg Powerplant",35.0211,135.754,,4138.0,
"Aigas Powerplant",57.46667,-4.233333,"Hydro",21949,20
"Aiguamoix Powerplant",42.7089,0.903056,,34988.0,
"Aigue Blanche Powerplant",44.7333,6.85,,397.0,
"Aikawa City Powerplant",35.5288,139.322,,31272.0,
"Aiken Mfff Powerplant",33.5604,-81.7196,,0.0,
"Aikengall-ii (wester Dod) Powerplant",56.6,-4.3,,0.0,
"Aimanabad Powerplant",32.1617,74.1883,,527140.0,
"Aimas Powerplant",-6.7111,108.56,,0.0,
"Aimata Powerplant",36.7167,138.9,,14299.0,
"Aimeliik Powerplant",7.49421,134.569,,9100.0,
"Aimeri Landfill Powerplant",45.464269381026,9.1895055770874,"Landfill Gas",1418,
"Aimores Powerplant",-19.5,-41.06,"Hydro",1416276,330
"Aimoru Shopping Center Powerplant",36.3907,139.06,,409.0,
"Aimoto Powerplant",36.85,137.55,,55681.0,
"Ain Beni Mathar Powerplant",34.07025769711,-2.1050037143868,"Natural Gas",0,472
"Ain El Bya Powerplant",35.880112019697,7.1122312545776,"Natural Gas",796145,300
"Ain River Powerplant",53.7327,-132.42,,0.0,
"Ain Sokhna Powerplant",29.6002,32.3167,,0.0,
"Ainako Powerplant",19.3592,-155.424,,195.0,
"Ainaro Powerplant",-9.01132,125.522,,256.0,
"Ainazi Powerplant",57.86,24.35,,1332.0,
"Aino-cho Powerplant",33.16667,129.7167,"Wind",10441,
"Ainoura Powerplant",33.1799,129.715,,1.18222e+06,
"Ainring Powerplant",47.8167,12.95,,0.0,
"Ainsworth Powerplant",42.3829,-99.8743,,78114.0,
"Ainsworth Wind Powerplant",42.4489,-99.8917,"Wind",187190,
"Aioi City Powerplant",34.8,134.45,,1783.0,
"Aioi Powerplant",34.774585017028,134.45698946714,"Fuel Oil",873104,1125
"Aioun Powerplant",16.6614,-9.6149,,678.62,
"Air Anyer Powerplant",-2.74105,106.441,,0.0,
"Air Molek Powerplant",-0.366667,102.283,,2198.0,
"Air Products Port Arthur Powerplant",29.8577,-93.9653,,886010.0,
"Air Raja Powerplant",1.08333,104.483,,5995.0,
"Air Street Powerplant",53.7446,-0.335255,,7348.0,
"Airasca Biomass Powerplant",44.917042,7.484321,"Biomass",26259,
"Airbus Getafe Powerplant",40.4165,-3.70256,,151.0,
"Airbus Stade Powerplant",53.6,9.48333,,0.0,
"Aire-sur-la-lys Powerplant",50.6333,2.4,,14037.0,
"Aire L'adour Powerplant",43.7,-0.266667,,3986.0,
"Airedale Hospital Powerplant",53.8833,-1.91667,,986.0,
"Airport-larkfield Sz Powerplant",38.3942,-122.743,,586.0,
"Airport Club Powerplant",38.3942,-122.743,,193.0,
"Airport Industrial Powerplant",38.2844,-104.531,,0.0,
"Airport Park Hotel Powerplant",33.9596,-118.352,,489.0,
"Airport Shopping Center Powerplant",41.0138,28.9497,,0.0,
"Ais Canberra Powerplant",-35.2835,149.128,,120.0,
"Aisero Kagaku Powerplant",35.1802,136.907,,6643.0,
"Aishel Avraham Nursing Powerplant",40.6912,-73.9275,,388.0,
"Aishihik Powerplant",61.56667,-137.5,"Hydro",163580,30
"Aisin Ai Plant Powerplant",36.2048,138.253,,15353.0,
"Aistaig Powerplant",48.3167,8.56667,,1858.0,
"Aisu Hotel & Sauna Powerplant",35.4475,139.642,,459.0,
"Ait Baha Cement Plant Powerplant",31.5782,-5.58821,,0.0,
"Ait Messaoud Dam Powerplant",31.73,-8.08,"Hydro",7374,
"Aitkin Powerplant",46.4723,-93.5206,,23.0,
"Aitola- Akar Solar Powerplant",0,0,"Solar Radiation",0,
"Aitoloakarnaia Powerplant",0.0,0.0,,227.01,
"Aitona Powerplant",41.4833,0.466667,,5368.0,
"Aitos Powerplant",42.7333,27.1167,,0.0,
"Aitrach Powerplant",47.93333,10.08333,"Hydro",15923,
"Aittokoski Powerplant",63.7833333,25.9666667,"Hydro",177892,47
"Aitutaki Powerplant",-18.8714,-159.781,,484.0,
"Aiurua Powerplant",-17.8244,-149.142,,710.0,
"Aiuruoca Powerplant",-21.96,-44.6,"Hydro",0,
"Aiviekste Powerplant",56.76667,26.4,"Hydro",2633,0.8
"Aixi Heart River Powerplant",29.5628,106.553,,224256.0,
"Aizikibel Powerplant",42.7667,-1.7,,17541.0,
"Aizpurutxo Powerplant",43.1394,-2.34573,,350.0,
"Aizu Highland Hotel Powerplant",37.7607,140.473,,204.0,
"Aizu University Powerplant",36.2048,138.253,,1389.0,
"Aizuwakamatsu Powerplant",37.4948,139.93,,3688.0,
"Ajaccio Powerplant",41.91,8.73,,83592.0,
"Ajaokuta Powerplant",7.56229,6.65497,,129998.0,
"Ajaure Powerplant",65.5083,15.6239,"Hydro",322416,75
"Ajax Wwtp Powerplant",43.8501,-79.0329,,2420.5,
"Ajba Powerplant",46.105,13.6461,,15974.0,
"Ajbapur Sugar Complex Powerplant",27.9494,80.7775,,32102.0,
"Ajello-1 Powerplant",37.664138,12.588035,"Solar Radiation",0,1
"Ajgezard Powerplant",40.18111,44.51361,"Hydro",1407,
"Aji Ubaya Mill Powerplant",-3.33,114.58,,19226.0,
"Ajigasawa Powerplant",40.7744,140.203,,10441.0,
"Ajinomoto Factory Powerplant",34.6913,135.183,,401.0,
"Ajinomoto Indonesia Ic Powerplant",-7.47222,112.434,,38752.0,
"Ajiutian Powerplant",24.2255,102.315,,825610.0,
"Ajka Powerplant",47.0956,17.5584,,4.56582e+06,
"Ajman Ahi Powerplant",24.4667,54.3667,,1358.0,
"Ajman Powerplant",25.4061,55.4428,,279982.0,
"Ajo Heights Powerplant",32.3717,-112.86,,126907.0,
"Ajo Solar Powerplant",32.3717249,-112.8607099,"Solar Radiation",0,
"Ajos Powerplant",65.7333,24.5667,,82892.0,
"Ajover-llanos Plant Powerplant",4.60971,-74.0818,,5142.0,
