id,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
BRA0001432,353579.52,801341.52,826224.0,730296.0,839496.0,555408.0,707280.0,699384.0,698208.0,618912.0,343056.0,376152.0
BRA0027092,183343.44,414037.68,377496.0,424200.0,403368.0,345072.0,472752.0,471576.0,505176.0,429576.0,429240.0,569368.8
BRA0035075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670320.0,5299056.0,4356408.0,3447057.6
BRA0029562,0.0,0.0,0.0,0.0,0.0,0.0,168.0,223440.0,258283.2,653486.4,479379.6,75264.0
BRA0029561,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,142968.0,164146.08,430273.2,323752.8,50568.0
BRA0001536,1221966.48,2809025.52,2566704.0,2715048.0,2897664.0,2249520.0,2757552.0,2638440.0,2795688.0,2200632.0,1787520.0,2144301.6
BRA0029653,0.0,0.0,0.0,0.0,0.0,2184.0,12600.0,266112.0,570304.56,829809.12,648384.24,245044.8
BRA0000528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297628.8
BRA0028565,195671.28,533991.36,311136.0,223272.0,341712.0,197232.0,255360.0,49056.0,54768.0,211848.0,292824.0,178332.0
BRA0029276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264311.04,538512.24,547134.0,493617.6
BRA0027888,725124.96,744061.92,915096.0,5223456.0,1742832.0,4707242.4,1137864.0,5341896.0,7643485.92,7494874.8,7170288.72,5023939.2
BRA0002167,161800.8,293630.4,639240.0,504336.0,601608.0,529200.0,727104.0,343896.0,780528.0,645456.0,750792.0,674217.6
BRA0028564,0.0,0.0,0.0,0.0,0.0,490896.0,1171800.0,803880.0,1001280.0,1160040.0,1311072.0,1279236.0
BRA0029272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261723.84,534680.16,519988.56,469761.6
BRA0029455,0.0,0.0,0.0,0.0,0.0,0.0,253848.0,337344.0,393960.0,353136.0,387576.0,345105.6
BRA0028567,0.0,0.0,0.0,0.0,315000.0,1121736.0,1364160.0,1451856.0,1345176.0,1265376.0,1227912.0,899472.0
BRA0002821,887194.56,1746106.32,1892520.0,1951488.0,2584344.0,2254728.0,2307312.0,2081520.0,2486232.0,2181984.0,2443728.0,3079591.2
BRA0028672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0028028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115752.0
BRA0028811,0.0,0.0,0.0,0.0,77834.4,126672.0,142128.0,107184.0,115177.44,126127.68,114707.04,137088.0
BRA0002117,802035.36,2188890.48,1991640.0,2036664.0,2234736.0,1664712.0,2035824.0,1959888.0,1581888.0,1151136.0,982296.0,1540946.4
BRA0028761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255158.4
BRA0027053,8786732.64,21044877.84,21589008.0,15744120.0,19210800.0,13602120.0,19316640.0,17645376.0,12547416.0,11139408.0,9822288.0,8473802.4
BRA0028174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40824.0
BRA0030870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120960.0
BRA0028819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978163.2
BRA0001042,496821.36,764114.4,923328.0,1115688.0,1253112.0,1513176.0,1646904.0,922656.0,1290744.0,1403976.0,1114344.0,1495401.6
BRA0000208,236668.32,496717.2,544992.0,598248.0,590184.0,554232.0,699720.0,546672.0,595728.0,289800.0,455448.0,633007.2
BRA0001146,0.0,461511.12,1453872.0,1152984.0,1737624.0,975072.0,1714944.0,1349544.0,892752.0,1343664.0,629664.0,599390.4
BRA0029767,0.0,0.0,0.0,0.0,0.0,36624.0,1425480.0,1922928.0,1983745.68,1972267.92,1536215.52,1470974.4
BRA0030272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208689.6
BRA0030792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181171.2
BRA0027952,88645.2,95568.48,289800.0,607320.0,126168.0,1174320.0,1175832.0,1171128.0,1704141.6,2699168.64,2232177.36,727591.2
BRA0001217,620941.44,919139.76,991032.0,1025472.0,1188096.0,1106112.0,1325352.0,604800.0,1146096.0,1326864.0,1306872.0,1363320.0
BRA0001304,1626231.6,4531584.96,3667776.0,4409664.0,4439400.0,3662064.0,5239416.0,4681152.0,4296264.0,4706520.0,3817296.0,2972004.0
BRA0027556,129059.28,1392436.08,3715488.0,2905224.0,3051384.0,3493560.0,4089792.0,1659504.0,3013416.0,4314072.0,3717672.0,3845083.2
BRA0027795,0.0,564076.8,627648.0,592368.0,619416.0,398328.0,563472.0,440496.0,566328.0,562296.0,319200.0,324307.2
BRA0000100,5016968.88,2961483.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16094853.6
BRA0027862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216451.2
BRA0028584,0.0,0.0,0.0,371112.0,504.0,504.0,0.0,176064.0,394474.08,634393.2,469077.84,95726.4
BRA0029457,0.0,0.0,0.0,0.0,0.0,90888.0,347592.0,269136.0,221928.0,74088.0,129528.0,155450.4
BRA0030911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111199.2
BRA0030017,0.0,0.0,0.0,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0029454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108343.2
BRA0031302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75885.6
BRA0000630,1095129.84,2279291.28,2324952.0,2264640.0,1561224.0,2036496.0,2551920.0,2720592.0,2533608.0,2101008.0,2145192.0,1707165.6
BRA0002003,411919.2,440753.04,548184.0,532728.0,692160.0,634704.0,835800.0,308952.0,632856.0,958272.0,872256.0,823586.4
BRA0026834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43008.0
BRA0000635,122855.04,172095.84,236376.0,205128.0,179760.0,185976.0,204960.0,156240.0,168168.0,205464.0,208152.0,219962.4
BRA0029192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243129.6
BRA0029453,0.0,0.0,0.0,0.0,0.0,182448.0,571536.0,554736.0,537432.0,366576.0,221592.0,219559.2
BRA0028206,63848.4,112220.64,320376.0,680064.0,185304.0,381672.48,204120.0,522816.0,585915.12,746082.96,824234.88,627244.8
BRA0000267,506170.56,1312429.44,1127448.0,1327704.0,1388184.0,1046640.0,1348368.0,998424.0,1042608.0,1161384.0,996240.0,923244.0
BRA0002687,0.0,0.0,0.0,0.0,126504.0,626304.0,610680.0,643272.0,702072.0,836976.0,906528.0,502118.4
BRA0001285,223260.24,548968.56,466536.0,516600.0,586824.0,567840.0,576912.0,571536.0,550032.0,461832.0,471576.0,719124.0
BRA0028817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158575.2
BRA0029361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281232.0,566707.68,561116.64,574828.8
BRA0028760,0.0,0.0,0.0,0.0,0.0,0.0,381864.0,479472.0,544152.0,512064.0,554904.0,540052.8
BRA0002755,1850424.24,4766401.92,5076792.0,3112200.0,4256952.0,3030552.0,4098696.0,3674160.0,2507232.0,2261784.0,1744848.0,1495384.8
BRA0000588,165758.88,338931.6,336168.0,415632.0,466536.0,299712.0,354480.0,289296.0,145152.0,144816.0,173544.0,366811.2
BRA0002043,164172.96,416304.0,375312.0,413616.0,441672.0,338520.0,428400.0,380184.0,429576.0,320040.0,237384.0,298989.6
BRA0030349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53592.0,97386.24,105109.2,83758.08,0.0
BRA0029119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.6
BRA0001510,395285.52,1141200.48,1480584.0,739032.0,1110144.0,486192.0,977424.0,804720.0,61488.0,28728.0,63000.0,42655.2
BRA0028203,0.0,0.0,0.0,0.0,0.0,0.0,438984.0,557256.0,646632.0,579936.0,633024.0,624674.4
BRA0001282,3887457.84,9975569.52,9506952.0,9594648.0,9232776.0,7598808.0,9211608.0,8704584.0,8346408.0,7181160.0,6477240.0,8105966.4
BRA0027104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940.0
BRA0000984,3007616.64,2672807.76,5330304.0,5859840.0,5246304.0,5980968.0,8211840.0,4823784.0,6310752.0,6685896.0,7353528.0,7983578.4
BRA0027263,10930.08,0.0,420504.0,1063776.0,283248.0,488376.0,645624.0,1124424.0,1378776.0,1273525.68,1404721.92,1331517.6
BRA0001245,222949.44,581579.04,562632.0,473256.0,538608.0,415128.0,546672.0,469056.0,539784.0,645288.0,585648.0,583228.8
BRA0001552,620219.04,1334215.68,1519224.0,1506288.0,1545264.0,1058904.0,1153824.0,1361136.0,1701336.0,955920.0,1292760.0,1816836.0
BRA0029598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120892.8
BRA0001595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0030415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945151.2
BRA0030227,798448.56,1728637.68,1898568.0,1939728.0,2050440.0,1510656.0,1851024.0,1899072.0,1229088.0,1251768.0,1086792.0,1337095.2
BRA0001260,926572.08,2263366.56,2547384.0,2719080.0,1746024.0,2633966.16,1716456.0,3062304.0,3060224.16,2571505.44,2658085.92,2196364.8
BRA0030557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3194620.8
BRA0027787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0001100,9344.16,107711.52,182784.0,214032.0,672.0,0.0,0.0,28224.0,162771.84,751716.0,161948.64,0.0
BRA0001194,4085909.52,10685406.48,10866240.0,8247120.0,7140672.0,6584256.0,7628208.0,7853664.0,5375664.0,5992728.0,4118856.0,4628282.4
BRA0030025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220416.0,350347.2,327697.44,3917.76,0.0
BRA0001268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224868.0
BRA0027948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929016.32,2283637.44,2389338.0,1784580.0
BRA0028357,171450.72,246104.88,14616.0,80304.0,524664.0,1729529.76,1065624.0,1515528.0,2658480.72,2607612.0,2454112.08,1674136.8
BRA0028355,0.0,0.0,0.0,0.0,0.0,0.0,660912.0,995736.0,492240.0,870072.0,498960.0,376336.8
BRA0028354,0.0,0.0,0.0,0.0,0.0,0.0,3799320.0,2270352.0,4230072.0,5253696.0,5541480.0,4944055.2
BRA0030381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91375.2
BRA0028352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203968.8
BRA0027115,2531298.0,5941222.56,6018936.0,3399648.0,4113984.0,2705640.0,3310440.0,5144832.0,2471616.0,3254160.0,1740648.0,1924843.2
BRA0029993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85948.8
BRA0001197,107064.72,191679.6,193872.0,226800.0,300888.0,210336.0,274680.0,213024.0,251496.0,97440.0,121968.0,184598.4
BRA0028191,54173.28,31550.4,280392.0,996408.0,60312.0,956096.4,168168.0,2347296.0,3377013.36,4258855.44,3913333.2,820360.8
BRA0002103,465294.48,1200942.96,1166592.0,1186584.0,1233792.0,973056.0,1170960.0,1046808.0,1189440.0,998424.0,1040760.0,1104549.6
BRA0028358,0.0,0.0,0.0,0.0,0.0,656376.0,22848.0,524160.0,1074494.4,1093352.4,528502.8,211394.4
BRA0002757,150027.36,314121.36,296688.0,375480.0,406056.0,289464.0,365232.0,298704.0,337512.0,208320.0,190512.0,258720.0
BRA0030385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792993.6
BRA0001269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185858.4
BRA0001298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0027483,0.0,1245751.92,1562400.0,1617168.0,1701168.0,1246896.0,1545264.0,1550808.0,1013880.0,1039416.0,915600.0,1127330.4
BRA0028630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33919.2
BRA0027075,320253.36,552288.24,67368.0,99624.0,168.0,327600.0,1008.0,60816.0,302297.52,1215772.32,1081199.28,133408.8
BRA0028699,0.0,0.0,0.0,0.0,0.0,0.0,140280.0,261408.0,230551.44,229037.76,233325.12,208538.4
BRA0002133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161397.6
BRA0001097,307868.4,645694.56,674352.0,723408.0,796152.0,540624.0,790944.0,636720.0,644952.0,512232.0,617736.0,834976.8
BRA0028631,0.0,0.0,0.0,0.0,134904.0,263592.0,221088.0,326424.0,291705.12,299901.84,303473.52,268178.4
BRA0029587,0.0,0.0,0.0,0.0,0.0,15456.0,1621872.0,2044392.0,2373564.48,2818977.84,3066112.56,3006528.0
BRA0029583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0028112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67687.2
BRA0028612,0.0,0.0,0.0,77280.0,0.0,0.0,840.0,73248.0,114678.48,75101.04,151678.8,840.0
BRA0028353,0.0,1273912.08,2310336.0,2310336.0,2167032.0,2064720.0,2782752.0,2696568.0,2449608.0,2393328.0,2041200.0,1706695.2
BRA0029107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0002053,0.0,101631.6,258216.0,305760.0,340872.0,244104.0,308280.0,247800.0,287784.0,145656.0,153720.0,208353.6
BRA0028118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75516.0
BRA0002913,595227.36,2075705.52,323904.0,631512.0,0.0,0.0,0.0,0.0,250656.0,340458.72,870203.04,0.0
BRA0028615,0.0,0.0,0.0,60648.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,95474.4
BRA0028855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807008.0
BRA0001066,161049.84,430254.72,424200.0,398496.0,410088.0,322728.0,401352.0,346920.0,405720.0,490392.0,474096.0,458337.6
BRA0001276,208950.0,211273.44,8736.0,88704.0,30240.0,297373.44,25032.0,225624.0,405115.2,629121.36,572762.4,253360.8
BRA0031485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66612.0
BRA0002001,451553.76,884656.08,1203720.0,853272.0,983640.0,993552.0,1295448.0,716520.0,872592.0,927696.0,1081920.0,1333113.6
BRA0000041,3021244.8,7497462.0,8038632.0,7458192.0,8345232.0,6807696.0,8182440.0,7467432.0,6381816.0,4150272.0,3545808.0,6876240.0
BRA0002731,2390562.72,4981977.84,5418840.0,4802784.0,3031560.0,4804968.0,5786256.0,6500592.0,5568696.0,4571616.0,4440576.0,3213487.2
BRA0000042,133968.24,1159040.4,1044960.0,882840.0,1418088.0,812952.0,1216488.0,1064784.0,936264.0,622776.0,274512.0,252705.6
BRA0030033,1616062.56,4359327.84,4018056.0,3404856.0,2915976.0,2781744.0,3224928.0,3511368.0,2454480.0,2822232.0,2097984.0,2201455.2
BRA0028012,53734.8,215586.0,175056.0,177408.0,170184.0,160272.0,53928.0,153888.0,205464.0,200928.0,143808.0,190898.4
BRA0027210,245110.32,535180.8,456456.0,434448.0,566328.0,383712.0,515088.0,465192.0,446880.0,339864.0,263592.0,291127.2
BRA0028995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152107.2
BRA0027933,557.76,5470.08,57288.0,549360.0,16632.0,5822.88,13104.0,6552.0,1095173.52,480172.56,272338.08,11860.8
BRA0002952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17035.2,0.0,0.0,0.0
BRA0027935,0.0,0.0,0.0,37800.0,0.0,0.0,0.0,0.0,0.0,12423.6,133262.64,16396.8
BRA0030873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92836.8
BRA0030872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109048.8
BRA0030871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94516.8
BRA0027733,0.0,640138.8,1807176.0,756840.0,1012032.0,1413946.8,1680.0,2330496.0,2235974.16,3554616.24,2463575.52,79833.6
BRA0000612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235368.0,803846.4,1137360.0,925664.88,141523.2
BRA0030874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107570.4
BRA0029432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275081.52,561482.88,570136.56,552451.2
BRA0028326,0.0,0.0,0.0,111720.0,2016.0,336.0,168.0,93072.0,253199.52,334056.24,309136.8,121195.2
BRA0029639,0.0,0.0,0.0,0.0,0.0,2017.68,10920.0,282912.0,581090.16,840918.96,694910.16,249480.0
BRA0029638,0.0,0.0,0.0,0.0,0.0,0.0,6888.0,201600.0,346486.56,946715.28,1021831.44,479152.8
BRA0028753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244423.2
BRA0000917,1580964.0,4315150.56,3819816.0,4040064.0,4923072.0,3607800.0,4483584.0,4933152.0,3190992.0,2352504.0,1537872.0,2760962.4
BRA0030455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70801.92,25068.96,0.0,0.0
BRA0030979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0002537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.6
BRA0028756,0.0,0.0,0.0,0.0,0.0,0.0,216048.0,308280.0,364056.0,325080.0,348264.0,321602.4
BRA0029736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29736.0,3895248.0,11302368.0,9560476.8
BRA0027484,0.0,0.0,851424.0,1308216.0,1390872.0,1070160.0,1326024.0,1315104.0,888216.0,887544.0,800016.0,983304.0
BRA0001113,314571.6,717385.2,682752.0,888888.0,1012536.0,842688.0,931896.0,700056.0,795648.0,426720.0,385728.0,590620.8
BRA0002873,757291.92,2583539.28,2333856.0,2652216.0,3142608.0,2738568.0,3813432.0,3169824.0,1866312.0,1290240.0,1271424.0,2765817.6
BRA0030691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97003.2
BRA0030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33936.0,117341.28,147774.48,143808.0,133543.2
BRA0027003,0.0,271824.0,966504.0,159264.0,0.0,0.0,3192.0,1762320.0,2021090.4,3010428.96,3398324.16,138583.2
BRA0030306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29568.0,127367.52,143712.24,145326.72,137054.4
BRA0027243,46856.88,4299.12,30408.0,135744.0,1176.0,3192.0,179424.0,561792.0,2311468.32,2709767.76,2650823.28,2123536.8
BRA0031079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA0030202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448657.12,2411839.92,1151619.84,1908597.6
BRA0030203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368195.36,2598319.92,1005264.96,1484834.4
BRA0000866,621568.08,2662512.72,2109240.0,1925112.0,2055312.0,1305864.0,2054808.0,1713768.0,1889328.0,1850184.0,1480416.0,1305679.2
BRA0001356,2220909.6,2280880.56,5975760.0,4911984.0,4734912.0,5083008.0,7156128.0,2745624.0,5053272.0,6773928.0,6898248.0,6321252.0
BRA0000764,693072.24,1772195.04,1384152.0,1751904.0,2100504.0,1950816.0,1781472.0,1945104.0,1812552.0,1660680.0,1495200.0,2490600.0
BRA0030443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82696.32,122119.2,111488.16,0.0
BRA0001084,72115.68,334847.52,272832.0,189000.0,630336.0,879648.0,605808.0,498624.0,396312.0,323568.0,245280.0,442209.6
BRA0035736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596129.52,1127076.72,1246791.84,517893.6
BRA0001574,1139651.52,2463352.08,2896824.0,2623152.0,2881536.0,2082360.0,2350824.0,2548224.0,1396416.0,1427160.0,1132488.0,1500928.8
BRA0002563,192059.28,411846.96,326256.0,343224.0,428064.0,308448.0,362544.0,347256.0,321720.0,248640.0,209328.0,239349.6
