country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_data_source,estimated_generation_gwh
IND,India,Belagau Wind Farm,WRI1026090,1.0,26.7272,70.8304,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/7/l/SG76AFZB9EYTJ4321MOWIKQ8PCDNXR.pdf/9684%20PDD.pdf?t=emF8b2pibm5jfDCvkTnPwzrrv5OWSd79JKVI,WRI,,,,,,,,,
IND,India,Belagwi Wind Turbines,WRI1026075,1.7,16.4961,74.5417,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/t/h/3ZTDL1JSY8F96X7WM05GQEOBHVCRKU.pdf/PDD_0.85%20MW%20x%202%20Wind?t=OUd8b2pibmtifDA3QWPDKTd9w1VzFuhHzr3p,WRI,,,,,,,,,
IND,India,Belgaum Gadag Wind Farm,WRI1026073,24.8,15.4038,75.5625,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1204705646.68/view,WRI,,,,,,,,,
IND,India,Belgaum Wind farm,WRI1026074,50.4,15.9349,74.7007,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/K/H/4/KH4609PBJU1SRCMD8W7FNQ2LTZGIO5/ENRE%20PDD%20version%205_0_21_12_2010%20Clean%20Mode.pdf?t=dWt8b2picnVxfDDdBloH5bI-0qA-0I--EtaE,WRI,,,,,,,,,
IND,India,Bera Wind Farm,WRI1026083,150.0,23.0544,68.8782,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/z/g/GHX720LOZTBENA6IVS1PJCWF8YMKUD.pdf/2347%20Revised%20PDD.pdf?t=YUh8b2picHN3fDCY1tP_B8ik_E25vGal7UR-,WRI,,,,,,,,,
IND,India,Bhadrada Solar Power Plant,WRI1026123,5.0,23.6688,71.5782,Solar,,,,,Lanco Solar Energy Private Limited,Lancosola,http://www.lancosolar.com,Industry About,,,,,,,,,
IND,India,Bhat Khedi Wind Farm,WRI1026088,98.7,23.6756,75.0565,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/h/l/W9FUXHOTR0Y5V2KQBIS4MPN17JEZLC.pdf/PDD%20-%2098.7%20MW%20wind%20power%20project%20at%20Ratlam%20in%20Madhya%20Pradesh%20by%20DJ%20Energy%20Private%20Limited.pdf?t=R2x8b2picWpsfDACMivhrOTU62i3hfmcbopg,WRI,,,,,,,,,
IND,India,Bhatkota Solar Power Plant,WRI1026124,3.0,23.5594,73.2860,Solar,,,,,Abellon CleanEnergy Limited,CleanEnerg teLeanenergy,http://www.abelloncleanenergy.com,Industry About,,,,,,,,,
IND,India,Bitta Solar Power Plant,WRI1026125,40.0,23.2579,69.0255,Solar,,,,,Adani Power Limited,Adani Power Limite r Er,http://www.adanipower.com,Industry About,,,,,,,,,
IND,India,Boha Solar Power Plant,WRI1026126,4.2,29.8504,75.4900,Solar,,,,,Madhav Solar Private Limited,Madhav Group,http://www.madhavcorp.com,Industry About,,,,,,,,,
IND,India,Bonada Solar Power Plant,WRI1026127,1.0,26.5249,71.5212,Solar,,,,,Rays Power Private Limited,Power Private edM/Pdf,http://www.rrecl.com/PDF/Details%20of%20Rajasthan.pdf,Industry About,,,,,,,,,
IND,India,CHAKABURA TPP,IND0000072,60.0,22.3932,82.5532,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3.3087999999999997,373.919000361581,417.168,433.848,420.909,Central Electricity Authority,
IND,India,CHAMERA II,IND0000073,300.0,32.4734,76.2552,Hydro,,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1389.1195,1491.2164500000001,1516.3601,1436.71035,1479.6744499999998,Central Electricity Authority,
IND,India,CHAMERA-I,IND0000074,540.0,32.5966,75.9857,Hydro,,,,1994,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,2329.16565,2539.041,2610.5815,2213.2680499999997,2332.3596,Central Electricity Authority,
IND,India,CHAMERA-III,IND0000075,231.0,32.4733,76.4400,Hydro,,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,933.1707,1015.6761,1038.4018999999998,912.50455,1062.70975,Central Electricity Authority,
IND,India,CHANDA CEMENT WORKS,WRI1019947,40.0,19.9213,79.1133,Coal,,,,,Acc Acc ltd,Acc Acc ltd,http://www.acclimited.com/,WRI,,,,,,,,,
IND,India,CHANDERIA CEMENT WORKS,WRI1019886,35.0,24.9293,74.6367,Coal,,,,,Birla Corp ltd,Birla Corp ltd,http://www.birlacorporation.com/,WRI,,,,,,,,,
IND,India,CHANDERIA SMELTER,WRI1019887,234.0,24.9637,74.6656,Coal,,,,,Hindustan Zinc ltd,Hindustan Zinc ltd,http://www.hzlindia.com/,WRI,,,,,,,,,
IND,India,CHANDRAPUR GUPTA,WRI1019948,120.0,19.9300,79.1346,Coal,,,,,Gupta Ltd gepl),Gupta Ltd gepl),http://guptacoal.com/,WRI,,,,,,,,,
IND,India,CHANDRAPUR MANIKGHAR,WRI1019949,10.0,19.7218,79.1757,Coal,,,,,Manikghar Cement co,Manikghar Cement co,http://www.manikgarhcement.com/,WRI,,,,,,,,,
IND,India,CHANDRAPURA,IND0000078,630.0,23.7376,86.1273,Coal,Oil,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,4347.9741,4488.057,4585.885,5119.431,3672.61,Central Electricity Authority,
IND,India,CHANDRAPUR_Coal,IND0000076,2920.0,20.0063,79.2900,Coal,Oil,,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,9917.772,11385.842,11158.697,13675.44,13780.23,Central Electricity Authority,
IND,India,CHANJU-I,IND0000515,36.0,32.7369,76.2477,Hydro,,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,79.02289999999999,Central Electricity Authority,
IND,India,CHEMBUKADAVU-II,IND0000079,3.75,11.4645,76.0376,Hydro,,,,2004,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,CHENANI I to III,IND0000080,32.8,32.9578,75.1705,Hydro,,,,1980,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,86.565,57.12693,69.545525,81.63179,82.655645,Central Electricity Authority,
IND,India,CHHABRA TPS,IND0000081,1660.0,24.6217,77.0357,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,2822.683,4088.539,3991.512,6133.784,6870.637949347289,Central Electricity Authority,
IND,India,CHIBRO (YAMUNA),IND0000082,240.0,30.5559,77.7915,Hydro,,,,1975,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,945.0509999999999,867.7395,809.7111,710.43,779.6521500000001,Central Electricity Authority,
IND,India,CHILLA,IND0000083,144.0,29.9760,78.2203,Hydro,,,,1980,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,780.68695,796.48755,749.9016499999999,765.50325,807.6016999999999,Central Electricity Authority,
IND,India,CHUTAK,IND0000084,44.0,34.4903,76.1137,Hydro,,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,34.0091,35.3225,36.725449999999995,43.8994,45.491400000000006,Central Electricity Authority,
IND,India,CHUZACHEN,IND0000085,110.0,27.2093,88.6659,Hydro,,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,289.9629,428.70570000000004,419.32285,492.27625,442.56605,Central Electricity Authority,
IND,India,CORE GREEN SUGAR,WRI1019911,24.0,16.5471,77.0825,Biomass,,,,,Core Fuels ltd,Core Fuels ltd,http://www.coregreen.in/,WRI,,,,,,,,,
IND,India,Chandrapur Solar Power Plant,WRI1026128,5.0,20.0209,79.2712,Solar,,,,,Maharashtra State Power Generation Co Ltd (MAHAGENCO),Maharashtra State Power Generation Co Ltd (MAHAGENCO),http://mahagenco.in,Industry About,,,,,,,,,
IND,India,Charanka Solar Power Plant,WRI1026129,221.0,23.9070,71.1881,Solar,,,,,Charanka Solar Park,Solar for India,https://natgrp.org/charanka-gujarat-solar-park/,Industry About,,,,,,,,,
IND,India,Chhadavada Wind Farm,WRI1026672,21.0,23.2443,70.4603,Wind,,,,,India Oil Corporation Limited,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1304071464.49/view,WRI,,,,,,,,,
IND,India,Chingerbandh Solar Power Plant,WRI1026130,5.0,20.6729,83.1107,Solar,,,,,Alex Green Energy Private Limited,P3 Green,http://www.p3green.com,Industry About,,,,,,,,,
IND,India,D.P.L.,IND0000087,660.0,23.5211,87.3023,Coal,Oil,,,2005,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1501.25,1228.69,1758.58,2143.39,2258.3458,Central Electricity Authority,
IND,India,DADRI (NCTPP),IND0000088,1820.0,28.6030,77.6078,Coal,Oil,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,12312.0,11466.0,9333.0,8197.0,9271.0,Central Electricity Authority,
IND,India,DADRI GT,IND0000089,816.4,28.5932,77.6101,Gas,Oil,,,1992,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3315.0,2462.0,2924.0,2178.0,1575.0,Central Electricity Authority,
IND,India,DAE RAJASTHAN,IND0000086,100.0,24.8747,75.6189,Nuclear,,,,1972,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,0.0,0.0,0.0,Central Electricity Authority,
IND,India,DAHANU FRESNEL,WRI1019902,100.0,26.7803,72.0091,Coal,,,,,Reliance Power ltd,Reliance Power Ltd,http://www.reliancepower.co.in/,WRI,,,,,,,,,
IND,India,DAMODARAM SANJEEVAIAH,IND0000090,1600.0,14.3444,80.1264,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,1025.3845,4750.17755,8081.514,4482.947,Central Electricity Authority,
IND,India,DANAPUR BMM,WRI1019912,25.0,15.1707,76.3770,Coal,,,,,Bmm Pvt ltd,Bmm Pvt ltd,http://jobs.cari.co.in/jobs/bmm-ispat-ltd,WRI,,,,,,,,,
IND,India,DAUND SUGAR,WRI1019950,30.0,18.4271,74.6338,Biomass,,,,,Daund Sugar ltd,Daund Sugar ltd,http://www.daundsugar.com/,WRI,,,,,,,,,
IND,India,DAVANGERE MILL,WRI1019914,24.0,14.3277,75.8808,Biomass,,,,,Davangere Co ltd,Davangere Co ltd,http://biomass-power.industry-focus.net/karnataka-biomass-projects/148-davangere-sugar-co-to-set-up-30-mw-biomass-power-project-davangere-sugar-co-to-set-up-30-mw-biomass-power-project.html,WRI,,,,,,,,,
IND,India,DEHAR,IND0000091,990.0,31.4133,76.8686,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3142.8866,3135.3047,3322.4442999999997,3168.7565999999997,3070.8088000000002,Central Electricity Authority,
IND,India,DERANG,IND0000092,1200.0,21.1238,84.9843,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,481.94575000000003,5837.766,6164.74,3444.42,Central Electricity Authority,
IND,India,DGEN MEGA CCCP,IND0000093,1200.0,21.6923,72.6215,Gas,,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,2636.864,2.97,0.0,Central Electricity Authority,
IND,India,DHAKRANI,IND0000094,33.75,30.4561,77.7368,Hydro,,,,1967,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,169.7669,148.66295,136.1757,119.58905,129.0316,Central Electricity Authority,
IND,India,DHALIPUR,IND0000095,51.0,30.4354,77.6821,Hydro,,,,1967,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,253.8842,229.9843,204.03470000000002,179.49800000000002,185.77645,Central Electricity Authority,
IND,India,DHANU,IND0000096,500.0,19.9545,72.7478,Coal,Oil,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3738.81,3642.26,3480.74,3394.367,3189.8,Central Electricity Authority,
IND,India,DHARIWAL INF TPP,IND0000097,600.0,20.0102,79.2033,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,166.92,382.45,334.9,1413.0,2205.11,Central Electricity Authority,
IND,India,DHAULI GANGA,IND0000098,280.0,29.8783,80.5727,Hydro,,,,2005,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,280.89845,739.77255,1084.1818500000002,951.34935,1147.3942000000002,Central Electricity Authority,
IND,India,DHOLPUR,IND0000099,330.0,26.7024,77.8492,Gas,,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,933.0686,829.1142,282.7,94.855,210.2305,Central Electricity Authority,
IND,India,DHUVARAN CCPP,IND0000101,595.2,22.2396,72.7520,Gas,,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,182.13,145.814,384.538,283.74811,549.8693,Central Electricity Authority,
IND,India,DIGHE WORKS,WRI1019951,22.0,19.1896,73.0040,Oil,,,,,Mukand Mukand ltd,Mukand Mukand ltd,http://www.mukand.com/,WRI,,,,,,,,,
IND,India,DIKCHU,IND0000528,96.0,27.4028,88.5247,Hydro,,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,368.24950000000007,Central Electricity Authority,
IND,India,DIMBE,IND0000102,5.0,,,Hydro,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,DLF,IND0000103,15.5,24.8271,92.9737,Gas,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,DNYANESHWAR MILL,WRI1019952,12.96,19.4496,75.0382,Biomass,,,,,Shri Ssk ltd,Shri Ssk ltd,http://dssk.co.in/,WRI,,,,,,,,,
IND,India,DOLVI ISPAT,WRI1019953,67.6,18.6900,73.0390,Oil,,,,,Jsw Steel ltd,Jsw Steel ltd,http://www.jsw.in/,WRI,,,,,,,,,
IND,India,DONKARAYI,IND0000104,25.0,17.8994,81.8296,Hydro,,,,1983,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,DOYANG,IND0000105,75.0,26.2325,94.2612,Hydro,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,244.48145,164.32425,162.3243,257.6453,273.01805,Central Electricity Authority,
IND,India,DUDH GANGA,IND0000106,24.0,16.3537,74.0095,Hydro,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,DUGGAVATHI MILL,WRI1019915,22.0,14.6284,75.8448,Biomass,,,,,Shamanur Sugars ltd,Shamanur Sugars ltd,http://www.tradeindia.com/Seller-5380843-SHAMANUR-SUGARS-LIMITED/,WRI,,,,,,,,,
IND,India,DULHASTI,IND0000107,390.0,33.3691,75.7985,Hydro,,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,2139.33955,2165.54785,2349.6726,2268.6199,2332.1407,Central Electricity Authority,
IND,India,DURG SPONGE IRON,WRI1019998,12.8,21.1878,81.2099,Coal,,,,,Jai Industries ltd,Jai Industries ltd,https://www.jaibalajigroup.com/power.html,WRI,,,,,,,,,
IND,India,DURGAPUR,IND0000108,210.0,23.5310,87.2500,Coal,Oil,,,1981,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1678.852,1153.653,788.6561,518.2409,832.308,Central Electricity Authority,
IND,India,DURGAPUR STEEL TPS,IND0000109,1000.0,23.5800,87.2043,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,4117.682,3633.396,4179.266,6327.03,6182.0409,Central Electricity Authority,
IND,India,Dadri Solar Power Plant,WRI1026131,5.0,28.5787,77.6314,Solar,,,,,Government of India,National Thermal Power Corporation (NTPC),http://www.ntpc.co.in,Industry About,,,,,,,,,
IND,India,Dandeli Mill,WRI1019913,20.0,15.2529,74.6283,Gas,,,,,West Coast Paper Mills Ltd.,West Coast Paper Mills Ltd.,http://www.westcoastpaper.com/infrastructure/,WRI,,,,,,,,,
IND,India,Davangere Wind Farm,WRI1026100,125.0,,,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1142448670.58/view,,,,,,,,,,
IND,India,Deh Solar Power Plant,WRI1026132,2.0,27.9253,72.8899,Solar,,,,,Sanjeev Prakashan,Solar for India,https://natgrp.files.wordpress.com/solar-power-rajasthan-upto-march-2013.pdf,Industry About,,,,,,,,,
IND,India,Devgarh Wind Farm,WRI1026089,37.5,23.9640,74.6215,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/Y/I/R/YIR8M4NQJKLW63H1OZCGBTSA729PU5/37.5_MW_PDD_-_37.5_MW_Wind_power_project_at_Pratapgarh%2C_Rajasthan?t=WTF8b2pkZHAyfDApG31asZJ6b9TuTgaPGJDE,WRI,,,,,,,,,
IND,India,Dhabla Sondhya Solar Power Plant,WRI1026133,28.2,23.8267,75.8988,Solar,,,,,Ujaas Energy Limited,Ujaas Energy Limited,http://ujaas.com,Industry About,,,,,,,,,
IND,India,Dhanera Solar Power Plant,WRI1026134,25.0,24.5216,72.1999,Solar,,,,,Sand Land Real Estates Pvt Ltd,Est vt Arind,http://www.firstsolarind.com,Industry About,,,,,,,,,
IND,India,Dhank - Aravali Solar Power Plant,WRI1026135,5.0,21.7766,70.0773,Solar,,,,,Aravali Infrapower Private Limited (AIPL),Aravali Infrapower Private Limited (AIPL),http://www.aipl.in,Industry About,,,,,,,,,
IND,India,Dhursar,WRI1020240,125.0,26.7846,72.0083,Solar,,,,2014.0,Reliance Power,National Renewable Energy Laboratory,http://www.nrel.gov/csp/solarpaces/project_detail.cfm/projectID=272,National Renewable Energy Laboratory,,,,,,,,,
IND,India,Diwakar,WRI1020241,100.0,27.7355,71.6917,Solar,,,,2013.0,Lanco Infratech,National Renewable Energy Laboratory,http://www.nrel.gov/csp/solarpaces/project_detail.cfm/projectID=258,National Renewable Energy Laboratory,,,,,,,,,
IND,India,Dugar Solar Power Plant,WRI1026136,1.0,26.2776,72.6510,Solar,,,,,Sovox Renewables Private Limited,Sovox Renewables Private Limited,http://www.rrecl.com/PDF/Details%20of20Rajasthan.pdf,Industry About,,,,,,,,,
IND,India,E.G. CANAL,IND0000110,15.0,,,Hydro,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,ELDARI,IND0000111,22.5,19.7197,76.7330,Hydro,,,,1968,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,EMCO Sonurle Wind Farm,WRI1026662,9.0,16.8265,73.9269,Wind,,,,,EMCO Limited,CDM,https://cdm.unfccc.int/Projects/DB/PJR%20CDM1328594375.93/view,WRI,,,,,,,,,
IND,India,ESSAR GT IMP.,IND0000114,515.0,21.1110,72.6550,Gas,,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,0.0,0.0,0.0,Central Electricity Authority,
IND,India,Enercon Babarzar Wind Farm,WRI1026670,11.2,22.1421,69.8442,Wind,,,,,Enercon India Ltd.,CDM,https://cdm.unfccc.int/Projects/DB/URSCert1371557111.17/view,WRI,,,,,,,,,
IND,India,Enercon Chitradurga Wind Farm,WRI1026095,68.8,13.7276,76.5137,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1185356859.49/view,WRI,,,,,,,,,
IND,India,Enercon Sonoshi Wind Farm,WRI1026667,20.0,19.6274,73.7839,Wind,,,,,Enercon India Ltd.,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1279516994.31/view,WRI,,,,,,,,,
IND,India,Essel Mining Wind Farm,WRI1026101,75.0,,,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/O/6/L/O6LOWTE60VD7BDDY8ZB8AQBVNQQZCJ/1115%20PDD%20revised.pdf?t=dWd8b2picW9kfDBLXNNinuA2EARAJAJta6Yw,,,,,,,,,,
IND,India,FARAKKA STPS,IND0000117,2100.0,24.7720,87.8940,Coal,Oil,,,1995,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,12406.0,12467.0,11440.0,12732.0,12381.0,Central Electricity Authority,
IND,India,F_BAD CCGT,IND0000115,431.586,28.3452,77.3615,Gas,,,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1686.62,1527.0,1068.0,1004.908,811.0,Central Electricity Authority,
IND,India,Frost International Palankottai Wind Farm,WRI1026653,4.25,9.1269,77.6458,Wind,,,,,Frost International Limited,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1354554757.67/view,WRI,,,,,,,,,
IND,India,G.I.P.C.L. GT,IND0000118,310.0,22.3758,73.1017,Gas,,,,1994,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1015.02,699.4,932.13,751.743,693.296,Central Electricity Authority,
IND,India,GACL Kutch Wind Farm,WRI1026671,39.0,23.0272,69.9494,Wind,,,,,Gujurat Alkalies and Chemicals Limited,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1346053136.1/view,WRI,,,,,,,,,
IND,India,GADEPAN WORKS,WRI1019888,35.0,25.1521,76.1820,Gas,,,,,Chambal & chem,Chambal & chem,http://chambalfertilisers.com/,WRI,,,,,,,,,
IND,India,GAJ,IND0000119,10.5,32.2417,76.2787,Hydro,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,GAMA CCPP  Module - 1,IND0000516,225.0,29.1411,78.9632,Gas,,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,477.6571,546.823,Central Electricity Authority,
IND,India,GANDHAR GT,IND0000120,648.0,21.8242,73.1136,Gas,,,,1994,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1281.0,1562.0,923.0,2290.811,3031.0,Central Electricity Authority,
IND,India,GANDHARBAL,IND0000121,15.0,34.2236,74.7781,Hydro,,,,1959,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,GANDHI NAGAR,IND0000122,630.0,25.2502,72.6765,Coal,Oil,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1710.012,3034.575,2441.21,1938.249,3358.733,Central Electricity Authority,
IND,India,GANDHI SAGAR,IND0000123,115.0,24.6997,75.5529,Hydro,,,,1961,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,403.56205,270.78925,381.13475,349.245,349.62309999999997,Central Electricity Authority,
IND,India,GANGUWAL,IND0000124,77.65,31.2680,76.4920,Hydro,,,,1957,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,503.1715,420.77555,419.82035,414.45730000000003,491.61954999999995,Central Electricity Authority,
IND,India,GAUTAMI CCCP,IND0000125,468.57,17.0386,82.1286,Gas,,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,100.65,0.0,0.0,Central Electricity Authority,
IND,India,GEPL,IND0000126,120.0,19.9324,79.1040,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,95.0,0.0,0.0,0.0,0.0,Central Electricity Authority,
IND,India,GFL Gudhepanchgani,WRI1026793,23.1,17.1309,73.9765,Wind,,,,,GFL,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1202913883.06/view,WRI,,,,,,,,,
IND,India,GHANVI,IND0000127,22.5,31.5425,77.7786,Hydro,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,GHAT PRABHA,IND0000128,32.0,16.1424,74.6447,Hydro,,,,1992,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,81.7492,65.7098,31.7803,48.496300000000005,48.12815,Central Electricity Authority,
IND,India,GHATGHAR PSS,IND0000129,250.0,19.5334,73.6509,Hydro,,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,392.0897,318.64875,300.3507,381.95065,152.06585,Central Electricity Authority,
IND,India,GHTP (LEH.MOH.),IND0000130,920.0,30.2666,75.1661,Coal,Oil,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,5475.16,4117.339,2853.46,2493.69,2685.88,Central Electricity Authority,
IND,India,GHUGUS LMEL,WRI1019955,30.0,19.9306,79.1200,Coal,,,,,Lloyds Industries ltd,Lloyds Industries ltd,http://www.lloyds.in/,WRI,,,,,,,,,
IND,India,GIRI BATA,IND0000132,60.0,30.5307,77.4968,Hydro,,,,1978,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,229.06889999999999,198.8209,188.1147,139.897,169.09029999999998,Central Electricity Authority,
IND,India,GIWPP Telagi,WRI1026658,23.1,14.6534,75.8613,Wind,,,,,Bangalore Electricity Supply Company Limited,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1323884772.8/view,WRI,,,,,,,,,
IND,India,GMR WARORA TPP,IND0000112,600.0,20.2723,78.9793,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1984.9900000000002,3277.35,3635.24,3389.31,3438.21,Central Electricity Authority,
IND,India,GNDTP(BHATINDA),IND0000133,440.0,30.2335,74.9247,Coal,Oil,,,1976,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1452.889,1286.12,814.866,620.678,263.847,Central Electricity Authority,
IND,India,GODAVARI GT,IND0000134,205.24,17.0587,82.3097,Gas,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1056.423,525.099,535.411,933.37,553.615,Central Electricity Authority,
IND,India,GOINDWAL SAHIB TPP,IND0000136,540.0,31.3841,75.1464,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,117.654,197.872,1391.922,Central Electricity Authority,
IND,India,GRACE INDUSTRIES,WRI1019956,25.0,20.0058,79.1845,Coal,,,,,Grace Industries ltd,Grace Industries ltd,http://www.graceindustries.com/,WRI,,,,,,,,,
IND,India,GREL CCPP (RAJAMUNDRY),IND0000137,768.0,16.9248,81.8111,Gas,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,566.89,626.6846195736201,0.0,Central Electricity Authority,
IND,India,GULBARGA CEMENT,WRI1019916,55.0,17.1084,77.1325,Coal,,,,,Orient Cement ltd,Orient Cement ltd,http://www.orientcement.com/,WRI,,,,,,,,,
IND,India,GUMTI,IND0000135,15.0,23.4263,91.8223,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,Gadag Wind Farm,WRI1026072,25.6,15.3418,75.5868,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1239021527.94/view,WRI,,,,,,,,,
IND,India,Gadna 1 Solar Power Plant,WRI1026137,3.0,27.4269,72.3896,Solar,,,,,SunBorne Energy Gujarat,SunBorne Energy Gujarat One Private Limited,http://sunborneenergy.com,Industry About,,,,,,,,,
IND,India,Gadna 2 Solar Power Plant,WRI1026138,5.0,27.4296,72.3969,Solar,,,,,SunBorne Energy Gujarat,SunBorne Energy Gujarat One Private Limited,http://sunborneenergy.com,Industry About,,,,,,,,,
IND,India,Gandhinagar Solar Power Plant,WRI1026139,1.0,23.1534,72.6690,Solar,,,,,Pandit Deendayal Petrolium University (PDPU),Pandit Deendayal Petrolium University (PDPU),http://www.pdpu.ac.in,Industry About,,,,,,,,,
IND,India,Garacharma Solar Power Plant,WRI1026140,5.0,11.6117,92.7109,Solar,,,,,National Thermal Power Corporation (NTPC) Limited,National Thermal Power Corporation (NTPC),http://www.ntpc.co.in,Industry About,,,,,,,,,
