country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
ARG,Argentina,Atucha 1 Nuclear Power Plant Argentina,GEODB0002194,357.0,-33.9669,-59.2062,Nuclear,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,CCA Central 9 de Julio Power Plant Argentina,GEODB0042254,159.0,-38.0497,-57.5463,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,CCA Mar de Ajo Power Plant Argentina,GEODB0042256,34.0,-36.7208,-56.6940,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,CCA Necochea Power Plant Argentina,GEODB0042255,206.0,-38.5785,-58.7109,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,CCA Villa Gesell OCGT Power Plant Argentina,GEODB0042253,50.0,-37.2479,-56.9966,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Puerto CCGT Power Plant Argentina,GEODB0042246,786.0,-34.5723,-58.3810,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Puerto Thermal Power Plant Argentina,GEODB0042245,1019.0,-34.5718,-58.3823,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Termica Guemes Power Plant Argentina,GEODB0042234,361.0,-24.6893,-65.0420,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Termica Loma de la Lata (CTLLL) CCGT Power Plant Argentina,GEODB0042232,550.0,-38.5127,-68.6061,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Termica Piedra Buena Power Plant Argentina,GEODB0042233,640.0,-38.7875,-62.2537,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Central Térmica Brigadier Lopez CCGT Power Plant Argentina,GEODB0045390,420.0,-31.7109,-60.7806,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Comodoro Rivadavia (CT Patagonia) OCGT Power Plant Argentina,GEODB0042276,132.0,-45.8150,-67.4436,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Cruz De Piedra Power Plant Argentina,GEODB0042320,17.94,-33.0346,-68.7958,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Dock Sud CCGT Power Plant Argentina,GEODB0042219,775.0,-34.6529,-58.3419,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Benjamin Reolin Hydroelectric Power Plant Argentina,GEODB0042294,38.4,-32.1910,-64.3230,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Cassaffousth Hydroelectric Power Plant Argentina,GEODB0042295,17.28,-32.1753,-64.3743,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Central Bicentario CCGT Power Plant Argentina,GEODB0042238,466.0,-31.6647,-63.8320,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Dean FunesThermal Power Plant Argentina,GEODB0042269,34.0,-31.3931,-64.2058,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Fitz Simon Hydroelectric Power Plant Argentina,GEODB0042296,10.5,-32.1784,-64.4207,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Los Molinos 1 and 2 Hydroelectric Power Plant Argentina,GEODB0042274,56.0,-31.8184,-64.5033,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Piedras Moras Hydroelectric Power Plant Argentina,GEODB0042297,6.3,-32.1675,-64.2438,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Pillar (Arturo Zanichelli) Thermal Power Plant Argentina,GEODB0042239,216.0,-31.6677,-63.8337,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Rio Cuarto Power Plant Argentina,GEODB0042272,32.0,-33.1519,-64.3620,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC San Francisco Power Plant Argentina,GEODB0042270,39.0,-31.4384,-62.1115,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,EPEC Villa Maria (Las Playas) Power Plant Argentina,GEODB0042271,48.0,-32.4311,-63.1927,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,El Cadillal Hydroelectric Power Plant Argentina,GEODB0042303,14.0,-26.6156,-65.1929,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,El Carrizal Hydroelectric Power Plant Argentina,GEODB0045231,17.0,-33.2993,-68.7199,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,El Chocon Hydroelectric Power Plant Argentina,GEODB0042217,1200.0,-39.2663,-68.7571,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,El Tigre Hydroelectric Power Plant Argentina,GEODB0042312,14.4,-34.6100,-68.6136,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,El Tunal Hydroelectric Power Plant Argentina,GEODB0042313,11.0,-25.2323,-64.4762,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Embalse Nuclear Power Plant Argentina,GEODB0003064,648.0,-32.2316,-64.4440,Nuclear,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Endesa Costanera CBA CCGT Power Plant Argentina,GEODB0042244,327.0,-34.6250,-58.3386,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Endesa Costanera CCGT Power Plant Argentina,GEODB0042243,859.0,-34.6256,-58.3371,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Endesa Costanera Thermal Power Plant,GEODB0042242,1138.0,-34.6254,-58.3392,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Energia del Sur (Patagonia) CCGT Power Plant Argentina,GEODB0042251,138.0,-45.7926,-67.5139,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Escabas Hydroelectric Power Plant Argentina,GEODB0042304,24.0,-27.6589,-65.7633,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Futaleufu Hydroelectric Power Plant Argentina,GEODB0042236,472.0,-43.1292,-71.6300,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Hydroelectric Complex Cerros Colorados (Banderita) Argentina,GEODB0042237,479.0,-38.5609,-68.4748,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Jose de San Martin (Timbues) CCGT Power Plant Argentina,GEODB0042275,825.0,-32.5687,-60.7982,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,La Plata (Ensenada) CHP Power Plant Argentina,GEODB0042248,127.0,-34.8747,-57.9185,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,La Tablada Power Plant Argentina,GEODB0042322,22.15,-27.4185,-55.9098,Oil,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,La Vina Hydroelectric Power Plant Argentina,GEODB0042273,16.0,-31.8708,-65.0349,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Los Caracoles Hydroelectric Power Plant Argentina,GEODB0042260,135.0,-31.5186,-68.9825,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Los Reyunos PS Hydroelectric Power Plant Argentina,GEODB0042311,224.0,-34.6027,-68.6414,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Lujan de Cuyo (C T  Mendoza) Power Plant Argentina,GEODB0042247,540.0,-33.0534,-68.9810,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Manuel Belgrano CCGT Power Plant Argentina,GEODB0042230,830.0,-34.1845,-59.0060,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Modesto Maranzana CCGT Power Plant Argentina,GEODB0042265,194.0,-33.1607,-64.3649,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,NOA Palpala Power Plant Argentina,GEODB0042321,35.0,-24.2595,-65.1871,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Nihuil I Hydroelectric Power Plant Argentina,GEODB0042306,74.0,-35.0271,-68.6788,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Nihuil II Hydroelectric Power Plant Argentina,GEODB0042307,133.12,-34.9909,-68.6233,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Nihuil III Hydroelectric Power Plant Argentina,GEODB0042308,52.0,-34.9040,-68.6179,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Nihuil IV Hydroelectric Power Plant Argentina,GEODB0042309,22.4,-34.8330,-68.5168,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Parana Siderca OCGT Power Plant Argentina,GEODB0042281,163.0,-33.3652,-60.1438,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Petrobras Genelba CCGT Power Plant Argentina,GEODB0042257,670.0,-34.9022,-58.7333,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Pichi Picun Leufu Hydroelectric Power Plant Argentina,GEODB0042216,261.0,-40.0112,-69.9903,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Piedra del Aguila Hydroelectric Power Plant Argentina,GEODB0042215,1400.0,-40.1902,-69.9920,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Pluspetrol Norte OCGT Power Plant Argentina,GEODB0042277,232.0,-26.9952,-65.1613,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Pluspetrol San Miguel de Tucuman CCGT Power Plant Argentina,GEODB0042279,396.0,-26.9935,-65.1684,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Pluspetrol Tucuman CCGT Power Plant Argentina,GEODB0042278,438.0,-26.9970,-65.1685,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Potrerillos Hydroelectric Power Plant Argentina,GEODB0042263,172.0,-32.9960,-69.1260,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Pueblo Viejo Hydroelectric Power Plant Argentina,GEODB0042305,19.2,-27.1149,-65.7523,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Punta Negra (Ullum) Hydroelectric Power Plant Argentina,GEODB0042262,62.0,-31.5190,-68.8160,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Quebrada de Ullum Hydroelectric Power Plant Argentina,GEODB0042261,47.0,-31.4740,-68.6500,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Rio Grande PS Hydroelectric Power Plant Argentina,GEODB0042252,750.0,-32.2254,-64.6385,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Rio Hondo Hydroelectric Power Plant Argentina,GEODB0042302,19.0,-27.5225,-64.8861,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Salto Grande Hydroelectric Power Plant Argentina-Uruguay,GEODB0042224,1890.0,-31.2755,-57.9374,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,San Roque Hydroelectric Power Plant Argentina,GEODB0045978,24.0,-31.3533,-64.3938,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
ARG,Argentina,Sorrento Power Plant Argentina,GEODB0042258,216.0,-32.9050,-60.6805,Gas,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,,2017,,,,,,
