country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
URY,Uruguay,A Y E STOLOVAS HERMANOS SOCIEDAD GANADERA,URY0000328,0.04,-31.2380,-56.9878,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,A Y E STOLOVAS HERMANOS SOCIEDAD GANADERA,URY0000320,0.04,-31.0923,-56.8167,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ACONDICIONAMIENTO INTEGRAL S.A.,URY0000070,0.03,-34.8676,-56.1471,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ACTUALRED  S.R.L,URY0000229,0.012,-32.3122,-58.0802,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ACUÑA  GONZALO JAVIER,URY0000234,0.0031,-34.8925,-56.1458,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ADINEL  S.A,URY0000199,0.021,-31.7181,-55.9855,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ADP S.A.,URY0000170,0.15,-33.5422,-58.2341,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,ADP S.A.,URY0000221,0.15,-33.5423,-58.2341,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,AGROFRAN  SRL,URY0000087,0.04,-31.3160,-57.8378,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
URY,Uruguay,AGROFRAN  SRL,URY0000046,0.04,-31.3171,-57.8199,Solar,,,,,,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),https://www.ute.com.uy/SgePublico/mapa.aspx,La Administración Nacional de Usinas y Trasmisiones Eléctricas (Uruguay),,2018,,,,,,
