Plant Code,Country,Plant Name,Owner,Latitude,Longitude,Primary Fuel,Total Capacity (MW),Net Generation (MWh),Operating Year,,,Total cap. (MW),Total gen. (MWh),
BRA0029119,Brazil,,,-16.443333,-51.391389,Hydro,30,0,2012,,,,,
BRA0029119,Brazil,,,-16.443333,-51.391389,Hydro,30,4737.6,2012,,,,,
BRA0000612,Brazil,,,-7.230732,-35.889979,Oil,169.08,1137360,2011,,,,,
BRA0000612,Brazil,,,-7.230732,-35.889979,Oil,169.08,925664.88,2011,,,,,
BRA0000612,Brazil,,,-7.230732,-35.889979,Oil,169.08,141523.2,2011,,,,,
BRA0028801,Brazil,,,-26.577778,-52.496111,Hydro,30,0,2007,,,,,
BRA0028801,Brazil,,,-26.577778,-52.496111,Hydro,30,0,2007,,,,,
BRA0028801,Brazil,,,-26.577778,-52.496111,Hydro,30,89040,2007,,,,,
BRA0001328,Brazil,,,-21.625278,-47.009444,Hydro,32,53256,1958,,,,,
BRA0001328,Brazil,,,-21.625278,-47.009444,Hydro,32,69048,1958,,,,,
BRA0001328,Brazil,,,-21.625278,-47.009444,Hydro,32,153098.4,1958,,,,,
BRA0000984,Brazil,,,-26.083333,-51.65,Hydro,1676,6685896,1980,,,,,
BRA0000984,Brazil,,,-26.083333,-51.65,Hydro,1676,7353528,1980,,,,,
BRA0000984,Brazil,,,-26.083333,-51.65,Hydro,1676,7983578.4,1980,,,,,
BRA0027263,Brazil,,,-12.703788,-38.566924,Gas,185.891,1273525.68,2004,,,,,
BRA0027263,Brazil,,,-12.703788,-38.566924,Gas,185.891,1404721.92,2004,,,,,
BRA0027263,Brazil,,,-12.703788,-38.566924,Gas,185.891,1331517.6,2004,,,,,
BRA0030457,Brazil,,,-30.318801,-50.316096,Wind,30,0,2014,,,,,
BRA0030457,Brazil,,,-30.318801,-50.316096,Wind,30,0,2014,,,,,
BRA0029598,Brazil,,,-24.06222,-50.70639,Hydro,363.138,0,2012,,,,,
BRA0029598,Brazil,,,-24.06222,-50.70639,Hydro,363.138,0,2012,,,,,
BRA0029598,Brazil,,,-24.06222,-50.70639,Hydro,363.138,120892.8,2012,,,,,
BRA0000647,Brazil,,,-22.941389,-50.516944,Hydro,82.5,539784,1999,,,,,
BRA0000647,Brazil,,,-22.941389,-50.516944,Hydro,82.5,520800,1999,,,,,
BRA0000647,Brazil,,,-22.941389,-50.516944,Hydro,82.5,657115.2,1999,,,,,
BRA0030557,Brazil,,,-9.340954,-56.777438,Hydro,1819.8,0,2015,,,,,
BRA0030557,Brazil,,,-9.340954,-56.777438,Hydro,1819.8,0,2015,,,,,
BRA0030557,Brazil,,,-9.340954,-56.777438,Hydro,1819.8,3194620.8,2015,,,,,
BRA0027787,Brazil,,,-20.47901,-48.401535,Biomass,90,0,2006,,,,,
BRA0027787,Brazil,,,-20.47901,-48.401535,Biomass,90,0,2006,,,,,
BRA0027787,Brazil,,,-20.47901,-48.401535,Biomass,90,0,2006,,,,,
BRA0028817,Brazil,,,-19.245,-52.899444,Hydro,29,0,2008,,,,,
BRA0028817,Brazil,,,-19.245,-52.899444,Hydro,29,0,2008,,,,,
BRA0028817,Brazil,,,-19.245,-52.899444,Hydro,29,158575.2,2008,,,,,
BRA0001194,Brazil,,,-18.421276,-49.115998,Hydro,2080.5,5992728,1980,,,,,
BRA0001194,Brazil,,,-18.421276,-49.115998,Hydro,2080.5,4118856,1980,,,,,
BRA0001194,Brazil,,,-18.421276,-49.115998,Hydro,2080.5,4628282.4,1980,,,,,
BRA0030025,Brazil,,,-18.601272,-51.191284,Biomass,130,327697.44,2010,,,,,
BRA0030025,Brazil,,,-18.601272,-51.191284,Biomass,130,3917.76,2010,,,,,
BRA0030025,Brazil,,,-18.601272,-51.191284,Biomass,130,0,2010,,,,,
BRA0001268,Brazil,,,-14.748333,-58.073889,Hydro,42,0,1995,,,,,
BRA0001268,Brazil,,,-14.748333,-58.073889,Hydro,42,0,1995,,,,,
BRA0001268,Brazil,,,-14.748333,-58.073889,Hydro,42,224868,1995,,,,,
BRA0028357,Brazil,,,-3.677121,-38.856646,Gas,326.601,2607612,2003,,,,,
BRA0028357,Brazil,,,-3.677121,-38.856646,Gas,326.601,2454112.08,2003,,,,,
BRA0028357,Brazil,,,-3.677121,-38.856646,Gas,326.601,1674136.8,2003,,,,,
BRA0028355,Brazil,,,-18.066667,-47.666667,Hydro,212.58,870072,2010,,,,,
BRA0028355,Brazil,,,-18.066667,-47.666667,Hydro,212.58,498960,2010,,,,,
BRA0028355,Brazil,,,-18.066667,-47.666667,Hydro,212.58,376336.8,2010,,,,,
BRA0028354,Brazil,,,-27.141667,-53.039722,Hydro,855,5253696,2010,,,,,
BRA0028354,Brazil,,,-27.141667,-53.039722,Hydro,855,5541480,2010,,,,,
BRA0028354,Brazil,,,-27.141667,-53.039722,Hydro,855,4944055.2,2010,,,,,
BRA0030415,Brazil,,,-27.621667,-50.988191,Hydro,191.9,0,2013,,,,,
BRA0030415,Brazil,,,-27.621667,-50.988191,Hydro,191.9,0,2013,,,,,
BRA0030415,Brazil,,,-27.621667,-50.988191,Hydro,191.9,945151.2,2013,,,,,
BRA0028352,Brazil,,,-16.786111,-47.941944,Hydro,96.447,0,2009,,,,,
BRA0028352,Brazil,,,-16.786111,-47.941944,Hydro,96.447,0,2009,,,,,
BRA0028352,Brazil,,,-16.786111,-47.941944,Hydro,96.447,203968.8,2009,,,,,
BRA0027115,Brazil,,,-18.451931,-47.985939,Hydro,1192,3254160,1982,,,,,
BRA0027115,Brazil,,,-18.451931,-47.985939,Hydro,1192,1740648,1982,,,,,
BRA0027115,Brazil,,,-18.451931,-47.985939,Hydro,1192,1924843.2,1982,,,,,
BRA0001197,Brazil,,,-21.291327,-44.622353,Hydro,52,97440,1955,,,,,
BRA0001197,Brazil,,,-21.291327,-44.622353,Hydro,52,121968,1955,,,,,
BRA0001197,Brazil,,,-21.291327,-44.622353,Hydro,52,184598.4,1955,,,,,
BRA0030385,Brazil,,,0.852,-51.2,Hydro,252,0,2014,,,,,
BRA0030385,Brazil,,,0.852,-51.2,Hydro,252,0,2014,,,,,
BRA0030385,Brazil,,,0.852,-51.2,Hydro,252,792993.6,2014,,,,,
BRA0001298,Brazil,,,-17.279889,-47.525056,Hydro,3.992,0,1990,,,,,
BRA0001298,Brazil,,,-17.279889,-47.525056,Hydro,3.992,0,1990,,,,,
BRA0001298,Brazil,,,-17.279889,-47.525056,Hydro,3.992,0,1990,,,,,
BRA0028528,Brazil,,,-3.732742,-38.643392,Oil,14.76,0,2002,,,,,
BRA0028528,Brazil,,,-3.732742,-38.643392,Oil,14.76,0,2002,,,,,
BRA0028528,Brazil,,,-3.732742,-38.643392,Oil,14.76,168,2002,,,,,
BRA0027075,Brazil,,,-20.43901,-54.636535,Gas,206.35,1215772.32,1999,,,,,
BRA0027075,Brazil,,,-20.43901,-54.636535,Gas,206.35,1081199.28,1999,,,,,
BRA0027075,Brazil,,,-20.43901,-54.636535,Gas,206.35,133408.8,1999,,,,,
BRA0028699,Brazil,,,-3.017865,-39.674071,Wind,54.6,229037.76,2009,,,,,
BRA0028699,Brazil,,,-3.017865,-39.674071,Wind,54.6,233325.12,2009,,,,,
BRA0028699,Brazil,,,-3.017865,-39.674071,Wind,54.6,208538.4,2009,,,,,
BRA0002133,Brazil,,,-27.454722,-48.982778,Hydro,26.29,0,2010,,,,,
BRA0002133,Brazil,,,-27.454722,-48.982778,Hydro,26.29,0,2010,,,,,
BRA0002133,Brazil,,,-27.454722,-48.982778,Hydro,26.29,161397.6,2010,,,,,
BRA0000955,Brazil,,,-23.848232,-50.380813,Coal,20,67646.88,1963,,,,,
BRA0000955,Brazil,,,-23.848232,-50.380813,Coal,20,65274.72,1963,,,,,
BRA0000955,Brazil,,,-23.848232,-50.380813,Coal,20,64764,1963,,,,,
BRA0028529,Brazil,,,-4.324621,-38.875535,Oil,11.48,0,2002,,,,,
BRA0028529,Brazil,,,-4.324621,-38.875535,Oil,11.48,0,2002,,,,,
BRA0028529,Brazil,,,-4.324621,-38.875535,Oil,11.48,117.6,2002,,,,,
BRA0029587,Brazil,,,-22.909621,-43.729701,Oil,490,2818977.84,2011,,,,,
BRA0029587,Brazil,,,-22.909621,-43.729701,Oil,490,3066112.56,2011,,,,,
BRA0029587,Brazil,,,-22.909621,-43.729701,Oil,490,3006528,2011,,,,,
BRA0001096,Brazil,,,-19.986566,-44.088868,Gas,226,1436509.2,2002,,,,,
BRA0001096,Brazil,,,-19.986566,-44.088868,Gas,226,1704368.4,2002,,,,,
BRA0001096,Brazil,,,-19.986566,-44.088868,Gas,226,832608,2002,,,,,
BRA0029583,Brazil,,,-28.67101,-55.914701,Biomass,12.5,0,2011,,,,,
BRA0029583,Brazil,,,-28.67101,-55.914701,Biomass,12.5,0,2011,,,,,
BRA0029583,Brazil,,,-28.67101,-55.914701,Biomass,12.5,0,2011,,,,,
BRA0028112,Brazil,,,-15.20711,-48.975835,Biomass,50,0,2003,,,,,
BRA0028112,Brazil,,,-15.20711,-48.975835,Biomass,50,0,2003,,,,,
BRA0028112,Brazil,,,-15.20711,-48.975835,Biomass,50,67687.2,2003,,,,,
BRA0028612,Brazil,,,-16.397954,-48.934424,Oil,44.44,75101.04,2002,,,,,
BRA0028612,Brazil,,,-16.397954,-48.934424,Oil,44.44,151678.8,2002,,,,,
BRA0028612,Brazil,,,-16.397954,-48.934424,Oil,44.44,840,2002,,,,,
BRA0030381,Brazil,,,-29.912049,-50.282331,Wind,29.9,0,2012,,,,,
BRA0030381,Brazil,,,-29.912049,-50.282331,Wind,29.9,0,2012,,,,,
BRA0030381,Brazil,,,-29.912049,-50.282331,Wind,29.9,91375.2,2012,,,,,
BRA0027113,Brazil,,,-18.215,-45.259167,Hydro,396,701064,1962,,,,,
BRA0027113,Brazil,,,-18.215,-45.259167,Hydro,396,831768,1962,,,,,
BRA0027113,Brazil,,,-18.215,-45.259167,Hydro,396,708019.2,1962,,,,,
BRA0028118,Brazil,,,-18.066768,-49.661307,Biomass,46.52,0,2005,,,,,
BRA0028118,Brazil,,,-18.066768,-49.661307,Biomass,46.52,0,2005,,,,,
BRA0028118,Brazil,,,-18.066768,-49.661307,Biomass,46.52,75516,2005,,,,,
BRA0002038,Brazil,,,-20.287778,-47.066111,Hydro,492.1,1439424,1957,,,,,
BRA0002038,Brazil,,,-20.287778,-47.066111,Hydro,492.1,757344,1957,,,,,
BRA0002038,Brazil,,,-20.287778,-47.066111,Hydro,492.1,1693305.6,1957,,,,,
BRA0028615,Brazil,,,-12.661566,-38.325535,Oil,31.8,0,2002,,,,,
BRA0028615,Brazil,,,-12.661566,-38.325535,Oil,31.8,0,2002,,,,,
BRA0028615,Brazil,,,-12.661566,-38.325535,Oil,31.8,95474.4,2002,,,,,
BRA0030792,Brazil,,,-14.127156,-42.547096,Wind,30.24,0,2016,,,,,
BRA0030792,Brazil,,,-14.127156,-42.547096,Wind,30.24,0,2016,,,,,
BRA0030792,Brazil,,,-14.127156,-42.547096,Wind,30.24,181171.2,2016,,,,,
BRA0001066,Brazil,,,-15.123889,-58.964722,Hydro,124.2,490392,2003,,,,,
BRA0001066,Brazil,,,-15.123889,-58.964722,Hydro,124.2,474096,2003,,,,,
BRA0001066,Brazil,,,-15.123889,-58.964722,Hydro,124.2,458337.6,2003,,,,,
BRA0031482,Brazil,,,-2.96649,-39.879474,Wind,21,0,2016,,,,,
BRA0031482,Brazil,,,-2.96649,-39.879474,Wind,21,0,2016,,,,,
BRA0031485,Brazil,,,-2.922547,-39.840652,Wind,27,0,2016,,,,,
BRA0031485,Brazil,,,-2.922547,-39.840652,Wind,27,0,2016,,,,,
BRA0031485,Brazil,,,-2.922547,-39.840652,Wind,27,66612,2016,,,,,
BRA0000041,Brazil,,,-19.851111,-50.345556,Hydro,1396.2,4150272,1978,,,,,
BRA0000041,Brazil,,,-19.851111,-50.345556,Hydro,1396.2,3545808,1978,,,,,
BRA0000041,Brazil,,,-19.851111,-50.345556,Hydro,1396.2,6876240,1978,,,,,
BRA0000042,Brazil,,,-19.498289,-41.023586,Hydro,330,622776,2005,,,,,
BRA0000042,Brazil,,,-19.498289,-41.023586,Hydro,330,274512,2005,,,,,
BRA0000042,Brazil,,,-19.498289,-41.023586,Hydro,330,252705.6,2005,,,,,
BRA0028995,Brazil,,,-19.473611,-52.539722,Hydro,28.03,0,2008,,,,,
BRA0028995,Brazil,,,-19.473611,-52.539722,Hydro,28.03,0,2008,,,,,
BRA0028995,Brazil,,,-19.473611,-52.539722,Hydro,28.03,152107.2,2008,,,,,
BRA0027933,Brazil,,,-12.59747,-38.273195,Gas,346.803,480172.56,2003,,,,,
BRA0027933,Brazil,,,-12.59747,-38.273195,Gas,346.803,272338.08,2003,,,,,
BRA0027933,Brazil,,,-12.59747,-38.273195,Gas,346.803,11860.8,2003,,,,,
BRA0000060,Brazil,,,-20.48185,-47.866225,Biomass,75,0,1994,,,,,
BRA0000060,Brazil,,,-20.48185,-47.866225,Biomass,75,0,1994,,,,,
BRA0000060,Brazil,,,-20.48185,-47.866225,Biomass,75,258216,1994,,,,,
BRA0027935,Brazil,,,-21.715544,-41.328535,Gas,30,12423.6,1968,,,,,
BRA0027935,Brazil,,,-21.715544,-41.328535,Gas,30,133262.64,1968,,,,,
BRA0027935,Brazil,,,-21.715544,-41.328535,Gas,30,16396.8,1968,,,,,
BRA0026834,Brazil,,,-20.508056,-41.280833,Hydro,25,0,2007,,,,,
BRA0026834,Brazil,,,-20.508056,-41.280833,Hydro,25,0,2007,,,,,
BRA0026834,Brazil,,,-20.508056,-41.280833,Hydro,25,43008,2007,,,,,
BRA0030872,Brazil,,,-5.537553,-35.446718,Wind,29.7,0,2015,,,,,
BRA0030872,Brazil,,,-5.537553,-35.446718,Wind,29.7,0,2015,,,,,
BRA0030872,Brazil,,,-5.537553,-35.446718,Wind,29.7,109048.8,2015,,,,,
BRA0030871,Brazil,,,-5.569432,-35.447289,Wind,27,0,2015,,,,,
BRA0030871,Brazil,,,-5.569432,-35.447289,Wind,27,0,2015,,,,,
BRA0030871,Brazil,,,-5.569432,-35.447289,Wind,27,94516.8,2015,,,,,
BRA0030870,Brazil,,,-5.523005,-35.428529,Wind,29.7,0,2015,,,,,
BRA0030870,Brazil,,,-5.523005,-35.428529,Wind,29.7,0,2015,,,,,
BRA0030870,Brazil,,,-5.523005,-35.428529,Wind,29.7,120960,2015,,,,,
BRA0002053,Brazil,,,-21.884858,-43.540836,Hydro,50,145656,2006,,,,,
BRA0002053,Brazil,,,-21.884858,-43.540836,Hydro,50,153720,2006,,,,,
BRA0002053,Brazil,,,-21.884858,-43.540836,Hydro,50,208353.6,2006,,,,,
BRA0030874,Brazil,,,-5.521111,-35.469,Wind,29.7,0,2015,,,,,
BRA0030874,Brazil,,,-5.521111,-35.469,Wind,29.7,0,2015,,,,,
BRA0030874,Brazil,,,-5.521111,-35.469,Wind,29.7,107570.4,2015,,,,,
BRA0028191,Brazil,,,-23.694899,-46.669146,Gas,386.08,820360.8,2004,,,,,
BRA0029639,Brazil,,,-12.666843,-38.53109,Oil,148.8,840918.96,2010,,,,,
BRA0029639,Brazil,,,-12.666843,-38.53109,Oil,148.8,694910.16,2010,,,,,
BRA0029639,Brazil,,,-12.666843,-38.53109,Oil,148.8,249480,2010,,,,,
BRA0028753,Brazil,,,-19.333333,-52.666667,Hydro,30,0,2007,,,,,
BRA0028753,Brazil,,,-19.333333,-52.666667,Hydro,30,0,2007,,,,,
BRA0028753,Brazil,,,-19.333333,-52.666667,Hydro,30,244423.2,2007,,,,,
BRA0001510,Brazil,,,-9.3575,-38.208333,Hydro,400,28728,1977,,,,,
BRA0001510,Brazil,,,-9.3575,-38.208333,Hydro,400,63000,1977,,,,,
BRA0001510,Brazil,,,-9.3575,-38.208333,Hydro,400,42655.2,1977,,,,,
BRA0029634,Brazil,,,-12.99372,-45.508326,Biomass,30,0,2010,,,,,
BRA0029634,Brazil,,,-12.99372,-45.508326,Biomass,30,0,2010,,,,,
BRA0029634,Brazil,,,-12.99372,-45.508326,Biomass,30,109569.6,2010,,,,,
BRA0002731,Brazil,,,-13.835,-48.301111,Hydro,1275,4571616,1998,,,,,
BRA0002731,Brazil,,,-13.835,-48.301111,Hydro,1275,4440576,1998,,,,,
BRA0002731,Brazil,,,-13.835,-48.301111,Hydro,1275,3213487.2,1998,,,,,
BRA0028756,Brazil,,,-18.529444,-51.15,Hydro,65,325080,2010,,,,,
BRA0028756,Brazil,,,-18.529444,-51.15,Hydro,65,348264,2010,,,,,
BRA0028756,Brazil,,,-18.529444,-51.15,Hydro,65,321602.4,2010,,,,,
BRA0029736,Brazil,,,-9.331111,-64.734444,Hydro,3750,3895248,2013,,,,,
BRA0029736,Brazil,,,-9.331111,-64.734444,Hydro,3750,11302368,2013,,,,,
BRA0029736,Brazil,,,-9.331111,-64.734444,Hydro,3750,9560476.8,2013,,,,,
BRA0028012,Brazil,,,-20.675275,-53.567561,Hydro,29.5,200928,1969,,,,,
BRA0028012,Brazil,,,-20.675275,-53.567561,Hydro,29.5,143808,1969,,,,,
BRA0028012,Brazil,,,-20.675275,-53.567561,Hydro,29.5,190898.4,1969,,,,,
BRA0001113,Brazil,,,-21.85,-42.583333,Hydro,187.169,426720,1924,,,,,
BRA0001113,Brazil,,,-21.85,-42.583333,Hydro,187.169,385728,1924,,,,,
BRA0001113,Brazil,,,-21.85,-42.583333,Hydro,187.169,590620.8,1924,,,,,
BRA0027483,Brazil,,,-18.790278,-48.147222,Hydro,243.675,1039416,2006,,,,,
BRA0027483,Brazil,,,-18.790278,-48.147222,Hydro,243.675,915600,2006,,,,,
BRA0027483,Brazil,,,-18.790278,-48.147222,Hydro,243.675,1127330.4,2006,,,,,
BRA0000588,Brazil,,,-21.576667,-46.624167,Hydro,80.4,144816,1966,,,,,
BRA0000588,Brazil,,,-21.576667,-46.624167,Hydro,80.4,173544,1966,,,,,
BRA0000588,Brazil,,,-21.576667,-46.624167,Hydro,80.4,366811.2,1966,,,,,
BRA0027003,Brazil,,,-15.596,-56.097,Gas,529.2,3010428.96,2001,,,,,
BRA0027003,Brazil,,,-15.596,-56.097,Gas,529.2,3398324.16,2001,,,,,
BRA0027003,Brazil,,,-15.596,-56.097,Gas,529.2,138583.2,2001,,,,,
BRA0028358,Brazil,,,-3.68851,-38.862202,Gas,219.077,1093352.4,2002,,,,,
BRA0028358,Brazil,,,-3.68851,-38.862202,Gas,219.077,528502.8,2002,,,,,
BRA0028358,Brazil,,,-3.68851,-38.862202,Gas,219.077,211394.4,2002,,,,,
BRA0028014,Brazil,,,-23.929343,-46.423868,Gas,249.9,1528079.28,2009,,,,,
BRA0028014,Brazil,,,-23.929343,-46.423868,Gas,249.9,1720279.68,2009,,,,,
BRA0028014,Brazil,,,-23.929343,-46.423868,Gas,249.9,1643107.2,2009,,,,,
BRA0030202,Brazil,,,-26.287518,-48.878529,Gas,337.6,2411839.92,2013,,,,,
BRA0030202,Brazil,,,-26.287518,-48.878529,Gas,337.6,1151619.84,2013,,,,,
BRA0030202,Brazil,,,-26.287518,-48.878529,Gas,337.6,1908597.6,2013,,,,,
BRA0001175,Brazil,,,-15.940278,-39.520556,Hydro,456,967008,2003,,,,,
BRA0001175,Brazil,,,-15.940278,-39.520556,Hydro,456,382368,2003,,,,,
BRA0001175,Brazil,,,-15.940278,-39.520556,Hydro,456,522530.4,2003,,,,,
BRA0001356,Brazil,,,-27.527778,-51.790278,Hydro,1140,6773928,2002,,,,,
BRA0001356,Brazil,,,-27.527778,-51.790278,Hydro,1140,6898248,2002,,,,,
BRA0001356,Brazil,,,-27.527778,-51.790278,Hydro,1140,6321252,2002,,,,,
BRA0000764,Brazil,,,-23.128611,-49.731389,Hydro,414,1660680,1970,,,,,
BRA0000764,Brazil,,,-23.128611,-49.731389,Hydro,414,1495200,1970,,,,,
BRA0000764,Brazil,,,-23.128611,-49.731389,Hydro,414,2490600,1970,,,,,
BRA0030115,Brazil,,,-22.434107,-53.568535,Biomass,120,0,2014,,,,,
BRA0030115,Brazil,,,-22.434107,-53.568535,Biomass,120,0,2014,,,,,
BRA0030115,Brazil,,,-22.434107,-53.568535,Biomass,120,362191.2,2014,,,,,
BRA0029664,Brazil,,,-20.37396,-40.429282,Oil,174.6,1212637.44,2010,,,,,
BRA0029664,Brazil,,,-20.37396,-40.429282,Oil,174.6,953823.36,2010,,,,,
BRA0029664,Brazil,,,-20.37396,-40.429282,Oil,174.6,327062.4,2010,,,,,
BRA0030305,Brazil,,,-12.312699,-42.350988,Wind,30.06,147774.48,2012,,,,,
BRA0030305,Brazil,,,-12.312699,-42.350988,Wind,30.06,143808,2012,,,,,
BRA0030305,Brazil,,,-12.312699,-42.350988,Wind,30.06,133543.2,2012,,,,,
BRA0001574,Brazil,,,-19.133056,-47.693611,Hydro,510,1427160,1994,,,,,
BRA0001574,Brazil,,,-19.133056,-47.693611,Hydro,510,1132488,1994,,,,,
BRA0001574,Brazil,,,-19.133056,-47.693611,Hydro,510,1500928.8,1994,,,,,
BRA0002563,Brazil,,,-19.646564,-42.849906,Hydro,78,248640,1951,,,,,
BRA0002563,Brazil,,,-19.646564,-42.849906,Hydro,78,209328,1951,,,,,
BRA0002563,Brazil,,,-19.646564,-42.849906,Hydro,78,239349.6,1951,,,,,
BRA0030120,Brazil,,,-7.85851,-35.008035,Oil,200.79,1296492.96,2013,,,,,
BRA0030120,Brazil,,,-7.85851,-35.008035,Oil,200.79,852126.24,2013,,,,,
BRA0030120,Brazil,,,-7.85851,-35.008035,Oil,200.79,97154.4,2013,,,,,
BRA0030912,Brazil,,,-3.257869,-39.247531,Wind,26,0,2014,,,,,
BRA0030912,Brazil,,,-3.257869,-39.247531,Wind,26,0,2014,,,,,
BRA0030912,Brazil,,,-3.257869,-39.247531,Wind,26,116793.6,2014,,,,,
BRA0030284,Brazil,,,-5.165934,-36.31926,Wind,26,82876.08,2011,,,,,
BRA0030284,Brazil,,,-5.165934,-36.31926,Wind,26,81345.6,2011,,,,,
BRA0030284,Brazil,,,-5.165934,-36.31926,Wind,26,90216,2011,,,,,
BRA0030285,Brazil,,,-5.173955,-36.302372,Wind,26,80048.64,2011,,,,,
BRA0030285,Brazil,,,-5.173955,-36.302372,Wind,26,78335.04,2011,,,,,
BRA0030285,Brazil,,,-5.173955,-36.302372,Wind,26,88636.8,2011,,,,,
BRA0000608,Brazil,,,-21.325556,-44.616111,Hydro,46,54600,1960,,,,,
BRA0000608,Brazil,,,-21.325556,-44.616111,Hydro,46,91224,1960,,,,,
BRA0000608,Brazil,,,-21.325556,-44.616111,Hydro,46,144765.6,1960,,,,,
BRA0030281,Brazil,,,-5.185604,-36.360265,Wind,26,79511.04,2011,,,,,
BRA0030281,Brazil,,,-5.185604,-36.360265,Wind,26,78630.72,2011,,,,,
BRA0030281,Brazil,,,-5.185604,-36.360265,Wind,26,87242.4,2011,,,,,
BRA0000973,Brazil,,,-22.703056,-43.881389,Hydro,130.3,758520,1940,,,,,
BRA0000973,Brazil,,,-22.703056,-43.881389,Hydro,130.3,598584,1940,,,,,
BRA0000973,Brazil,,,-22.703056,-43.881389,Hydro,130.3,708607.2,1940,,,,,
BRA0027012,Brazil,,,-29.449614,-53.285667,Hydro,125,973224,2001,,,,,
BRA0027012,Brazil,,,-29.449614,-53.285667,Hydro,125,919632,2001,,,,,
BRA0027012,Brazil,,,-29.449614,-53.285667,Hydro,125,815035.2,2001,,,,,
BRA0027556,Brazil,,,-27.776944,-51.193333,Hydro,698.25,4314072,2005,,,,,
BRA0027556,Brazil,,,-27.776944,-51.193333,Hydro,698.25,3717672,2005,,,,,
BRA0027556,Brazil,,,-27.776944,-51.193333,Hydro,698.25,3845083.2,2005,,,,,
BRA0027092,Brazil,,,-22.936111,-50.249722,Hydro,72,429576,1999,,,,,
BRA0027092,Brazil,,,-22.936111,-50.249722,Hydro,72,429240,1999,,,,,
BRA0027092,Brazil,,,-22.936111,-50.249722,Hydro,72,569368.8,1999,,,,,
BRA0002704,Brazil,,,-19.018056,-50.499167,Hydro,1710,9884280,1978,,,,,
BRA0002704,Brazil,,,-19.018056,-50.499167,Hydro,1710,8451576,1978,,,,,
BRA0002704,Brazil,,,-19.018056,-50.499167,Hydro,1710,8797572,1978,,,,,
BRA0028706,Brazil,,,-3.431474,-38.961967,Wind,25.2,0,2008,,,,,
BRA0028706,Brazil,,,-3.431474,-38.961967,Wind,25.2,0,2008,,,,,
BRA0028706,Brazil,,,-3.431474,-38.961967,Wind,25.2,52248,2008,,,,,
BRA0028441,Brazil,,,-2.851343,-39.965937,Wind,42,184495.92,2010,,,,,
BRA0028441,Brazil,,,-2.851343,-39.965937,Wind,42,136631.04,2010,,,,,
BRA0028441,Brazil,,,-2.851343,-39.965937,Wind,42,83260.8,2010,,,,,
BRA0028440,Brazil,,,-2.815098,-40.234875,Wind,28.8,116014.08,2010,,,,,
BRA0028440,Brazil,,,-2.815098,-40.234875,Wind,28.8,111024.48,2010,,,,,
BRA0028440,Brazil,,,-2.815098,-40.234875,Wind,28.8,62445.6,2010,,,,,
BRA0028724,Brazil,,,-4.363056,-37.883889,Wind,28.804,0,2009,,,,,
BRA0028724,Brazil,,,-4.363056,-37.883889,Wind,28.804,0,2009,,,,,
BRA0028724,Brazil,,,-4.363056,-37.883889,Wind,28.804,20932.8,2009,,,,,
BRA0030017,Brazil,,,-8.93784,-35.750585,Biomass,2.4,0,2005,,,,,
BRA0030017,Brazil,,,-8.93784,-35.750585,Biomass,2.4,0,2005,,,,,
BRA0030017,Brazil,,,-8.93784,-35.750585,Biomass,2.4,0,2005,,,,,
BRA0030800,Brazil,,,-4.822086,-44.355,Gas,518.8,0,2016,,,,,
BRA0030800,Brazil,,,-4.822086,-44.355,Gas,518.8,0,2016,,,,,
BRA0030800,Brazil,,,-4.822086,-44.355,Gas,518.8,3660384,2016,,,,,
BRA0030330,Brazil,,,-29.959532,-50.311392,Wind,27.6,0,2012,,,,,
BRA0030330,Brazil,,,-29.959532,-50.311392,Wind,27.6,0,2012,,,,,
BRA0030330,Brazil,,,-29.959532,-50.311392,Wind,27.6,80556,2012,,,,,
BRA0002158,Brazil,,,-21.296111,-49.783056,Hydro,264,640584,1975,,,,,
BRA0002158,Brazil,,,-21.296111,-49.783056,Hydro,264,920976,1975,,,,,
BRA0002158,Brazil,,,-21.296111,-49.783056,Hydro,264,1432670.4,1975,,,,,
BRA0027196,Brazil,,,-19.116667,-42.659167,Hydro,112,240408,2001,,,,,
BRA0027196,Brazil,,,-19.116667,-42.659167,Hydro,112,184800,2001,,,,,
BRA0027196,Brazil,,,-19.116667,-42.659167,Hydro,112,243432,2001,,,,,
BRA0030336,Brazil,,,-3.214709,-39.328842,Wind,27.3,0,2014,,,,,
BRA0030336,Brazil,,,-3.214709,-39.328842,Wind,27.3,0,2014,,,,,
BRA0030336,Brazil,,,-3.214709,-39.328842,Wind,27.3,81631.2,2014,,,,,
BRA0001100,Brazil,,,-19.94801,-44.333535,Oil,131,751716,1963,,,,,
BRA0001100,Brazil,,,-19.94801,-44.333535,Oil,131,161948.64,1963,,,,,
BRA0001100,Brazil,,,-19.94801,-44.333535,Oil,131,0,1963,,,,,
BRA0029453,Brazil,,,-19.022,-42.123,Hydro,140.544,366576,2009,,,,,
BRA0029453,Brazil,,,-19.022,-42.123,Hydro,140.544,221592,2009,,,,,
BRA0029453,Brazil,,,-19.022,-42.123,Hydro,140.544,219559.2,2009,,,,,
BRA0028031,Brazil,,,-8.399066,-34.956924,Gas,532.7557,3770618.88,2004,,,,,
BRA0028031,Brazil,,,-8.399066,-34.956924,Gas,532.7557,3162848.64,2004,,,,,
BRA0028031,Brazil,,,-8.399066,-34.956924,Gas,532.7557,4078552.8,2004,,,,,
