country,id,name,lat,lon,loc_type,capacity,capacity_type,area,structure
ITA,72929,Sclafani Bagni,37.764,13.883,exact,6.8,DC,27.1,Fixed tilt (N-S) & 2-axis tracker
ITA,60922,Serenissima,44.945,11.656,exact,48.0,DC,154.5,Fixed tilt (N-S)
ITA,62175,Sessa Aurunca,41.1869,13.8714,exact,7.0,DC,12.1,Fixed tilt (N-S)
ITA,64810,SiSen,41.56,15.692,exact,8.0,DC,18.5,Fixed tilt (N-S)
ITA,72941,Soleto,40.1948,18.2159,exact,4.9,DC,11.4,Fixed tilt (N-S)
ITA,68112,Spinazzola A,40.949,16.199,exact,5.0,DC,10.5,Fixed tilt (N-S)
ITA,62365,Spineto,40.576,15.104,exact,8.0,DC,19.9,
ITA,61416,Striano,40.827,14.558,exact,6.0,DC,10.9,Fixed tilt (N-S)
ITA,61420,Suvereto,43.0508,10.696,exact,6.1,DC,14.7,Fixed tilt (N-S)
ITA,63139,Ternavasso,44.857,7.852,exact,7.8,DC,18.3,Fixed tilt (N-S)
ITA,60200,Torchiarolo,40.498,18.019,exact,8.0,DC,17.0,Fixed tilt (N-S)
ITA,67820,Torrazza Piemonte A,45.223,7.968,exact,10.0,DC,23.4,Fixed tilt (N-S)
ITA,61069,Treia 1,43.338,13.316,exact,14.1,DC,19.8,Fixed tilt (N-S)
ITA,73484,Treia A,43.3244,13.3558,exact,4.5,DC,9.1,Fixed tilt (N-S)
ITA,61412,Troia,41.34,15.263,exact,13.5,DC,24.8,Fixed tilt (N-S)
ITA,62399,Troina,37.739,14.578,exact,5.2,DC,12.7,Fixed tilt (N-S)
ITA,65682,Uras 1+2,39.7345,8.667,exact,4.8,DC,16.4,
ITA,66648,Valentano,42.587,11.806,exact,6.0,DC,12.2,Fixed tilt (N-S)
ITA,61419,Valmonte,41.764,13.069,exact,6.8,DC,15.2,Fixed tilt (N-S)
ITA,63138,Vega Apulia,41.3598,15.3712,exact,40.0,DC,12.3,Fixed tilt (N-S)
ITA,68599,Viarolo,44.8575,10.2602,exact,4.6,DC,6.1,Rooftop
ITA,62489,Villacidro REC,39.4976,8.7862,exact,5.0,DC,12.0,Fixed tilt (N-S)
ITA,62403,Viterbo KGAL,42.3921,11.7134,exact,10.9,DC,76.3,1-axis horizontal
ITA,72931,Vittoria,36.986,14.544,exact,9.3,DC,18.3,Fixed tilt (N-S)
ITA,69395,MdC Octopus,42.387,11.587,exact,57.4,AC,139.6,1-axis horizontal
JAM,64536,Content,17.944,-77.31,exact,20.0,AC,44.6,Fixed tilt (N-S)
JOR,69767,Al Ambaratouria,32.344,36.291,exact,51.0,AC,,1-axis horizontal
JOR,65367,Al Badiya,32.183,36.693,exact,10.0,AC,31.8,Fixed tilt (N-S)
JOR,71849,Al Badiya 2,32.184,36.687,inexact,11.0,DC,,1-axis horizontal
JOR,66663,Al Safawi,32.089,37.032,inexact,51.0,AC,170.0,1-axis horizontal
JOR,71836,Azraq,32.343,36.255,exact,5.0,DC,31.6,Fixed tilt (N-S)
JOR,66018,Jordan Solar One,32.439,36.1,exact,20.0,AC,65.9,1-axis horizontal
JOR,65472,Jordanian Royal Court,31.967, 35.935,exact,5.6,DC,,
JOR,67741,JUST,32.4825,35.9864,exact,5.0,DC,6.0,Fixed tilt (N-S)
JOR,73075,Kempinski,31.2646,35.8048,exact,5.0,DC,9.4,1-axis horizontal
JOR,73081,Mafraq I,32.354,36.292,exact,50.0,AC,140.3,1-axis horizontal
JOR,64057,MaSP} Al Zanbaq,30.153,35.81,exact,10.0,AC,26.3,1-axis horizontal
JOR,67808,MaSP} EJRE,30.147,35.817,exact,20.0,AC,71.0,1-axis horizontal
JOR,66020,MaSP} Ennera,30.142,35.813,exact,10.0,AC,19.9,Fixed tilt (N-S)
JOR,65451,MaSP} Falcon,30.155,35.817,exact,20.0,AC,48.1,Fixed tilt (N-S)
JOR,68492,MaSP} GLAE,30.141,35.815,exact,10.0,AC,24.4,1-axis horizontal
JOR,64056,MaSP} Shams,30.145,35.825,exact,52.5,AC,166.0,1-axis horizontal
JOR,68494,MaSP} SunE,30.159,35.813,exact,20.0,AC,49.9,1-axis horizontal
JOR,65452,MaSP} Ward Al Joury,30.144,35.81,exact,10.0,AC,26.4,1-axis horizontal
JOR,64125,MaSP} Zahrat Al Salam,30.149,35.809,exact,10.0,AC,25.5,1-axis horizontal
JOR,68491,Oryx Ma'an,30.216,35.613,exact,10.4,DC,22.9,1-axis horizontal
JOR,64352,Quweira,29.73,35.35,inexact,103.0,DC,,
JOR,64788,Shamsuna,29.394,35.027,exact,10.1,DC,17.7,Fixed tilt (N-S)
JOR,69857,Sul,31.05,35.746,exact,5.0,DC,11.8,1-axis horizontal
JOR,73082,Sunrise,32.363,36.296,exact,50.0,AC,145.1,1-axis horizontal
JOR,70936,Zaatari,32.282,36.326,exact,12.9,DC,21.1,Fixed tilt (N-S)
JPN,69394,Abira A,42.767,141.798,exact,15.0,DC,25.4,Fixed tilt (N-S)
JPN,70626,Akasaka A,33.6186,130.7309,exact,4.0,DC,5.6,Fixed tilt (N-S)
JPN,69254,Aramaki,36.708,138.932,exact,19.0,DC,72.8,Fixed tilt (N-S)
JPN,67748,Asakawa,37.06,140.41,exact,18.8,DC,,Fixed tilt (N-S)
JPN,63361,Ashigara-Ōi,35.355,139.167,exact,13.0,DC,15.5,Fixed tilt (N-S)
JPN,73483,Bungotakada A,33.5787,131.4735,exact,4.0,DC,5.3,Fixed tilt (N-S)
JPN,68236,Chitose,42.765,141.643,exact,28.0,DC,75.1,Fixed tilt (N-S)
JPN,72555,Daibu A,33.5809,130.6323,exact,5.0,DC,6.8,Fixed tilt (N-S)
JPN,67749,Date City,42.478,140.834,exact,10.4,DC,13.6,Fixed tilt (N-S)
JPN,68114,Eco Hyogo Amagasaki,34.68,135.381,exact,8.0,DC,16.2,Fixed tilt (N-S)
JPN,72556,Edosaki A,35.9443,140.3267,exact,4.0,DC,5.2,Fixed tilt (N-S)
JPN,69877,Fukagawa,31.701,130.987,exact,20.2,DC,44.6,Fixed tilt (N-S)
JPN,65930,Fukakusa,34.951,135.797,exact,9.9,DC,20.9,Fixed tilt hillside
JPN,70629,Fukuchi A,33.6874,130.7654,exact,5.0,DC,9.7,Fixed tilt (N-S)
JPN,69586,Fukushima NSP,37.179,140.394,exact,14.6,DC,25.0,Fixed tilt (N-S)
JPN,65881,Funayaotsu,33.945,133.213,exact,14.0,DC,18.6,Fixed tilt (N-S)
JPN,65873,Furukawa,38.67,140.795,exact,40.3,AC,50.4,Fixed tilt (N-S)
JPN,65895,Fushimi,34.957,135.854,exact,23.0,DC,37.6,Fixed tilt hillside
JPN,65418,Futtsu II,35.247,139.893,exact,42.0,DC,75.2,Fixed tilt (N-S)
JPN,64700,Goto,32.689,128.8566,exact,5.5,DC,3.5,Fixed tilt (N-S)
JPN,63634,Gunma Farmdo,36.3831,138.9664,exact,13.0,DC,2.5,Fixed tilt (N-S) & Greenhouse roof
JPN,68749,Hagi,34.455,131.445,inexact,21.1,DC,,
JPN,70602,Hagio A,32.6497,130.7217,exact,6.0,DC,7.8,Fixed tilt (N-S)
JPN,74117,Hamada,34.8622,132.049,exact,41.3,DC,,Fixed tilt (N-S)
JPN,66594,Hanaizumi,38.8596,141.1879,exact,10.9,DC,3.4,Fixed tilt (offset)
JPN,66764,Hanamizuki,36.999,136.847,exact,17.0,DC,28.0,Fixed tilt (N-S)
JPN,65842,Hibiki Takataya,33.921,130.771,exact,42.9,DC,42.9,Fixed tilt (N-S)
JPN,67318,Higashiyama,33.3384,130.3824,exact,10.0,DC,17.5,Fixed tilt (N-S)
JPN,66753,Himeji II,34.773,134.763,exact,9.9,DC,15.7,Fixed tilt (N-S)
JPN,64386,Hioki,31.718,130.406,exact,29.0,DC,26.8,Fixed tilt (N-S)
JPN,64350,Hiraizumi,38.967,141.103,exact,13.0,DC,35.8,Fixed tilt (N-S)
JPN,65671,Hirono,40.309,141.741,exact,27.0,DC,44.0,Fixed tilt (N-S)
JPN,65861,Hiyoshibaru,33.245,131.759,exact,44.8,DC,49.7,Fixed tilt (N-S)
JPN,66283,Hofu,34.0305,131.5849,exact,12.0,DC,15.1,Fixed tilt (offset)
JPN,68379,Hokuto C,35.897,138.48,exact,5.9,DC,14.7,Fixed tilt (N-S)
JPN,62505,Honda,36.756,140.014,exact,15.0,DC,30.0,Fixed tilt (N-S)
JPN,65314,Hosoe,31.902,131.339,exact,96.2,DC,86.2,Fixed tilt (N-S)
JPN,63013,Ichinoseki GPC,38.876,141.1485,exact,22.0,DC,16.3,Fixed tilt (N-S)
JPN,67810,Ichinoseki GPSC,38.9361,141.3619,exact,20.8,AC,10.9,Fixed tilt (N-S)
JPN,70715,Iitate,37.688,140.722,exact,23.4,DC,35.5,Fixed tilt (N-S) & Fixed tilt (offset)
JPN,61267,Inami,34.723,134.9087,exact,9.8,DC,21.4,Fixed tilt (N-S)
JPN,72489,Inashiki Sakura,35.98,140.317,exact,17.1,DC,22.8,Fixed tilt (N-S)
JPN,73475,Isatsu,35.914,140.301,inexact,6.1,DC,,
JPN,67836,Ishinomaki,38.455,141.376,exact,14.0,DC,19.5,Fixed tilt (N-S)
JPN,64520,Iwaki II,36.986,140.818,exact,22.6,AC,66.1,Fixed tilt (N-S)
JPN,66593,Izunokuni,35.058,138.918,exact,11.3,DC,15.1,Fixed tilt (N-S)
JPN,72557,Jingūji B,35.9667,140.3655,exact,4.5,DC,5.8,Fixed tilt (N-S)
JPN,70651,Jitōgata A,34.631,138.178,exact,14.0,DC,20.8,Fixed tilt (N-S) & Fixed tilt (offset)
JPN,70652,Jitōgata B,34.6395,138.185,exact,6.5,DC,8.9,Fixed tilt (N-S)
JPN,68380,Kai-shi A,35.707,138.493,exact,4.3,DC,10.8,Fixed tilt (offset)
JPN,70622,Kamatsuchi Mitsukurichō A,35.185,137.225,exact,20.0,DC,30.3,Fixed tilt (N-S)
JPN,66372,Kamenoko,32.013,131.375,exact,32.6,DC,44.0,Fixed tilt (N-S)
JPN,67916,Kanagi,34.878,132.207,exact,10.0,AC,23.0,Fixed tilt (N-S)
JPN,62075,Kansai KIX,34.429,135.214,exact,11.6,DC,17.0,Fixed tilt (offset)
JPN,72729,Katsuura,35.165,140.291,exact,24.0,AC,22.7,Fixed tilt (N-S)
JPN,69588,Kawanishi,37.909,140,exact,25.0,DC,53.3,Fixed tilt hillside
JPN,67746,Kawasaki,33.576,130.836,exact,19.8,AC,40.9,Fixed tilt (N-S)
JPN,67747,Kawasaki A,33.6186,130.8108,exact,5.0,DC,7.4,Fixed tilt (N-S) & Fixed tilt (offset)
JPN,65865,Kenrōmachi,33.047,130.424,exact,16.7,DC,19.9,
JPN,70649,Kikugawa A,34.7499,138.0742,exact,4.5,DC,5.9,Fixed tilt (N-S)
JPN,70650,Kikugawa B,34.664,138.1015,exact,7.6,DC,11.5,Fixed tilt (N-S)
JPN,67301,Kirishima,31.652,130.844,exact,41.3,DC,,Fixed tilt (N-S)
JPN,73709,Kirishima A,31.742,130.701,exact,20.0,DC,21.0,Fixed tilt (N-S)
JPN,74113,Kirishima B,31.8561,130.8603,exact,4.0,DC,4.9,Fixed tilt (N-S)
JPN,74114,Kirishima C,31.89,130.809,exact,22.6,DC,26.5,Fixed tilt (N-S)
JPN,74115,Kirishima D,31.753,130.8471,exact,5.0,DC,6.5,Fixed tilt (N-S)
JPN,74116,Kirishima E,31.691,130.824,exact,15.5,DC,19.5,Fixed tilt (N-S)
JPN,67401,Kitaawaji,34.547,134.94,exact,10.5,DC,23.3,Fixed tilt (N-S) & Fixed tilt (offset)
JPN,68751,Komatsu,36.385, 136.389,inexact,13.2,DC,,
JPN,73956,Koumi Kogen,36.077,138.423,inexact,10.2,DC,,
JPN,64166,Kumenan,34.941,133.975,exact,32.0,DC,53.0,Fixed tilt (N-S)
JPN,72726,Kunitomi SF,31.9818,131.2976,exact,8.0,DC,9.5,Rooftop & Fixed tilt (N-S)
JPN,65391,Mashiki,32.8,130.867,exact,40.0,DC,59.4,Fixed tilt (N-S)
JPN,73700,Matogata B,34.771,134.748,exact,15.0,DC,20.6,Fixed tilt (offset)
JPN,73482,Matsusaki A,33.572,131.412,exact,9.0,DC,14.1,Fixed tilt (N-S)
JPN,64692,Meiwa,34.5672,136.6549,exact,5.0,DC,2.7,Fixed tilt (N-S)
JPN,65859,Meshima,32.2879,130.4728,exact,6.0,DC,6.7,Fixed tilt (N-S)
JPN,67950,Midorigahama A,34.695,137.253,exact,9.0,DC,21.6,Fixed tilt (N-S)
JPN,68792,Midorimachi A,42.563,141.335,exact,10.0,DC,26.9,Fixed tilt (N-S)
JPN,72947,Miho A,36.0094,140.344,exact,4.5,DC,6.3,Fixed tilt (N-S)
JPN,64815,Mimasaka Musashi,35.0779,134.2653,exact,42.0,DC,47.2,Fixed tilt (N-S)
JPN,70628,Minamio A,33.6159,130.6929,exact,6.0,DC,8.9,Fixed tilt (N-S)
JPN,67949,Minamisoma,37.694,141.004,exact,59.9,DC,82.3,Fixed tilt (offset) & Fixed tilt (N-S)
JPN,71764,Minamisoma 2,37.635,141.018,exact,32.3,DC,41.7,
JPN,68355,Misawa,40.7704,141.3628,exact,9.5,DC,15.4,Fixed tilt (N-S)
JPN,72946,Misawa A,40.751,141.397,exact,10.0,DC,13.2,Fixed tilt (N-S)
JPN,70099,Mito Equis,36.403,140.353,exact,36.0,DC,57.8,Fixed tilt (N-S)
JPN,63775,Mito Haru,36.336,140.3775,exact,9.3,DC,12.0,Fixed tilt (N-S)
JPN,73681,Miyami A,34.291,135.084,exact,25.0,DC,31.2,Fixed tilt (N-S)
JPN,68255,Miyanourachō A,31.6826,130.5932,exact,5.0,DC,9.5,Fixed tilt (offset)
JPN,65224,Mukawa,42.635,141.947,exact,19.0,AC,27.1,Fixed tilt (offset)
JPN,73677,Mukawa A,42.629,141.96,exact,25.0,DC,31.0,Fixed tilt hillside
JPN,64088,Nagasaki NGS,32.914,129.912,exact,29.0,DC,35.4,Fixed tilt (offset)
JPN,70653,Nakanishi A,34.722,138.172,exact,20.0,DC,39.5,Fixed tilt (N-S)
JPN,67802,Nanao,37.065,136.959,exact,27.0,DC,26.8,Fixed tilt (N-S)
JPN,66637,Nasu,36.851,140.142,exact,17.0,DC,20.3,Fixed tilt (N-S)
JPN,64812,Nasuogawa,36.758,140.091,exact,15.0,DC,51.3,Fixed tilt (N-S)
JPN,73671,Nasushiobara A,36.946,139.914,exact,12.0,DC,18.9,Fixed tilt (N-S)
JPN,73672,Nasushiobara B,36.9327,140.0777,exact,8.0,DC,11.7,Fixed tilt (N-S)
JPN,73674,Nasushiobara C,36.9506,139.9586,exact,6.0,DC,9.4,Fixed tilt (N-S)
JPN,64800,Nasushiobara Renova,36.938,139.956,exact,24.8,DC,29.5,Fixed tilt (N-S)
JPN,69776,Nihonmatsu,37.531,140.536,exact,29.5,AC,55.2,Fixed tilt (N-S)
JPN,68001,Niigata,37.947,139.088,exact,7.0,DC,13.2,Fixed tilt (N-S)
JPN,69195,Nogata,33.7192,130.7277,exact,10.5,DC,16.7,Fixed tilt (N-S) & Fixed tilt (offset)
JPN,69479,Noheji,40.855,141.14,inexact,13.7,DC,,
JPN,70714,North Kitagata,37.953,139.19,exact,7.6,DC,10.4,Fixed tilt (N-S)
JPN,72508,Obatake A,36.1353,140.1699,exact,4.0,DC,5.4,Fixed tilt (N-S)
JPN,71152,Obuchi-Okinosu ,34.6833,138.0053,exact,17.9,DC,9.1,Fixed tilt (N-S)
JPN,66279,Ogishima Cosmo,35.482,139.708,exact,7.6,DC,12.4,Fixed tilt (offset)
JPN,65882,Okayama Itochu,34.7299,133.8508,exact,37.0,DC,42.7,Fixed tilt (N-S)
JPN,70716,Ōkuma,37.392,140.971,exact,11.7,DC,25.5,Fixed tilt (N-S)
JPN,65864,Onoda 4,33.943,131.193,exact,4.0,DC,12.0,Fixed tilt (N-S)
JPN,64789,Oshu,39.0509,141.071,exact,15.0,AC,25.8,Fixed tilt (N-S)
JPN,73673,Otawara A,36.908,140.107,exact,13.0,DC,17.0,Fixed tilt (N-S)
JPN,73675,Otawara B,36.9172,140.1017,exact,5.0,DC,8.0,Fixed tilt (N-S)
JPN,70630,Oto A,33.5967,130.8442,exact,6.0,DC,9.4,Fixed tilt (N-S)
JPN,71899,Oyama A,36.2834,139.7996,exact,6.0,DC,8.2,Fixed tilt (N-S)
JPN,65071,Ozu,32.932,130.915,exact,19.0,DC,20.0,Fixed tilt hillside
JPN,73679,Ozu A,32.918,130.932,exact,45.0,DC,73.4,Fixed tilt (N-S)
JPN,73680,Ozu B,32.928,130.958,exact,30.0,DC,41.8,Fixed tilt hillside
JPN,65473,Renatosu Soma,37.771,140.984,exact,52.6,DC,76.8,Fixed tilt (N-S)
JPN,71665,Rokunohe A,40.665,141.336,exact,12.0,DC,18.6,Fixed tilt (N-S)
JPN,71666,Rokunohe B,40.6627,141.3312,exact,4.0,DC,6.7,Fixed tilt (N-S)
JPN,67319,Saga Ouchi,33.328,130.022,exact,21.0,DC,27.3,Fixed tilt (N-S)
JPN,73710,Sanda A,34.9158,135.1607,exact,7.0,DC,9.0,Fixed tilt (N-S)
JPN,68115,Sanda Hyōgo,34.8901,135.1734,exact,15.0,DC,22.5,Fixed tilt (N-S)
JPN,69363,Sano A,34.475,134.942,exact,8.5,DC,13.6,Fixed tilt (N-S)
JPN,66001,Sanoniijima,34.4513,134.9262,exact,5.0,DC,10.6,Fixed tilt (N-S)
JPN,72743,Sekiyatsu A,35.1725,140.3137,exact,5.0,DC,7.8,Fixed tilt (N-S)
JPN,73711,Sera A,34.6042,132.9106,exact,5.0,DC,9.7,Fixed tilt (N-S)
JPN,64539,Sera Town,34.5938,132.9703,exact,5.9,DC,5.9,Fixed tilt (N-S)
JPN,64086,Setouchi,34.643,134.159,exact,230.0,DC,272.7,Fixed tilt (offset)
JPN,71144,Shichinohe,40.776,141.179,exact,47.5,AC,72.1,Fixed tilt (N-S)
JPN,64119,Shikamachi,37.075, 136.755,exact,5.9,DC,,
JPN,65306,Shimami,37.9774,139.2006,exact,14.1,DC,15.3,Fixed tilt (offset)
JPN,68786,Shin Mine CS,34.254, 131.181,inexact,56.3,DC,,
JPN,72507,Shinji,36.143,140.1654,exact,6.0,DC,8.2,Fixed tilt (N-S)
JPN,71908,Shirakawa,37.153,140.236,exact,31.0,DC,47.6,Fixed tilt (N-S)
JPN,73684,Shirakawa A,37.136,140.23,exact,10.0,DC,13.5,Fixed tilt (N-S)
JPN,73685,Shirakawa B,37.13,140.237,exact,25.0,DC,33.1,Fixed tilt (N-S)
JPN,69762,Shiroi-Inzai,35.8102,140.0909,exact,12.8,AC,6.8,Fixed tilt (N-S)
JPN,63776,Shizukuishi,39.718,141.007,exact,24.8,DC,33.5,Fixed tilt (N-S)
JPN,71151,Shizuoka,34.855,137.925,inexact,10.7,DC,,
JPN,64109,Showa,36.641,139.115,exact,43.0,DC,62.5,Fixed tilt (N-S)
JPN,72902,Showa C,36.6053,139.0667,exact,5.0,DC,6.6,Fixed tilt (N-S)
JPN,73678,Soma A,37.83,140.952,exact,15.0,DC,18.2,
JPN,62436,Spring Water,31.991,130.723,exact,25.9,DC,47.4,Fixed tilt (N-S)
JPN,67921,Suwa,36.017,138.053,exact,46.8,DC,64.3,Fixed tilt (N-S)
JPN,71766,Suwa A,36.053,138.155,exact,5.0,DC,11.4,
JPN,63793,Tadewara,32.741,129.921,exact,13.2,DC,25.0,Fixed tilt (N-S)
JPN,66600,Taiwa,38.374,140.842,exact,28.0,DC,44.8,Fixed tilt (N-S)
JPN,68783,Takacho,35.0632,134.9521,exact,14.5,DC,26.4,Fixed tilt (N-S)
JPN,73702,Takasago A,34.7653,134.7655,exact,6.5,DC,8.5,Fixed tilt (N-S)
JPN,72899,Takayama,36.611,138.971,exact,31.2,DC,51.3,Fixed tilt (N-S)
JPN,69878,Tanba,35.105,135.008,exact,17.7,DC,38.5,Fixed tilt (N-S)
JPN,65225,Tenri I,34.594,135.911,exact,23.0,DC,28.5,Fixed tilt (N-S)
JPN,73703,Tenri II,34.599,135.915,exact,10.5,DC,13.4,Fixed tilt (N-S)
JPN,71907,Tojo,34.883,133.296,exact,33.0,DC,52.5,Fixed tilt (N-S)
JPN,68791,Tomakomai GP,42.765,141.643,exact,38.0,DC,75.1,
JPN,66836,Tomioka,37.347,140.973,exact,28.0,DC,63.0,Fixed tilt (N-S)
JPN,73706,Tomioka A,37.358,140.982,exact,30.0,DC,40.2,Fixed tilt (N-S)
JPN,73707,Tomioka B,37.367,140.985,exact,25.0,DC,36.9,Fixed tilt (N-S)
JPN,73708,Tomioka C,37.366,140.958,exact,30.0,DC,58.3,Fixed tilt (offset)
JPN,70944,Tottori CS,35.4422,133.2948,exact,27.3,DC,7.5,Fixed tilt (N-S)
JPN,72488,Tsuchiura,36.15,140.145,inexact,23.0,DC,,
JPN,65846,Tsunaikuho,34.451,134.926,exact,5.0,DC,11.9,Fixed tilt (N-S)
JPN,70624,Tsunawaki A,33.6201,130.7218,exact,16.0,DC,18.4,Fixed tilt (N-S)
JPN,70625,Tsunawaki B,33.625,130.72,exact,16.0,DC,18.2,
JPN,67989,Tsunemi 1,33.8659,130.989,exact,5.9,DC,13.9,Fixed tilt (N-S)
JPN,65871,Tsunemi 2,33.8623,130.9944,exact,8.5,DC,9.0,Rotating horizontal platform
JPN,70627,Tsutsuno A,33.6081,130.7397,exact,15.0,DC,22.3,Fixed tilt (N-S)
JPN,65064,Uchida,32.634,130.719,exact,11.1,DC,11.9,Fixed tilt (N-S)
JPN,70601,Urakawachi A,32.6381,130.7241,exact,4.5,DC,5.8,Fixed tilt (N-S)
JPN,62491,Uruma,26.346,127.967,exact,12.0,DC,15.6,Fixed tilt (N-S)
JPN,70635,Urushio A,33.5915,130.7255,exact,6.0,DC,8.4,Fixed tilt (N-S)
JPN,67809,Usa SGET,33.511,131.369,exact,40.3,AC,55.2,Fixed tilt (N-S)
JPN,70633,Ushikuma A,33.5753,130.727,exact,6.0,DC,8.5,Fixed tilt (N-S)
JPN,70634,Ushikuma B,33.5736,130.7393,exact,5.0,DC,6.7,Fixed tilt hillside
JPN,65590,Wakamatsu,33.934,130.754,exact,7.0,DC,16.7,
JPN,65302,Wakayama,34.281,135.099,exact,24.0,DC,25.8,Fixed tilt (N-S)
JPN,65929,Yachimata,35.6294,140.3034,exact,4.5,DC,3.3,Fixed tilt (N-S)
JPN,70394,Yaita,36.78,139.975,exact,41.0,AC,49.5,Fixed tilt (N-S)
JPN,68374,Yamada-Cho,39.45, 141.96,inexact,32.9,DC,,
JPN,73682,Yamaguchi A,34.0108,131.4558,exact,5.5,DC,7.4,Fixed tilt (N-S)
JPN,68748,Yamaguchi CS,34.016, 131.411,inexact,24.0,DC,,
JPN,64846,Yamakura,35.494,140.131,exact,13.7,DC,13.9,Fixed tilt floating
JPN,66756,Yamamuro,34.536,136.517,exact,15.0,DC,15.7,Fixed tilt (N-S)
JPN,67390,Yonago TCL,35.428,133.445,exact,29.1,DC,45.2,Fixed tilt (N-S)
JPN,67639,Yoshino,34.375,135.843,exact,30.0,DC,,Fixed tilt (N-S)
JPN,65439,Yotsugoya,37.842,138.893,exact,54.6,DC,76.0,Fixed tilt (N-S)
JPN,65854,Yufutsu A,42.635,141.698,exact,14.0,DC,29.1,Fixed tilt (offset)
JPN,65900,Yusui,31.924,130.763,exact,32.3,DC,35.9,Fixed tilt (N-S)
JPN,73705,Yūsui B,31.9555,130.7485,exact,4.5,DC,5.8,Fixed tilt (N-S)
KAZ,73252,Gulshat,46.67,74.335,inexact,40.0,AC,,
KAZ,72076,Saran,49.81,72.872,exact,100.0,DC,158.9,Fixed tilt (N-S)
KAZ,63756,Zhambyl II,42.714,70.823,exact,50.0,DC,,
KAZ,73694,Zhangiztobe,49.225,81.187,exact,30.0,AC,65.1,Fixed tilt (N-S)
KEN,62186,Garissa,-0.35,39.605,inexact,55.7,DC,85.0,
KHM,68564,Bavet,11.075,106.06,exact,10.0,DC,20.0,Fixed tilt (N-S)
KHM,72314,Bavet A,11.0695,106.1144,exact,3.0,AC,6.1,Fixed tilt (N-S)
KHM,73465,CMIP,10.6347,104.5243,exact,9.8,DC,5.2,Fixed tilt floating & Rooftop
KOR,62135,Asan Hyundai,36.849,126.874,inexact,10.0,DC,21.3,Rooftop
KOR,64811,Boogeo-seom,37.859,127.68,exact,6.0,DC,20.4,Fixed tilt (N-S)
KOR,61906,Yeonggwang II,35.42,126.423,exact,11.0,DC,23.6,Fixed tilt (N-S)
KOR,70792,Yeongwol,37.179,128.401,exact,38.9,AC,73.9,1-axis horizontal
KWT,64590,Umm Gudair,28.89, 47.71,inexact,10.0,DC,,1-axis horizontal
LCA,67371,Vieux Fort,13.7381,-60.961,exact,3.0,AC,6.9,Fixed tilt (N-S)
LKA,64145,Hambantota I,6.23,81.08,exact,14.4,AC,36.0,
LKA,68796,Sagasolar,6.232,81.087,exact,10.0,DC,18.2,Fixed tilt (N-S)
MAR,71080,Aïn Beni Mathar ISCC,34.071,-2.105,exact,20.0,AC,160.2,
MAR,70981,Ait-Baha,30.2185,-9.1484,exact,3.0,AC,4.9,
MDG,72179,Ambatolampy,-19.489,47.445,exact,25.0,AC,25.7,Fixed tilt (offset)
MEX,70980,Agua Prieta II,31.263,-109.59,exact,12.0,AC,91.6,1-axis horizontal
MEX,62104,Aura I,24.063,-110.323,exact,27.6,AC,98.3,Fixed tilt (N-S)
MEX,73800,Aura III,24.045,-110.335,exact,32.0,DC,50.3,Fixed tilt (N-S)
MEX,62018,Bizani,28.546,-111.440,inexact,100.0,DC,530.0,
MEX,64430,Camargo,27.652,-105.076,exact,30.0,AC,91.6,1-axis horizontal
MEX,64614,Delicias,28, -105.54,inexact,30.0,AC,48.0,Fixed tilt (N-S)
MEX,67955,Don José,21.344,-100.596,exact,207.0,AC,408.0,1-axis horizontal
MEX,69258,Hermosillo Iberdrola,28.96,-111.5,inexact,100.0,AC,,
MEX,69404,Jalisco 1,20.3109,-103.5903,exact,8.0,AC,10.0,Fixed tilt (N-S)
MEX,71832,Jalisco 2,20.3092,-103.5886,exact,8.0,AC,10.0,Fixed tilt (N-S)
MEX,68693,Laguna,25.431,-103.299,exact,102.5,AC,228.9,1-axis horizontal
MEX,67959,Las Viborillas,20.145, -103.495,inexact,100.0,AC,,
MEX,65312,Los Santos,26.66, -99.95,inexact,13.6,AC,,1-axis horizontal
MEX,61157,Munisol,28.9714,-111.2548,inexact,21.6,DC,50.0,1-axis horizontal
MEX,68356,Noacan,25.39,-103.317,exact,22.5,AC,44.0,Fixed tilt (N-S)
MEX,67958,Potencia 1,22.03, -102.41,inexact,63.0,AC,,
MEX,73299,Potosí Iberdrola,21.915,-101.325,inexact,170.0,AC,,
MEX,68685,Puerto Libertad,29.945, -112.665,inexact,320.0,AC,,1-axis horizontal
MEX,69249,Solem I,21.895, -102.082,inexact,150.0,DC,,
MEX,69250,Solem II,21.895, -102.082,inexact,140.0,DC,,
MEX,63603,TAI-I,24.155,-104.457,exact,16.8,DC,28.9,Fixed tilt (N-S)
MEX,66781,TAI-II,24.157,-104.451,exact,49.8,DC,64.9,Fixed tilt (N-S)
MEX,67953,Villanueva I,25.586,-103.056,exact,330.0,AC,1368.8,1-axis horizontal & Fixed tilt (N-S)
MEX,67954,Villanueva III,25.577,-103.034,exact,250.0,AC,1019.4,1-axis horizontal
MEX,71833,Villanueva IV,25.616,-103.035,exact,74.0,DC,227.3,1-axis horizontal
MEX,68684,Solem,21.895, -102.082,inexact,287.0,AC,1000.0,
MMR,63352,Minbu I,20.2,94.8,inexact,50.0,DC,,
MNG,68801,Darkhan,49.4,105.941,exact,10.0,AC,29.3,Fixed tilt (N-S)
