ceg_id,name,latitude,longitude
UTE.PE.MG.033104,-21.753333,-43.350278
PCH.PH.MG.002751,-20.2225,-41.994444
UFV.RS.RN.033582,-6.1853,-35.7537
UFV.RS.RN.033581,-6.166,-35.758
EOL.CV.RN.030333,-5.418711,-35.953975
PCH.PH.MT.032921,-17.085875,-54.913303
EOL.CV.RN.030339,-5.127838,-36.453648
UTE.GN.PB.033979,-7.1654,-34.86978
UHE.PH.SP.001972,-23.186944,-49.383889
EOL.CV.RN.031826,-5.41151,-36.083223
EOL.CV.CE.030582,-3.881047,-41.184283
EOL.CV.CE.030585,-3.871141,-41.187828
EOL.CV.CE.030584,-3.835304,-41.175907
UHE.PH.MG.027483,-18.790278,-48.147222
UHE.PH.MG.027484,-18.659722,-48.435278
PCH.PH.SC.028618,-27.021389,-50.185833
UTE.PE.SP.031531,-23.54351,-46.626646
UTE.PE.SP.031532,-23.64609,-46.638645
UTE.PE.SP.031533,-23.506565,-46.866646
UTE.PE.SP.031534,-23.090569,-45.928539
UFV.RS.RJ.031594,-22.874163,-43.455207
UTE.PE.SP.000740,-21.5487,-47.772515
UTE.PE.AL.032666,-9.755722,-36.664139
PCH.PH.MG.031467,-21.344513,-45.17126
UTE.PE.PE.033456,-7.508398,-34.974674
UFV.RS.BA.032893,-13.293167,-43.32313
UFV.RS.BA.032892,-13.297312,-43.323648
UFV.RS.BA.032896,-12.056371,-42.959557
UFV.RS.BA.032899,-12.131105,-42.962377
UTE.PE.SP.029684,-22.40701,-47.551535
UTE.PE.SP.029537,-23.502,-47.458
UTE.AI.SP.029904,-21.082121,-49.912479
UTE.AI.SP.029903,-23.64609,-46.638645
UTE.FL.PR.028742,-24.74601,-53.673868
UTE.PE.SC.033223,-26.867778,-49.228056
UHE.PH.MG.028011,-20.099722,-44.554722
UTE.PE.SP.028061,-22.78501,-50.208535
UHE.PH.AM.000190,-1.915833,-59.473333
UTE.RU.SP.031436,-23.351324,-46.761885
UHE.PH.PR.002672,-25.65,-52.616667
PCH.PH.SC.033711,-27.144722,-52.056111
PCH.PH.SC.033710,-27.158889,-52.088055
EOL.CV.BA.034836,-10.975916,-41.3714
EOL.CV.BA.034837,-10.976785,-41.326757
EOL.CV.BA.034834,-11.029999,-41.357755
EOL.CV.BA.034835,-11.00292,-41.347935
EOL.CV.BA.034832,-11.000576,-41.335477
EOL.CV.BA.034833,-10.988452,-41.357168
EOL.CV.BA.034831,-10.999749,-41.321888
EOL.CV.BA.034839,-10.951144,-41.364737
PCH.PH.SC.032598,-26.683805,-52.178854
UFV.RS.RJ.031248,-22.993361,-43.2589
PCH.PH.SC.032597,-28.359397,-49.746458
UFV.RS.RJ.031243,-23.019574,-43.477178
UTE.PE.SP.033705,-22.745682,-47.362801
UTE.PE.SP.033704,-23.676299,-46.588193
UTE.PE.SP.033701,-23.581287,-46.879701
UTE.PE.SP.033700,-23.109932,-47.209143
UTE.PE.SP.033703,-22.363812,-46.944898
UTE.PE.SP.033708,-24.177557,-46.806293
EOL.CV.PB.029075,-6.557296,-35.014694
UHE.PH.AP.030385,0.852,-51.2
UTE.FL.MT.029858,-10.188982,-59.434451
EOL.CV.CE.030808,-3.780182,-41.129131
EOL.CV.CE.030809,-4.844711,-37.311
UTE.RU.MG.030191,-19.81301,-43.946535
UTE.PE.RS.030586,-30.0914,-51.155605
UTE.PE.RS.030587,-30.0914,-51.155605
UTE.PE.GO.031301,-16.685907,-49.230712
UTE.PE.RO.001215,-9.25601,-64.367667
CGH.PH.MG.002137,-20.569444,-45.388333
UFV.RS.SP.033174,-21.952425,-49.815775
CGH.PH.AL.028860,-9.085278,-35.570556
PCH.PH.SC.029377,-28.416667,-49.271389
UTE.PE.RO.027245,-9.424906,-61.99944
UTE.AI.MA.030969,-4.278788,-42.978313
UTE.PE.SP.031703,-23.09057,-45.92854
PCH.PH.MG.032559,-18.522505,-48.103332
UTE.PE.RS.029795,-29.167399,-51.509701
UTE.AI.PI.029773,-4.850262,-42.876499
UTE.PE.MT.032740,-11.83959,-55.484115
CGH.PH.RS.028572,-27.4275,-53.540833
EOL.CV.BA.031628,-11.080119,-42.685381
CGH.PH.MG.031051,-21.017222,-42.440833
UTE.PE.AM.001143,-3.277222,-60.184167
UTE.PE.MG.028587,-19.482,-44.155
UTE.PE.MG.030875,-18.959779,-49.441396
UTE.GN.SP.002904,-23.29489,-45.981045
PCH.PH.MG.029723,-21.852778,-43.888611
UTE.PE.MG.033114,-20.065538,-44.56959
UTE.PE.MG.033112,-20.022676,-45.526646
